time	distance
2022.44939253281	0
2022.46185802571	0
2022.47432351862	0
2022.48678901152	0
2022.49925450443	0
2022.51171999733	0
2022.52418549023	0
2022.53665098314	0
2022.54911647604	0
2022.56158196895	0
2022.57404746185	0
2022.58651295476	0
2022.59897844766	0
2022.61144394056	0
2022.62390943347	0
2022.63637492637	0
2022.64884041928	13.9260769761396
2022.66130591218	63.0348694657983
2022.67377140508	116.049271885849
2022.68623689799	174.515615667715
2022.69870239089	227.53009248878
2022.7111678838	282.382001179066
2022.7236333767	335.861750293957
2022.7360988696	391.341653146731
2022.74856436251	439.442083575463
2022.76102985541	494.935811692191
2022.77349534832	545.088703597099
2022.78596084122	606.057126022789
2022.79842633412	663.954091665269
2022.81089182703	725.082185470439
2022.82335731993	788.62124105318
2022.83582281284	852.042040427527
2022.84828830574	916.246241002522
2022.86075379865	983.756572185108
2022.87321929155	1053.26940767944
2022.88568478445	1122.96935061628
2022.89815027736	1138.10098887854
2022.91061577026	1156.42721793634
2022.92308126317	1173.75854013146
2022.93554675607	1203.00501904842
2022.94801224897	1203.00501904842
2022.96047774188	1204.88275890099
2022.97294323478	1206.37030246296
2022.98540872769	1207.62855932448
2022.99787422059	1208.23220283003
2023.01033971349	1209.05289370575
2023.0228052064	1209.95511201919
2023.0352706993	1210.71723513041
2023.04773619221	1212.95009460684
2023.06020168511	1215.84856526307
2023.07266717801	1218.00074867687
2023.08513267092	1220.61540304733
2023.09759816382	1222.80351021228
2023.11006365673	1225.46924223714
2023.12252914963	1226.96976046097
2023.13499464254	1230.04054388861
2023.14746013544	1232.49270875609
2023.15992562834	1237.1574821683
2023.17239112125	1243.68666680792
2023.18485661415	1249.9119604677
2023.19732210706	1258.9833348204
2023.20978759996	1263.84715198696
2023.22225309286	1277.65048917147
2023.23471858577	1282.49998279194
2023.24718407867	1297.6864185061
2023.25964957158	1308.66234884977
2023.27211506448	1320.21314645529
2023.28458055738	1336.57171161972
2023.29704605029	1355.2078762146
2023.30951154319	1388.85615239185
2023.3219770361	1427.95092673967
2023.334442529	1485.33869610527
2023.34690802191	1556.90066521577
2023.35937351481	1652.33958512334
2023.37183900771	1722.53643497702
2023.38430450062	1794.47999312168
2023.39676999352	1876.46541958371
2023.40923548643	1968.16596130417
2023.42170097933	2073.47934725239
2023.43416647223	2172.08428315044
2023.44663196514	2275.88069872427
2023.45909745804	2384.19471387969
2023.47156295095	2488.46977001634
2023.48402844385	2620.10652855767
2023.49649393675	2765.39935001545
2023.50895942966	2990.74823942709
2023.52142492256	3249.05019740246
2023.53389041547	3460.0383420295
2023.54635590837	3589.78459289793
2023.55882140127	3714.71212261755
2023.57128689418	3853.75823764753
2023.58375238708	4004.41564524866
2023.59621787999	4159.65710399447
2023.60868337289	4280.55224387475
2023.6211488658	4413.5162365469
2023.6336143587	4511.78616226311
2023.6460798516	4620.02525276925
2023.65854534451	4683.15227721561
2023.67101083741	4722.1120368005
2023.68347633032	4756.93632331991
2023.69594182322	4756.93632331991
