time	distance
2022.44939253281	0
2022.47205707743	0
2022.49472162204	0
2022.51738616666	0
2022.54005071128	0
2022.5627152559	0
2022.58537980051	0
2022.60804434513	0
2022.63070888975	0
2022.65337343437	28.42409166798
2022.67603797898	112.261102449185
2022.6987025236	189.024953417666
2022.72136706822	260.371200988195
2022.74403161283	344.582966605552
2022.76669615745	432.641760775398
2022.78936070207	528.268915395454
2022.81202524669	627.706510676129
2022.8346897913	729.273687967228
2022.85735433592	836.661206763621
2022.88001888054	950.706387519834
2022.90268342516	966.016760289296
2022.92534796977	992.763738670859
2022.94801251439	992.763738670859
2022.97067705901	992.763738670859
2022.99334160363	992.763738670859
2023.01600614824	992.763738670859
2023.03867069286	992.763738670859
2023.06133523748	992.763738670859
2023.08399978209	993.175519672478
2023.10666432671	993.51947294201
2023.12932887133	993.51947294201
2023.15199341595	993.51947294201
2023.17465796056	993.975085928953
2023.19732250518	994.452194872541
2023.2199870498	994.452194872541
2023.24265159442	995.665115928759
2023.26531613903	996.61889357314
2023.28798068365	999.22009029202
2023.31064522827	1004.53008964691
2023.33330977288	1017.78869388458
2023.3559743175	1035.99183030724
2023.37863886212	1071.43440677068
2023.40130340674	1117.47257776788
2023.42396795135	1179.72761578237
2023.44663249597	1277.26672032163
2023.46929704059	1382.89088627499
2023.49196158521	1523.39673422404
2023.51462612982	1775.07578423775
2023.53729067444	2003.04131685269
2023.55995521906	2070.72445441897
2023.58261976367	2153.44819411917
2023.60528430829	2263.200167938
2023.62794885291	2383.6352963121
2023.65061339753	2474.35949642986
2023.67327794214	2527.09277184978
2023.69594248676	2555.54196582241
2023.71860703138	2576.30655853999
2023.741271576	2587.62675181324
2023.76393612061	2610.60423544714
2023.78660066523	2669.61613045811
2023.80926520985	2715.41813662959
2023.83192975447	2739.55996438125
2023.85459429908	2771.46098191517
2023.8772588437	2791.08257936881
2023.89992338832	2797.07380073852
2023.92258793293	2806.79201783863
2023.94525247755	2809.74087043649
2023.96791702217	2814.76047362035
2023.99058156679	2817.18774985299
2024.0132461114	2819.55420365911
2024.03591065602	2823.94985187639
2024.05857520064	2823.94985187639
2024.08123974526	2826.37002682869
2024.10390428987	2826.57431925181
2024.12656883449	2826.57431925181
2024.14923337911	2826.57431925181
2024.17189792372	2826.75260852481
2024.19456246834	2828.04838450986
2024.21722701296	2828.04838450986
2024.23989155758	2828.04838450986
2024.26255610219	2829.4911856417
2024.28522064681	2830.10288145109
2024.30788519143	2830.10288145109
2024.33054973605	2830.10288145109
2024.35321428066	2830.90766650069
2024.37587882528	2830.90766650069
2024.3985433699	2831.68700970966
2024.42120791452	2833.12313141324
2024.44387245913	2833.22478969953
2024.46653700375	2833.90839947071
2024.48920154837	2833.90839947071
2024.51186609298	2833.90839947071
2024.5345306376	2833.90839947071
2024.55719518222	2833.90839947071
2024.57985972684	2833.90839947071
2024.60252427145	2833.90839947071
2024.62518881607	2833.90839947071
2024.64785336069	2833.90839947071
2024.67051790531	2833.90839947071
2024.69318244992	2833.90839947071
2024.71584699454	2833.90839947071
