node1,node2,length,startLon,startLat,endLon,endLat,endNodeL,startNodeL,startYear,endYear,tipLabel,genotype
532,533,0.0125004030274729,-96.5419224540687,47.1857334170253,-96.5413962759777,47.1878210674573,0.0125004030274729,0,2022.03687798217,2022.0493783852,NA,B32
532,973,0.0155837735179087,-96.5419224540687,47.1857334170253,-97.7667994522844,47.1284725349792,0.0155837735179087,0,2022.03687798217,2022.05246175569,NA,B32
533,534,0.00486435709079913,-96.5413962759777,47.1878210674573,-95.1674838860832,45.8422065638678,0.017364760118272,0.0125004030274729,2022.0493783852,2022.05424274229,NA,B32
973,974,0.0121428647407384,-97.7667994522844,47.1284725349792,-96.825254249702,46.8463015188184,0.0277266382586472,0.0155837735179087,2022.05246175569,2022.06460462043,NA,B32
533,546,0.0179912634060391,-96.5413962759777,47.1878210674573,-95.7167653379215,47.188856141875,0.030491666433512,0.0125004030274729,2022.0493783852,2022.06736964861,NA,B32
546,547,0.00252378512372431,-95.7167653379215,47.188856141875,-95.4465293937082,46.7389772653291,0.0330154515572363,0.030491666433512,2022.06736964861,2022.06989343373,NA,B32
546,563,0.00513988700507273,-95.7167653379215,47.188856141875,-95.8216287375095,47.5818358259029,0.0356315534385847,0.030491666433512,2022.06736964861,2022.07250953561,NA,B32
534,538,0.0198089752604411,-95.1674838860832,45.8422065638678,-97.023346227684,46.3626182639088,0.0371737353787132,0.017364760118272,2022.05424274229,2022.07405171755,NA,B32
563,564,0.00271038649414646,-95.8216287375095,47.5818358259029,-98.4458759060507,49.5322464252253,0.0383419399327312,0.0356315534385847,2022.07250953561,2022.07521992211,NA,B32
538,539,0.00158642466528036,-97.023346227684,46.3626182639088,-97.6560646994451,46.5277974628321,0.0387601600439935,0.0371737353787132,2022.07405171755,2022.07563814222,NA,B32
547,553,0.00599647610486942,-95.4465293937082,46.7389772653291,-95.727705534216,46.4227716922224,0.0390119276621057,0.0330154515572363,2022.06989343373,2022.07588990984,NA,B32
564,972,0.00100085251549276,-98.4458759060507,49.5322464252253,-98.4683011339542,50.3922539309648,0.0393427924482239,0.0383419399327312,2022.07521992211,2022.07622077462,NA,B32
974,975,0.012103258082917,-96.825254249702,46.8463015188184,-96.652391461981,46.2835380618952,0.0398298963415642,0.0277266382586472,2022.06460462043,2022.07670787852,NA,B32
539,540,0.00142646045294681,-97.6560646994451,46.5277974628321,-97.4501948244731,45.6798707571505,0.0401866204969403,0.0387601600439935,2022.07563814222,2022.07706460267,NA,B32
974,976,0.0125939213556823,-96.825254249702,46.8463015188184,-96.8075413831837,46.8430976568702,0.0403205596143295,0.0277266382586472,2022.06460462043,2022.07719854179,NA,B32
540,541,0.00757426476121603,-97.4501948244731,45.6798707571505,-98.1889752551907,45.4194442875083,0.0477608852581564,0.0401866204969403,2022.07706460267,2022.08463886743,NA,B32
553,555,0.0122651770140814,-95.727705534216,46.4227716922224,-95.1937233473918,46.0958560169111,0.0512771046761871,0.0390119276621057,2022.07588990984,2022.08815508685,NA,B32
553,554,0.0152577267583669,-95.727705534216,46.4227716922224,-95.773002495782,47.1477202614596,0.0542696544204726,0.0390119276621057,2022.07588990984,2022.09114763659,NA,B32
539,544,0.0182001899767235,-97.6560646994451,46.5277974628321,-99.0966548948085,46.9981494509016,0.056960350020717,0.0387601600439935,2022.07563814222,2022.0938383322,NA,B32
540,542,0.0381341849248398,-97.4501948244731,45.6798707571505,-92.563376211797,44.3840464958164,0.0783208054217801,0.0401866204969403,2022.07706460267,2022.1151987876,NA,B32
564,565,0.0574304346527503,-98.4458759060507,49.5322464252253,-96.2428445038877,47.4031301674951,0.0957723745854815,0.0383419399327312,2022.07521992211,2022.13265035676,NA,B32
555,556,0.0544962069272881,-95.1937233473918,46.0958560169111,-102.509187719563,49.2250305993108,0.105773311603475,0.0512771046761871,2022.08815508685,2022.14265129378,NA,B32
556,557,0.000177215119770313,-102.509187719563,49.2250305993108,-102.528880777777,49.1921529164212,0.105950526723245,0.105773311603475,2022.14265129378,2022.1428285089,NA,B32
556,558,0.0105893459676119,-102.509187719563,49.2250305993108,-103.110524299822,51.7381238099649,0.116362657571087,0.105773311603475,2022.14265129378,2022.15324063975,NA,B32
565,566,0.0218188256716449,-96.2428445038877,47.4031301674951,-110.420932755797,52.8574036509056,0.117591200257126,0.0957723745854815,2022.13265035676,2022.15446918243,NA,B32
566,970,0.00168381597571932,-110.420932755797,52.8574036509056,-110.24307339748,52.9435107404214,0.119275016232846,0.117591200257126,2022.15446918243,2022.15615299841,NA,B32
976,977,0.088316823928634,-96.8075413831837,46.8430976568702,-88.2120327467087,46.7704242575655,0.128637383542964,0.0403205596143295,2022.07719854179,2022.16551536572,NA,B32
547,548,0.0964898903210769,-95.4465293937082,46.7389772653291,-111.959474942977,40.3292582233261,0.129505341878313,0.0330154515572363,2022.06989343373,2022.16638332405,NA,B32
548,549,0.00957472462936115,-111.959474942977,40.3292582233261,-112.17716197021,40.9343252449602,0.139080066507674,0.129505341878313,2022.16638332405,2022.17595804868,NA,B32
558,559,0.0230371976054111,-103.110524299822,51.7381238099649,-103.387276730921,51.9591473619265,0.139399855176498,0.116362657571087,2022.15324063975,2022.17627783735,NA,B32
977,978,0.0155350638949843,-88.2120327467087,46.7704242575655,-87.1657641839568,46.3721843422694,0.144172447437948,0.128637383542964,2022.16551536572,2022.18105042961,NA,B32
559,560,0.00593128086755446,-103.387276730921,51.9591473619265,-103.330484699826,52.0890951380571,0.145331136044053,0.139399855176498,2022.17627783735,2022.18220911822,NA,B32
