mean_branch_dispersal_velocity	weighted_branch_dispersal_velocity	branch_dispersal_velocity_variation_among_branches	original_diffusion_coefficient	weighted_diffusion_coefficient	diffusion_coefficient_variation_among_branches	isolation_by_distance_signal_rS	isolation_by_distance_signal_rP1	isolation_by_distance_signal_rP2
10970.3644406091	4134.70059890319	2.27754470350388	1351966.11897999	1256003.96807771	3.14956343722861	0.263905737202723	0.195784359041878	0.271891123655061
12916.1743601391	4580.97698862034	2.63903656099082	2244142.96696687	1483146.16217684	7.01780166065106	0.25559922699562	0.183832840842677	0.261566954452101
11776.9066020083	4441.30352857011	2.5868738647072	1734991.43128123	1541406.79031004	3.94806453073463	0.262233735052353	0.193978631658818	0.269001172911124
12889.0587514973	4758.54858140103	2.12049105109933	1889093.06549478	1483828.56981833	3.45201199907962	0.274385117017349	0.205404539335608	0.278802302198536
15224.4645344914	4172.97807128341	5.47066707760196	1442685.26790016	1293183.28019214	4.22076738296042	0.25501318111464	0.182288724918538	0.259822276401203
11405.5185302601	4417.86625265246	2.21534597143417	1562349.98275256	1412976.95445476	2.97499665540112	0.278089674739144	0.203344352044371	0.278974759610029
8994.61356197167	3995.42862352919	2.67387117972515	1390654.66661186	1314065.2336191	5.63514498651608	0.277159008045625	0.21166158461763	0.282735481415046
12136.6280633167	4128.1567431483	3.25366503531803	1460162.70389952	1312694.48289876	3.76508357982272	0.268452560204398	0.198111219478011	0.271566517255247
10018.9359220837	4163.26498432377	2.04087515952733	1586857.58524097	1326993.73128066	5.10825630747124	0.266283773133843	0.192820555993772	0.268742356452109
11749.301659456	4160.10860881826	3.00406762279972	1520622.38132493	1323410.73932197	3.38119601312461	0.266396393607164	0.198017396642261	0.270508151634552
11940.7315637779	4228.83983303628	2.34569084219506	1422341.3689441	1269318.09153108	2.85094614177285	0.263472545026196	0.194111148741774	0.266892578201333
12003.2221775441	4371.70781880698	3.83085164515051	1320596.87303617	1391599.81196954	2.8193214412157	0.262265391781441	0.187127926164154	0.264090251540396
10303.3309642107	4082.11341553415	2.70365194115246	1256235.90419834	1291495.21613627	3.96254918125788	0.261042859560626	0.192339484899062	0.267025399704584
11259.5560588026	4081.99161340855	3.15652730320318	1397324.11797974	1378228.5258962	3.34043869209112	0.248424374246209	0.18156428953717	0.255878236687804
69897.6593350781	4314.14690546545	16.7608421367679	4522362.88073113	1361389.90503936	14.1791091805352	0.274740179783716	0.207754026095342	0.280926132521597
9980.68279395419	4391.48103334654	1.90618336587177	1454980.87547508	1425068.26394957	2.68230195282783	0.260543343941798	0.193301209385047	0.264914550778083
10453.8709342175	4187.97350700982	2.10016416363348	1320538.96726488	1367556.54569542	2.67330376918332	0.266908290252941	0.199788543692479	0.272788394478667
10520.6156716643	4223.90831453391	2.44485440184498	1463231.21502385	1323375.81514097	3.57169296441835	0.256896019334568	0.185596384631323	0.266115068078602
9056.09341926404	3848.89269199882	1.68505639152166	1192370.18111383	1236628.14391607	3.90099845278601	0.26504107025363	0.196552398815367	0.273909842241653
8990.27393435891	4261.98433211434	1.54114087969236	1330197.53739411	1354961.7507356	3.69001605310769	0.257068975191716	0.190028326961502	0.261700702718714
12389.6071437261	4534.66863294123	2.84906562501667	1873082.80855787	1492785.86434775	5.92014214096675	0.25400272196895	0.186503363004104	0.259210465442423
14119.7950685095	4702.68674716037	2.36753545391165	1968379.44912449	1669317.08628154	3.2395717722573	0.23098556498869	0.161488227009179	0.241422043453049
10258.631100639	4374.43569564639	2.08335157887678	1570408.29268747	1518824.93084778	3.35983631057625	0.268013417320155	0.198407539406606	0.272746411547707
10043.1078230913	4178.25497654205	1.91251625677706	1539797.39942335	1347420.56522078	4.64873289667419	0.262101888518666	0.194722919297888	0.265243856034903
9331.226681075	4202.3048777622	2.36007005240603	1443136.7617962	1311998.61826933	3.92937096790315	0.267357169497247	0.200053637040612	0.273990429156146
10668.1512852593	4063.26166178751	2.16193374415934	1765135.15172407	1370183.45742648	8.98310819994954	0.259874154317333	0.193617273340845	0.266735426730373
9590.25913791545	4160.52865441012	1.89115489238603	1292399.02599522	1329506.85657155	2.99969579863383	0.259989664669498	0.191825671310398	0.263205474785092
10261.799692166	4343.05772480215	1.98645309328347	1543791.33177019	1368414.05160645	3.71358674684712	0.257307780127032	0.187227079169948	0.265967648709662
10108.5881781129	4241.85967619767	2.41466888741419	1327707.91888938	1371033.39359284	3.12511982198563	0.272967286279668	0.198267189206426	0.276212168970165
14897.5388600762	4487.45142471164	4.80779778947621	1814568.5711364	1456026.77547184	4.54915212525207	0.252942945698843	0.182937317304692	0.260895348887112
10446.7030954895	4308.7829016482	2.25716439931765	1474782.86478875	1355210.79151978	2.79854389943552	0.245839453171153	0.174657293243339	0.256220082084697
10489.0888607198	4427.3907204084	1.89151121629473	1530983.02296514	1496674.21627587	5.06728345215463	0.246798040508929	0.184908684129633	0.256144871188565
9683.1565165248	4016.43540822458	2.11121342781789	1300331.92031924	1302973.89765972	3.28500832486311	0.26445141805149	0.198722629649165	0.272729405863736
10218.1367114922	4085.46095754828	2.63566840993591	1405549.31806073	1242641.4090308	3.81823134975104	0.265197608920078	0.199564332915452	0.272967117018205
10523.2355091727	4576.82711753352	1.79263444767596	1658090.66730179	1447044.44179888	4.08526519163352	0.261731007111966	0.193282648201459	0.268564371338003
11994.1800459594	4397.53884020355	1.99877407365247	1594934.62975391	1359523.54503425	2.90592390573983	0.245540116124801	0.171183696338621	0.252429123457308
13302.3809596145	4205.94669138714	5.47318266832113	1450688.35173175	1244411.80249873	3.90470635431483	0.261613725318856	0.194132178659092	0.26867369924322
9546.37589203134	3948.372580303	1.83801645371281	1284058.46868336	1284636.02225641	3.75667463139954	0.257283243758773	0.192752701808105	0.264079495435761
10049.1399437113	4209.37274596759	2.1038576060476	1276908.62690951	1277677.6335182	2.94857587081909	0.249654979932241	0.182601543270421	0.261172938934625
9411.90777444466	4201.07732997366	2.15016795129148	1278684.86781132	1331716.01636561	2.97366456876081	0.251361748814989	0.182259405315894	0.260597819367354
9549.90323767814	4225.08744759486	2.0899661287514	1288528.27244578	1273903.09313995	2.97381601305977	0.264032942517407	0.198210159221829	0.271693565524413
10853.5617998906	4272.48316936665	2.18224103993423	1434255.95881053	1415694.96343391	3.23754266305594	0.282048008304893	0.206789625778486	0.283268860703289
13194.3991123742	4192.95381571107	3.8569186060695	2475982.78634711	1375658.72522341	10.9894268263457	0.257785706241143	0.196353352398255	0.265591695908814
11637.0783408505	4081.17705862388	2.48477926044208	1537350.20581995	1378084.83504229	4.09388110263105	0.28289487913103	0.211436756041378	0.282794305791523
12813.6324237209	4383.80033628246	3.55724412834124	1570520.33867929	1372617.35274704	2.89288809986558	0.250552091442914	0.177894481925467	0.255779319936257
10262.2135867666	3842.43094654115	2.58799218512307	1277913.63722204	1200828.29036197	2.91785616873765	0.271200419719857	0.201658120071756	0.277362141778711
11099.1453402332	4231.70810555813	2.16743233887434	1461582.91070775	1323405.96786912	3.10649531341136	0.253134987837256	0.182506767008632	0.261007655685084
11449.4267312683	4592.73577565638	1.95456524205135	1822995.55084073	1501017.91888305	5.13257298380528	0.266366545035263	0.199071104280539	0.269493825522759
11956.8881328915	4290.91537822282	2.37167723587795	1823383.70609018	1385147.11405673	4.85290053828464	0.271377071628902	0.206863377517844	0.277710887135355
12352.0271218324	4284.6812153865	4.33876325002819	1438352.15836203	1506915.68787131	3.0023186067427	0.274733800528603	0.201823684121005	0.278070741288387
11414.5804904503	4407.55117847625	2.00862896789814	1521052.78499798	1379194.82981538	3.20578996735899	0.246781093811272	0.179399052878226	0.252429855690273
10277.183436124	4532.72019646827	2.18451852965189	1928803.41611843	1732128.84894395	5.18787270915068	0.255296244663131	0.191383327980513	0.262187706798064
9865.99844400124	4092.90786553111	1.99137460611349	1530552.67741403	1338444.69868201	3.94868117901138	0.27825382389256	0.21197302762672	0.279438440395153
11777.5509205378	4239.16011084463	2.33288318652465	1365928.98585134	1276311.95798041	2.79172192205137	0.24690127391922	0.180089560597404	0.254110313233345
18661.8532917742	4335.10658747251	9.33771079148696	1463643.88120565	1374060.20283213	2.38956615825629	0.25392568549706	0.188251526782684	0.262433462137287
15370.7864788576	4272.33907268025	4.63110320483346	1466528.07613238	1312784.38569459	2.60068316923847	0.280438610281842	0.210659697088859	0.280908121535678
17341.4736896287	4633.68060833954	9.5245891191933	2180607.16656572	1672830.00676685	8.28353462355142	0.261831143941237	0.191565901959315	0.266850039853741
9178.24817820686	4152.60275268655	1.70938238253304	1271068.93548585	1274197.32992176	3.01164770781378	0.249217176341209	0.186058122793124	0.25828644556622
11138.6464472826	4238.78645268153	2.60620785943486	1526612.53404115	1397784.98144799	4.3747695040867	0.262473909459728	0.194933095367102	0.267344269620408
9025.41887605924	4290.15133665713	1.77360206919793	1297493.87933201	1410608.47958809	2.7784675168602	0.272466012928635	0.202981879374488	0.274716403131234
13223.8621241608	4411.02329847247	4.89446019442719	2227645.90348583	1416064.11397985	8.90517199072786	0.258716181735077	0.189708533853132	0.26249927912493
11893.7101515989	4179.24047813334	2.1663852907068	1597807.96424754	1327101.94667116	4.41361877355607	0.262989255717762	0.193711823670412	0.268734474700803
13314.0078171472	4467.02691772425	2.67438769407955	1493206.37253427	1379065.68125718	2.60836123559585	0.254312772670417	0.186133611754772	0.260054634325218
9474.30998798873	3993.98407359672	2.27018445289395	1262273.09201519	1297377.2553041	3.32812293616761	0.263007338680008	0.193056241262101	0.268419500275406
11693.1203404348	4508.35702937243	2.24794728946535	2698418.65242358	1535333.4892172	7.75748843373129	0.251196940213309	0.176893934243571	0.256678457713534
11899.4343838929	4367.49065384037	2.93599048386989	1492572.92427423	1360981.25349084	3.23767062720404	0.259441444407897	0.189521970754695	0.262974150133115
12478.8608681599	4241.0210488245	3.42797246867843	1616226.52043692	1281712.49545102	4.32036343637383	0.254244706886271	0.184938122992336	0.259604107913341
10673.3160905094	4012.5281779505	2.45587476964562	1316704.11771454	1234308.00974943	2.84799953626958	0.263696943145556	0.197372081923	0.268890915362815
19212.7118100885	4302.48095994423	12.4010725603159	1494336.5917642	1418953.69980679	3.80450708130601	0.254373036953017	0.187889358907756	0.261628747224173
12222.3143361137	4057.68931907948	3.70341662717636	1411144.23547299	1289552.45526653	3.39179736853195	0.26736320647233	0.201717955244188	0.273158034799559
17488.3082295548	4528.77794419997	4.65645774565719	1669820.18671049	1351421.19406759	2.35122731099843	0.258534866026507	0.193313340353242	0.264691986875257
16083.9007592186	4881.61661045825	2.61730601231613	1976206.89114216	1663060.48290783	2.57396121258232	0.25092760162497	0.184923662972762	0.257311639075383
11123.5203611224	4221.18956762021	2.90803126998153	1336846.18938118	1376986.82660581	3.03924040376707	0.277895188989257	0.20919167443	0.281076993627607
9895.73492436407	4128.53718819595	1.91686019562732	1265811.83019044	1311059.59661516	2.88259328790187	0.284738382324363	0.211676648834287	0.28487753442322
11279.3867504664	4416.23496188009	2.57549569191682	1428426.1839152	1402871.7094617	2.23622090174456	0.265012973829522	0.194456040731625	0.268976483687784
9096.60771027399	4161.0099132346	1.71389075221622	1268491.21592676	1368228.05628832	3.39077691533619	0.280110308647635	0.206853755719976	0.281668453031312
9940.36755732191	4105.90444954955	1.90894361923591	1229555.97710567	1235240.85489683	2.73333450301047	0.271449152490313	0.199901315630601	0.277486369502905
13064.1786799126	4423.59423695851	2.28937399356848	1822167.84558462	1378380.95258612	3.62425353295842	0.256754039526328	0.188233752656792	0.264513122705462
10059.355335112	4321.10208592456	1.74902943890747	1351998.19998233	1438336.47043596	3.41290377041264	0.251337520983244	0.173679768096321	0.257989759617539
10195.520091973	3800.69608246045	2.49424114649285	1395417.67059861	1217413.75247252	5.23790218892672	0.270810693106875	0.204938535666153	0.276605464891054
10828.3863816724	4277.56766842845	1.97811635505992	1423381.85026275	1357709.66531015	3.17423675949094	0.264377856241748	0.194283879807312	0.268885986655106
12058.8787070861	4300.17139017612	4.07325486632017	1500160.0489724	1423260.64414079	3.11546148962891	0.268021304555126	0.199009749858763	0.272798461748071
9815.82171926633	4259.92935292206	1.896078993961	1280776.9413708	1332932.38513475	3.1238796922614	0.258653122052411	0.192516244068105	0.266549848917186
11955.3703577459	4453.764483385	2.65675127418037	1689664.3289931	1538230.01404255	3.50745366250586	0.275172366589111	0.201798189337537	0.276941627397535
9842.47659305668	4130.79763557435	2.31003173287625	1355201.773654	1253051.42861658	3.15087424250403	0.258953002089621	0.185686077153369	0.262870153846379
11905.1751952047	4295.35125057517	2.82702221478598	1552941.63968128	1275013.5638599	3.37349670557777	0.264856568358273	0.194523227299907	0.271356389096457
12268.2393706578	4266.77098966639	2.98131090741533	1399512.77468557	1303862.80770618	2.56633403359868	0.264313424000306	0.194323935261576	0.268428652493265
11461.7856188168	4180.30245085668	2.23055424881462	1576247.14871184	1264145.25039863	4.26560396786808	0.260927239475122	0.189862117694137	0.265224639210819
11671.3073106144	4457.472834982	2.655882637239	1578241.01442333	1493530.19270163	3.08402970954201	0.274957173983019	0.201203119280317	0.277367766481529
9974.51308986715	4423.40643296067	2.23660717666317	1306419.88295358	1363271.32828133	2.70288427171936	0.253602778338655	0.185557112061355	0.260409305591525
10854.8516898621	4110.99401320445	2.79024741058362	1348195.78610465	1297735.29096236	3.06348429776447	0.246221932751558	0.175334919620049	0.253466928082988
8595.85107687212	4193.2350153233	1.53693510872058	1256060.8005802	1321511.58186509	2.85586402946559	0.273945012963277	0.206286962787637	0.27796990347514
11287.9706968004	4450.11569197662	2.04615642830984	1413440.87971727	1423631.44780062	2.5566569511936	0.257851034004228	0.189505556561228	0.2622575665764
11454.5233500351	4285.65674814397	4.50236559038572	1341684.34751502	1363149.22188998	3.20435939147922	0.26696913818937	0.199722181110437	0.271176867594204
9483.24484911295	4035.82355744494	2.12697899751608	1377805.95478615	1256231.76104305	4.94904590690247	0.271300637862475	0.203960200498536	0.276361080988453
9456.62238503337	4012.68093362204	2.13170373845942	1469852.79831707	1307506.2129879	4.71879184424706	0.26521383036694	0.193461427006061	0.271099911971952
11046.3984398184	4164.34396915991	2.74162703351313	1737497.7274855	1322567.97542073	6.37793278903887	0.267357133414119	0.197501662868792	0.272621481745183
10023.1890618345	4067.71115350111	2.06301327684293	1396041.86814588	1313746.43454355	3.62513795953914	0.268414868069252	0.198948715224633	0.272711440737097
10795.2739284869	4083.57932970954	3.35613345756575	1362361.71147437	1304003.78828993	2.97726450730573	0.260984745467085	0.189412745796831	0.268685667889523
10348.0216610222	4318.56152972097	1.91805784748905	1455506.86125754	1405639.06781197	2.95127458210854	0.279344123415145	0.208958417403645	0.283692139676889
10193.3908106357	4293.11924792465	1.96207170294661	1483525.95877093	1327358.50797033	3.66563067746871	0.250223199349286	0.176531116304312	0.255563177484231
12113.182566866	4238.07162151562	3.76894498142262	1397396.90374331	1359049.24673142	3.01198156798888	0.262778926629892	0.193170300506955	0.268635427552992
12273.2591944644	4257.73429122714	4.33310620109558	1493554.44445356	1334452.6406369	3.29587011718226	0.264173703667186	0.189404241481237	0.267929515338017
8944.06741866358	4169.58331756828	2.54971204598638	1314409.1047456	1315512.3733567	3.60453661036048	0.264131954620646	0.194143518569622	0.267384610837866
11008.8750897451	4100.01524767643	3.2855028524007	1401376.76585663	1317006.91148038	4.35665208450027	0.265427965285842	0.192720560729266	0.268329712177147
9955.11633670044	4379.68428605255	2.0967482477546	1481985.88956709	1415341.48575704	3.49277616357762	0.261033556417796	0.191699277112497	0.268710231792958
11347.693803081	4447.09564841954	2.07749713361812	1977058.56984685	1507327.44351586	7.68072327649987	0.283211406243728	0.214790135826722	0.286680732621028
11202.178744188	4251.71642354894	2.25178812278005	1387240.69925013	1323726.41484702	2.8284586906028	0.272538128958375	0.200958386114546	0.277005727106716
12857.6513952182	4361.62431784485	2.90396148800454	1520904.27482386	1390490.14356292	2.67071897820186	0.253201294318356	0.188736086053144	0.261541520658444
11015.6049739117	4215.31434027108	3.00196955970326	1486053.48329368	1373716.06640476	4.29372049683103	0.25988376283758	0.185511842331341	0.265936461392609
11634.6494355033	4315.7651511559	3.91879268880583	1421264.84256985	1393901.43951843	3.31136528481769	0.262202296512079	0.196720724201922	0.270483718088918
12414.9662729974	4524.30026518526	2.54354632813423	1715915.79660182	1394326.03341869	3.03877971556047	0.265149231930043	0.192992743734985	0.270804144184112
13529.3489173247	4564.84167266055	3.59931203404073	1578067.19765384	1461989.23290638	2.99901048032913	0.262955471790774	0.196626200587501	0.270487319749715
10551.2778661702	4199.38775485584	2.03939010083237	1802074.25323446	1434512.98041888	5.41638474025694	0.264565617589757	0.193466184698897	0.270532011870038
9368.79735206433	4063.02534636684	1.87287310543	1337822.22545855	1331659.1811015	4.16337004625012	0.272833035169928	0.205741447723439	0.276967241793686
9361.64317713696	3990.36559476864	2.13128793268235	1285671.57289609	1288893.79910364	3.6743835906822	0.273353814189172	0.203923581108771	0.274462668106989
10004.1053102935	4296.10059243467	1.86086906099295	1480386.35013741	1353570.93484092	3.42876658549706	0.242875176143298	0.176415757344923	0.250773188774429
