# BEAST v10.5.0-beta5 Prerelease #fb0d1ded5
# Generated Fri Mar 13 17:27:24 CET 2026 [seed=1773419234108]
# -overwrite B32_RRW_pols.xml
state	joint	prior	likelihood	Current Tree	location.precision.col11	location.precision.col12	location.precision.col21	location.precision.col22	correlation	location.varCovar.location.precision.col11	location.varCovar.location.precision.col12	location.varCovar.location.precision.col21	location.varCovar.location.precision.col22	location.diffusionRate	location.traitLikelihood
0	-1510381.7569596344	-1648.3910669039694	-1508733.3658927304	454.0	0.05	0.002	0.002	0.05	-0.04	20.03205128205128	-0.8012820512820512	-0.8012820512820512	20.03205128205128	3084.609948575348	-1508733.3658927304
10000	-4876.43869176303	-1065.0721673700175	-3811.3665243930127	533.0	3.634763564622353E-5	1.0834026754765128E-5	1.0834026754765128E-5	2.0309659275713992E-5	-0.39874982181003127	32713.617521492906	-17450.8199601762	-17450.8199601762	58546.65675081033	3488.389811808826	-3811.3665243930127
20000	-4739.913723300666	-933.9207297815376	-3805.9929935191285	898.0	2.722125106164957E-5	7.302623707089644E-6	7.302623707089644E-6	1.6554698792852638E-5	-0.3440045925083535	41666.8210319366	-18380.10578593256	-18380.10578593256	68513.65950196923	3569.844932656881	-3805.9929935191285
30000	-4844.764509956754	-1012.9080874677607	-3831.8564224889933	96.0	2.7437503722911075E-5	9.216464408299829E-6	9.216464408299829E-6	1.7990005649153012E-5	-0.414835965791717	44022.19436016243	-22553.02168372563	-22553.021683725634	67140.5637776739	3557.8188660579285	-3831.8564224889933
40000	-4699.833829919852	-960.1089450139267	-3739.7248849059256	886.0	3.12968600551603E-5	7.489191634661708E-6	7.489191634661708E-6	1.9318912961275573E-5	-0.304574273278133	35219.21479533235	-13653.12061570266	-13653.12061570266	57055.53096655026	3475.767331615774	-3739.7248849059256
50000	-4630.009346789849	-933.3116175946135	-3696.697729195235	360.0	3.175527880346717E-5	8.572247874112207E-6	8.572247874112207E-6	2.2113359243714508E-5	-0.32348890871801983	35171.33414570286	-13634.174303295367	-13634.17430329537	50506.82301939988	3222.8752391336834	-3696.697729195235
60000	-4690.356453484343	-944.4895147645394	-3745.866938719803	487.0	3.505393291163049E-5	9.941723812384719E-6	9.941723812384719E-6	2.10486994110848E-5	-0.36599966285024255	32939.96761575039	-15558.208800883322	-15558.208800883323	54857.32834902439	3499.963581203284	-3745.866938719803
70000	-4670.769670698486	-882.9833602465302	-3787.786310451956	694.0	2.7902109403274087E-5	9.74803985284246E-6	9.74803985284246E-6	1.9773977189972466E-5	-0.4150035034182244	43296.43939963218	-21343.982179155166	-21343.982179155166	61093.52596570108	3428.8772360546213	-3787.786310451956
80000	-4744.463740930096	-878.8017309094688	-3865.6620100206273	739.0	2.9047082962029917E-5	8.14616683223632E-6	8.14616683223632E-6	1.3322628207212377E-5	-0.4141017667724233	41552.25730683108	-25407.270623540324	-25407.27062354032	90595.62771538776	3573.839482187843	-3865.6620100206273
90000	-4632.526877895967	-932.2739110875447	-3700.252966808422	92.0	3.272252794268145E-5	9.096978880745407E-6	9.096978880745407E-6	2.17845172874569E-5	-0.3407216987270462	34573.689904415594	-14437.599086531127	-14437.599086531129	51933.146787248086	3324.6060213383803	-3700.252966808422
100000	-4612.1113756395225	-899.8343744804729	-3712.277001159049	4.0	2.7423174049267574E-5	8.830971437592875E-6	8.830971437592875E-6	2.1849430385379747E-5	-0.3607692889005064	41921.82192128651	-16943.709994675984	-16943.709994675984	52615.990382023854	3631.530340983136	-3712.277001159049
110000	-4472.983325952107	-818.980959873213	-3654.0023660788947	133.0	3.437478593311191E-5	9.890424651209724E-6	9.890424651209724E-6	2.3217067472533533E-5	-0.35009931076680095	33154.866580542504	-14123.90734203193	-14123.90734203193	49088.5182935064	3252.9391676935293	-3654.0023660788947
120000	-4600.2725835255715	-846.9308958675792	-3753.341687657992	416.0	2.665767643171482E-5	6.263491162337031E-6	6.263491162337031E-6	1.9129272709256377E-5	-0.2773678330494603	40639.13380018284	-13306.457557025036	-13306.457557025036	56632.83156532262	3380.2815938300355	-3753.341687657992
130000	-4545.062764597966	-864.3874635243154	-3680.6753010736506	527.0	3.603205932146925E-5	9.28686878561838E-6	9.28686878561838E-6	1.757504795267665E-5	-0.36904260583443427	32128.756565692518	-16977.22517025732	-16977.22517025732	65869.8209880996	3438.6800915686867	-3680.6753010736506
140000	-4633.374127933717	-824.7040436380253	-3808.6700842956925	397.0	2.7366768753141736E-5	7.352218096075041E-6	7.352218096075041E-6	1.4648729940796942E-5	-0.36720334944399324	42235.65095703923	-21198.132433381405	-21198.132433381405	78904.67621091385	3587.803980128362	-3808.6700842956925
150000	-4669.443255513871	-941.9389330790493	-3727.5043224348215	368.0	2.802404309437264E-5	8.891070967109275E-6	8.891070967109275E-6	1.987469802054838E-5	-0.37673711816243866	41585.97832208885	-18603.74855085008	-18603.74855085008	58637.73363574902	3619.781485972267	-3727.5043224348215
160000	-4611.680122288989	-862.6433293662906	-3749.036792922698	999.0	3.03800315965971E-5	7.540070650310632E-6	7.540070650310632E-6	1.633650151269341E-5	-0.33845565590749593	37174.816270226715	-17157.94173385494	-17157.941733854936	69131.82066611147	3427.1136841198927	-3749.036792922698
170000	-4847.828607127779	-937.9116691498651	-3909.916937977914	45.0	2.0987961846022325E-5	6.565959775585526E-6	6.565959775585526E-6	1.7111051796598497E-5	-0.346477256473328	54146.45216542334	-20777.415154544145	-20777.415154544145	66414.60067178847	3613.8614533580303	-3909.916937977914
180000	-4766.625549173337	-1001.0110219750741	-3765.6145271982627	184.0	3.1390593344226266E-5	8.491179888717722E-6	8.491179888717722E-6	2.0919096826389782E-5	-0.3313575070784975	35785.889018543894	-14525.695045821212	-14525.695045821212	53699.27291629587	3440.6741886885598	-3765.6145271982627
190000	-4628.497370609019	-930.8859801408573	-3697.611390468161	811.0	3.3002671148062175E-5	9.85443440727284E-6	9.85443440727284E-6	2.076370697929356E-5	-0.37644775493639726	35303.54596646425	-16755.02733772927	-16755.02733772927	56112.87613785025	3592.156653631254	-3697.611390468161
200000	-4722.789170276413	-901.6392468288025	-3821.1499234476105	822.0	2.538958608561788E-5	6.929803974247594E-6	6.929803974247594E-6	1.4726350414928058E-5	-0.35838149281435067	45190.353725571586	-21265.302265771898	-21265.3022657719	77912.3369896076	3769.9473228831016	-3821.1499234476105
210000	-4625.969976617997	-960.5475111799694	-3665.422465438028	837.0	3.36144636008408E-5	1.0625272616982873E-5	1.0625272616982873E-5	2.2450477594886562E-5	-0.38678016725599573	34982.4321240978	-16556.3461424223	-16556.3461424223	52378.203819245355	3606.6783554162894	-3665.422465438028
220000	-4664.450184583781	-863.3987397661364	-3801.051444817645	389.0	2.3328395121596433E-5	8.957157162147453E-6	8.957157162147453E-6	1.7781393520286674E-5	-0.43978951021709406	53145.30401579064	-26771.289885488586	-26771.289885488586	69724.26820897115	3605.9618829762	-3801.051444817645
230000	-4732.9064709894255	-817.5607669709209	-3915.3457040185044	494.0	2.2748010115025337E-5	9.247845120910155E-6	9.247845120910155E-6	1.7012145788320678E-5	-0.47009896335584095	56430.67521999762	-30675.856590718486	-30675.856590718486	75457.0050524433	3693.3168222425566	-3915.3457040185044
240000	-4807.97005740596	-989.1978992526901	-3818.7721581532696	362.0	2.6103207105666236E-5	7.519665218314057E-6	7.519665218314057E-6	1.88164746822329E-5	-0.33929889172395783	43293.5886192039	-17301.50296554872	-17301.50296554872	60059.151842171115	3627.3911366105276	-3818.7721581532696
250000	-4695.913736072057	-874.6732742650483	-3821.2404618070086	309.0	2.881653874918791E-5	9.091112631769884E-6	9.091112631769884E-6	1.5743704848086772E-5	-0.42681793586732164	42432.34493721485	-24502.315736769506	-24502.315736769502	77666.17348970134	3449.942582557546	-3821.2404618070086
260000	-4754.563639250365	-1012.9903982757845	-3741.5732409745806	979.0	3.367800735207688E-5	1.0756325815456491E-5	1.0756325815456491E-5	2.167925762867168E-5	-0.39807834387030955	35284.35112511765	-17506.59470861174	-17506.59470861174	54813.068646473934	3518.2168440118535	-3741.5732409745806
270000	-4717.123673545105	-894.1082299405485	-3823.015443604556	122.0	2.740058834938336E-5	8.940737537232822E-6	8.940737537232822E-6	1.750197371879042E-5	-0.40827227446282216	43795.70925624282	-22372.67339149488	-22372.673391494885	68565.30698084738	3652.539049250623	-3823.015443604556
280000	-4730.74630078091	-980.4527882862697	-3750.2935124946403	558.0	3.457974225407166E-5	1.0999073796143534E-5	1.0999073796143534E-5	2.0136061400758838E-5	-0.41682904804294924	34999.74760150498	-19118.17803162059	-19118.17803162059	60105.212580052765	3456.032520065494	-3750.2935124946403
