time	distance
2023.48919553116	0
2023.49821067967	0
2023.50722582819	0
2023.5162409767	0
2023.52525612521	0
2023.53427127373	0
2023.54328642224	0
2023.55230157075	0
2023.56131671927	0
2023.57033186778	0
2023.5793470163	0
2023.58836216481	0
2023.59737731332	0
2023.60639246184	0
2023.61540761035	0
2023.62442275886	0
2023.63343790738	0
2023.64245305589	29.5248178783287
2023.6514682044	84.3185109507963
2023.66048335292	143.11830873825
2023.66949850143	207.327328791099
2023.67851364994	277.77197035702
2023.68752879846	359.656841521994
2023.69654394697	462.68297228914
2023.70555909548	591.153461370764
2023.714574244	717.672269342457
2023.72358939251	768.752562078577
2023.73260454102	833.471766384895
2023.74161968954	885.495111580561
2023.75063483805	936.955698001505
2023.75964998656	988.185787556267
2023.76866513508	1034.86501297621
2023.77768028359	1081.27647539381
2023.78669543211	1128.8970198224
2023.79571058062	1185.08004693228
2023.80472572913	1235.53580804123
2023.81374087765	1290.29375413793
2023.82275602616	1337.89514523647
2023.83177117467	1386.87260590324
2023.84078632319	1451.02719123392
2023.8498014717	1510.57736440821
2023.85881662021	1568.35207968337
2023.86783176873	1623.46579318793
2023.87684691724	1664.54133754178
2023.88586206575	1673.53639662095
2023.89487721427	1695.57085295542
2023.90389236278	1709.60220974235
2023.91290751129	1725.30446489919
2023.92192265981	1754.08768640348
2023.93093780832	1778.084304064
2023.93995295683	1801.91749065572
2023.94896810535	1832.37927032943
2023.95798325386	1866.71438045524
2023.96699840238	1898.17780319109
2023.97601355089	1919.4457120251
2023.9850286994	1945.65107641506
2023.99404384792	1965.50208811517
2024.00305899643	1983.78037649137
2024.01207414494	2003.90764942414
2024.02108929346	2019.01729219744
2024.03010444197	2030.71895395029
2024.03911959048	2037.9531765107
2024.048134739	2048.22117178866
2024.05714988751	2054.70340211464
2024.06616503602	2067.10836007669
2024.07518018454	2084.64678605492
2024.08419533305	2090.36132674354
2024.09321048156	2096.86167869282
2024.10222563008	2106.48458446998
2024.11124077859	2110.82877436624
2024.12025592711	2116.30488006935
2024.12927107562	2120.0154757275
2024.13828622413	2123.91533341494
2024.14730137265	2132.20020039475
2024.15631652116	2137.07576211076
2024.16533166967	2142.43648189737
2024.17434681819	2145.89743797824
2024.1833619667	2157.75234971178
2024.19237711521	2175.50612959877
2024.20139226373	2184.35506337519
2024.21040741224	2193.39754584798
2024.21942256075	2205.12021047958
2024.22843770927	2216.34000818372
2024.23745285778	2231.38330597198
2024.24646800629	2240.69727720493
2024.25548315481	2251.45354868343
2024.26449830332	2261.21008419796
2024.27351345183	2273.03183110179
2024.28252860035	2284.26390435771
2024.29154374886	2300.7602495204
2024.30055889737	2312.93983328912
2024.30957404589	2327.71089367721
2024.3185891944	2333.94185354864
2024.32760434292	2333.94185354864
2024.33661949143	2333.94185354864
2024.34563463994	2333.94185354864
2024.35464978846	2333.94185354864
2024.36366493697	2333.94185354864
2024.37268008548	2333.94185354864
2024.381695234	2333.94185354864
2024.39071038251	2333.94185354864
