node1,node2,length,startLon,startLat,endLon,endLat,endNodeL,startNodeL,startYear,endYear,tipLabel,startFlyway,endFlyway
679,680,0.0135102859924126,-96.6318192353,40.5057645781805,-92.8844372644998,39.3635476268347,0.0135102859924126,0,2024.45447062564,2024.46798091163,NA,Central,Mississippi
679,956,0.0405697603127293,-96.6318192353,40.5057645781805,-111.165206452455,40.9083802811749,0.0405697603127293,0,2024.45447062564,2024.49504038595,NA,Central,Pacific
956,959,0.0301258919651792,-111.165206452455,40.9083802811749,-109.732221288304,37.9196619710537,0.0706956522779085,0.0405697603127293,2024.49504038595,2024.52516627792,NA,Pacific,Pacific
680,791,0.0602942874827483,-92.8844372644998,39.3635476268347,-110.58724529712,45.4665124203461,0.0738045734751609,0.0135102859924126,2024.46798091163,2024.52827519912,NA,Mississippi,Pacific
959,961,0.00638899282748628,-109.732221288304,37.9196619710537,-102.975168848742,36.8247030858009,0.0770846451053948,0.0706956522779085,2024.52516627792,2024.53155527075,NA,Pacific,Central
791,792,0.013523360231616,-110.58724529712,45.4665124203461,-109.55215602361,44.0821464981221,0.0873279337067769,0.0738045734751609,2024.52827519912,2024.54179855935,NA,Pacific,Central
961,1301,0.0117072584234366,-102.975168848742,36.8247030858009,-101.780091935282,35.4351155933821,0.0887919035288314,0.0770846451053948,2024.53155527075,2024.54326252917,NA,Central,Central
680,681,0.0956660936155374,-92.8844372644998,39.3635476268347,-89.4629364793526,38.7011107202453,0.10917637960795,0.0135102859924126,2024.46798091163,2024.56364700525,NA,Mississippi,Mississippi
792,793,0.0434878660463387,-109.55215602361,44.0821464981221,-102.774361856263,41.2459166714311,0.130815799753116,0.0873279337067769,2024.54179855935,2024.5852864254,NA,Central,Central
1301,1302,0.0459969938177731,-101.780091935282,35.4351155933821,-96.7210042992669,37.2711156195846,0.134788897346604,0.0887919035288314,2024.54326252917,2024.58925952299,NA,Central,Central
1302,1307,0.00140314217516235,-96.7210042992669,37.2711156195846,-96.1634703095156,37.6420432591808,0.136192039521767,0.134788897346604,2024.58925952299,2024.59066266516,NA,Central,Central
959,960,0.0706252080277909,-109.732221288304,37.9196619710537,-110.223924118333,37.9113619033966,0.141320860305699,0.0706956522779085,2024.52516627792,2024.59579148595,NA,Pacific,Pacific
1307,1346,0.00581212797472652,-96.1634703095156,37.6420432591808,-100.157396663478,39.3941629415761,0.142004167496493,0.136192039521767,2024.59066266516,2024.59647479314,NA,Central,Central
961,962,0.0767035274393324,-102.975168848742,36.8247030858009,-106.166102221955,41.9994725880137,0.153788172544727,0.0770846451053948,2024.53155527075,2024.60825879819,NA,Central,Central
681,682,0.0563150149779821,-89.4629364793526,38.7011107202453,-89.3649521484242,39.3482192317322,0.165491394585932,0.10917637960795,2024.56364700525,2024.61996202023,NA,Mississippi,Mississippi
793,800,0.038671681277366,-102.774361856263,41.2459166714311,-103.006307564615,41.5327046199241,0.169487481030482,0.130815799753116,2024.5852864254,2024.62395810667,NA,Central,Central
792,921,0.083185476214896,-109.55215602361,44.0821464981221,-113.777021998494,44.0763758722529,0.170513409921673,0.0873279337067769,2024.54179855935,2024.62498403556,NA,Central,Pacific
800,801,0.00315929542055815,-103.006307564615,41.5327046199241,-102.439738435646,41.7332846372377,0.17264677645104,0.169487481030482,2024.62395810667,2024.62711740209,NA,Central,Central
962,1296,0.0220622658202678,-106.166102221955,41.9994725880137,-118.655653541349,40.6835819040004,0.175850438364995,0.153788172544727,2024.60825879819,2024.63032106401,NA,Central,Pacific
