node1,node2,length,startLon,startLat,endLon,endLat,endNodeL,startNodeL,startYear,endYear,tipLabel,startFlyway,endFlyway
679,680,0.00245116575381799,-111.932580782377,42.7547147560007,-110.692699081873,42.4452190681824,0.00245116575381799,0,2024.55790836482,2024.56035953057,NA,Pacific,Pacific
680,681,0.0123064820274736,-110.692699081873,42.4452190681824,-112.897636237506,40.7464582444156,0.0147576477812916,0.00245116575381799,2024.56035953057,2024.5726660126,NA,Pacific,Pacific
680,1078,0.0303715482442917,-110.692699081873,42.4452190681824,-110.688049174098,42.6243488171356,0.0328227139981097,0.00245116575381799,2024.56035953057,2024.59073107881,NA,Pacific,Pacific
1078,1200,0.000784696964162945,-110.688049174098,42.6243488171356,-110.92439593592,43.2679744345499,0.0336074109622726,0.0328227139981097,2024.59073107881,2024.59151577578,NA,Pacific,Pacific
681,683,0.019748602800822,-112.897636237506,40.7464582444156,-111.611240834908,41.6222345532496,0.0345062505821137,0.0147576477812916,2024.5726660126,2024.5924146154,NA,Pacific,Pacific
1200,1201,0.00376460139888368,-110.92439593592,43.2679744345499,-110.99769753289,43.0041375340689,0.0373720123611563,0.0336074109622726,2024.59151577578,2024.59528037718,NA,Pacific,Pacific
1078,1079,0.00915692199878171,-110.688049174098,42.6243488171356,-110.345691282725,43.1854477272105,0.0419796359968914,0.0328227139981097,2024.59073107881,2024.59988800081,NA,Pacific,Pacific
1079,1080,0.0015862544180818,-110.345691282725,43.1854477272105,-111.107219673815,43.5543398763486,0.0435658904149732,0.0419796359968914,2024.59988800081,2024.60147425523,NA,Pacific,Pacific
1201,1208,0.00787768490894725,-110.99769753289,43.0041375340689,-111.211880854685,42.8114774331935,0.0452496972701035,0.0373720123611563,2024.59528037718,2024.60315806209,NA,Pacific,Pacific
683,684,0.0213464468627935,-111.611240834908,41.6222345532496,-108.995640600249,41.9174673027613,0.0558526974449072,0.0345062505821137,2024.5924146154,2024.61376106226,NA,Pacific,Pacific
683,1026,0.030370016017073,-111.611240834908,41.6222345532496,-107.187015660677,39.814915265402,0.0648762665991867,0.0345062505821137,2024.5924146154,2024.62278463142,NA,Pacific,Pacific
1080,1081,0.0267164784735203,-111.107219673815,43.5543398763486,-114.856096479722,42.8802725862757,0.0702823688884935,0.0435658904149732,2024.60147425523,2024.6281907337,NA,Pacific,Pacific
1208,1229,0.0264461382599748,-111.211880854685,42.8114774331935,-112.605553094122,43.088496246218,0.0716958355300783,0.0452496972701035,2024.60315806209,2024.62960420035,NA,Pacific,Pacific
1201,1202,0.0351256986681541,-110.99769753289,43.0041375340689,-107.120617525767,43.0138377035539,0.0724977110293104,0.0373720123611563,2024.59528037718,2024.63040607585,NA,Pacific,Central
684,685,0.0216425139125507,-108.995640600249,41.9174673027613,-109.193259455078,41.3168439286472,0.0774952113574578,0.0558526974449072,2024.61376106226,2024.63540357617,NA,Pacific,Pacific
1026,1027,0.0148018691018525,-107.187015660677,39.814915265402,-107.182604058836,39.7831828168179,0.0796781357010392,0.0648762665991867,2024.62278463142,2024.63758650052,NA,Pacific,Pacific
