trait	country	admin1	admin2	collection_date	latitude	longitude
EPI_ISL_19273314|A/mallard/North_Dakota/23-034423-011-original/2023|H5N1|USA-ND|2023-11-03|wild_avian|B3.6	USA	ND	Unknown	2023-11-03	48.5334161130972	-99.4369674796231
EPI_ISL_19273315|A/mallard/North_Dakota/23-034423-014-original/2023|H5N1|USA-ND|2023-11-03|wild_avian|B3.6	USA	ND	Unknown	2023-11-03	46.7417224112966	-99.1040068123801
EPI_ISL_19490399|A/mallard/North_Dakota/23-034424-002-original/2023|H5N1|USA-ND|2023-11-03|wild_avian|B3.6	USA	ND	Unknown	2023-11-03	48.9640359902652	-99.9266904479077
EPI_ISL_18914322|A/Canada_goose/Washington/23-034450-001/2023|H5N1|USA-WA|2023-11-06|wild_avian|B3.6	USA	WA	Unknown	2023-11-06	48.1460492571109	-121.083072370894
EPI_ISL_18749466|A/red-tailed_hawk/Montana/23-034855-001/2023|H5N1|USA-MT|2023-11-08|wild_avian|B3.6	USA	MT	Unknown	2023-11-08	47.8557942167889	-110.777811576554
EPI_ISL_19660988|A/cackling_goose/Oregon/23-034939-001-original/2023|H5N1|USA-OR|2023-11-06|wild_avian|B3.6	USA	OR	Unknown	2023-11-06	42.0876539938053	-117.220845152383
EPI_ISL_19661000|A/Ross_s_goose/Arkansas/23-034986-001-original/2023|H5N1|USA-AR|2023-11-08|wild_avian|B3.6	USA	AR	Unknown	2023-11-08	33.1580005618385	-92.7150105929513
EPI_ISL_19661002|A/snow_goose/North_Dakota/23-035010-001-original/2023|H5N1|USA-ND|2023-11-07|wild_avian|B3.6	USA	ND	Unknown	2023-11-07	48.076699638838	-102.503465790692
EPI_ISL_19661004|A/snow_goose/North_Dakota/23-035010-002-original/2023|H5N1|USA-ND|2023-11-07|wild_avian|B3.6	USA	ND	Unknown	2023-11-07	46.2467597251035	-102.153654022245
EPI_ISL_19661008|A/Canada_goose/Colorado/23-035011-001-original/2023|H5N1|USA-CO|2023-11-06|wild_avian|B3.6	USA	CO	Unknown	2023-11-06	39.6396182041979	-102.853632437362
EPI_ISL_19661010|A/snow_goose/South_Dakota/23-035080-001-original/2023|H5N1|USA-SD|2023-11-08|wild_avian|B3.6	USA	SD	Unknown	2023-11-08	45.6649940296945	-102.865831726037
EPI_ISL_19661018|A/mallard/North_Dakota/23-035118-004-original/2023|H5N1|USA-ND|2023-11-07|wild_avian|B3.6	USA	ND	Unknown	2023-11-07	48.7639587022551	-102.71772369722
EPI_ISL_19660832|A/osprey/Arizona/23-035586-001-original/2023|H5N1|USA-AZ|2023-11-08|wild_avian|B3.6	USA	AZ	Unknown	2023-11-08	33.2620918843608	-112.097212836723
EPI_ISL_19660834|A/snow_goose/Missouri/23-035628-001-original/2023|H5N1|USA-MO|2023-11-09|wild_avian|B3.6	USA	MO	Unknown	2023-11-09	39.1579541290547	-92.6076161699722
EPI_ISL_19660838|A/wild_duck/Missouri/23-035628-003-original/2023|H5N1|USA-MO|2023-11-09|wild_avian|B3.6	USA	MO	Unknown	2023-11-09	40.3055394977407	-92.3709099935184
EPI_ISL_19371785|A/Canada_goose/Iowa/23-035642-002-original/2023|H5N1|USA-IA|2023-11-07|wild_avian|B3.6	USA	IA	Unknown	2023-11-07	43.3467105451108	-95.8808223565966
EPI_ISL_19660846|A/Canada_goose/Colorado/23-035698-001-original/2023|H5N1|USA-CO|2023-11-13|wild_avian|B3.6	USA	CO	Unknown	2023-11-13	40.5033490911978	-103.005890094017
EPI_ISL_19660850|A/wild_duck/California/23-035717-001-original/2023|H5N1|USA-CA|2023-11-01|wild_avian|B3.6	USA	CA	Unknown	2023-11-01	40.6938832169501	-123.67152938922
EPI_ISL_19660852|A/falcon/Utah/23-036044-001-original/2023|H5N1|USA-UT|2023-11-14|wild_avian|B3.6	USA	UT	Unknown	2023-11-14	39.8139072053643	-112.775039189427
EPI_ISL_19660856|A/Canada_goose/Oregon/23-036197-001-original/2023|H5N1|USA-OR|2023-11-09|wild_avian|B3.6	USA	OR	Unknown	2023-11-09	43.0854170183556	-121.106067308255
EPI_ISL_19660859|A/cackling_goose/Oregon/23-036199-001-original/2023|H5N1|USA-OR|2023-11-07|wild_avian|B3.6	USA	OR	Unknown	2023-11-07	43.5487518964448	-122.873990395305
EPI_ISL_19660868|A/Canada_goose/Wyoming/23-036565-002-original/2023|H5N1|USA-WY|2023-11-13|wild_avian|B3.6	USA	WY	Unknown	2023-11-13	42.4257943176845	-104.75594586482
EPI_ISL_19288886|A/green-winged_teal/California/23-036804-011-original/2023|H5N1|USA-CA|2023-11-04|wild_avian|B3.6	USA	CA	Unknown	2023-11-04	36.111511061178	-121.290929510648
EPI_ISL_19288887|A/American_wigeon/California/23-036805-001-original/2023|H5N1|USA-CA|2023-11-04|wild_avian|B3.6	USA	CA	Unknown	2023-11-04	33.5869715537381	-117.390708221205
EPI_ISL_19288888|A/green-winged_teal/California/23-036805-003-original/2023|H5N1|USA-CA|2023-11-04|wild_avian|B3.6	USA	CA	Unknown	2023-11-04	36.3623967015546	-120.534308251213
EPI_ISL_19660883|A/snow_goose/Montana/23-036870-001-original/2023|H5N1|USA-MT|2023-10-28|wild_avian|B3.6	USA	MT	Unknown	2023-10-28	45.0841695767115	-108.019457263325
EPI_ISL_19341005|A/green-winged_teal/South_Carolina/23-037141-002-original/2023|H5N1|USA-SC|2023-11-18|wild_avian|B3.6	USA	SC	Unknown	2023-11-18	33.7666769386501	-80.9459614795549
EPI_ISL_19660901|A/snow_goose/North_Dakota/23-037497-002-original/2023|H5N1|USA-ND|2023-11-20|wild_avian|B3.6	USA	ND	Unknown	2023-11-20	48.7882344254118	-100.253204345113
EPI_ISL_19660907|A/tundra_swan/Wisconsin/23-037500-001-original/2023|H5N1|USA-WI|2023-11-10|wild_avian|B3.6	USA	WI	Unknown	2023-11-10	43.3064086656534	-87.9352495431381
EPI_ISL_19372784|A/gadwall/Louisiana/23-038130-006-original/2023|H5N1|USA-LA|2023-11-18|wild_avian|B3.6	USA	LA	Unknown	2023-11-18	30.9539970278696	-90.0395335516778
EPI_ISL_19560364|A/mallard/Michigan/23-038500-005-original/2023|H5N1|USA-MI|2023-11-30|wild_avian|B3.6	USA	MI	Unknown	2023-11-30	44.6365484176297	-85.5691095129066
EPI_ISL_19560367|A/Canada_goose/Alabama/23-038669-001-original/2023|H5N1|USA-AL|2023-11-29|wild_avian|B3.6	USA	AL	Unknown	2023-11-29	32.3250643036478	-85.5678356621124
EPI_ISL_19560368|A/snow_goose/Alabama/23-038674-001-original/2023|H5N1|USA-AL|2023-12-01|wild_avian|B3.6	USA	AL	Unknown	2023-12-01	31.0041354438842	-86.7004403112079
EPI_ISL_19560370|A/mallard/Iowa/23-038797-002-original/2023|H5N1|USA-IA|2023-11-30|wild_avian|B3.6	USA	IA	Unknown	2023-11-30	41.8705898145613	-94.6985970016078
EPI_ISL_19560371|A/green-winged_teal/Iowa/23-038797-013-original/2023|H5N1|USA-IA|2023-11-30|wild_avian|B3.6	USA	IA	Unknown	2023-11-30	42.6064114593486	-91.2145979099271
EPI_ISL_19560375|A/snow_goose/Mississippi/23-038979-025-original/2023|H5N1|USA-MS|2023-12-02|wild_avian|B3.6	USA	MS	Unknown	2023-12-02	33.7016016466056	-89.2175344012914
EPI_ISL_19560377|A/wild_bird/Alabama/23-038981-001-original/2023|H5N1|USA-AL|2023-12-06|wild_avian|B3.6	USA	AL	Unknown	2023-12-06	34.9664019772931	-85.7283866199376
EPI_ISL_19560378|A/gadwall/Alabama/23-039008-001-original/2023|H5N1|USA-AL|2023-12-02|wild_avian|B3.6	USA	AL	Unknown	2023-12-02	34.3013657608625	-86.9463518435747
EPI_ISL_19560379|A/green-winged_teal/Iowa/23-039013-005-original/2023|H5N1|USA-IA|2023-11-03|wild_avian|B3.6	USA	IA	Unknown	2023-11-03	41.5409765760095	-94.520453063526
EPI_ISL_19372789|A/Canada_goose/California/23-039035-001-original/2023|H5N1|USA-CA|2023-12-04|wild_avian|B3.6	USA	CA	Unknown	2023-12-04	34.6903522069387	-119.251393946108
EPI_ISL_19560381|A/snow_goose/North_Dakota/23-039129-003-original/2023|H5N1|USA-ND|2023-12-07|wild_avian|B3.6	USA	ND	Unknown	2023-12-07	47.6816387912529	-101.218378466416
EPI_ISL_19559152|A/ring-necked_duck/Florida/23-039641-016-original/2023|H5N1|USA-FL|2023-12-09|wild_avian|B3.6	USA	FL	Unknown	2023-12-09	29.0433014640525	-80.9432358658691
EPI_ISL_19559153|A/mallard/Indiana/23-039805-003-original/2023|H5N1|USA-IN|2023-12-02|wild_avian|B3.6	USA	IN	Unknown	2023-12-02	38.2043114634834	-87.4582528991427
EPI_ISL_19559155|A/Canada_goose/Minnesota/23-040073-002-original/2023|H5N1|USA-MN|2023-12-14|wild_avian|B3.6	USA	MN	Unknown	2023-12-14	44.0723041465118	-94.531892893568
EPI_ISL_19559156|A/Canada_goose/Minnesota/23-040073-003-original/2023|H5N1|USA-MN|2023-12-14|wild_avian|B3.6	USA	MN	Unknown	2023-12-14	48.2739962622499	-92.9283530038532
EPI_ISL_19559157|A/snow_goose/Mississippi/23-040173-002-original/2023|H5N1|USA-MS|2023-12-08|wild_avian|B3.6	USA	MS	Unknown	2023-12-08	33.90165566077	-89.1110410517393
EPI_ISL_19559158|A/snow_goose/Mississippi/23-040173-003-original/2023|H5N1|USA-MS|2023-12-08|wild_avian|B3.6	USA	MS	Unknown	2023-12-08	33.0282613952799	-88.4795276407544
EPI_ISL_19559159|A/snow_goose/Mississippi/23-040173-004-original/2023|H5N1|USA-MS|2023-12-08|wild_avian|B3.6	USA	MS	Unknown	2023-12-08	31.0587099710478	-89.9640976102537
EPI_ISL_19560351|A/green-winged_teal/Florida/23-040586-005-original-kf/2023|H5N1|USA-FL|2023-12-09|wild_avian|B3.6	USA	FL	Unknown	2023-12-09	29.0746115903058	-81.482760113444
EPI_ISL_19559098|A/trumpeter_swan/Minnesota/24-000301-001-original/2023|H5N1|USA-MN|2023-12-28|wild_avian|B3.6	USA	MN	Unknown	2023-12-28	46.2235841612569	-95.4552071827456
EPI_ISL_19559110|A/mallard/North_Carolina/24-003120-002-original/2024|H5N1|USA-NC|2024-01-23|wild_avian|B3.6	USA	NC	Unknown	2024-01-23	36.1998930409136	-80.9200741518197
EPI_ISL_19559116|A/northern_shoveler/Washington/24-003120-012-original/2024|H5N1|USA-WA|2024-01-23|wild_avian|B3.6	USA	WA	Unknown	2024-01-23	48.1816226938225	-118.715411240373
EPI_ISL_19559119|A/northern_shoveler/Washington/24-003120-021-original/2024|H5N1|USA-WA|2024-01-23|wild_avian|B3.6	USA	WA	Unknown	2024-01-23	48.6981448320976	-121.233827757788
EPI_ISL_19559123|A/northern_shoveler/Washington/24-003120-031-original/2024|H5N1|USA-WA|2024-01-23|wild_avian|B3.6	USA	WA	Unknown	2024-01-23	47.9071076512482	-121.448590630569
EPI_ISL_19559125|A/northern_shoveler/Washington/24-003120-032-original/2024|H5N1|USA-WA|2024-01-23|wild_avian|B3.6	USA	WA	Unknown	2024-01-23	48.0063372996382	-121.220582749826
SRR36615123|A/red-tailed_hawk/California/24-003714-001/2024||USA-CA|2024-01-27|wild_avian|B3.6	USA	CA	Unknown	2024-01-27	41.5971732296381	-120.326686224128
SRR28834963|A/Harris_s_Hawk/UT/24-004080-001-original-repeat2/2024|H5N1|USA-UT|2024-02-02|other|B3.6	USA	UT	Unknown	2024-02-02	39.7143358879727	-113.427316591513
SRR28834898|A/Western_Sandpiper/WA/24-004707-001-original/2023|H5N1|USA-WA|2023-12-12|wild_avian|B3.6	USA	WA	Unknown	2023-12-12	45.9789324342738	-121.679897478919
SRR28834919|A/chicken/IN/24-005716-003-original/2024|H5N1|USA-IN|2024-02-21|domestic_avian|B3.6	USA	IN	Unknown	2024-02-21	38.8115526725148	-85.9197089286051
SRR28834917|A/Canada_Goose/NM/24-005749-001-original/2024|H5N1|USA-NM|2024-02-15|wild_avian|B3.6	USA	NM	Unknown	2024-02-15	33.2947102751867	-103.453353425155
SRR28834913|A/Mute_Swan/CA/24-005918-001-original/2024|H5N1|USA-CA|2024-02-06|wild_avian|B3.6	USA	CA	Unknown	2024-02-06	35.45370790331	-117.820534163981
SRR28834912|A/Skunk/WA/24-005959-001-original/2024|H5N1|USA-WA|2024-02-23|other_mammal|B3.6	USA	WA	Unknown	2024-02-23	48.1786118339745	-119.824714026558
SRR28834911|A/skunk/Washington/24-005959-002/2024|H5N1|USA-WA|2024-02-23|other_mammal|B3.6	USA	WA	Unknown	2024-02-23	47.6896908555667	-118.374649431579
SRR28834910|A/Skunk/WA/24-005959-003-original/2024|H5N1|USA-WA|2024-02-23|other_mammal|B3.6	USA	WA	Unknown	2024-02-23	47.399780362942	-120.066679420456
SRR28834907|A/Skunk/WA/24-005959-005-original/2024|H5N1|USA-WA|2024-02-23|other_mammal|B3.6	USA	WA	Unknown	2024-02-23	47.9294056788732	-122.893533805715
SRR28834906|A/Skunk/WA/24-005959-006-original/2024|H5N1|USA-WA|2024-02-23|other_mammal|B3.6	USA	WA	Unknown	2024-02-23	46.5271154603324	-117.797046972269
SRR28834905|A/Red-tailed_Hawk/SC/24-005993-001-original/2024|H5N1|USA-SC|2024-01-09|wild_avian|B3.6	USA	SC	Unknown	2024-01-09	33.9043841555977	-81.9988108966258
SRR28834903|A/Great-horned_Owl/OR/24-006223-001-original/2024|H5N1|USA-OR|2024-02-21|wild_avian|B3.6	USA	OR	Unknown	2024-02-21	44.7047024904273	-117.300033142563
SRR28834901|A/American_Crow/IA/24-006634-001-original-repeat/2024|H5N1|USA-IA|2024-03-01|wild_avian|B3.6	USA	IA	Unknown	2024-03-01	42.1647756422705	-93.9178508423157
SRR28834900|A/Mallard/MN/24-006961-018-original/2024|H5N1|USA-MN|2024-02-28|wild_avian|B3.6	USA	MN	Unknown	2024-02-28	48.0636690320438	-95.9158822292362
SRR28834955|A/goat/MN/24-007234-035/2024|H5N1|USA-MN|2024-03-08|other_mammal|B3.6	USA	MN	Unknown	2024-03-08	47.8308695504192	-90.3616983453559
SRR28834944|A/chicken/MN/24-007263-003-original/2024|H5N1|USA-MN|2024-03-07|domestic_avian|B3.6	USA	MN	Unknown	2024-03-07	47.8268237764263	-96.9517919340216
SRR28834942|A/Turkey/SD/24-007379-002-original/2024|H5N1|USA-SD|2024-03-08|domestic_avian|B3.6	USA	SD	Unknown	2024-03-08	43.3253186245534	-98.0382424357861
SRR36614497|A/turkey_vulture/California/24-007419-001/2024||USA-CA|2024-02-20|wild_avian|B3.6	USA	CA	Unknown	2024-02-20	39.0886036837082	-120.129991507122
SRR28834937|A/Snow_Goose/CO/24-007706-001-original/2024|H5N1|USA-CO|2024-02-27|wild_avian|B3.6	USA	CO	Unknown	2024-02-27	39.7463255818764	-105.830616762327
SRR28834936|A/Skunk/MT/24-007939-001-original/2024|H5N1|USA-MT|2024-03-11|other_mammal|B3.6	USA	MT	Unknown	2024-03-11	46.1272188057659	-113.551374335285
SRR36628403|A/bald_eagle/Washington/24-007953-001/2024||USA-WA|2024-03-11|wild_avian|B3.6	USA	WA	Unknown	2024-03-11	46.8128896670484	-121.428242943175
SRR28834933|A/Red-tailed_Hawk/OR/24-008306-001-original/2024|H5N1|USA-OR|2024-03-14|wild_avian|B3.6	USA	OR	Unknown	2024-03-14	43.4775952346108	-123.054707994632
SRR28834932|A/American_Wigeon/OH/24-008552-021-original/2023|H5N1|USA-OH|2023-11-10|wild_avian|B3.6	USA	OH	Unknown	2023-11-10	39.7164213459166	-82.7440553591717
SRR32499024|A/Gadwall/OH/24-008552-023-original/2023|H5N1|USA-OH|2023-11-17|wild_avian|B3.6	USA	OH	Unknown	2023-11-17	40.3147632483061	-81.4155283018587
SRR28834931|A/Canada_Goose/IN/24-008719-001-original/2024|H5N1|USA-IN|2024-03-12|wild_avian|B3.6	USA	IN	Unknown	2024-03-12	40.080477225217	-85.7245349443781
SRR28834930|A/cat/MT/24-009038-001-original/2024|H5N1|USA-MT|2024-03-19|feline|B3.6	USA	MT	Unknown	2024-03-19	46.9253620657921	-105.42649581391
SRR28834885|A/Mountain_Lion/MT/24-010315-001-original/2024|H5N1|USA-MT|2024-04-01|feline|B3.6	USA	MT	Unknown	2024-04-01	45.7438018243469	-105.381532876189
SRR29740503|A/bald_eagle/Virginia/24-014128-001/2024||USA-VA|2024-03-11|wild_avian|B3.6	USA	VA	Unknown	2024-03-11	36.5985456060638	-78.7503633265656
SRR31167898|A/Duck/FL/24-027844-002-original-repeat2/2024|H5N1|USA-FL|2024-09-19|domestic_avian|B3.6	USA	FL	Unknown	2024-09-19	27.9503897909293	-82.4779760301241
SRR31167899|A/Duck/FL/24-029493-001-original/2024|H5N1|USA-FL|2024-10-07|domestic_avian|B3.6	USA	FL	Unknown	2024-10-07	27.9218522673262	-82.3053125161452
SRR33682399|A/chicken/FL/25-014787-002-original/2025|H5N1|USA-FL|2025-05-05|domestic_avian|B3.6	USA	FL	Unknown	2025-05-05	30.1250266335174	-82.674515353029
GenBank|A/Aves/Veracruz/CPA-18079-23/2023|H5N1|Mexico-Veracruz|2023-10-22|wild_avian|B3.6	Mexico	Veracruz	Unknown	2023-10-22	19.4796594457656	-96.9643094517828
GenBank|A/Gallus_gallus_domesticus/Sonora/CPA-18486-23/2023|H5N1|Mexico-Sonora|2023-10-25|domestic_avian|B3.6	Mexico	Sonora	Unknown	2023-10-25	31.6042540888556	-112.818396915308
GenBank|A/Aves/Guanajuato/CPA-18539-23/2023|H5N1|Mexico-Guanajuato|2023-10-26|wild_avian|B3.6	Mexico	Guanajuato	Unknown	2023-10-26	20.4151285187197	-101.184422238868
GenBank|A/chicken/AB/FAV-0004-1-2024/2023|H5N1|Canada-AB|2023-12-19|domestic_avian|B3.6	Canada	AB	Unknown	2023-12-19	58.4932409835974	-114.199626838557
GenBank|A/chicken/SK/FAV-0013-1-2024/2024|H5N1|Canada-SK|2024-01-12|domestic_avian|B3.6	Canada	SK	Unknown	2024-01-12	53.2590792244875	-109.291079247663
GenBank|A/Canada_Goose/BC/FAV-0015-43-2024/2023|H5N1|Canada-BC|2023-11-20|wild_avian|B3.6	Canada	BC	Unknown	2023-11-20	50.1124925089486	-119.209025662103
GenBank|A/Great_Horned_Owl/AB/FAV-0022-3-2024/2023|H5N1|Canada-AB|2023-10-19|wild_avian|B3.6	Canada	AB	Unknown	2023-10-19	56.5017201055363	-112.95077364991
GenBank|A/Striped_Skunk/AB/FAV-0024-1-2024/2023|H5N1|Canada-AB|2023-10-26|other_mammal|B3.6	Canada	AB	Unknown	2023-10-26	53.4227296940589	-114.193224399569
GenBank|A/Canada_Goose/AB/FAV-0025-4-2024/2023|H5N1|Canada-AB|2023-10-18|wild_avian|B3.6	Canada	AB	Unknown	2023-10-18	53.1426902721298	-110.137386842602
GenBank|A/Canada_Goose/AB/FAV-0026-10-2024/2023|H5N1|Canada-AB|2023-10-26|wild_avian|B3.6	Canada	AB	Unknown	2023-10-26	54.1072200419757	-112.406781457887
GenBank|A/Canada_Goose/AB/FAV-0026-12-2024/2023|H5N1|Canada-AB|2023-10-26|wild_avian|B3.6	Canada	AB	Unknown	2023-10-26	52.1416394736182	-113.730528146887
GenBank|A/Canada_Goose/AB/FAV-0026-13-2024/2023|H5N1|Canada-AB|2023-10-26|wild_avian|B3.6	Canada	AB	Unknown	2023-10-26	59.2436795095396	-118.751232696528
GenBank|A/Snow_Goose/AB/FAV-0026-15-2024/2023|H5N1|Canada-AB|2023-10-26|wild_avian|B3.6	Canada	AB	Unknown	2023-10-26	52.4697838439226	-112.388996845635
GenBank|A/Snow_Goose/AB/FAV-0026-16-2024/2023|H5N1|Canada-AB|2023-10-26|wild_avian|B3.6	Canada	AB	Unknown	2023-10-26	59.7523052005338	-117.759422895985
GenBank|A/Trumpeter_Swan/AB/FAV-0026-18-2024/2023|H5N1|Canada-AB|2023-10-26|wild_avian|B3.6	Canada	AB	Unknown	2023-10-26	59.3452859972414	-119.642089488867
GenBank|A/Peregrine_Falcon/AB/FAV-0026-2-2024/2023|H5N1|Canada-AB|2023-10-26|wild_avian|B3.6	Canada	AB	Unknown	2023-10-26	56.1084743637573	-115.592301448118
GenBank|A/Great_Horned_Owl/AB/FAV-0026-3-2024/2023|H5N1|Canada-AB|2023-10-26|wild_avian|B3.6	Canada	AB	Unknown	2023-10-26	54.8673996080157	-113.648169024466
GenBank|A/Canada_Goose/AB/FAV-0026-5-2024/2023|H5N1|Canada-AB|2023-10-26|wild_avian|B3.6	Canada	AB	Unknown	2023-10-26	54.9130443033631	-119.425711063554
GenBank|A/Canada_Goose/AB/FAV-0026-8-2024/2023|H5N1|Canada-AB|2023-10-26|wild_avian|B3.6	Canada	AB	Unknown	2023-10-26	57.2744111484038	-111.116470246004
GenBank|A/Canada_Goose/AB/FAV-0027-2-2024/2023|H5N1|Canada-AB|2023-10-30|wild_avian|B3.6	Canada	AB	Unknown	2023-10-30	56.8790415993528	-116.056235411477
GenBank|A/chicken/AB/FAV-0029-1-2024/2023|H5N1|Canada-AB|2023-11-05|domestic_avian|B3.6	Canada	AB	Unknown	2023-11-05	56.601790565269	-115.250741698345
GenBank|A/chicken/AB/FAV-0030-1-2024/2023|H5N1|Canada-AB|2023-11-12|domestic_avian|B3.6	Canada	AB	Unknown	2023-11-12	54.5376005003387	-115.737324614272
GenBank|A/Turkey/ON/FAV-0038-1-2024/2024|H5N1|Canada-ON|2024-02-01|domestic_avian|B3.6	Canada	ON	Unknown	2024-02-01	52.9592982669279	-89.2647716932202
GenBank|A/Great_Horned_Owl/AB/FAV-0041-1-2024/2023|H5N1|Canada-AB|2023-12-20|wild_avian|B3.6	Canada	AB	Unknown	2023-12-20	52.257100165717	-116.874875948985
GenBank|A/Striped_Skunk/AB/FAV-0043-1-2024/2023|H5N1|Canada-AB|2023-12-19|other_mammal|B3.6	Canada	AB	Unknown	2023-12-19	49.586161601285	-114.080796785117
GenBank|A/Black-Billed_Magpie/AB/FAV-0044-1-2024/2023|H5N1|Canada-AB|2023-12-07|wild_avian|B3.6	Canada	AB	Unknown	2023-12-07	56.1407768367117	-116.15487029297
GenBank|A/Snow_Goose/AB/FAV-0047-2-2024/2023|H5N1|Canada-AB|2023-12-05|wild_avian|B3.6	Canada	AB	Unknown	2023-12-05	56.9496473350622	-110.471561269673
GenBank|A/Snow_Goose/AB/FAV-0047-3-2024/2023|H5N1|Canada-AB|2023-12-05|wild_avian|B3.6	Canada	AB	Unknown	2023-12-05	58.9434216761632	-112.929359401973
GenBank|A/Snow_Goose/AB/FAV-0047-4-2024/2023|H5N1|Canada-AB|2023-12-05|wild_avian|B3.6	Canada	AB	Unknown	2023-12-05	59.5465437711433	-112.249867964071
GenBank|A/Waterfowl/ON/FAV-0051-4-2024/2023|H5N1|Canada-ON|2023-12-14|domestic_avian|B3.6	Canada	ON	Unknown	2023-12-14	52.2304332162278	-93.1994941063213
GenBank|A/Herring_Gull/ON/FAV-0056-1-2024/2024|H5N1|Canada-ON|2024-02-03|wild_avian|B3.6	Canada	ON	Unknown	2024-02-03	51.5672832082866	-86.8670655662451
GenBank|A/Mallard/ON/FAV-0062-9-2024/2024|H5N1|Canada-ON|2024-02-07|wild_avian|B3.6	Canada	ON	Unknown	2024-02-07	52.7832993600176	-95.0555046371162
GenBank|A/Great_Horned_Owl/AB/FAV-0069-1-2024/2024|H5N1|Canada-AB|2024-02-02|wild_avian|B3.6	Canada	AB	Unknown	2024-02-02	56.621791650148	-117.253311321261
GenBank|A/Striped_Skunk/ON/FAV-0096-1-2024/2024|H5N1|Canada-ON|2024-03-18|other_mammal|B3.6	Canada	ON	Unknown	2024-03-18	52.3672967966814	-94.2595792277951
GenBank|A/American_Crow/ON/FAV-0097-2-2024/2024|H5N1|Canada-ON|2024-03-12|wild_avian|B3.6	Canada	ON	Unknown	2024-03-12	54.2030600122134	-85.8498124509554
GenBank|A/Striped_Skunk/AB/FAV-0104-1-2024/2024|H5N1|Canada-AB|2024-03-13|other_mammal|B3.6	Canada	AB	Unknown	2024-03-13	53.5664213750036	-118.869331286678
GenBank|A/Canada_Goose/AB/FAV-0115-2-2024/2024|H5N1|Canada-AB|2024-03-13|wild_avian|B3.6	Canada	AB	Unknown	2024-03-13	56.9918815361389	-114.787575457098
SRR33764563|A/Horned_Grebe/ON/FAV-0117-2-2024/2024|H5N1|Canada-ON|2024-03-26|wild_avian|B3.6	Canada	ON	Unknown	2024-03-26	50.6689631409344	-81.3929639691545
GenBank|A/Rough-Legged_Hawk/ON/FAV-0127-2-2024/2024|H5N1|Canada-ON|2024-02-09|wild_avian|B3.6	Canada	ON	Unknown	2024-02-09	49.6354241875656	-81.9883031935291
GenBank|A/Striped_Skunk/AB/FAV-0182-2-2024/2024|H5N1|Canada-AB|2024-04-25|other_mammal|B3.6	Canada	AB	Unknown	2024-04-25	56.7442691462393	-112.360240207193
GenBank|A/Ross_s_goose/SK/FAV-0187-2-2024/2023|H5N1|Canada-SK|2023-10-11|wild_avian|B3.6	Canada	SK	Unknown	2023-10-11	52.8499947798822	-108.445420322317
GenBank|A/Canada_Goose/SK/FAV-0187-27-2024/2023|H5N1|Canada-SK|2023-11-10|wild_avian|B3.6	Canada	SK	Unknown	2023-11-10	59.7620409499731	-109.078503509586
GenBank|A/Canada_Goose/SK/FAV-0187-33-2024/2023|H5N1|Canada-SK|2023-11-11|wild_avian|B3.6	Canada	SK	Unknown	2023-11-11	51.09928615534	-104.990424367985
GenBank|A/Cackling_Goose/SK/FAV-0187-34-2024/2023|H5N1|Canada-SK|2023-11-11|wild_avian|B3.6	Canada	SK	Unknown	2023-11-11	57.3907878874122	-103.586685260408
GenBank|A/Canada_Goose/SK/FAV-0187-35-2024/2023|H5N1|Canada-SK|2023-11-08|wild_avian|B3.6	Canada	SK	Unknown	2023-11-08	55.2572337577096	-102.666184834615
GenBank|A/Canada_Goose/SK/FAV-0187-38-2024/2023|H5N1|Canada-SK|2023-11-08|wild_avian|B3.6	Canada	SK	Unknown	2023-11-08	54.0787109080572	-109.489784105668
GenBank|A/Great_Horned_Owl/SK/FAV-0187-43-2024/2023|H5N1|Canada-SK|2023-11-16|wild_avian|B3.6	Canada	SK	Unknown	2023-11-16	58.4818422211765	-103.875396848512
GenBank|A/Black-billed_Magpie/SK/FAV-0187-44-2024/2023|H5N1|Canada-SK|2023-11-14|wild_avian|B3.6	Canada	SK	Unknown	2023-11-14	53.6542878450002	-109.268619809275
GenBank|A/Great_Horned_Owl/SK/FAV-0187-48-2024/2023|H5N1|Canada-SK|2023-12-27|wild_avian|B3.6	Canada	SK	Unknown	2023-12-27	54.3945841166377	-102.297668337202
GenBank|A/Canada_Goose/SK/FAV-0187-5-2024/2023|H5N1|Canada-SK|2023-10-22|wild_avian|B3.6	Canada	SK	Unknown	2023-10-22	57.7388410992265	-103.37619734268
GenBank|A/Great_Horned_Owl/SK/FAV-0187-7-2024/2023|H5N1|Canada-SK|2023-10-20|wild_avian|B3.6	Canada	SK	Unknown	2023-10-20	50.2278060278537	-107.542738649398
GenBank|A/Swainsons_Hawk/MB/FAV-0200-1-2023/2023|H5N1|Canada-MB|2023-05-12|wild_avian|B3.6	Canada	MB	Unknown	2023-05-12	55.144967139152	-97.7151853973575
GenBank|A/Great_Horned_Owl/ON/FAV-0230-2024/2023|H5N1|Canada-ON|2023-12-05|wild_avian|B3.6	Canada	ON	Unknown	2023-12-05	54.0340311986206	-84.3034369469402
GenBank|A/Turkey/SK/FAV-0267-2-2023/2023|H5N1|Canada-SK|2023-09-20|domestic_avian|B3.6	Canada	SK	Unknown	2023-09-20	57.1793805718682	-103.50007979278
