trait,country,admin1
A/red_shouldered_hawk/Minnesota/22-013517-010/2022|H5N1|USA-MN|2022-04-28|avian|A1,USA,MN
A/Snow_Goose/Missouri/22-006328-011/2022|H5N1|USA-MO|2022-02-22|avian|A1,USA,MO
A/chicken/Missouri/22-006639-001/2022|H5N1|USA-MO|2022-03-03|avian|A1,USA,MO
A/turkey/Missouri/22-006944-002/2022|H5N1|USA-MO|2022-03-07|avian|A1,USA,MO
A/Snow_Goose/Missouri/22-006328-022/2022|H5N1|USA-MO|2022-02-22|avian|A1,USA,MO
A/chicken/Missouri/22-007677-002/2022|H5N1|USA-MO|2022-03-14|avian|A1,USA,MO
A/chicken/Missouri/22-007677-001/2022|H5N1|USA-MO|2022-03-14|avian|A1,USA,MO
A/Snow_Goose/Missouri/22-006328-032/2022|H5N1|USA-MO|2022-02-22|avian|A1,USA,MO
A/American_White_Pelican/Missouri/22-006970-001/2022|H5N1|USA-MO|2022-02-28|avian|A1,USA,MO
A/turkey/Missouri/22-010296-001/2022|H5N1|USA-MO|2022-04-04|avian|A1,USA,MO
A/Snow_Goose/Missouri/22-006328-015/2022|H5N1|USA-MO|2022-02-22|avian|A1,USA,MO
A/Snow_Goose/Missouri/22-006805-001/2022|H5N1|USA-MO|2022-02-23|avian|A1,USA,MO
A/Pelican/Missouri/22-012338-019/2022|H5N1|USA-MO|2022-03-01|avian|A1,USA,MO
A/Snow_Goose/Missouri/22-006328-004/2022|H5N1|USA-MO|2022-02-22|avian|A1,USA,MO
A/Merganser/Missouri/22-007765-001/2022|H5N1|USA-MO|2022-03-02|avian|A1,USA,MO
A/chicken/Missouri/22-006569-001/2022|H5N1|USA-MO|2022-03-02|avian|A1,USA,MO
A/chicken/Missouri/22-006569-002/2022|H5N1|USA-MO|2022-03-02|avian|A1,USA,MO
A/chicken/Missouri/22-006569-007/2022|H5N1|USA-MO|2022-03-02|avian|A1,USA,MO
A/chicken/Missouri/22-006569-004/2022|H5N1|USA-MO|2022-03-02|avian|A1,USA,MO
A/chicken/Missouri/22-006569-005/2022|H5N1|USA-MO|2022-03-02|avian|A1,USA,MO
A/goose/Missouri/22-012338-006/2022|H5N1|USA-MO|2022-03-15|avian|A1,USA,MO
A/Bald_Eagle/Missouri/22-012338-009/2022|H5N1|USA-MO|2022-03-18|avian|A1,USA,MO
A/turkey/Missouri/22-007087-001/2022|H5N1|USA-MO|2022-03-08|avian|A1,USA,MO
A/turkey/Missouri/22-007087-002/2022|H5N1|USA-MO|2022-03-08|avian|A1,USA,MO
A/Hooded_Merganser/Missouri/22-007184-001/2022|H5N1|USA-MO|2022-02-28|avian|A1,USA,MO
A/pelican/Missouri/22-012338-011/2022|H5N1|USA-MO|2022-03-08|avian|A1,USA,MO
A/Rosss_Goose/Missouri/22-006328-019/2022|H5N1|USA-MO|2022-02-22|avian|A1,USA,MO
A/Green-winged_Teal/North_Carolina/22-003830-004/2022|H5N1|USA-NC|2022-01-29|avian|A1,USA,NC
A/Gadwall/North_Carolina/22-001330-021/2022|H5N1|USA-NC|2022-01-08|avian|A1,USA,NC
A/American_Wigeon/North_Carolina/22-001672-005/2022|H5N1|USA-NC|2022-01-08|avian|A1,USA,NC
A/American_Wigeon/North_Carolina/22-001672-009/2022|H5N1|USA-NC|2022-01-08|avian|A1,USA,NC
A/Wood_Duck/North_Carolina/22-003829-001/2022|H5N1|USA-NC|2022-01-29|avian|A1,USA,NC
A/American_Wigeon/North_Carolina/22-001330-029/2022|H5N1|USA-NC|2022-01-08|avian|A1,USA,NC
A/American_Wigeon/North_Carolina/22-001672-001/2022|H5N1|USA-NC|2022-01-08|avian|A1,USA,NC
A/American_Wigeon/North_Carolina/22-001330-031/2022|H5N1|USA-NC|2022-01-08|avian|A1,USA,NC
A/American_Wigeon/North_Carolina/22-001330-018/2022|H5N1|USA-NC|2022-01-08|avian|A1,USA,NC
A/gadwall/North_Carolina/AH0182894/2022|H5N1|USA-NC|2022-01-08|avian|A1,USA,NC
A/Northern_Shoveler/North_Carolina/22-001330-016/2022|H5N1|USA-NC|2022-01-08|avian|A1,USA,NC
A/American_Wigeon/North_Carolina/22-001330-009/2022|H5N1|USA-NC|2022-01-08|avian|A1,USA,NC
A/Gadwall/North_Carolina/22-001672-002/2022|H5N1|USA-NC|2022-01-08|avian|A1,USA,NC
A/Snow_Goose/North_Carolina/22-003496-007/2022|H5N1|USA-NC|2022-01-21|avian|A1,USA,NC
A/Northern_Shoveler/North_Carolina/22-003831-019/2022|H5N1|USA-NC|2022-01-29|avian|A1,USA,NC
A/Green-winged_Teal/North_Carolina/22-003827-001/2022|H5N1|USA-NC|2022-01-29|avian|A1,USA,NC
A/Gadwall/North_Carolina/22-003150-010/2022|H5N1|USA-NC|2022-01-22|avian|A1,USA,NC
A/American_Wigeon/North_Carolina/22-001330-019/2022|H5N1|USA-NC|2022-01-08|avian|A1,USA,NC
A/American_Wigeon/North_Carolina/22-001330-001/2022|H5N1|USA-NC|2022-01-08|avian|A1,USA,NC
A/American_Wigeon/North_Carolina/22-001330-012/2022|H5N1|USA-NC|2022-01-08|avian|A1,USA,NC
A/Green-winged_Teal/North_Carolina/22-003830-009/2022|H5N1|USA-NC|2022-01-29|avian|A1,USA,NC
A/chicken/North_Carolina/22-010299-002/2022|H5N1|USA-NC|2022-04-04|avian|A1,USA,NC
A/turkey/North_Carolina/22-009583-002/2022|H5N1|USA-NC|2022-03-27|avian|A1,USA,NC
A/turkey/North_Carolina/22-009583-001/2022|H5N1|USA-NC|2022-03-27|avian|A1,USA,NC
A/turkey/North_Carolina/22-009332-002/2022|H5N1|USA-NC|2022-03-27|avian|A1,USA,NC
A/chicken/North_Carolina/22-010929-007/2022|H5N1|USA-NC|2022-04-11|avian|A1,USA,NC
A/chicken/North_Carolina/22-010929-002/2022|H5N1|USA-NC|2022-04-11|avian|A1,USA,NC
A/chicken/North_Carolina/22-010929-001/2022|H5N1|USA-NC|2022-04-11|avian|A1,USA,NC
A/turkey/North_Carolina/22-009981-004/2022|H5N1|USA-NC|2022-03-31|avian|A1,USA,NC
A/turkey/North_Carolina/22-009982-002/2022|H5N1|USA-NC|2022-03-31|avian|A1,USA,NC
A/turkey/North_Carolina/22-009981-001/2022|H5N1|USA-NC|2022-03-31|avian|A1,USA,NC
A/turkey/North_Carolina/22-009982-001/2022|H5N1|USA-NC|2022-03-31|avian|A1,USA,NC
A/Turkey/North_Carolina/22-009982-003/2022|H5N1|USA-NC|2022-03-31|avian|A1,USA,NC
A/turkey/North_Carolina/22-010146-001/2022|H5N1|USA-NC|2022-04-04|avian|A1,USA,NC
A/turkey/North_Carolina/22-010146-002/2022|H5N1|USA-NC|2022-04-04|avian|A1,USA,NC
A/Turkey/North_Carolina/22-009981-003/2022|H5N1|USA-NC|2022-03-31|avian|A1,USA,NC
A/chicken/North_Carolina/22-010298-001/2022|H5N1|USA-NC|2022-04-04|avian|A1,USA,NC
A/chicken/North_Carolina/22-010298-002/2022|H5N1|USA-NC|2022-04-04|avian|A1,USA,NC
A/turkey/North_Carolina/22-009332-001/2022|H5N1|USA-NC|2022-03-27|avian|A1,USA,NC
A/turkey/North_Carolina/22-010448-001/2022|H5N1|USA-NC|2022-04-06|avian|A1,USA,NC
A/turkey/North_Carolina/22-010448-003/2022|H5N1|USA-NC|2022-04-06|avian|A1,USA,NC
A/turkey/North_Carolina/22-010145-001/2022|H5N1|USA-NC|2022-03-31|avian|A1,USA,NC
A/turkey/North_Carolina/22-010144-001/2022|H5N1|USA-NC|2022-03-31|avian|A1,USA,NC
A/turkey/North_Carolina/22-009983-007/2022|H5N1|USA-NC|2022-03-31|avian|A1,USA,NC
A/turkey/North_Carolina/22-010144-002/2022|H5N1|USA-NC|2022-03-31|avian|A1,USA,NC
A/turkey/North_Carolina/22-009983-008/2022|H5N1|USA-NC|2022-03-31|avian|A1,USA,NC
A/turkey/North_Carolina/22-010145-002/2022|H5N1|USA-NC|2022-03-31|avian|A1,USA,NC
A/Gadwall/North_Carolina/22-001330-032/2022|H5N1|USA-NC|2022-01-08|avian|A1,USA,NC
A/American_wigeon/North_Carolina/AH0182954/2022|H5N1|USA-NC|2022-01-08|avian|A1,USA,NC
A/American_Wigeon/North_Carolina/22-001329-001/2022|H5N1|USA-NC|2022-01-08|avian|A1,USA,NC
A/American_Wigeon/North_Carolina/22-001330-028/2022|H5N1|USA-NC|2022-01-08|avian|A1,USA,NC
A/mallard/North_Carolina/AH0182886/2022|H5N1|USA-NC|2022-01-08|avian|A1,USA,NC
A/American_Wigeon/North_Carolina/22-001330-030/2022|H5N1|USA-NC|2022-01-08|avian|A1,USA,NC
A/Brown_Pelican/North_Carolina/22-007917-001/2022|H5N1|USA-NC|2022-02-20|avian|A1,USA,NC
A/Green-winged_Teal/North_Carolina/22-001673-001/2022|H5N1|USA-NC|2022-01-08|avian|A1,USA,NC
A/Northern_Pintail/North_Carolina/22-001330-008/2022|H5N1|USA-NC|2022-01-08|avian|A1,USA,NC
A/northern_shoveler/North_Carolina/AH0182913/2022|H5N1|USA-NC|2022-01-08|avian|A1,USA,NC
A/American_Wigeon/North_Carolina/22-003439-003/2022|H5N1|USA-NC|2022-01-26|avian|A1,USA,NC
A/Mallard/North_Carolina/22-001330-003/2022|H5N1|USA-NC|2022-01-08|avian|A1,USA,NC
A/American_wigeon/North_Carolina/AH0182517/2022|H5N1|USA-NC|2022-01-08|avian|A1,USA,NC
A/Mallard/North_Carolina/22-003441-001/2022|H5N1|USA-NC|2022-01-29|avian|A1,USA,NC
A/Gadwall/North_Carolina/22-001996-001/2022|H5N1|USA-NC|2022-01-15|avian|A1,USA,NC
A/Green-winged_Teal/North_Carolina/22-003830-003/2022|H5N1|USA-NC|2022-01-29|avian|A1,USA,NC
A/American_Wigeon/North_Carolina/22-001330-024/2022|H5N1|USA-NC|2022-01-08|avian|A1,USA,NC
A/Gadwall/North_Carolina/22-002491-002/2022|H5N1|USA-NC|2022-01-15|avian|A1,USA,NC
A/American_Wigeon/North_Carolina/22-001330-025/2022|H5N1|USA-NC|2022-01-08|avian|A1,USA,NC
A/American_Wigeon/North_Carolina/22-001330-027/2022|H5N1|USA-NC|2022-01-08|avian|A1,USA,NC
A/American_Wigeon/North_Carolina/22-001330-015/2022|H5N1|USA-NC|2022-01-08|avian|A1,USA,NC
A/Gadwall/North_Carolina/22-001330-010/2022|H5N1|USA-NC|2022-01-08|avian|A1,USA,NC
A/northern_pintail/North_Carolina/AH0182892/2022|H5N1|USA-NC|2022-01-08|avian|A1,USA,NC
A/American_Wigeon/North_Carolina/22-003150-006/2022|H5N1|USA-NC|2022-01-22|avian|A1,USA,NC
A/American_Wigeon/North_Carolina/22-001330-023/2022|H5N1|USA-NC|2022-01-08|avian|A1,USA,NC
A/American_Wigeon/North_Carolina/22-001330-011/2022|H5N1|USA-NC|2022-01-08|avian|A1,USA,NC
A/American_Wigeon/North_Carolina/22-001330-017/2022|H5N1|USA-NC|2022-01-08|avian|A1,USA,NC
A/Gadwall/North_Carolina/22-001330-004/2022|H5N1|USA-NC|2022-01-08|avian|A1,USA,NC
A/Green-winged_Teal/North_Carolina/22-003444-004/2022|H5N1|USA-NC|2022-01-29|avian|A1,USA,NC
A/Bald_Eagle/North_Carolina/22-009805-002/2022|H5N1|USA-NC|2022-03-31|avian|A1,USA,NC
A/Green-winged_Teal/North_Carolina/22-004007-005/2022|H5N1|USA-NC|2022-01-31|avian|A1,USA,NC
A/Snow_Goose/North_Dakota/22-008734-001/2022|H5N1|USA-ND|2022-03-21|avian|A1,USA,ND
A/Snow_Goose/North_Dakota/22-009483-002/2022|H5N1|USA-ND|2022-03-22|avian|A1,USA,ND
A/snowy_egret/North_Dakota/22-015805-001/2022|H5N1|USA-ND|2022-05-17|avian|A1,USA,ND
A/Snow_Goose/North_Dakota/22-009481-002/2022|H5N1|USA-ND|2022-03-23|avian|A1,USA,ND
A/Canada_Goose/Nebraska/22-007169-001/2022|H5N1|USA-NE|2022-03-07|avian|A1,USA,NE
A/chicken/Nebraska/22-008467-001/2022|H5N1|USA-NE|2022-03-21|avian|A1,USA,NE
A/Swan/Nebraska/22-008227-001/2022|H5N1|USA-NE|2022-03-13|avian|A1,USA,NE
A/chicken/Nebraska/22-009190-002/2022|H5N1|USA-NE|2022-03-24|avian|A1,USA,NE
A/domestic_duck/Nebraska/22-009190-001/2022|H5N1|USA-NE|2022-03-24|avian|A1,USA,NE
A/chicken/Nebraska/22-009006-001/2022|H5N1|USA-NE|2022-03-23|avian|A1,USA,NE
A/chicken/Nebraska/22-010155-001/2022|H5N1|USA-NE|2022-03-31|avian|A1,USA,NE
A/Canada_Goose/Nebraska/22-007179-001/2022|H5N1|USA-NE|2022-03-07|avian|A1,USA,NE
A/turkey/New_Hampshire/22-007886-001/2022|H5N1|USA-NH|2022-03-15|avian|A1,USA,NH
A/Snow_Goose/New_Hampshire/22-007420-001/2022|H5N1|USA-NH|2022-02-24|avian|A1,USA,NH
A/Mallard/New_Hampshire/22-003417-054/2022|H5N1|USA-NH|2022-01-26|avian|A1,USA,NH
A/Mallard/New_Hampshire/22-003417-043/2022|H5N1|USA-NH|2022-01-26|avian|A1,USA,NH
A/Mallard/New_Hampshire/22-003417-048/2022|H5N1|USA-NH|2022-01-26|avian|A1,USA,NH
A/Mallard/New_Hampshire/22-003417-047/2022|H5N1|USA-NH|2022-01-26|avian|A1,USA,NH
A/Mallard/New_Hampshire/22-003417-053/2022|H5N1|USA-NH|2022-01-26|avian|A1,USA,NH
A/Mallard/New_Hampshire/22-003359-025/2022|H5N1|USA-NH|2022-01-26|avian|A1,USA,NH
A/Mallard/New_Hampshire/22-003359-036/2022|H5N1|USA-NH|2022-01-26|avian|A1,USA,NH
A/Mallard/New_Hampshire/22-003359-006/2022|H5N1|USA-NH|2022-01-26|avian|A1,USA,NH
A/Mallard/New_Hampshire/22-003417-039/2022|H5N1|USA-NH|2022-01-26|avian|A1,USA,NH
A/Mallard/New_Hampshire/22-003417-032/2022|H5N1|USA-NH|2022-01-26|avian|A1,USA,NH
A/Canada_Goose/New_Hampshire/22-006203-003/2022|H5N1|USA-NH|2022-02-22|avian|A1,USA,NH
A/Canada_Goose/New_Hampshire/22-006203-001/2022|H5N1|USA-NH|2022-02-22|avian|A1,USA,NH
A/Canada_Goose/New_Hampshire/22-006203-002/2022|H5N1|USA-NH|2022-02-22|avian|A1,USA,NH
A/Mallard/New_Jersey/22-005110-004/2022|H5N1|USA-NJ|2022-02-07|avian|A1,USA,NJ
A/Mallard/New_Jersey/22-005110-003/2022|H5N1|USA-NJ|2022-02-07|avian|A1,USA,NJ
A/Mallard/New_Jersey/22-005110-014/2022|H5N1|USA-NJ|2022-02-07|avian|A1,USA,NJ
A/Mallard/New_Jersey/22-005110-001/2022|H5N1|USA-NJ|2022-02-07|avian|A1,USA,NJ
A/pheasant/New_York/22-005647-002/2022|H5N1|USA-NY|2022-02-22|avian|A1,USA,NY
A/pheasant/New_York/22-005647-001/2022|H5N1|USA-NY|2022-02-22|avian|A1,USA,NY
A/Great_Horned_Owl/New_York/22-010806-001/2022|H5N1|USA-NY|2022-04-07|avian|A1,USA,NY
A/Great_Horned_Owl/New_York/22-010804-002/2022|H5N1|USA-NY|2022-04-07|avian|A1,USA,NY
A/Ring-necked_pheasant/New_York/22-013871-001/2022|H5N1|USA-NY|2022-04-20|avian|A1,USA,NY
A/Ring-necked_pheasant/New_York/22-013873-001/2022|H5N1|USA-NY|2022-04-20|avian|A1,USA,NY
A/Ring-necked_Pheasant/New_York/22-013005-001/2022|H5N1|USA-NY|2022-04-26|avian|A1,USA,NY
A/Snow_Goose/New_York/22-008835-004/2022|H5N1|USA-NY|2022-03-01|avian|A1,USA,NY
A/Snowy_Owl/New_York/22-008969-001/2022|H5N1|USA-NY|2022-03-22|avian|A1,USA,NY
A/Fish_Crow/New_York/22-010487-001/2022|H5N1|USA-NY|2022-04-04|avian|A1,USA,NY
A/bald_eagle/New_York/22-017572-001/2022|H5N1|USA-NY|2022-06-01|avian|A1,USA,NY
A/bald_eagle/New_York/22-017570-001/2022|H5N1|USA-NY|2022-06-01|avian|A1,USA,NY
A/domestic_duck/New_York/22-009324-004/2022|H5N1|USA-NY|2022-03-28|avian|A1,USA,NY
A/quail/New_York/22-009324-009/2022|H5N1|USA-NY|2022-03-28|avian|A1,USA,NY
A/chicken/New_York/22-009324-002/2022|H5N1|USA-NY|2022-03-28|avian|A1,USA,NY
A/American_Buff_goose/New_York/22-009324-006/2022|H5N1|USA-NY|2022-03-28|avian|A1,USA,NY
A/owl/New_York/22-030593-001/2022|H5N1|USA-NY|2022-08-30|avian|A1,USA,NY
A/wood_duck/New_York/22-027736-001/2022|H5N1|USA-NY|2022-08-31|avian|A1,USA,NY
A/Mallard/Ohio/22-009209-012/2022|H5N1|USA-OH|2022-03-09|avian|A1,USA,OH
A/American_Black_Duck/Ohio/22-009209-007/2022|H5N1|USA-OH|2022-03-09|avian|A1,USA,OH
A/American_Black_Duck/Ohio/22-009205-010/2022|H5N1|USA-OH|2022-03-04|avian|A1,USA,OH
A/Mallard/Ohio/22-009209-011/2022|H5N1|USA-OH|2022-03-09|avian|A1,USA,OH
A/Mallard/Ohio/22-009207-003/2022|H5N1|USA-OH|2022-03-08|avian|A1,USA,OH
A/Mallard/Ohio/22-009207-002/2022|H5N1|USA-OH|2022-03-08|avian|A1,USA,OH
A/Merganser/Pennsylvania/22-008909-001/2022|H5N1|USA-PA|2022-03-22|avian|A1,USA,PA
A/Merganser/Pennsylvania/22-008909-004/2022|H5N1|USA-PA|2022-03-22|avian|A1,USA,PA
A/Merganser/Pennsylvania/22-008909-003/2022|H5N1|USA-PA|2022-03-22|avian|A1,USA,PA
A/Merganser/Pennsylvania/22-008909-005/2022|H5N1|USA-PA|2022-03-22|avian|A1,USA,PA
A/canada_goose/Pennsylvania/22-030262-003/2022|H5N1|USA-PA|2022-09-19|avian|A1,USA,PA
A/chicken/Pennsylvania/22-011531-006/2022|H5N1|USA-PA|2022-04-14|avian|A1,USA,PA
A/chicken/Pennsylvania/22-012742-001/2022|H5N1|USA-PA|2022-04-26|avian|A1,USA,PA
A/turkey_vulture/Pennsylvania/22-016661-001/2022|H5N1|USA-PA|2022-05-12|avian|A1,USA,PA
A/chicken/Pennsylvania/22-012742-002/2022|H5N1|USA-PA|2022-04-26|avian|A1,USA,PA
A/chicken/Pennsylvania/22-012092-003/2022|H5N1|USA-PA|2022-04-19|avian|A1,USA,PA
A/great_horned_owl/Pennsylvania/22-021652-001/2022|H5N1|USA-PA|2022-05-02|avian|A1,USA,PA
A/chicken/Pennsylvania/22-011767-001/2022|H5N1|USA-PA|2022-04-16|avian|A1,USA,PA
A/chicken/Pennsylvania/22-011920-001/2022|H5N1|USA-PA|2022-04-18|avian|A1,USA,PA
A/chicken/Pennsylvania/22-012091-001/2022|H5N1|USA-PA|2022-04-19|avian|A1,USA,PA
A/chicken/Pennsylvania/22-011921-002/2022|H5N1|USA-PA|2022-04-18|avian|A1,USA,PA
A/chicken/Pennsylvania/22-012092-007/2022|H5N1|USA-PA|2022-04-19|avian|A1,USA,PA
A/chicken/Pennsylvania/22-011531-002/2022|H5N1|USA-PA|2022-04-14|avian|A1,USA,PA
A/chicken/Pennsylvania/22-011531-001/2022|H5N1|USA-PA|2022-04-14|avian|A1,USA,PA
A/chicken/Pennsylvania/22-012092-010/2022|H5N1|USA-PA|2022-04-19|avian|A1,USA,PA
A/chicken/Pennsylvania/22-012092-006/2022|H5N1|USA-PA|2022-04-19|avian|A1,USA,PA
A/chicken/Pennsylvania/22-012092-005/2022|H5N1|USA-PA|2022-04-19|avian|A1,USA,PA
A/chicken/Pennsylvania/22-012248-003/2022|H5N1|USA-PA|2022-04-19|avian|A1,USA,PA
A/bald_eagle/Pennsylvania/22-021654-001/2022|H5N1|USA-PA|2022-05-11|avian|A1,USA,PA
A/chicken/Pennsylvania/22-012248-001/2022|H5N1|USA-PA|2022-04-19|avian|A1,USA,PA
A/chicken/Pennsylvania/22-011531-005/2022|H5N1|USA-PA|2022-04-14|avian|A1,USA,PA
A/chicken/Pennsylvania/22-012092-008/2022|H5N1|USA-PA|2022-04-19|avian|A1,USA,PA
A/chicken/Pennsylvania/22-012578-004/2022|H5N1|USA-PA|2022-04-25|avian|A1,USA,PA
A/duck/Pennsylvania/22-013368-002/2022|H5N1|USA-PA|2022-05-02|avian|A1,USA,PA
A/chicken/Pennsylvania/22-015201-002/202|H5N1|USA-PA|2022-05-14|avian|A1,USA,PA
A/chicken/Pennsylvania/22-015201-001/2022|H5N1|USA-PA|2022-05-14|avian|A1,USA,PA
A/Pekin_duck/Pennsylvania/22-015427-002/2022|H5N1|USA-PA|2022-05-16|avian|A1,USA,PA
A/Pekin_duck/Pennsylvania/22-015337-001/2022|H5N1|USA-PA|2022-05-16|avian|A1,USA,PA
A/Pekin_duck/Pennsylvania/22-015337-003/2022|H5N1|USA-PA|2022-05-16|avian|A1,USA,PA
A/Pekin_duck/Pennsylvania/22-015943-001/2022|H5N1|USA-PA|2022-05-20|avian|A1,USA,PA
A/duck/Pennsylvania/22-014337-007/2022|H5N1|USA-PA|2022-05-07|avian|A1,USA,PA
A/chicken/Pennsylvania/22-015036-001/2022|H5N1|USA-PA|2022-05-13|avian|A1,USA,PA
A/chicken/Pennsylvania/22-015036-002/2022|H5N1|USA-PA|2022-05-13|avian|A1,USA,PA
A/duck/Pennsylvania/22-014339-002/2022|H5N1|USA-PA|2022-05-08|avian|A1,USA,PA
A/duck/Pennsylvania/22-014339-001/2022|H5N1|USA-PA|2022-05-08|avian|A1,USA,PA
A/Pekin_duck/Pennsylvania/22-013189-004/2022|H5N1|USA-PA|2022-04-28|avian|A1,USA,PA
A/Pekin_duck/Pennsylvania/22-013189-003/2022|H5N1|USA-PA|2022-04-28|avian|A1,USA,PA
A/chicken/Pennsylvania/22-014338-002/2022|H5N1|USA-PA|2022-05-04|avian|A1,USA,PA
A/chicken/Pennsylvania/22-014338-001/2022|H5N1|USA-PA|2022-05-04|avian|A1,USA,PA
A/Bald_Eagle/Pennsylvania/22-008745-001/2022|H5N1|USA-PA|2022-03-19|avian|A1,USA,PA
A/Bald_Eagle/Pennsylvania/22-009884-002/2022|H5N1|USA-PA|2022-03-25|avian|A1,USA,PA
A/Gadwall/South_Carolina/22-001743-003/2022|H5N1|USA-SC|2022-01-06|avian|A1,USA,SC
A/Gadwall/South_Carolina/22-001743-002/2022|H5N1|USA-SC|2022-01-06|avian|A1,USA,SC
A/Gadwall/South_Carolina/22-001743-008/2022|H5N1|USA-SC|2022-01-06|avian|A1,USA,SC
A/American_Wigeon/South_Carolina/22-001743-011/2022|H5N1|USA-SC|2022-01-06|avian|A1,USA,SC
A/Gadwall/South_Carolina/22-001743-007/2022|H5N1|USA-SC|2022-01-06|avian|A1,USA,SC
A/Gadwall/South_Carolina/22-001743-004/2022|H5N1|USA-SC|2022-01-06|avian|A1,USA,SC
A/Blue-winged_and_Cinnamon_Teal/South_Carolina/22-001743-033/2022|H5N1|USA-SC|2022-01-06|avian|A1,USA,SC
A/American_Wigeon/South_Carolina/22-000345-001/2021|H5N1|USA-SC|2021-12-30|avian|A1,USA,SC
A/American_wigeon/South_Carolina/AH0195145/2021|H5N1|USA-SC|2021-12-30|avian|A1,USA,SC
A/Bald_Eagle/South_Carolina/22-007918-002/2022|H5N1|USA-SC|2022-03-04|avian|A1,USA,SC
A/Bald_Eagle/South_Carolina/22-007918-001/2022|H5N1|USA-SC|2022-03-04|avian|A1,USA,SC
A/American_Wigeon/South_Carolina/22-001743-014/2022|H5N1|USA-SC|2022-01-06|avian|A1,USA,SC
A/Bald_Eagle/South_Dakota/22-009685-001/2022|H5N1|USA-SD|2022-03-01|avian|A1,USA,SD
A/turkey/South_Dakota/22-009534-001/2022|H5N1|USA-SD|2022-03-29|avian|A1,USA,SD
A/Canada_Goose/South_Dakota/22-008571-003/2022|H5N1|USA-SD|2022-03-14|avian|A1,USA,SD
A/Snow_Goose/South_Dakota/22-009478-020/2022|H5N1|USA-SD|2022-03-18|avian|A1,USA,SD
A/Bald_Eagle/South_Dakota/22-009405-001/2022|H5N1|USA-SD|2022-03-09|avian|A1,USA,SD
A/Snow_Goose/South_Dakota/22-009478-003/2022|H5N1|USA-SD|2022-03-18|avian|A1,USA,SD
A/turkey/South_Dakota/22-006792-002/2022|H5N1|USA-SD|2022-03-04|avian|A1,USA,SD
A/turkey/South_Dakota/22-006792-001/2022|H5N1|USA-SD|2022-03-04|avian|A1,USA,SD
A/Snow_Goose/South_Dakota/22-007946-002/2022|H5N1|USA-SD|2022-03-09|avian|A1,USA,SD
A/turkey/South_Dakota/22-009979-002/2022|H5N1|USA-SD|2022-04-01|avian|A1,USA,SD
A/turkey/South_Dakota/22-009979-001/2022|H5N1|USA-SD|2022-04-01|avian|A1,USA,SD
A/Snow_Goose/South_Dakota/22-009478-018/2022|H5N1|USA-SD|2022-03-18|avian|A1,USA,SD
A/Rosss_Goose/South_Dakota/22-008384-004/2022|H5N1|USA-SD|2022-03-16|avian|A1,USA,SD
A/Snow_Goose/South_Dakota/22-009478-008/2022|H5N1|USA-SD|2022-03-18|avian|A1,USA,SD
A/turkey/South_Dakota/22-007534-002/2022|H5N1|USA-SD|2022-03-11|avian|A1,USA,SD
A/turkey/South_Dakota/22-007534-001/2022|H5N1|USA-SD|2022-03-11|avian|A1,USA,SD
A/Red-tailed_Hawk/South_Dakota/22-009041-001/2022|H5N1|USA-SD|2022-03-23|avian|A1,USA,SD
A/turkey/South_Dakota/22-009198-001/2022|H5N1|USA-SD|2022-03-26|avian|A1,USA,SD
A/Snow_Goose/South_Dakota/22-009478-007/2022|H5N1|USA-SD|2022-03-18|avian|A1,USA,SD
A/Snow_Goose/South_Dakota/22-009478-004/2022|H5N1|USA-SD|2022-03-18|avian|A1,USA,SD
A/mallard/Tennessee/22-024871-017/2022|H5N1|USA-TN|2022-01-30|avian|A1,USA,TN
A/mallard_duck/Tennessee/CEIRR-303/2022|H5N1|USA-TN|2022-01-30|avian|A1,USA,TN
A/mallard_duck/Tennessee/TN22-303/2022|H5N1|USA-TN|2022-01-30|avian|A1,USA,TN
A/American_Green-winged_Teal/Tennessee/22-005910-002/2022|H5N1|USA-TN|2022-02-12|avian|A1,USA,TN
A/mallard_duck/Tennessee/TN22-282/2022|H5N1|USA-TN|2022-01-24|avian|A1,USA,TN
A/mallard_duck/Tennessee/CEIRR-282/2022|H5N1|USA-TN|2022-01-24|avian|A1,USA,TN
A/mallard/Tennessee/22-024871-002/2022|H5N1|USA-TN|2022-01-24|avian|A1,USA,TN
A/mallard_duck/Tennessee/TN22-307/2022|H5N1|USA-TN|2022-01-31|avian|A1,USA,TN
A/mallard_duck/Tennessee/CEIRR-307/2022|H5N1|USA-TN|2022-01-31|avian|A1,USA,TN
A/Wood_Duck/Tennessee/22-005907-002/2022|H5N1|USA-TN|2022-02-13|avian|A1,USA,TN
A/mallard_duck/Tennessee/TN22-309/2022|H5N1|USA-TN|2022-01-31|avian|A1,USA,TN
A/mallard_duck/Tennessee/CEIRR-309/2022|H5N1|USA-TN|2022-01-31|avian|A1,USA,TN
A/mallard/Tennessee/22-024871-019/2022|H5N1|USA-TN|2022-01-31|avian|A1,USA,TN
A/Mallard/Tennessee/22-005910-004/2022|H5N1|USA-TN|2022-02-12|avian|A1,USA,TN
A/Canada_Goose/Tennessee/22-010667-001/2022|H5N1|USA-TN|2022-04-01|avian|A1,USA,TN
A/mallard_duck/Tennessee/CEIRR-278/2022|H5N1|USA-TN|2022-01-24|avian|A1,USA,TN
A/mallard/Tennessee/22-024871-001/2022|H5N1|USA-TN|2022-01-24|avian|A1,USA,TN
