trait,country,admin1
EPI_ISL_19303627|A/Barred_Owl/BC/AIVPHL-1538/2023|H5N1|Canada-BC|2023-12-11|avian|A3,Canada,BC
EPI_ISL_19776097|A/Barred_Owl/BC/FAV-0015-44/2024|H5N1|Canada-BC|2023-11-29|avian|A3,Canada,BC
EPI_ISL_19775963|A/Red-Tailed_Hawk/BC/FAV-0432-4/2023|H5N1|Canada-BC|2023-11-03|avian|A3,Canada,BC
EPI_ISL_18665521|A/Red_Tailed_Hawk/BC/AIVPHL-1372/2023|H5N1|Canada-BC|2023-11-03|avian|A3,Canada,BC
EPI_ISL_19710880|A/Chicken/BC/FAV-0347-1/2023|H5N1|Canada-BC|2023-11-06|avian|A3,Canada,BC
EPI_ISL_19776158|A/Cackling_Goose/BC/OTH-0049-4/2024|H5N1|Canada-BC|2024-01-05|avian|A3,Canada,BC
EPI_ISL_19303641|A/Cackling_Goose/BC/AIVPHL-1690/2024|H5N1|Canada-BC|2024-01-05|avian|A3,Canada,BC
EPI_ISL_18665656|A/Canada_Goose/BC/AIVPHL-1443/2023|H5N1|Canada-BC|2023-11-24|avian|A3,Canada,BC
EPI_ISL_19775984|A/Canada_Goose/BC/FAV-0015-15/2024|H5N1|Canada-BC|2023-11-07|avian|A3,Canada,BC
EPI_ISL_19776204|A/Green-Winged_Teal/BC/OTH-0049-16/2024|H5N1|Canada-BC|2024-02-02|avian|A3,Canada,BC
EPI_ISL_19710887|A/Chicken/BC/FAV-0349-2/2023|H5N1|Canada-BC|2023-11-07|avian|A3,Canada,BC
EPI_ISL_18665621|A/American_Wigeon/BC/AIVPHL-1420/2023|H5N1|Canada-BC|2023-11-20|avian|A3,Canada,BC
EPI_ISL_19775931|A/American_Wigeon/BC/FAV-0015-5/2024|H5N1|Canada-BC|2023-10-28|avian|A3,Canada,BC
EPI_ISL_19776031|A/American_Wigeon/BC/FAV-0432-22/2023|H5N1|Canada-BC|2023-11-14|avian|A3,Canada,BC
EPI_ISL_18665596|A/American_Wigeon/BC/AIVPHL-1410/2023|H5N1|Canada-BC|2023-11-14|avian|A3,Canada,BC
EPI_ISL_19775708|A/Peregrine_Falcon/BC/FAV-0015-49/2024|H5N1|Canada-BC|2023-10-16|avian|A3,Canada,BC
EPI_ISL_19303630|A/Peregrine_Falcon/BC/AIVPHL-1550/2023|H5N1|Canada-BC|2023-12-15|avian|A3,Canada,BC
EPI_ISL_19775954|A/Trumpeter_Swan/BC/FAV-0015-47/2024|H5N1|Canada-BC|2023-11-01|avian|A3,Canada,BC
EPI_ISL_19303628|A/Trumpeter_Swan/BC/AIVPHL-1560/2023|H5N1|Canada-BC|2023-12-18|avian|A3,Canada,BC
EPI_ISL_19303656|A/Barred_Owl/BC/AIVPHL-1810/2024|H5N1|Canada-BC|2024-01-12|avian|A3,Canada,BC
EPI_ISL_19776106|A/Coopers_Hawk/BC/FAV-0015-45/2024|H5N1|Canada-BC|2023-11-29|avian|A3,Canada,BC
EPI_ISL_18665597|A/Cooper_s_Hawk/BC/AIVPHL-1498/2023|H5N1|Canada-BC|2023-12-11|avian|A3,Canada,BC
EPI_ISL_18665546|A/Great_Horned_Owl/BC/AIVPHL-853/2022|H5N1|Canada-BC|2022-12-19|avian|A3,Canada,BC
EPI_ISL_19775488|A/Common_Raven/NT/FAV-0275-16/2023|H5N1|Canada-NT|2022-10-26|avian|A3,Canada,NT
EPI_ISL_19775554|A/Common_Goldeneye/SK/FAV-0275-24/2023|H5N1|Canada-SK|2023-01-21|avian|A3,Canada,SK
EPI_ISL_19775556|A/Common_Goldeneye/SK/FAV-0275-27/2023|H5N1|Canada-SK|2023-01-25|avian|A3,Canada,SK
EPI_ISL_19775550|A/Common_Goldeneye/SK/FAV-0275-22/2023|H5N1|Canada-SK|2023-01-14|avian|A3,Canada,SK
EPI_ISL_18698941|A/guinea_fowl/Alaska/23-032967-003/2023|H5N1|USA-AK|2023-10-27|avian|A3,USA,AK
EPI_ISL_18698940|A/domestic_goose/Alaska/23-032967-002/2023|H5N1|USA-AK|2023-10-27|avian|A3,USA,AK
EPI_ISL_19660960|A/American_wigeon/Alaska/23-034446-001-original/2023|H5N1|USA-AK|2023-10-27|avian|A3,USA,AK
EPI_ISL_18698942|A/chicken/Alaska/23-032968-001/2023|H5N1|USA-AK|2023-10-27|avian|A3,USA,AK
EPI_ISL_18698983|A/domestic_goose/Alaska/23-034050-002/2023|H5N1|USA-AK|2023-11-03|avian|A3,USA,AK
EPI_ISL_18698982|A/chicken/Alaska/23-034050-001/2023|H5N1|USA-AK|2023-11-03|avian|A3,USA,AK
EPI_ISL_19660951|A/mallard/Alaska/24-008163-001-original/2024|H5N1|USA-AK|2024-03-07|avian|A3,USA,AK
EPI_ISL_18698938|A/chicken/Alaska/23-032967-001/2023|H5N1|USA-AK|2023-10-27|avian|A3,USA,AK
EPI_ISL_19186564|A/common_murre/Alaska/23-027066-013/2023|H5N1|USA-AK|2023-08-01|avian|A3,USA,AK
EPI_ISL_19186499|A/common_murre/Alaska/23-027066-002/2023|H5N1|USA-AK|2023-08-01|avian|A3,USA,AK
EPI_ISL_19186531|A/common_murre/Alaska/23-027066-010/2023|H5N1|USA-AK|2023-08-01|avian|A3,USA,AK
EPI_ISL_19186532|A/common_murre/Alaska/23-027066-011/2023|H5N1|USA-AK|2023-08-01|avian|A3,USA,AK
EPI_ISL_19606474|A/black_legged_kittiwake/Alaska/23-029675-001/2023|H5N1|USA-AK|2023-09-19|avian|A3,USA,AK
EPI_ISL_19186486|A/glaucous_gull/Alaska/23-025003-001/2023|H5N1|USA-AK|2023-07-22|avian|A3,USA,AK
EPI_ISL_18976667|A/polar_bear/Alaska/23-038123/2023|H5N1|USA-AK|2023-10-01|other_mammal|A3,USA,AK
EPI_ISL_19608609|A/california_condor/Arizona/23-012522-002/2023|H5N1|USA-AZ|2023-04-18|avian|A3,USA,AZ
EPI_ISL_19608614|A/california_condor/Arizona/23-010675-001/2023|H5N1|USA-AZ|2023-03-30|avian|A3,USA,AZ
EPI_ISL_19608615|A/california_condor/Arizona/23-010675-002/2023|H5N1|USA-AZ|2023-03-30|avian|A3,USA,AZ
EPI_ISL_19608608|A/california_condor/Arizona/23-012521-001/2023|H5N1|USA-AZ|2023-04-18|avian|A3,USA,AZ
EPI_ISL_19608612|A/california_condor/Arizona/23-011580-002/2023|H5N1|USA-AZ|2023-04-06|avian|A3,USA,AZ
EPI_ISL_19608616|A/california_condor/Arizona/23-010946-001/2023|H5N1|USA-AZ|2023-04-04|avian|A3,USA,AZ
EPI_ISL_19608610|A/california_condor/Arizona/23-011582-002/2023|H5N1|USA-AZ|2023-04-12|avian|A3,USA,AZ
EPI_ISL_19608613|A/california_condor/Arizona/23-011580-001/2023|H5N1|USA-AZ|2023-04-06|avian|A3,USA,AZ
EPI_ISL_19606427|A/california_condor/Arizona/23-010558-001/2023|H5N1|USA-AZ|2023-03-30|avian|A3,USA,AZ
EPI_ISL_19608607|A/california_condor/Arizona/23-012519-002/2023|H5N1|USA-AZ|2023-04-18|avian|A3,USA,AZ
EPI_ISL_19608611|A/california_condor/Arizona/23-011582-001/2023|H5N1|USA-AZ|2023-04-12|avian|A3,USA,AZ
EPI_ISL_17964921|A/glaucous_gull/California/23-010132-001/2023|H5N1|USA-CA|2023-03-21|avian|A3,USA,CA
EPI_ISL_18737507|A/domestic_duck/California/23-037845-002/2023|H5N1|USA-CA|2023-11-28|avian|A3,USA,CA
EPI_ISL_18737534|A/domestic_goose/California/23-037681-002/2023|H5N1|USA-CA|2023-11-28|avian|A3,USA,CA
EPI_ISL_18737516|A/domestic_goose/California/23-037845-006/2023|H5N1|USA-CA|2023-11-28|avian|A3,USA,CA
EPI_ISL_18737533|A/domestic_duck/California/23-037681-001/2023|H5N1|USA-CA|2023-11-28|avian|A3,USA,CA
EPI_ISL_19239878|A/green-winged_teal/California/23-034302-013-original/2023|H5N1|USA-CA|2023-10-25|avian|A3,USA,CA
EPI_ISL_19743145|A/western_gull/California/003273-006/2025|H5N1|USA-CA|2025-01-17|avian|A3,USA,CA
EPI_ISL_19743197|A/red-tailed_hawk/California/003273-004/2025|H5N1|USA-CA|2025-01-17|avian|A3,USA,CA
EPI_ISL_19606610|A/bald_eagle/Colorado/22-033430-001/2022|H5N1|USA-CO|2022-10-09|avian|A3,USA,CO
EPI_ISL_19606609|A/bald_eagle/Colorado/22-038658-001/2022|H5N1|USA-CO|2022-11-28|avian|A3,USA,CO
EPI_ISL_19777451|A/wood_duck/Florida/W24-974B/2024|H5N1|USA-FL|2024-11-20|avian|A3,USA,FL
EPI_ISL_19660844|A/lesser_scaup/Florida/23-035662-001-original/2023|H5N1|USA-FL|2023-11-14|avian|A3,USA,FL
EPI_ISL_19777467|A/green-winged_teal/Florida/W24-974A/2024|H5N1|USA-FL|2024-11-20|avian|A3,USA,FL
EPI_ISL_19705476|A/bald_eagle/Iowa/001479-002/2024|H5N1|USA-IA|2024-12-31|avian|A3,USA,IA
EPI_ISL_19705391|A/turkey/Iowa/24-036503-002/2024|H5N1|USA-IA|2024-12-07|avian|A3,USA,IA
EPI_ISL_19705392|A/turkey/Iowa/24-036503-001/2024|H5N1|USA-IA|2024-12-07|avian|A3,USA,IA
EPI_ISL_19677306|A/pheasant/Illinois/24-034185-001/2024|H5N1|USA-IL|2024-11-15|avian|A3,USA,IL
EPI_ISL_19677307|A/pheasant/Illinois/24-034185-002/2024|H5N1|USA-IL|2024-11-15|avian|A3,USA,IL
EPI_ISL_19677309|A/pheasant/Illinois/24-034185-004/2024|H5N1|USA-IL|2024-11-15|avian|A3,USA,IL
EPI_ISL_19677308|A/pheasant/Illinois/24-034185-003/2024|H5N1|USA-IL|2024-11-15|avian|A3,USA,IL
EPI_ISL_19705477|A/canada_goose/Illinois/000616-011/2024|H5N1|USA-IL|2024-12-31|avian|A3,USA,IL
EPI_ISL_19743073|A/mallard/Maryland/003141-007/2025|H5N1|USA-MD|2025-01-15|avian|A3,USA,MD
EPI_ISL_19743218|A/bald_eagle/Michigan/003067-004/2025|H5N1|USA-MI|2025-01-23|avian|A3,USA,MI
EPI_ISL_19776953|A/mallard/Michigan/002663-014/2025|H5N1|USA-MI|2025-01-17|avian|A3,USA,MI
EPI_ISL_19777047|A/mallard/Michigan/002663-004/2025|H5N1|USA-MI|2025-01-17|avian|A3,USA,MI
EPI_ISL_19777011|A/mallard/Michigan/002663-005/2025|H5N1|USA-MI|2025-01-17|avian|A3,USA,MI
EPI_ISL_19777043|A/mallard/Michigan/002663-026/2025|H5N1|USA-MI|2025-01-17|avian|A3,USA,MI
EPI_ISL_19776956|A/mallard/Michigan/002663-011/2025|H5N1|USA-MI|2025-01-17|avian|A3,USA,MI
SRR32654077|A/anas_platyrhynchos/MI/25-002663-017-original/2025|H5N1|USA-MI|2025-01-17|avian|A3,USA,MI
SRR32654067|A/anas_platyrhynchos/MI/25-002663-033-original/2025|H5N1|USA-MI|2025-01-17|avian|A3,USA,MI
EPI_ISL_19776947|A/mallard/Michigan/002663-031/2025|H5N1|USA-MI|2025-01-17|avian|A3,USA,MI
EPI_ISL_19776954|A/mallard/Michigan/002663-013/2025|H5N1|USA-MI|2025-01-17|avian|A3,USA,MI
EPI_ISL_19777010|A/mallard/Michigan/002663-006/2025|H5N1|USA-MI|2025-01-17|avian|A3,USA,MI
SRR32006921|A/gallus_gallus/MI/24-038976-001-original/2024|H5N1|USA-MI|2024-12-28|avian|A3,USA,MI
EPI_ISL_19678091|A/duck/Minnesota/24-033969-003/2024|H5N1|USA-MN|2024-11-14|avian|A3,USA,MN
EPI_ISL_19677305|A/guinea_fowl/Minnesota/24-033969-002/2024|H5N1|USA-MN|2024-11-14|avian|A3,USA,MN
EPI_ISL_19186462|A/short-tailed_shearwaters/Minnesota/23-025002-003/2023|H5N1|USA-MN|2023-07-19|avian|A3,USA,MN
EPI_ISL_19737040|A/guineafowl/Missouri/038441-003/2024|H5N1|USA-MO|2024-12-20|avian|A3,USA,MO
EPI_ISL_19604243|A/raven/Montana/23-003666-004/2023|H5N1|USA-MT|2023-01-30|avian|A3,USA,MT
EPI_ISL_19325222|A/mallard/Oregon/23-035569-010-original/2023|H5N1|USA-OR|2023-11-04|avian|A3,USA,OR
EPI_ISL_19605595|A/red_tailed_hawk/Oregon/23-002977-001/2023|H5N1|USA-OR|2023-01-10|avian|A3,USA,OR
EPI_ISL_19660998|A/great_horned_owl/Oregon/23-034944-001-original/2023|H5N1|USA-OR|2023-11-05|avian|A3,USA,OR
EPI_ISL_19371784|A/American_wigeon/Oregon/23-035569-016-original/2023|H5N1|USA-OR|2023-11-04|avian|A3,USA,OR
EPI_ISL_19660990|A/Canada_goose/Oregon/23-034940-001-original/2023|H5N1|USA-OR|2023-11-07|avian|A3,USA,OR
EPI_ISL_19490386|A/American_wigeon/Oregon/23-032793-004-original/2023|H5N1|USA-OR|2023-10-22|avian|A3,USA,OR
EPI_ISL_19660854|A/great_horned_owl/Oregon/23-036194-001-original/2023|H5N1|USA-OR|2023-11-13|avian|A3,USA,OR
EPI_ISL_19678935|A/chicken/Oregon/24-035148-001/2024|H5N1|USA-OR|2024-11-18|avian|A3,USA,OR
EPI_ISL_19678934|A/chicken/Oregon/24-035148-002/2024|H5N1|USA-OR|2024-11-18|avian|A3,USA,OR
EPI_ISL_19604092|A/mallard/Oregon/22-041048-001/2022|H5N1|USA-OR|2022-12-11|avian|A3,USA,OR
EPI_ISL_19605592|A/red_tailed_hawk/Oregon/22-038528-001/2022|H5N1|USA-OR|2022-11-18|avian|A3,USA,OR
EPI_ISL_19737142|A/pheasant/South_Carolina/039001-001/2024|H5N1|USA-SC|2024-12-26|avian|A3,USA,SC
EPI_ISL_19606640|A/american_crow/Washington/22-037636-003/2022|H5N1|USA-WA|2022-11-15|avian|A3,USA,WA
EPI_ISL_19605578|A/red_tailed_hawk/Wyoming/23-002118-001/2023|H5N1|USA-WY|2023-01-11|avian|A3,USA,WY
EPI_ISL_17964855|A/red-tailed_hawk/Wyoming/23-005384-001/2023|H5N1|USA-WY|2023-02-09|avian|A3,USA,WY
EPI_ISL_19605588|A/red_tailed_hawk/Wyoming/23-000979-001/2023|H5N1|USA-WY|2023-01-03|avian|A3,USA,WY
EPI_ISL_19607276|A/great_horned_owl/Wyoming/22-039756-001-3/2022|H5N1|USA-WY|2022-12-05|avian|A3,USA,WY
