label,isolate,country,admin1,admin2,collection_date,location
EPI_ISL_19371781|A/mallard/North_Dakota/23-034416-006-original/2023|H5N1|USA-ND|2023-11-02|wild_avian|B3.6,23-034416-006-original,USA,ND,Unknown,2023-11-02,USA_ND_Unknown
EPI_ISL_19260819|A/mallard/North_Dakota/23-034416-008-original/2023|H5N1|USA-ND|2023-11-02|wild_avian|B3.6,23-034416-008-original,USA,ND,Unknown,2023-11-02,USA_ND_Unknown
EPI_ISL_19260821|A/mallard/North_Dakota/23-034421-008-original/2023|H5N1|USA-ND|2023-11-02|wild_avian|B3.6,23-034421-008-original,USA,ND,Unknown,2023-11-02,USA_ND_Unknown
EPI_ISL_19260823|A/mallard/North_Dakota/23-034422-006-original/2023|H5N1|USA-ND|2023-11-02|wild_avian|B3.6,23-034422-006-original,USA,ND,Unknown,2023-11-02,USA_ND_Unknown
EPI_ISL_19273314|A/mallard/North_Dakota/23-034423-011-original/2023|H5N1|USA-ND|2023-11-03|wild_avian|B3.6,23-034423-011-original,USA,ND,Unknown,2023-11-03,USA_ND_Unknown
EPI_ISL_19273315|A/mallard/North_Dakota/23-034423-014-original/2023|H5N1|USA-ND|2023-11-03|wild_avian|B3.6,23-034423-014-original,USA,ND,Unknown,2023-11-03,USA_ND_Unknown
EPI_ISL_19490399|A/mallard/North_Dakota/23-034424-002-original/2023|H5N1|USA-ND|2023-11-03|wild_avian|B3.6,23-034424-002-original,USA,ND,Unknown,2023-11-03,USA_ND_Unknown
EPI_ISL_18914322|A/Canada_goose/Washington/23-034450-001/2023|H5N1|USA-WA|2023-11-06|wild_avian|B3.6,23-034450-001,USA,WA,Unknown,2023-11-06,USA_WA_Unknown
EPI_ISL_18749466|A/red-tailed_hawk/Montana/23-034855-001/2023|H5N1|USA-MT|2023-11-08|wild_avian|B3.6,23-034855-001,USA,MT,Unknown,2023-11-08,USA_MT_Unknown
EPI_ISL_19660988|A/cackling_goose/Oregon/23-034939-001-original/2023|H5N1|USA-OR|2023-11-06|wild_avian|B3.6,23-034939-001-original,USA,OR,Unknown,2023-11-06,USA_OR_Unknown
EPI_ISL_19661000|A/Ross_s_goose/Arkansas/23-034986-001-original/2023|H5N1|USA-AR|2023-11-08|wild_avian|B3.6,23-034986-001-original,USA,AR,Unknown,2023-11-08,USA_AR_Unknown
EPI_ISL_19661002|A/snow_goose/North_Dakota/23-035010-001-original/2023|H5N1|USA-ND|2023-11-07|wild_avian|B3.6,23-035010-001-original,USA,ND,Unknown,2023-11-07,USA_ND_Unknown
EPI_ISL_19661004|A/snow_goose/North_Dakota/23-035010-002-original/2023|H5N1|USA-ND|2023-11-07|wild_avian|B3.6,23-035010-002-original,USA,ND,Unknown,2023-11-07,USA_ND_Unknown
EPI_ISL_19661008|A/Canada_goose/Colorado/23-035011-001-original/2023|H5N1|USA-CO|2023-11-06|wild_avian|B3.6,23-035011-001-original,USA,CO,Unknown,2023-11-06,USA_CO_Unknown
EPI_ISL_19661010|A/snow_goose/South_Dakota/23-035080-001-original/2023|H5N1|USA-SD|2023-11-08|wild_avian|B3.6,23-035080-001-original,USA,SD,Unknown,2023-11-08,USA_SD_Unknown
EPI_ISL_19661018|A/mallard/North_Dakota/23-035118-004-original/2023|H5N1|USA-ND|2023-11-07|wild_avian|B3.6,23-035118-004-original,USA,ND,Unknown,2023-11-07,USA_ND_Unknown
EPI_ISL_19660832|A/osprey/Arizona/23-035586-001-original/2023|H5N1|USA-AZ|2023-11-08|wild_avian|B3.6,23-035586-001-original,USA,AZ,Unknown,2023-11-08,USA_AZ_Unknown
EPI_ISL_19660834|A/snow_goose/Missouri/23-035628-001-original/2023|H5N1|USA-MO|2023-11-09|wild_avian|B3.6,23-035628-001-original,USA,MO,Unknown,2023-11-09,USA_MO_Unknown
EPI_ISL_19660838|A/wild_duck/Missouri/23-035628-003-original/2023|H5N1|USA-MO|2023-11-09|wild_avian|B3.6,23-035628-003-original,USA,MO,Unknown,2023-11-09,USA_MO_Unknown
EPI_ISL_19371785|A/Canada_goose/Iowa/23-035642-002-original/2023|H5N1|USA-IA|2023-11-07|wild_avian|B3.6,23-035642-002-original,USA,IA,Unknown,2023-11-07,USA_IA_Unknown
EPI_ISL_19660846|A/Canada_goose/Colorado/23-035698-001-original/2023|H5N1|USA-CO|2023-11-13|wild_avian|B3.6,23-035698-001-original,USA,CO,Unknown,2023-11-13,USA_CO_Unknown
EPI_ISL_19660850|A/wild_duck/California/23-035717-001-original/2023|H5N1|USA-CA|2023-11-01|wild_avian|B3.6,23-035717-001-original,USA,CA,Unknown,2023-11-01,USA_CA_Unknown
EPI_ISL_19660852|A/falcon/Utah/23-036044-001-original/2023|H5N1|USA-UT|2023-11-14|wild_avian|B3.6,23-036044-001-original,USA,UT,Unknown,2023-11-14,USA_UT_Unknown
EPI_ISL_19660856|A/Canada_goose/Oregon/23-036197-001-original/2023|H5N1|USA-OR|2023-11-09|wild_avian|B3.6,23-036197-001-original,USA,OR,Unknown,2023-11-09,USA_OR_Unknown
EPI_ISL_19660859|A/cackling_goose/Oregon/23-036199-001-original/2023|H5N1|USA-OR|2023-11-07|wild_avian|B3.6,23-036199-001-original,USA,OR,Unknown,2023-11-07,USA_OR_Unknown
EPI_ISL_19660868|A/Canada_goose/Wyoming/23-036565-002-original/2023|H5N1|USA-WY|2023-11-13|wild_avian|B3.6,23-036565-002-original,USA,WY,Unknown,2023-11-13,USA_WY_Unknown
EPI_ISL_19288886|A/green-winged_teal/California/23-036804-011-original/2023|H5N1|USA-CA|2023-11-04|wild_avian|B3.6,23-036804-011-original,USA,CA,Unknown,2023-11-04,USA_CA_Unknown
EPI_ISL_19288887|A/American_wigeon/California/23-036805-001-original/2023|H5N1|USA-CA|2023-11-04|wild_avian|B3.6,23-036805-001-original,USA,CA,Unknown,2023-11-04,USA_CA_Unknown
EPI_ISL_19288888|A/green-winged_teal/California/23-036805-003-original/2023|H5N1|USA-CA|2023-11-04|wild_avian|B3.6,23-036805-003-original,USA,CA,Unknown,2023-11-04,USA_CA_Unknown
EPI_ISL_19660883|A/snow_goose/Montana/23-036870-001-original/2023|H5N1|USA-MT|2023-10-28|wild_avian|B3.6,23-036870-001-original,USA,MT,Unknown,2023-10-28,USA_MT_Unknown
EPI_ISL_19341005|A/green-winged_teal/South_Carolina/23-037141-002-original/2023|H5N1|USA-SC|2023-11-18|wild_avian|B3.6,23-037141-002-original,USA,SC,Unknown,2023-11-18,USA_SC_Unknown
EPI_ISL_19660901|A/snow_goose/North_Dakota/23-037497-002-original/2023|H5N1|USA-ND|2023-11-20|wild_avian|B3.6,23-037497-002-original,USA,ND,Unknown,2023-11-20,USA_ND_Unknown
EPI_ISL_19660907|A/tundra_swan/Wisconsin/23-037500-001-original/2023|H5N1|USA-WI|2023-11-10|wild_avian|B3.6,23-037500-001-original,USA,WI,Unknown,2023-11-10,USA_WI_Unknown
EPI_ISL_19372784|A/gadwall/Louisiana/23-038130-006-original/2023|H5N1|USA-LA|2023-11-18|wild_avian|B3.6,23-038130-006-original,USA,LA,Unknown,2023-11-18,USA_LA_Unknown
EPI_ISL_19560364|A/mallard/Michigan/23-038500-005-original/2023|H5N1|USA-MI|2023-11-30|wild_avian|B3.6,23-038500-005-original,USA,MI,Unknown,2023-11-30,USA_MI_Unknown
EPI_ISL_19560367|A/Canada_goose/Alabama/23-038669-001-original/2023|H5N1|USA-AL|2023-11-29|wild_avian|B3.6,23-038669-001-original,USA,AL,Unknown,2023-11-29,USA_AL_Unknown
EPI_ISL_19560368|A/snow_goose/Alabama/23-038674-001-original/2023|H5N1|USA-AL|2023-12-01|wild_avian|B3.6,23-038674-001-original,USA,AL,Unknown,2023-12-01,USA_AL_Unknown
EPI_ISL_19560370|A/mallard/Iowa/23-038797-002-original/2023|H5N1|USA-IA|2023-11-30|wild_avian|B3.6,23-038797-002-original,USA,IA,Unknown,2023-11-30,USA_IA_Unknown
EPI_ISL_19560371|A/green-winged_teal/Iowa/23-038797-013-original/2023|H5N1|USA-IA|2023-11-30|wild_avian|B3.6,23-038797-013-original,USA,IA,Unknown,2023-11-30,USA_IA_Unknown
EPI_ISL_19560375|A/snow_goose/Mississippi/23-038979-025-original/2023|H5N1|USA-MS|2023-12-02|wild_avian|B3.6,23-038979-025-original,USA,MS,Unknown,2023-12-02,USA_MS_Unknown
EPI_ISL_19560377|A/wild_bird/Alabama/23-038981-001-original/2023|H5N1|USA-AL|2023-12-06|wild_avian|B3.6,23-038981-001-original,USA,AL,Unknown,2023-12-06,USA_AL_Unknown
EPI_ISL_19560378|A/gadwall/Alabama/23-039008-001-original/2023|H5N1|USA-AL|2023-12-02|wild_avian|B3.6,23-039008-001-original,USA,AL,Unknown,2023-12-02,USA_AL_Unknown
EPI_ISL_19560379|A/green-winged_teal/Iowa/23-039013-005-original/2023|H5N1|USA-IA|2023-11-03|wild_avian|B3.6,23-039013-005-original,USA,IA,Unknown,2023-11-03,USA_IA_Unknown
EPI_ISL_19372789|A/Canada_goose/California/23-039035-001-original/2023|H5N1|USA-CA|2023-12-04|wild_avian|B3.6,23-039035-001-original,USA,CA,Unknown,2023-12-04,USA_CA_Unknown
EPI_ISL_19560381|A/snow_goose/North_Dakota/23-039129-003-original/2023|H5N1|USA-ND|2023-12-07|wild_avian|B3.6,23-039129-003-original,USA,ND,Unknown,2023-12-07,USA_ND_Unknown
EPI_ISL_19559152|A/ring-necked_duck/Florida/23-039641-016-original/2023|H5N1|USA-FL|2023-12-09|wild_avian|B3.6,23-039641-016-original,USA,FL,Unknown,2023-12-09,USA_FL_Unknown
EPI_ISL_19559153|A/mallard/Indiana/23-039805-003-original/2023|H5N1|USA-IN|2023-12-02|wild_avian|B3.6,23-039805-003-original,USA,IN,Unknown,2023-12-02,USA_IN_Unknown
EPI_ISL_19559155|A/Canada_goose/Minnesota/23-040073-002-original/2023|H5N1|USA-MN|2023-12-14|wild_avian|B3.6,23-040073-002-original,USA,MN,Unknown,2023-12-14,USA_MN_Unknown
EPI_ISL_19559156|A/Canada_goose/Minnesota/23-040073-003-original/2023|H5N1|USA-MN|2023-12-14|wild_avian|B3.6,23-040073-003-original,USA,MN,Unknown,2023-12-14,USA_MN_Unknown
EPI_ISL_19559157|A/snow_goose/Mississippi/23-040173-002-original/2023|H5N1|USA-MS|2023-12-08|wild_avian|B3.6,23-040173-002-original,USA,MS,Unknown,2023-12-08,USA_MS_Unknown
EPI_ISL_19559158|A/snow_goose/Mississippi/23-040173-003-original/2023|H5N1|USA-MS|2023-12-08|wild_avian|B3.6,23-040173-003-original,USA,MS,Unknown,2023-12-08,USA_MS_Unknown
EPI_ISL_19559159|A/snow_goose/Mississippi/23-040173-004-original/2023|H5N1|USA-MS|2023-12-08|wild_avian|B3.6,23-040173-004-original,USA,MS,Unknown,2023-12-08,USA_MS_Unknown
EPI_ISL_19560351|A/green-winged_teal/Florida/23-040586-005-original-kf/2023|H5N1|USA-FL|2023-12-09|wild_avian|B3.6,23-040586-005-original-kf,USA,FL,Unknown,2023-12-09,USA_FL_Unknown
EPI_ISL_19559098|A/trumpeter_swan/Minnesota/24-000301-001-original/2023|H5N1|USA-MN|2023-12-28|wild_avian|B3.6,24-000301-001-original,USA,MN,Unknown,2023-12-28,USA_MN_Unknown
EPI_ISL_19559110|A/mallard/North_Carolina/24-003120-002-original/2024|H5N1|USA-NC|2024-01-23|wild_avian|B3.6,24-003120-002-original,USA,NC,Unknown,2024-01-23,USA_NC_Unknown
EPI_ISL_19559116|A/northern_shoveler/Washington/24-003120-012-original/2024|H5N1|USA-WA|2024-01-23|wild_avian|B3.6,24-003120-012-original,USA,WA,Unknown,2024-01-23,USA_WA_Unknown
EPI_ISL_19559119|A/northern_shoveler/Washington/24-003120-021-original/2024|H5N1|USA-WA|2024-01-23|wild_avian|B3.6,24-003120-021-original,USA,WA,Unknown,2024-01-23,USA_WA_Unknown
EPI_ISL_19559123|A/northern_shoveler/Washington/24-003120-031-original/2024|H5N1|USA-WA|2024-01-23|wild_avian|B3.6,24-003120-031-original,USA,WA,Unknown,2024-01-23,USA_WA_Unknown
EPI_ISL_19559125|A/northern_shoveler/Washington/24-003120-032-original/2024|H5N1|USA-WA|2024-01-23|wild_avian|B3.6,24-003120-032-original,USA,WA,Unknown,2024-01-23,USA_WA_Unknown
SRR36615123|A/red-tailed_hawk/California/24-003714-001/2024||USA-CA|2024-01-27|wild_avian|B3.6,24-003714-001,USA,CA,Unknown,2024-01-27,USA_CA_Unknown
SRR28834963|A/Harris_s_Hawk/UT/24-004080-001-original-repeat2/2024|H5N1|USA-UT|2024-02-02|other|B3.6,24-004080-001-original-repeat2,USA,UT,Unknown,2024-02-02,USA_UT_Unknown
SRR28834898|A/Western_Sandpiper/WA/24-004707-001-original/2023|H5N1|USA-WA|2023-12-12|wild_avian|B3.6,24-004707-001-original,USA,WA,Unknown,2023-12-12,USA_WA_Unknown
SRR28834919|A/chicken/IN/24-005716-003-original/2024|H5N1|USA-IN|2024-02-21|domestic_avian|B3.6,24-005716-003-original,USA,IN,Unknown,2024-02-21,USA_IN_Unknown
SRR28834917|A/Canada_Goose/NM/24-005749-001-original/2024|H5N1|USA-NM|2024-02-15|wild_avian|B3.6,24-005749-001-original,USA,NM,Unknown,2024-02-15,USA_NM_Unknown
SRR28834913|A/Mute_Swan/CA/24-005918-001-original/2024|H5N1|USA-CA|2024-02-06|wild_avian|B3.6,24-005918-001-original,USA,CA,Unknown,2024-02-06,USA_CA_Unknown
SRR28834912|A/Skunk/WA/24-005959-001-original/2024|H5N1|USA-WA|2024-02-23|other_mammal|B3.6,24-005959-001-original,USA,WA,Unknown,2024-02-23,USA_WA_Unknown
SRR28834911|A/skunk/Washington/24-005959-002/2024|H5N1|USA-WA|2024-02-23|other_mammal|B3.6,24-005959-002,USA,WA,Unknown,2024-02-23,USA_WA_Unknown
SRR28834910|A/Skunk/WA/24-005959-003-original/2024|H5N1|USA-WA|2024-02-23|other_mammal|B3.6,24-005959-003-original,USA,WA,Unknown,2024-02-23,USA_WA_Unknown
SRR28834907|A/Skunk/WA/24-005959-005-original/2024|H5N1|USA-WA|2024-02-23|other_mammal|B3.6,24-005959-005-original,USA,WA,Unknown,2024-02-23,USA_WA_Unknown
SRR28834906|A/Skunk/WA/24-005959-006-original/2024|H5N1|USA-WA|2024-02-23|other_mammal|B3.6,24-005959-006-original,USA,WA,Unknown,2024-02-23,USA_WA_Unknown
SRR28834905|A/Red-tailed_Hawk/SC/24-005993-001-original/2024|H5N1|USA-SC|2024-01-09|wild_avian|B3.6,24-005993-001-original,USA,SC,Unknown,2024-01-09,USA_SC_Unknown
SRR28834903|A/Great-horned_Owl/OR/24-006223-001-original/2024|H5N1|USA-OR|2024-02-21|wild_avian|B3.6,24-006223-001-original,USA,OR,Unknown,2024-02-21,USA_OR_Unknown
SRR28834901|A/American_Crow/IA/24-006634-001-original-repeat/2024|H5N1|USA-IA|2024-03-01|wild_avian|B3.6,24-006634-001-original-repeat,USA,IA,Unknown,2024-03-01,USA_IA_Unknown
SRR28834900|A/Mallard/MN/24-006961-018-original/2024|H5N1|USA-MN|2024-02-28|wild_avian|B3.6,24-006961-018-original,USA,MN,Unknown,2024-02-28,USA_MN_Unknown
SRR28834955|A/goat/MN/24-007234-035/2024|H5N1|USA-MN|2024-03-08|other_mammal|B3.6,24-007234-035,USA,MN,Unknown,2024-03-08,USA_MN_Unknown
SRR28834944|A/chicken/MN/24-007263-003-original/2024|H5N1|USA-MN|2024-03-07|domestic_avian|B3.6,24-007263-003-original,USA,MN,Unknown,2024-03-07,USA_MN_Unknown
SRR28834942|A/Turkey/SD/24-007379-002-original/2024|H5N1|USA-SD|2024-03-08|domestic_avian|B3.6,24-007379-002-original,USA,SD,Unknown,2024-03-08,USA_SD_Unknown
SRR36614497|A/turkey_vulture/California/24-007419-001/2024||USA-CA|2024-02-20|wild_avian|B3.6,24-007419-001,USA,CA,Unknown,2024-02-20,USA_CA_Unknown
SRR28834937|A/Snow_Goose/CO/24-007706-001-original/2024|H5N1|USA-CO|2024-02-27|wild_avian|B3.6,24-007706-001-original,USA,CO,Unknown,2024-02-27,USA_CO_Unknown
SRR28834936|A/Skunk/MT/24-007939-001-original/2024|H5N1|USA-MT|2024-03-11|other_mammal|B3.6,24-007939-001-original,USA,MT,Unknown,2024-03-11,USA_MT_Unknown
SRR36628403|A/bald_eagle/Washington/24-007953-001/2024||USA-WA|2024-03-11|wild_avian|B3.6,24-007953-001,USA,WA,Unknown,2024-03-11,USA_WA_Unknown
SRR28834933|A/Red-tailed_Hawk/OR/24-008306-001-original/2024|H5N1|USA-OR|2024-03-14|wild_avian|B3.6,24-008306-001-original,USA,OR,Unknown,2024-03-14,USA_OR_Unknown
SRR28834932|A/American_Wigeon/OH/24-008552-021-original/2023|H5N1|USA-OH|2023-11-10|wild_avian|B3.6,24-008552-021-original,USA,OH,Unknown,2023-11-10,USA_OH_Unknown
SRR32499024|A/Gadwall/OH/24-008552-023-original/2023|H5N1|USA-OH|2023-11-17|wild_avian|B3.6,24-008552-023-original,USA,OH,Unknown,2023-11-17,USA_OH_Unknown
SRR28834931|A/Canada_Goose/IN/24-008719-001-original/2024|H5N1|USA-IN|2024-03-12|wild_avian|B3.6,24-008719-001-original,USA,IN,Unknown,2024-03-12,USA_IN_Unknown
SRR28834930|A/cat/MT/24-009038-001-original/2024|H5N1|USA-MT|2024-03-19|feline|B3.6,24-009038-001-original,USA,MT,Unknown,2024-03-19,USA_MT_Unknown
SRR28834885|A/Mountain_Lion/MT/24-010315-001-original/2024|H5N1|USA-MT|2024-04-01|feline|B3.6,24-010315-001-original,USA,MT,Unknown,2024-04-01,USA_MT_Unknown
SRR29740503|A/bald_eagle/Virginia/24-014128-001/2024||USA-VA|2024-03-11|wild_avian|B3.6,24-014128-001,USA,VA,Unknown,2024-03-11,USA_VA_Unknown
SRR31167898|A/Duck/FL/24-027844-002-original-repeat2/2024|H5N1|USA-FL|2024-09-19|domestic_avian|B3.6,24-027844-002-original-repeat2,USA,FL,Unknown,2024-09-19,USA_FL_Unknown
SRR31167899|A/Duck/FL/24-029493-001-original/2024|H5N1|USA-FL|2024-10-07|domestic_avian|B3.6,24-029493-001-original,USA,FL,Unknown,2024-10-07,USA_FL_Unknown
SRR33682399|A/chicken/FL/25-014787-002-original/2025|H5N1|USA-FL|2025-05-05|domestic_avian|B3.6,25-014787-002-original,USA,FL,Unknown,2025-05-05,USA_FL_Unknown
GenBank|A/Aves/Veracruz/CPA-18079-23/2023|H5N1|Mexico-Veracruz|2023-10-22|wild_avian|B3.6,CPA-18079-23,Mexico,Veracruz,Unknown,2023-10-22,Mexico_Veracruz_Unknown
GenBank|A/Gallus_gallus_domesticus/Sonora/CPA-18486-23/2023|H5N1|Mexico-Sonora|2023-10-25|domestic_avian|B3.6,CPA-18486-23,Mexico,Sonora,Unknown,2023-10-25,Mexico_Sonora_Unknown
GenBank|A/Aves/Guanajuato/CPA-18539-23/2023|H5N1|Mexico-Guanajuato|2023-10-26|wild_avian|B3.6,CPA-18539-23,Mexico,Guanajuato,Unknown,2023-10-26,Mexico_Guanajuato_Unknown
GenBank|A/chicken/AB/FAV-0004-1-2024/2023|H5N1|Canada-AB|2023-12-19|domestic_avian|B3.6,FAV-0004-1-2024,Canada,AB,Unknown,2023-12-19,Canada_AB_Unknown
GenBank|A/chicken/SK/FAV-0013-1-2024/2024|H5N1|Canada-SK|2024-01-12|domestic_avian|B3.6,FAV-0013-1-2024,Canada,SK,Unknown,2024-01-12,Canada_SK_Unknown
GenBank|A/Canada_Goose/BC/FAV-0015-43-2024/2023|H5N1|Canada-BC|2023-11-20|wild_avian|B3.6,FAV-0015-43-2024,Canada,BC,Unknown,2023-11-20,Canada_BC_Unknown
GenBank|A/Great_Horned_Owl/AB/FAV-0022-3-2024/2023|H5N1|Canada-AB|2023-10-19|wild_avian|B3.6,FAV-0022-3-2024,Canada,AB,Unknown,2023-10-19,Canada_AB_Unknown
GenBank|A/Striped_Skunk/AB/FAV-0024-1-2024/2023|H5N1|Canada-AB|2023-10-26|other_mammal|B3.6,FAV-0024-1-2024,Canada,AB,Unknown,2023-10-26,Canada_AB_Unknown
GenBank|A/Canada_Goose/AB/FAV-0025-4-2024/2023|H5N1|Canada-AB|2023-10-18|wild_avian|B3.6,FAV-0025-4-2024,Canada,AB,Unknown,2023-10-18,Canada_AB_Unknown
GenBank|A/Canada_Goose/AB/FAV-0026-10-2024/2023|H5N1|Canada-AB|2023-10-26|wild_avian|B3.6,FAV-0026-10-2024,Canada,AB,Unknown,2023-10-26,Canada_AB_Unknown
GenBank|A/Canada_Goose/AB/FAV-0026-12-2024/2023|H5N1|Canada-AB|2023-10-26|wild_avian|B3.6,FAV-0026-12-2024,Canada,AB,Unknown,2023-10-26,Canada_AB_Unknown
GenBank|A/Canada_Goose/AB/FAV-0026-13-2024/2023|H5N1|Canada-AB|2023-10-26|wild_avian|B3.6,FAV-0026-13-2024,Canada,AB,Unknown,2023-10-26,Canada_AB_Unknown
GenBank|A/Snow_Goose/AB/FAV-0026-15-2024/2023|H5N1|Canada-AB|2023-10-26|wild_avian|B3.6,FAV-0026-15-2024,Canada,AB,Unknown,2023-10-26,Canada_AB_Unknown
GenBank|A/Snow_Goose/AB/FAV-0026-16-2024/2023|H5N1|Canada-AB|2023-10-26|wild_avian|B3.6,FAV-0026-16-2024,Canada,AB,Unknown,2023-10-26,Canada_AB_Unknown
GenBank|A/Trumpeter_Swan/AB/FAV-0026-18-2024/2023|H5N1|Canada-AB|2023-10-26|wild_avian|B3.6,FAV-0026-18-2024,Canada,AB,Unknown,2023-10-26,Canada_AB_Unknown
GenBank|A/Peregrine_Falcon/AB/FAV-0026-2-2024/2023|H5N1|Canada-AB|2023-10-26|wild_avian|B3.6,FAV-0026-2-2024,Canada,AB,Unknown,2023-10-26,Canada_AB_Unknown
GenBank|A/Great_Horned_Owl/AB/FAV-0026-3-2024/2023|H5N1|Canada-AB|2023-10-26|wild_avian|B3.6,FAV-0026-3-2024,Canada,AB,Unknown,2023-10-26,Canada_AB_Unknown
GenBank|A/Canada_Goose/AB/FAV-0026-5-2024/2023|H5N1|Canada-AB|2023-10-26|wild_avian|B3.6,FAV-0026-5-2024,Canada,AB,Unknown,2023-10-26,Canada_AB_Unknown
GenBank|A/Canada_Goose/AB/FAV-0026-8-2024/2023|H5N1|Canada-AB|2023-10-26|wild_avian|B3.6,FAV-0026-8-2024,Canada,AB,Unknown,2023-10-26,Canada_AB_Unknown
GenBank|A/Canada_Goose/AB/FAV-0027-2-2024/2023|H5N1|Canada-AB|2023-10-30|wild_avian|B3.6,FAV-0027-2-2024,Canada,AB,Unknown,2023-10-30,Canada_AB_Unknown
GenBank|A/chicken/AB/FAV-0029-1-2024/2023|H5N1|Canada-AB|2023-11-05|domestic_avian|B3.6,FAV-0029-1-2024,Canada,AB,Unknown,2023-11-05,Canada_AB_Unknown
GenBank|A/chicken/AB/FAV-0030-1-2024/2023|H5N1|Canada-AB|2023-11-12|domestic_avian|B3.6,FAV-0030-1-2024,Canada,AB,Unknown,2023-11-12,Canada_AB_Unknown
GenBank|A/Turkey/ON/FAV-0038-1-2024/2024|H5N1|Canada-ON|2024-02-01|domestic_avian|B3.6,FAV-0038-1-2024,Canada,ON,Unknown,2024-02-01,Canada_ON_Unknown
GenBank|A/Great_Horned_Owl/AB/FAV-0041-1-2024/2023|H5N1|Canada-AB|2023-12-20|wild_avian|B3.6,FAV-0041-1-2024,Canada,AB,Unknown,2023-12-20,Canada_AB_Unknown
GenBank|A/Striped_Skunk/AB/FAV-0043-1-2024/2023|H5N1|Canada-AB|2023-12-19|other_mammal|B3.6,FAV-0043-1-2024,Canada,AB,Unknown,2023-12-19,Canada_AB_Unknown
GenBank|A/Black-Billed_Magpie/AB/FAV-0044-1-2024/2023|H5N1|Canada-AB|2023-12-07|wild_avian|B3.6,FAV-0044-1-2024,Canada,AB,Unknown,2023-12-07,Canada_AB_Unknown
GenBank|A/Snow_Goose/AB/FAV-0047-2-2024/2023|H5N1|Canada-AB|2023-12-05|wild_avian|B3.6,FAV-0047-2-2024,Canada,AB,Unknown,2023-12-05,Canada_AB_Unknown
GenBank|A/Snow_Goose/AB/FAV-0047-3-2024/2023|H5N1|Canada-AB|2023-12-05|wild_avian|B3.6,FAV-0047-3-2024,Canada,AB,Unknown,2023-12-05,Canada_AB_Unknown
GenBank|A/Snow_Goose/AB/FAV-0047-4-2024/2023|H5N1|Canada-AB|2023-12-05|wild_avian|B3.6,FAV-0047-4-2024,Canada,AB,Unknown,2023-12-05,Canada_AB_Unknown
GenBank|A/Waterfowl/ON/FAV-0051-4-2024/2023|H5N1|Canada-ON|2023-12-14|domestic_avian|B3.6,FAV-0051-4-2024,Canada,ON,Unknown,2023-12-14,Canada_ON_Unknown
GenBank|A/Herring_Gull/ON/FAV-0056-1-2024/2024|H5N1|Canada-ON|2024-02-03|wild_avian|B3.6,FAV-0056-1-2024,Canada,ON,Unknown,2024-02-03,Canada_ON_Unknown
GenBank|A/Mallard/ON/FAV-0062-9-2024/2024|H5N1|Canada-ON|2024-02-07|wild_avian|B3.6,FAV-0062-9-2024,Canada,ON,Unknown,2024-02-07,Canada_ON_Unknown
GenBank|A/Great_Horned_Owl/AB/FAV-0069-1-2024/2024|H5N1|Canada-AB|2024-02-02|wild_avian|B3.6,FAV-0069-1-2024,Canada,AB,Unknown,2024-02-02,Canada_AB_Unknown
GenBank|A/Striped_Skunk/ON/FAV-0096-1-2024/2024|H5N1|Canada-ON|2024-03-18|other_mammal|B3.6,FAV-0096-1-2024,Canada,ON,Unknown,2024-03-18,Canada_ON_Unknown
GenBank|A/American_Crow/ON/FAV-0097-2-2024/2024|H5N1|Canada-ON|2024-03-12|wild_avian|B3.6,FAV-0097-2-2024,Canada,ON,Unknown,2024-03-12,Canada_ON_Unknown
GenBank|A/Striped_Skunk/AB/FAV-0104-1-2024/2024|H5N1|Canada-AB|2024-03-13|other_mammal|B3.6,FAV-0104-1-2024,Canada,AB,Unknown,2024-03-13,Canada_AB_Unknown
GenBank|A/Canada_Goose/AB/FAV-0115-2-2024/2024|H5N1|Canada-AB|2024-03-13|wild_avian|B3.6,FAV-0115-2-2024,Canada,AB,Unknown,2024-03-13,Canada_AB_Unknown
SRR33764563|A/Horned_Grebe/ON/FAV-0117-2-2024/2024|H5N1|Canada-ON|2024-03-26|wild_avian|B3.6,FAV-0117-2-2024,Canada,ON,Unknown,2024-03-26,Canada_ON_Unknown
GenBank|A/Rough-Legged_Hawk/ON/FAV-0127-2-2024/2024|H5N1|Canada-ON|2024-02-09|wild_avian|B3.6,FAV-0127-2-2024,Canada,ON,Unknown,2024-02-09,Canada_ON_Unknown
GenBank|A/Striped_Skunk/AB/FAV-0182-2-2024/2024|H5N1|Canada-AB|2024-04-25|other_mammal|B3.6,FAV-0182-2-2024,Canada,AB,Unknown,2024-04-25,Canada_AB_Unknown
GenBank|A/Ross_s_goose/SK/FAV-0187-2-2024/2023|H5N1|Canada-SK|2023-10-11|wild_avian|B3.6,FAV-0187-2-2024,Canada,SK,Unknown,2023-10-11,Canada_SK_Unknown
GenBank|A/Canada_Goose/SK/FAV-0187-27-2024/2023|H5N1|Canada-SK|2023-11-10|wild_avian|B3.6,FAV-0187-27-2024,Canada,SK,Unknown,2023-11-10,Canada_SK_Unknown
GenBank|A/Canada_Goose/SK/FAV-0187-33-2024/2023|H5N1|Canada-SK|2023-11-11|wild_avian|B3.6,FAV-0187-33-2024,Canada,SK,Unknown,2023-11-11,Canada_SK_Unknown
