trait	country	admin1	latitude	longitude
A/peregrine_falcon/Massachusetts/22-010671-009/2022|H5N1|USA-MA|2022-03-24|avian|A1	USA	MA	42.5961102460964	-72.5404709666784
A/snowy_owl/MA/22MM00323/2022|H5N1|USA-MA|2022-02-07|avian|A1	USA	MA	42.6034584395045	-72.936053194441
A/snowy_owl/MA/22MM00463/2022|H5N1|USA-MA|2022-03-20|avian|A1	USA	MA	42.4219922880153	-72.6586263661285
A/snowy_owl/Massachusetts/22-016611-010/2022|H5N1|USA-MA|2022-04-01|avian|A1	USA	MA	42.7216017925311	-72.7631289924366
A/snowy_owl/Massachusetts/22-016611-012/2022|H5N1|USA-MA|2022-04-01|avian|A1	USA	MA	42.6199824250556	-72.6305679846249
A/snowy_owl/Massachusetts/22-016611-002/2022|H5N1|USA-MA|2022-04-01|avian|A1	USA	MA	41.6678925893371	-70.9335434365512
A/snowy_owl/Massachusetts/22-016611-003/2022|H5N1|USA-MA|2022-04-01|avian|A1	USA	MA	42.1133403300151	-72.0233341937703
A/snowy_owl/MA/22MM00467/2022|H5N1|USA-MA|2022-04-10|avian|A1	USA	MA	42.4889077704041	-72.2848738350867
A/great_horned_owl/Massachusetts/22-016611-013/2022|H5N1|USA-MA|2022-05-02|avian|A1	USA	MA	42.5962419834551	-71.0791773481696
A/great_horned_owl/Massachusetts/22-016611-011/2022|H5N1|USA-MA|2022-05-02|avian|A1	USA	MA	42.3601994415947	-72.7626673296552
A/peregrine_falcon/Massachusetts/22-036181-002/2022|H5N1|USA-MA|2022-06-26|avian|A1	USA	MA	42.534185879337	-72.7757487915802
A/great_horned_owl/Massachusetts/22-036181-003/2022|H5N1|USA-MA|2022-06-26|avian|A1	USA	MA	42.2156965560011	-72.9365943916037
A/great_horned_owl/Massachusetts/22-036181-004/2022|H5N1|USA-MA|2022-06-26|avian|A1	USA	MA	42.6660540612325	-70.7647119911787
A/Lesser_Scaup/Maryland/22-003098-003/2022|H5N1|USA-MD|2022-01-23|avian|A1	USA	MD	39.7000426536767	-78.7563698826492
A/Lesser_scaup/MD/-LC-EESC-024/2022|H5N1|USA-MD|2022-01-23|avian|A1	USA	MD	39.6830404661096	-77.8620970238654
A/chicken/Maryland/22-007086-001/2022|H5N1|USA-MD|2022-03-07|avian|A1	USA	MD	39.2766777144307	-79.3885586838926
A/chicken/Maryland/22-006948-001/2022|H5N1|USA-MD|2022-03-04|avian|A1	USA	MD	39.5396390868227	-77.3416542662969
A/chicken/Maryland/22-007273-003/2022|H5N1|USA-MD|2022-03-08|avian|A1	USA	MD	39.3918349368132	-76.3640047595848
A/chicken/Maryland/22-006578-005/2022|H5N1|USA-MD|2022-03-03|avian|A1	USA	MD	38.4863299489151	-77.2577869063256
A/chicken/Maryland/22-006578-001/2022|H5N1|USA-MD|2022-03-03|avian|A1	USA	MD	39.6570802288742	-76.8720560994732
A/chicken/Maryland/22-007273-001/2022|H5N1|USA-MD|2022-03-08|avian|A1	USA	MD	39.106395578258	-76.6917593433531
A/chicken/Maryland/22-007273-002/2022|H5N1|USA-MD|2022-03-08|avian|A1	USA	MD	39.6079225879671	-77.2767947034118
A/chicken/Maryland/22-006578-002/2022|H5N1|USA-MD|2022-03-03|avian|A1	USA	MD	39.5091236205108	-76.3697328444362
A/chicken/Maryland/22-007273-004/2022|H5N1|USA-MD|2022-03-08|avian|A1	USA	MD	39.6530586914061	-79.0360154913186
A/chicken/Maryland/22-008243-001/2022|H5N1|USA-MD|2022-03-17|avian|A1	USA	MD	39.2030300787651	-76.588121396986
A/chicken/Maryland/22-006578-013/2022|H5N1|USA-MD|2022-03-03|avian|A1	USA	MD	39.4511328160547	-76.6899705481338
A/chicken/Maryland/22-007273-005/2022|H5N1|USA-MD|2022-03-08|avian|A1	USA	MD	39.4403565032272	-75.860303997054
A/chicken/Maryland/22-006578-014/2022|H5N1|USA-MD|2022-03-03|avian|A1	USA	MD	38.5126293320578	-77.1242393127035
A/chicken/Maine/22-008540-001/2022|H5N1|USA-ME|2022-03-22|avian|A1	USA	ME	44.5162063958538	-69.4032439986535
A/chicken/Maine/22-005158-001/2022|H5N1|USA-ME|2022-02-17|avian|A1	USA	ME	45.2157674243637	-70.9890054013419
A/chicken/Maine/22-009412-001/2022|H5N1|USA-ME|2022-03-25|avian|A1	USA	ME	44.201064923827	-70.1796394173991
A/guinea_fowl/Maine/22-009412-002/2022|H5N1|USA-ME|2022-03-25|avian|A1	USA	ME	45.3182959297886	-70.5317982343912
A/chicken/Maine/22-005443-001/2022|H5N1|USA-ME|2022-02-20|avian|A1	USA	ME	45.4452455377861	-67.7693572357583
A/turkey/Maine/22-007410-001/2022|H5N1|USA-ME|2022-03-10|avian|A1	USA	ME	43.5321816591774	-70.7345839489823
A/chicken/Maine/22-007410-002/2022|H5N1|USA-ME|2022-03-10|avian|A1	USA	ME	45.1524965158487	-67.5437314316192
A/chicken/Maine/22-007582-001/2022|H5N1|USA-ME|2022-03-11|avian|A1	USA	ME	45.0975777472992	-69.3992058775019
A/turkey/Maine/22-008367-002/2022|H5N1|USA-ME|2022-03-18|avian|A1	USA	ME	47.0659059437373	-68.311728396927
A/chicken/Maine/22-008367-001/2022|H5N1|USA-ME|2022-03-18|avian|A1	USA	ME	46.1465761092415	-68.7833670990749
A/caspian_tern/Michigan/22-026129-002/2022|H5N1|USA-MI|2022-08-10|avian|A1	USA	MI	43.4934797281815	-82.8097251727265
A/Tundra_Swan/Michigan/22-011517-010/2022|H5N1|USA-MI|2022-04-11|avian|A1	USA	MI	42.0541202385724	-84.3834190076626
A/Catalina_macaw/Michigan/22-010848-002/2022|H5N1|USA-MI|2022-04-04|avian|A1	USA	MI	47.1479183912481	-88.2042020668555
A/Amazon_parrot/Michigan/22-010848-001/2022|H5N1|USA-MI|2022-04-04|avian|A1	USA	MI	43.6651577093028	-85.5415202805789
A/Black_Swift/Michigan/22-007412-003/2022|H5N1|USA-MI|2022-03-09|avian|A1	USA	MI	45.998247458062	-84.0041224122521
A/Black_Swift/Michigan/22-007412-002/2022|H5N1|USA-MI|2022-03-09|avian|A1	USA	MI	47.414833590002	-86.1982080764958
A/turkey/Michigan/22-005440-001/2022|H5N1|USA-MI|2022-02-22|avian|A1	USA	MI	42.3979724351868	-86.6808693575802
A/guinea_fowl/Michigan/22-005440-003/2022|H5N1|USA-MI|2022-02-22|avian|A1	USA	MI	47.9709315173292	-87.8211110025381
A/chicken/Michigan/22-005440-002/2022|H5N1|USA-MI|2022-02-22|avian|A1	USA	MI	44.5609470996053	-85.8964505976596
A/great_horned_owl/Michigan/22-012056-007/2022|H5N1|USA-MI|2022-04-14|avian|A1	USA	MI	44.9134989111589	-86.5035404937054
A/Great_Horned_Owl/Michigan/22-012056-006/2022|H5N1|USA-MI|2022-04-14|avian|A1	USA	MI	43.8471383931997	-86.9132090573953
A/Great_Horned_Owl/Minnesota/22-010027-007/2022|H5N1|USA-MN|2022-03-30|avian|A1	USA	MN	47.059172040704	-94.2944084940704
A/turkey_vulture/Minnesota/22-014520-001/2022|H5N1|USA-MN|2022-05-04|avian|A1	USA	MN	46.7891322338717	-92.2667977011982
A/turkey/Minnesota/22-010123-004/2022|H5N1|USA-MN|2022-04-04|avian|A1	USA	MN	47.139670856291	-92.9552677848189
A/great_horned_owl/Minnesota/22-013663-002/2022|H5N1|USA-MN|2022-05-03|avian|A1	USA	MN	45.4068127929243	-94.2791314875413
A/red_tailed_hawk/Minnesota/22-015675-001/2022|H5N1|USA-MN|2022-05-17|avian|A1	USA	MN	48.3252275666682	-92.2331134661735
A/turkey/Minnesota/22-009997-001/2022|H5N1|USA-MN|2022-04-02|avian|A1	USA	MN	45.7856416424734	-94.6937952241962
A/turkey/Minnesota/22-009997-002/2022|H5N1|USA-MN|2022-04-02|avian|A1	USA	MN	45.438338967185	-96.6515263801058
A/hooded_merganser/Minnesota/22-013435-001/2022|H5N1|USA-MN|2022-04-27|avian|A1	USA	MN	45.4035724050808	-94.5253396654469
A/red_tailed_hawk/Minnesota/22-014517-001/2022|H5N1|USA-MN|2022-05-03|avian|A1	USA	MN	46.6194136798966	-92.7549429057819
A/peregrine_falcon/Minnesota/22-021121-001/2022|H5N1|USA-MN|2022-07-07|avian|A1	USA	MN	47.776056429937	-90.1188546265128
A/american_crow/Minnesota/22-014899-001/2022|H5N1|USA-MN|2022-05-10|avian|A1	USA	MN	43.7840488899008	-94.2993502739849
A/wood_duck/Minnesota/22-014659-001/2022|H5N1|USA-MN|2022-05-07|avian|A1	USA	MN	47.8557450941325	-95.3924564686283
A/red_shouldered_hawk/Minnesota/22-013517-010/2022|H5N1|USA-MN|2022-04-28|avian|A1	USA	MN	47.5762983682016	-95.7506885724273
A/Snow_Goose/Missouri/22-006328-011/2022|H5N1|USA-MO|2022-02-22|avian|A1	USA	MO	40.5802860898257	-92.4229439927339
A/chicken/Missouri/22-006639-001/2022|H5N1|USA-MO|2022-03-03|avian|A1	USA	MO	37.8636797274447	-92.9748012559285
A/turkey/Missouri/22-006944-002/2022|H5N1|USA-MO|2022-03-07|avian|A1	USA	MO	39.0514504601988	-93.2676302336321
A/Snow_Goose/Missouri/22-006328-022/2022|H5N1|USA-MO|2022-02-22|avian|A1	USA	MO	38.0958493219008	-92.2943504262387
A/chicken/Missouri/22-007677-002/2022|H5N1|USA-MO|2022-03-14|avian|A1	USA	MO	38.2202881179509	-90.5838626811111
A/chicken/Missouri/22-007677-001/2022|H5N1|USA-MO|2022-03-14|avian|A1	USA	MO	37.432517634483	-90.9097553582929
A/Snow_Goose/Missouri/22-006328-032/2022|H5N1|USA-MO|2022-02-22|avian|A1	USA	MO	40.1130848687134	-94.6900143536731
A/American_White_Pelican/Missouri/22-006970-001/2022|H5N1|USA-MO|2022-02-28|avian|A1	USA	MO	37.9159682864856	-93.782411832628
A/turkey/Missouri/22-010296-001/2022|H5N1|USA-MO|2022-04-04|avian|A1	USA	MO	36.781126547714	-89.5846434767047
A/Snow_Goose/Missouri/22-006328-015/2022|H5N1|USA-MO|2022-02-22|avian|A1	USA	MO	38.7886047402123	-90.8284960523879
A/Snow_Goose/Missouri/22-006805-001/2022|H5N1|USA-MO|2022-02-23|avian|A1	USA	MO	39.2585615689312	-94.116165497343
A/Pelican/Missouri/22-012338-019/2022|H5N1|USA-MO|2022-03-01|avian|A1	USA	MO	37.1655781090378	-92.0350041101908
A/Snow_Goose/Missouri/22-006328-004/2022|H5N1|USA-MO|2022-02-22|avian|A1	USA	MO	38.0692877436555	-93.5024974423264
A/Merganser/Missouri/22-007765-001/2022|H5N1|USA-MO|2022-03-02|avian|A1	USA	MO	38.3268371753474	-92.9596978935702
A/chicken/Missouri/22-006569-001/2022|H5N1|USA-MO|2022-03-02|avian|A1	USA	MO	40.5536556152065	-95.1837502358939
A/chicken/Missouri/22-006569-002/2022|H5N1|USA-MO|2022-03-02|avian|A1	USA	MO	36.5012934881094	-90.6121522519953
A/chicken/Missouri/22-006569-007/2022|H5N1|USA-MO|2022-03-02|avian|A1	USA	MO	39.2716546276949	-92.4867317188719
A/chicken/Missouri/22-006569-004/2022|H5N1|USA-MO|2022-03-02|avian|A1	USA	MO	37.7038502490669	-91.1788327956025
A/chicken/Missouri/22-006569-005/2022|H5N1|USA-MO|2022-03-02|avian|A1	USA	MO	37.3914077766616	-91.9304101656381
A/goose/Missouri/22-012338-006/2022|H5N1|USA-MO|2022-03-15|avian|A1	USA	MO	39.1293689779297	-93.931448293616
A/Bald_Eagle/Missouri/22-012338-009/2022|H5N1|USA-MO|2022-03-18|avian|A1	USA	MO	40.2227572696177	-93.8333831355424
A/turkey/Missouri/22-007087-001/2022|H5N1|USA-MO|2022-03-08|avian|A1	USA	MO	40.4337693483817	-93.0288390294551
A/turkey/Missouri/22-007087-002/2022|H5N1|USA-MO|2022-03-08|avian|A1	USA	MO	39.6320086713463	-91.7599620173232
A/Hooded_Merganser/Missouri/22-007184-001/2022|H5N1|USA-MO|2022-02-28|avian|A1	USA	MO	38.374456747879	-91.1153849707405
A/pelican/Missouri/22-012338-011/2022|H5N1|USA-MO|2022-03-08|avian|A1	USA	MO	40.5707900640261	-92.7036158184827
A/Rosss_Goose/Missouri/22-006328-019/2022|H5N1|USA-MO|2022-02-22|avian|A1	USA	MO	39.9551957915781	-94.0952393850436
A/Green-winged_Teal/North_Carolina/22-003830-004/2022|H5N1|USA-NC|2022-01-29|avian|A1	USA	NC	35.2372196022223	-79.4719942766138
A/Gadwall/North_Carolina/22-001330-021/2022|H5N1|USA-NC|2022-01-08|avian|A1	USA	NC	34.7860520244473	-79.2116413139555
A/American_Wigeon/North_Carolina/22-001672-005/2022|H5N1|USA-NC|2022-01-08|avian|A1	USA	NC	35.8584005099981	-81.2511058403133
A/American_Wigeon/North_Carolina/22-001672-009/2022|H5N1|USA-NC|2022-01-08|avian|A1	USA	NC	36.113966055191	-81.7740337507504
A/Wood_Duck/North_Carolina/22-003829-001/2022|H5N1|USA-NC|2022-01-29|avian|A1	USA	NC	34.4631057535569	-79.1662859449416
A/American_Wigeon/North_Carolina/22-001330-029/2022|H5N1|USA-NC|2022-01-08|avian|A1	USA	NC	33.993051954866	-78.3218381956876
A/American_Wigeon/North_Carolina/22-001672-001/2022|H5N1|USA-NC|2022-01-08|avian|A1	USA	NC	35.6475041706069	-76.8590038462316
A/American_Wigeon/North_Carolina/22-001330-031/2022|H5N1|USA-NC|2022-01-08|avian|A1	USA	NC	35.9161384625004	-80.3507833448201
A/American_Wigeon/North_Carolina/22-001330-018/2022|H5N1|USA-NC|2022-01-08|avian|A1	USA	NC	35.4340627561779	-79.1700522236137
A/gadwall/North_Carolina/AH0182894/2022|H5N1|USA-NC|2022-01-08|avian|A1	USA	NC	34.4535586324993	-78.1359207138876
A/Northern_Shoveler/North_Carolina/22-001330-016/2022|H5N1|USA-NC|2022-01-08|avian|A1	USA	NC	35.4128504287723	-79.1414190561791
A/American_Wigeon/North_Carolina/22-001330-009/2022|H5N1|USA-NC|2022-01-08|avian|A1	USA	NC	35.8032192376499	-75.758348327616
A/Gadwall/North_Carolina/22-001672-002/2022|H5N1|USA-NC|2022-01-08|avian|A1	USA	NC	35.0157666907656	-78.4224655885595
A/Snow_Goose/North_Carolina/22-003496-007/2022|H5N1|USA-NC|2022-01-21|avian|A1	USA	NC	36.371802802039	-81.6358972356567
A/Northern_Shoveler/North_Carolina/22-003831-019/2022|H5N1|USA-NC|2022-01-29|avian|A1	USA	NC	35.8757259309624	-77.5091550954545
A/Green-winged_Teal/North_Carolina/22-003827-001/2022|H5N1|USA-NC|2022-01-29|avian|A1	USA	NC	36.067214643165	-78.3040704500917
A/Gadwall/North_Carolina/22-003150-010/2022|H5N1|USA-NC|2022-01-22|avian|A1	USA	NC	35.4157885992099	-76.2352934019983
A/American_Wigeon/North_Carolina/22-001330-019/2022|H5N1|USA-NC|2022-01-08|avian|A1	USA	NC	34.3864351780688	-78.146496023019
A/American_Wigeon/North_Carolina/22-001330-001/2022|H5N1|USA-NC|2022-01-08|avian|A1	USA	NC	35.8846541566826	-81.1311970726811
A/American_Wigeon/North_Carolina/22-001330-012/2022|H5N1|USA-NC|2022-01-08|avian|A1	USA	NC	35.7194199601526	-79.2843222698142
A/Green-winged_Teal/North_Carolina/22-003830-009/2022|H5N1|USA-NC|2022-01-29|avian|A1	USA	NC	36.4868329953566	-77.1441853466349
A/chicken/North_Carolina/22-010299-002/2022|H5N1|USA-NC|2022-04-04|avian|A1	USA	NC	36.5340251430018	-76.2838219611332
A/turkey/North_Carolina/22-009583-002/2022|H5N1|USA-NC|2022-03-27|avian|A1	USA	NC	35.6525241438553	-76.7671000918639
A/turkey/North_Carolina/22-009583-001/2022|H5N1|USA-NC|2022-03-27|avian|A1	USA	NC	35.1514980967011	-78.9020324870694
A/turkey/North_Carolina/22-009332-002/2022|H5N1|USA-NC|2022-03-27|avian|A1	USA	NC	35.3876422180897	-81.9619419797054
A/chicken/North_Carolina/22-010929-007/2022|H5N1|USA-NC|2022-04-11|avian|A1	USA	NC	34.6605025722783	-78.170712693356
A/chicken/North_Carolina/22-010929-002/2022|H5N1|USA-NC|2022-04-11|avian|A1	USA	NC	35.0787816746592	-79.0692370381648
A/chicken/North_Carolina/22-010929-001/2022|H5N1|USA-NC|2022-04-11|avian|A1	USA	NC	35.2202006163284	-79.6700895887753
A/turkey/North_Carolina/22-009981-004/2022|H5N1|USA-NC|2022-03-31|avian|A1	USA	NC	35.2000332244635	-80.2841773411985
A/turkey/North_Carolina/22-009982-002/2022|H5N1|USA-NC|2022-03-31|avian|A1	USA	NC	36.1253008360499	-80.7479306291073
A/turkey/North_Carolina/22-009981-001/2022|H5N1|USA-NC|2022-03-31|avian|A1	USA	NC	35.0994233393813	-78.0631551029253
A/turkey/North_Carolina/22-009982-001/2022|H5N1|USA-NC|2022-03-31|avian|A1	USA	NC	35.5294849361526	-79.3585238262928
A/Turkey/North_Carolina/22-009982-003/2022|H5N1|USA-NC|2022-03-31|avian|A1	USA	NC	35.5272820636148	-83.2189974435091
A/turkey/North_Carolina/22-010146-001/2022|H5N1|USA-NC|2022-04-04|avian|A1	USA	NC	34.9649840917047	-77.7543798898163
A/turkey/North_Carolina/22-010146-002/2022|H5N1|USA-NC|2022-04-04|avian|A1	USA	NC	36.375002448505	-78.9818084372777
A/Turkey/North_Carolina/22-009981-003/2022|H5N1|USA-NC|2022-03-31|avian|A1	USA	NC	36.0185394991944	-80.4851510130217
A/chicken/North_Carolina/22-010298-001/2022|H5N1|USA-NC|2022-04-04|avian|A1	USA	NC	36.4571807844518	-81.4026349137848
A/chicken/North_Carolina/22-010298-002/2022|H5N1|USA-NC|2022-04-04|avian|A1	USA	NC	35.777369537301	-80.0993904972395
A/turkey/North_Carolina/22-009332-001/2022|H5N1|USA-NC|2022-03-27|avian|A1	USA	NC	34.9743231668255	-79.7280001582375
A/turkey/North_Carolina/22-010448-001/2022|H5N1|USA-NC|2022-04-06|avian|A1	USA	NC	36.3587429703968	-77.2670478858441
A/turkey/North_Carolina/22-010448-003/2022|H5N1|USA-NC|2022-04-06|avian|A1	USA	NC	35.193997790868	-80.7112729860186
A/turkey/North_Carolina/22-010145-001/2022|H5N1|USA-NC|2022-03-31|avian|A1	USA	NC	35.8593182288299	-81.4736920934878
A/turkey/North_Carolina/22-010144-001/2022|H5N1|USA-NC|2022-03-31|avian|A1	USA	NC	36.1890623195458	-77.4457602303099
A/turkey/North_Carolina/22-009983-007/2022|H5N1|USA-NC|2022-03-31|avian|A1	USA	NC	36.2921432862675	-77.2207773149893
A/turkey/North_Carolina/22-010144-002/2022|H5N1|USA-NC|2022-03-31|avian|A1	USA	NC	36.1551740382792	-78.3693198806202
A/turkey/North_Carolina/22-009983-008/2022|H5N1|USA-NC|2022-03-31|avian|A1	USA	NC	35.9483731346012	-78.329272605758
A/turkey/North_Carolina/22-010145-002/2022|H5N1|USA-NC|2022-03-31|avian|A1	USA	NC	36.2247420568872	-80.7639038619966
A/Gadwall/North_Carolina/22-001330-032/2022|H5N1|USA-NC|2022-01-08|avian|A1	USA	NC	35.2352014410666	-81.7310588092062
A/American_wigeon/North_Carolina/AH0182954/2022|H5N1|USA-NC|2022-01-08|avian|A1	USA	NC	35.6115296800613	-77.9948748221658
A/American_Wigeon/North_Carolina/22-001329-001/2022|H5N1|USA-NC|2022-01-08|avian|A1	USA	NC	35.94249323468	-80.7917291198907
A/American_Wigeon/North_Carolina/22-001330-028/2022|H5N1|USA-NC|2022-01-08|avian|A1	USA	NC	34.4055015580101	-78.5842940918431
A/mallard/North_Carolina/AH0182886/2022|H5N1|USA-NC|2022-01-08|avian|A1	USA	NC	35.5710373500297	-83.0990661648873
A/American_Wigeon/North_Carolina/22-001330-030/2022|H5N1|USA-NC|2022-01-08|avian|A1	USA	NC	36.2015813893121	-79.6478697415773
A/Brown_Pelican/North_Carolina/22-007917-001/2022|H5N1|USA-NC|2022-02-20|avian|A1	USA	NC	35.3703654465131	-80.3661846078603
A/Green-winged_Teal/North_Carolina/22-001673-001/2022|H5N1|USA-NC|2022-01-08|avian|A1	USA	NC	35.2919309650493	-79.9703033839376
A/Northern_Pintail/North_Carolina/22-001330-008/2022|H5N1|USA-NC|2022-01-08|avian|A1	USA	NC	35.7118857349432	-78.5595226218708
A/northern_shoveler/North_Carolina/AH0182913/2022|H5N1|USA-NC|2022-01-08|avian|A1	USA	NC	35.4864865911536	-78.5909292786463
A/American_Wigeon/North_Carolina/22-003439-003/2022|H5N1|USA-NC|2022-01-26|avian|A1	USA	NC	35.7645895344653	-75.884932542206
A/Mallard/North_Carolina/22-001330-003/2022|H5N1|USA-NC|2022-01-08|avian|A1	USA	NC	35.2735450365286	-83.9370072665513
A/American_wigeon/North_Carolina/AH0182517/2022|H5N1|USA-NC|2022-01-08|avian|A1	USA	NC	34.2854909050379	-78.4166461141182
A/Mallard/North_Carolina/22-003441-001/2022|H5N1|USA-NC|2022-01-29|avian|A1	USA	NC	34.8907253874068	-77.29476301077
A/Gadwall/North_Carolina/22-001996-001/2022|H5N1|USA-NC|2022-01-15|avian|A1	USA	NC	35.7627594756488	-82.1763839082924
A/Green-winged_Teal/North_Carolina/22-003830-003/2022|H5N1|USA-NC|2022-01-29|avian|A1	USA	NC	34.9605083607254	-80.2235427616988
A/American_Wigeon/North_Carolina/22-001330-024/2022|H5N1|USA-NC|2022-01-08|avian|A1	USA	NC	35.9061975787617	-75.7815198545948
A/Gadwall/North_Carolina/22-002491-002/2022|H5N1|USA-NC|2022-01-15|avian|A1	USA	NC	35.8382612219745	-81.1285555241427
A/American_Wigeon/North_Carolina/22-001330-025/2022|H5N1|USA-NC|2022-01-08|avian|A1	USA	NC	36.5021488505372	-81.0475112718865
A/American_Wigeon/North_Carolina/22-001330-027/2022|H5N1|USA-NC|2022-01-08|avian|A1	USA	NC	35.2901682077873	-76.561686392278
A/American_Wigeon/North_Carolina/22-001330-015/2022|H5N1|USA-NC|2022-01-08|avian|A1	USA	NC	35.1270185618471	-79.6609322997054
A/Gadwall/North_Carolina/22-001330-010/2022|H5N1|USA-NC|2022-01-08|avian|A1	USA	NC	35.6234388228296	-82.5029160211755
A/northern_pintail/North_Carolina/AH0182892/2022|H5N1|USA-NC|2022-01-08|avian|A1	USA	NC	35.614600088945	-80.8103891536762
A/American_Wigeon/North_Carolina/22-003150-006/2022|H5N1|USA-NC|2022-01-22|avian|A1	USA	NC	36.3990595573857	-80.5827396646963
A/American_Wigeon/North_Carolina/22-001330-023/2022|H5N1|USA-NC|2022-01-08|avian|A1	USA	NC	36.5226304812407	-77.0028914493955
A/American_Wigeon/North_Carolina/22-001330-011/2022|H5N1|USA-NC|2022-01-08|avian|A1	USA	NC	35.0786586899865	-77.9755400236206
A/American_Wigeon/North_Carolina/22-001330-017/2022|H5N1|USA-NC|2022-01-08|avian|A1	USA	NC	35.9188967434892	-82.8716440996054
A/Gadwall/North_Carolina/22-001330-004/2022|H5N1|USA-NC|2022-01-08|avian|A1	USA	NC	35.976815857842	-78.1814665759156
A/Green-winged_Teal/North_Carolina/22-003444-004/2022|H5N1|USA-NC|2022-01-29|avian|A1	USA	NC	36.3903577614611	-78.0042001172998
A/Bald_Eagle/North_Carolina/22-009805-002/2022|H5N1|USA-NC|2022-03-31|avian|A1	USA	NC	36.2612141345472	-78.4366423955986
A/Green-winged_Teal/North_Carolina/22-004007-005/2022|H5N1|USA-NC|2022-01-31|avian|A1	USA	NC	34.8536359589251	-79.9269443252199
A/Snow_Goose/North_Dakota/22-008734-001/2022|H5N1|USA-ND|2022-03-21|avian|A1	USA	ND	48.0573542792049	-98.1765304331198
A/Snow_Goose/North_Dakota/22-009483-002/2022|H5N1|USA-ND|2022-03-22|avian|A1	USA	ND	46.6550302750672	-103.777605974699
A/snowy_egret/North_Dakota/22-015805-001/2022|H5N1|USA-ND|2022-05-17|avian|A1	USA	ND	46.750414369076	-98.5912321325598
A/Snow_Goose/North_Dakota/22-009481-002/2022|H5N1|USA-ND|2022-03-23|avian|A1	USA	ND	48.1257927997283	-101.136270493611
A/Canada_Goose/Nebraska/22-007169-001/2022|H5N1|USA-NE|2022-03-07|avian|A1	USA	NE	42.8580387955947	-103.588445174584
A/chicken/Nebraska/22-008467-001/2022|H5N1|USA-NE|2022-03-21|avian|A1	USA	NE	42.1825163669453	-101.603543622512
A/Swan/Nebraska/22-008227-001/2022|H5N1|USA-NE|2022-03-13|avian|A1	USA	NE	42.5950188347196	-98.3286962266254
A/chicken/Nebraska/22-009190-002/2022|H5N1|USA-NE|2022-03-24|avian|A1	USA	NE	42.7158035956228	-100.054537182041
A/domestic_duck/Nebraska/22-009190-001/2022|H5N1|USA-NE|2022-03-24|avian|A1	USA	NE	41.5272730137684	-101.001852657078
A/chicken/Nebraska/22-009006-001/2022|H5N1|USA-NE|2022-03-23|avian|A1	USA	NE	40.9484925279669	-101.394343319342
A/chicken/Nebraska/22-010155-001/2022|H5N1|USA-NE|2022-03-31|avian|A1	USA	NE	42.2990137316978	-96.8987320981371
A/Canada_Goose/Nebraska/22-007179-001/2022|H5N1|USA-NE|2022-03-07|avian|A1	USA	NE	41.3356929648263	-96.0175839853553
A/turkey/New_Hampshire/22-007886-001/2022|H5N1|USA-NH|2022-03-15|avian|A1	USA	NH	43.3622921410645	-71.9161507551366
A/Snow_Goose/New_Hampshire/22-007420-001/2022|H5N1|USA-NH|2022-02-24|avian|A1	USA	NH	44.1583456731074	-71.7064453759878
A/Mallard/New_Hampshire/22-003417-054/2022|H5N1|USA-NH|2022-01-26|avian|A1	USA	NH	43.7554200829315	-71.1379220435452
A/Mallard/New_Hampshire/22-003417-043/2022|H5N1|USA-NH|2022-01-26|avian|A1	USA	NH	43.1351124454778	-72.1572737176267
A/Mallard/New_Hampshire/22-003417-048/2022|H5N1|USA-NH|2022-01-26|avian|A1	USA	NH	42.9192986515534	-72.0936869030205
A/Mallard/New_Hampshire/22-003417-047/2022|H5N1|USA-NH|2022-01-26|avian|A1	USA	NH	42.7230852631166	-71.7855064219108
A/Mallard/New_Hampshire/22-003417-053/2022|H5N1|USA-NH|2022-01-26|avian|A1	USA	NH	43.4449503589808	-71.8068677427996
A/Mallard/New_Hampshire/22-003359-025/2022|H5N1|USA-NH|2022-01-26|avian|A1	USA	NH	43.3841545550927	-71.4014133510505
A/Mallard/New_Hampshire/22-003359-036/2022|H5N1|USA-NH|2022-01-26|avian|A1	USA	NH	42.9766642726259	-71.4338179012879
A/Mallard/New_Hampshire/22-003359-006/2022|H5N1|USA-NH|2022-01-26|avian|A1	USA	NH	44.6686738180393	-71.1480448556804
A/Mallard/New_Hampshire/22-003417-039/2022|H5N1|USA-NH|2022-01-26|avian|A1	USA	NH	44.5541230088393	-71.1829009117515
A/Mallard/New_Hampshire/22-003417-032/2022|H5N1|USA-NH|2022-01-26|avian|A1	USA	NH	43.2544383601755	-70.9752719524329
A/Canada_Goose/New_Hampshire/22-006203-003/2022|H5N1|USA-NH|2022-02-22|avian|A1	USA	NH	42.8732902214111	-72.4225698564881
A/Canada_Goose/New_Hampshire/22-006203-001/2022|H5N1|USA-NH|2022-02-22|avian|A1	USA	NH	45.2277095121336	-71.3101607807271
A/Canada_Goose/New_Hampshire/22-006203-002/2022|H5N1|USA-NH|2022-02-22|avian|A1	USA	NH	44.2780729520034	-71.2322508715013
A/Mallard/New_Jersey/22-005110-004/2022|H5N1|USA-NJ|2022-02-07|avian|A1	USA	NJ	40.7203599364573	-74.3955930917505
A/Mallard/New_Jersey/22-005110-003/2022|H5N1|USA-NJ|2022-02-07|avian|A1	USA	NJ	39.5405083487605	-74.7587996514533
A/Mallard/New_Jersey/22-005110-014/2022|H5N1|USA-NJ|2022-02-07|avian|A1	USA	NJ	39.6223189957662	-75.3816971029882
