trait,latitude,longitude,state,county
A/chicken/Maine/24-000724-002/2024|H5N1|USA-ME|2024-01-08|avian|C2.1,43.41,-70.67,USA-ME,York
A/chicken/Maine/24-000724-003/2024|H5N1|USA-ME|2024-01-08|avian|C2.1,43.41,-70.67,USA-ME,York
A/turkey/Minnesota/24-012740-001-original/2024|H5N1|USA-MN|2024-04-29|avian|C2.1,44.03,-92.86,USA-MN,Dodge
A/turkey/Minnesota/24-012740-002-original/2024|H5N1|USA-MN|2024-04-29|avian|C2.1,44.03,-92.86,USA-MN,Dodge
A/chicken/Maine/24-007946-001/2024|H5N1|USA-ME|2024-03-13|avian|C2.1,44.03,-69.03,USA-ME,Knox
A/domestic_goose/Maine/24-007946-002-original/2024|H5N1|USA-ME|2024-03-13|avian|C2.1,44.03,-69.03,USA-ME,Knox
A/mallard/Maine/24-004329-015-original/2024|H5N1|USA-ME|2024-01-30|avian|C2.1,44.17,-70.21,USA-ME,Androscoggin
A/mallard/Maine/24-004329-016-original/2024|H5N1|USA-ME|2024-01-30|avian|C2.1,44.17,-70.21,USA-ME,Androscoggin
A/duck/Maine/24-004330-036/2024|H5N1|USA-ME|2024-01-31|avian|C2.1,44.17,-70.21,USA-ME,Androscoggin
A/mallard/Maine/24-004332-010-original/2024|H5N1|USA-ME|2024-02-02|avian|C2.1,44.17,-70.21,USA-ME,Androscoggin
A/chicken/Maine/24-002533-001-original/2024|H5N1|USA-ME|2024-01-23|avian|C2.1,44.41,-69.77,USA-ME,Kennebec
A/chicken/Maine/24-002533-002-original/2024|H5N1|USA-ME|2024-01-23|avian|C2.1,44.41,-69.77,USA-ME,Kennebec
A/chicken/Vermont/23-038532-001/2023|H5N1|USA-VT|2023-12-05|avian|C2.1,44.83,-72.25,USA-VT,Orleans
A/chicken/Vermont/23-038532-002/2023|H5N1|USA-VT|2023-12-05|avian|C2.1,44.83,-72.25,USA-VT,Orleans
