trait,location,latitude,longitude,coordinate_type
A/chicken/Nebraska/24-036856-001/2024|H5N1|USA-NE|2024-12-09|avian|D1.1,USA-NE,41.5002,-99.6855,centroid
A/chicken/Nebraska/24-037436-001/2024|H5N1|USA-NE|2024-12-12|avian|D1.1,USA-NE,41.5002,-99.6855,centroid
A/chicken/Nebraska/24-037436-002/2024|H5N1|USA-NE|2024-12-12|avian|D1.1,USA-NE,41.5002,-99.6855,centroid
A/chicken/Nebraska/24-037518-001/2024|H5N1|USA-NE|2024-12-13|avian|D1.1,USA-NE,41.5002,-99.6855,centroid
A/goose/Nebraska/24-037518-002/2024|H5N1|USA-NE|2024-12-13|avian|D1.1,USA-NE,41.5002,-99.6855,centroid
A/guineafowl/Nebraska/24-037518-003/2024|H5N1|USA-NE|2024-12-13|avian|D1.1,USA-NE,41.5002,-99.6855,centroid
A/Chicken/NE/24-038831-001/2024|H5N1|USA-NE|2024-12-25|avian|D1.1,USA-NE,41.5002,-99.6855,centroid
A/Chicken/NE/24-038831-002/2024|H5N1|USA-NE|2024-12-25|avian|D1.1,USA-NE,41.5002,-99.6855,centroid
A/Nevada/10/2025|H5N1|USA-NV|2025-02-04|human|D1.1,USA-NV,39.4299,-117.02,centroid
A/duck/Ohio/24-038008-001/2024|H5N1|USA-OH|2024-12-16|avian|D1.1,USA-OH,40.0924,-82.6719,centroid
A/chicken/OK/24-034639-001-original/2024|H5N1|USA-OK|2024-11-19|avian|D1.1,USA-OK,35.452,-97.1309,centroid
A/chicken/OK/24-034639-002-original/2024|H5N1|USA-OK|2024-11-19|avian|D1.1,USA-OK,35.452,-97.1309,centroid
A/chicken/Oklahoma/24-035675-001/2024|H5N1|USA-OK|2024-11-29|avian|D1.1,USA-OK,35.452,-97.1309,centroid
A/chicken/Oklahoma/24-035675-002/2024|H5N1|USA-OK|2024-11-29|avian|D1.1,USA-OK,35.452,-97.1309,centroid
A/chicken/Oklahoma/24-035675-003/2024|H5N1|USA-OK|2024-11-29|avian|D1.1,USA-OK,35.452,-97.1309,centroid
A/chicken/Oklahoma/24-036668-001/2024|H5N1|USA-OK|2024-12-08|avian|D1.1,USA-OK,35.452,-97.1309,centroid
A/chicken/Oklahoma/24-036668-002/2024|H5N1|USA-OK|2024-12-08|avian|D1.1,USA-OK,35.452,-97.1309,centroid
A/chicken/Oklahoma/24-036668-003/2024|H5N1|USA-OK|2024-12-08|avian|D1.1,USA-OK,35.452,-97.1309,centroid
A/Turkey/OK/24-038440-005/2024|H5N1|USA-OK|2024-12-20|avian|D1.1,USA-OK,35.452,-97.1309,centroid
A/Turkey/OK/24-038440-009/2024|H5N1|USA-OK|2024-12-20|avian|D1.1,USA-OK,35.452,-97.1309,centroid
A/Turkey/OK/24-038440-010/2024|H5N1|USA-OK|2024-12-20|avian|D1.1,USA-OK,35.452,-97.1309,centroid
A/Turkey/OK/24-038442-001/2024|H5N1|USA-OK|2024-12-22|avian|D1.1,USA-OK,35.452,-97.1309,centroid
A/Turkey/OK/24-038442-002/2024|H5N1|USA-OK|2024-12-22|avian|D1.1,USA-OK,35.452,-97.1309,centroid
A/Turkey/OK/24-038442-003/2024|H5N1|USA-OK|2024-12-22|avian|D1.1,USA-OK,35.452,-97.1309,centroid
A/Turkey/OK/24-038442-004/2024|H5N1|USA-OK|2024-12-22|avian|D1.1,USA-OK,35.452,-97.1309,centroid
A/chicken/Oregon/24-030904-001/2024|H5N1|USA-OR|2024-10-21|avian|D1.1,USA-OR,43.8333,-120.386,centroid
A/chicken/Oregon/24-030904-002/2024|H5N1|USA-OR|2024-10-21|avian|D1.1,USA-OR,43.8333,-120.386,centroid
A/goose/OR/24-032167-001/2024|H5N1|USA-OR|2024-10-28|avian|D1.1,USA-OR,43.8333,-120.386,centroid
A/goose/OR/24-032167-002/2024|H5N1|USA-OR|2024-10-28|avian|D1.1,USA-OR,43.8333,-120.386,centroid
A/duck/Oregon/24-037944-001/2024|H5N1|USA-OR|2024-11-26|avian|D1.1,USA-OR,43.8333,-120.386,centroid
A/chicken/Oregon/24-037945-001/2024|H5N1|USA-OR|2024-12-10|avian|D1.1,USA-OR,43.8333,-120.386,centroid
A/chicken/Oregon/24-037945-002/2024|H5N1|USA-OR|2024-12-10|avian|D1.1,USA-OR,43.8333,-120.386,centroid
A/Chicken/OR/25-000540-001/2025|H5N1|USA-OR|2025-01-05|avian|D1.1,USA-OR,43.8333,-120.386,centroid
A/Chicken/OR/25-000540-002/2025|H5N1|USA-OR|2025-01-05|avian|D1.1,USA-OR,43.8333,-120.386,centroid
A/chicken/SD/24-033963-001-original/2024|H5N1|USA-SD|2024-11-13|avian|D1.1,USA-SD,44.4711,-100.255,centroid
A/turkey/South_Dakota/24-035157-001/2024|H5N1|USA-SD|2024-11-24|avian|D1.1,USA-SD,44.4711,-100.255,centroid
A/turkey/South_Dakota/24-035157-002/2024|H5N1|USA-SD|2024-11-24|avian|D1.1,USA-SD,44.4711,-100.255,centroid
A/turkey/South_Dakota/24-035157-003/2024|H5N1|USA-SD|2024-11-24|avian|D1.1,USA-SD,44.4711,-100.255,centroid
A/turkey/South_Dakota/24-035157-004/2024|H5N1|USA-SD|2024-11-24|avian|D1.1,USA-SD,44.4711,-100.255,centroid
A/turkey/South_Dakota/24-035288-001/2024|H5N1|USA-SD|2024-11-25|avian|D1.1,USA-SD,44.4711,-100.255,centroid
A/turkey/South_Dakota/24-035288-002/2024|H5N1|USA-SD|2024-11-25|avian|D1.1,USA-SD,44.4711,-100.255,centroid
A/turkey/South_Dakota/24-035288-003/2024|H5N1|USA-SD|2024-11-25|avian|D1.1,USA-SD,44.4711,-100.255,centroid
A/turkey/South_Dakota/24-035687-001/2024|H5N1|USA-SD|2024-12-01|avian|D1.1,USA-SD,44.4711,-100.255,centroid
A/turkey/South_Dakota/24-035687-002/2024|H5N1|USA-SD|2024-12-01|avian|D1.1,USA-SD,44.4711,-100.255,centroid
A/turkey/South_Dakota/24-035690-001/2024|H5N1|USA-SD|2024-12-01|avian|D1.1,USA-SD,44.4711,-100.255,centroid
A/turkey/South_Dakota/24-035690-002/2024|H5N1|USA-SD|2024-12-01|avian|D1.1,USA-SD,44.4711,-100.255,centroid
A/turkey/South_Dakota/24-035932-001/2024|H5N1|USA-SD|2024-12-02|avian|D1.1,USA-SD,44.4711,-100.255,centroid
A/turkey/South_Dakota/24-036334-001/2024|H5N1|USA-SD|2024-12-05|avian|D1.1,USA-SD,44.4711,-100.255,centroid
A/turkey/South_Dakota/24-036334-002/2024|H5N1|USA-SD|2024-12-05|avian|D1.1,USA-SD,44.4711,-100.255,centroid
A/turkey/South_Dakota/24-036337-001/2024|H5N1|USA-SD|2024-12-05|avian|D1.1,USA-SD,44.4711,-100.255,centroid
A/turkey/South_Dakota/24-036337-002/2024|H5N1|USA-SD|2024-12-05|avian|D1.1,USA-SD,44.4711,-100.255,centroid
A/turkey/South_Dakota/24-036595-001/2024|H5N1|USA-SD|2024-12-06|avian|D1.1,USA-SD,44.4711,-100.255,centroid
A/turkey/South_Dakota/24-036595-002/2024|H5N1|USA-SD|2024-12-06|avian|D1.1,USA-SD,44.4711,-100.255,centroid
A/turkey/South_Dakota/24-036597-001/2024|H5N1|USA-SD|2024-12-06|avian|D1.1,USA-SD,44.4711,-100.255,centroid
A/turkey/South_Dakota/24-036598-001/2024|H5N1|USA-SD|2024-12-06|avian|D1.1,USA-SD,44.4711,-100.255,centroid
A/turkey/South_Dakota/24-036598-002/2024|H5N1|USA-SD|2024-12-06|avian|D1.1,USA-SD,44.4711,-100.255,centroid
A/turkey/South_Dakota/24-036598-003/2024|H5N1|USA-SD|2024-12-06|avian|D1.1,USA-SD,44.4711,-100.255,centroid
A/turkey/South_Dakota/24-036599-001/2024|H5N1|USA-SD|2024-12-06|avian|D1.1,USA-SD,44.4711,-100.255,centroid
A/turkey/South_Dakota/24-036599-002/2024|H5N1|USA-SD|2024-12-06|avian|D1.1,USA-SD,44.4711,-100.255,centroid
A/turkey/South_Dakota/24-036844-001/2024|H5N1|USA-SD|2024-12-10|avian|D1.1,USA-SD,44.4711,-100.255,centroid
A/turkey/South_Dakota/24-036844-002/2024|H5N1|USA-SD|2024-12-10|avian|D1.1,USA-SD,44.4711,-100.255,centroid
A/chicken/South_Dakota/24-037531-001/2024|H5N1|USA-SD|2024-12-11|avian|D1.1,USA-SD,44.4711,-100.255,centroid
A/turkey/South_Dakota/24-037530-001/2024|H5N1|USA-SD|2024-12-13|avian|D1.1,USA-SD,44.4711,-100.255,centroid
A/turkey/South_Dakota/24-037530-002/2024|H5N1|USA-SD|2024-12-13|avian|D1.1,USA-SD,44.4711,-100.255,centroid
A/turkey/South_Dakota/24-037528-001/2024|H5N1|USA-SD|2024-12-15|avian|D1.1,USA-SD,44.4711,-100.255,centroid
A/turkey/South_Dakota/24-037528-002/2024|H5N1|USA-SD|2024-12-15|avian|D1.1,USA-SD,44.4711,-100.255,centroid
A/cat/SD/24-038917-001/2024|H5N1|USA-SD|2024-12-26|feline|D1.1,USA-SD,44.4711,-100.255,centroid
A/PHEASANT/SD/24-038918-001/2024|H5N1|USA-SD|2024-12-26|avian|D1.1,USA-SD,44.4711,-100.255,centroid
A/cat/South_Dakota/25-000089-001/2024|H5N1|USA-SD|2024-12-30|feline|D1.1,USA-SD,44.4711,-100.255,centroid
A/GUINEAFOWL/SD/25-000286-001/2025|H5N1|USA-SD|2025-01-03|avian|D1.1,USA-SD,44.4711,-100.255,centroid
A/Chicken/SD/25-000286-002/2025|H5N1|USA-SD|2025-01-03|avian|D1.1,USA-SD,44.4711,-100.255,centroid
A/PEAFOWL/SD/25-000286-003/2025|H5N1|USA-SD|2025-01-03|avian|D1.1,USA-SD,44.4711,-100.255,centroid
A/Chicken/SD/25-000692-001/2025|H5N1|USA-SD|2025-01-06|avian|D1.1,USA-SD,44.4711,-100.255,centroid
A/chicken/Tennessee/24-035519-003/2024|H5N1|USA-TN|2024-11-26|avian|D1.1,USA-TN,35.7514,-86.3415,centroid
A/chicken/Tennessee/24-035519-004/2024|H5N1|USA-TN|2024-11-26|avian|D1.1,USA-TN,35.7514,-86.3415,centroid
A/chicken/Tennessee/24-035519-005/2024|H5N1|USA-TN|2024-11-26|avian|D1.1,USA-TN,35.7514,-86.3415,centroid
A/Chicken/TN/24-038885-001/2024|H5N1|USA-TN|2024-12-26|avian|D1.1,USA-TN,35.7514,-86.3415,centroid
A/Chicken/TN/24-038885-002/2024|H5N1|USA-TN|2024-12-26|avian|D1.1,USA-TN,35.7514,-86.3415,centroid
A/Duck/TN/24-038885-003/2024|H5N1|USA-TN|2024-12-26|avian|D1.1,USA-TN,35.7514,-86.3415,centroid
A/Duck/TN/24-038885-004/2024|H5N1|USA-TN|2024-12-26|avian|D1.1,USA-TN,35.7514,-86.3415,centroid
A/Duck/TX/25-000377-001/2025|H5N1|USA-TX|2025-01-03|avian|D1.1,USA-TX,31.131,-98.7607,centroid
A/Chicken/TX/25-000477-001/2025|H5N1|USA-TX|2025-01-03|avian|D1.1,USA-TX,31.131,-98.7607,centroid
A/chicken/UT/24-034635-001-original/2024|H5N1|USA-UT|2024-11-18|avian|D1.1,USA-UT,39.5007,-111.544,centroid
A/Turkey/UT/24-034636-001-original/2024|H5N1|USA-UT|2024-11-18|avian|D1.1,USA-UT,39.5007,-111.544,centroid
A/Turkey/UT/24-034636-002-original/2024|H5N1|USA-UT|2024-11-18|avian|D1.1,USA-UT,39.5007,-111.544,centroid
A/Turkey/UT/24-034636-003-original/2024|H5N1|USA-UT|2024-11-18|avian|D1.1,USA-UT,39.5007,-111.544,centroid
A/Turkey/UT/24-034636-004-original/2024|H5N1|USA-UT|2024-11-18|avian|D1.1,USA-UT,39.5007,-111.544,centroid
A/chicken/Utah/24-035260-001/2024|H5N1|USA-UT|2024-11-21|avian|D1.1,USA-UT,39.5007,-111.544,centroid
A/chicken/Utah/24-035260-002/2024|H5N1|USA-UT|2024-11-21|avian|D1.1,USA-UT,39.5007,-111.544,centroid
A/duck/Utah/24-035686-002/2024|H5N1|USA-UT|2024-11-27|avian|D1.1,USA-UT,39.5007,-111.544,centroid
A/Chicken/VT/24-038443-001/2024|H5N1|USA-VT|2024-12-19|avian|D1.1,USA-VT,44.0886,-72.7317,centroid
A/Chicken/VT/24-038443-002/2024|H5N1|USA-VT|2024-12-19|avian|D1.1,USA-VT,44.0886,-72.7317,centroid
A/Chicken/VT/24-038443-003/2024|H5N1|USA-VT|2024-12-19|avian|D1.1,USA-VT,44.0886,-72.7317,centroid
A/chicken/Washington/24-030039-001/2024|H5N1|USA-WA|2024-10-11|avian|D1.1,USA-WA,47.4865,-120.361,centroid
A/chicken/Washington/24-030039-002/2024|H5N1|USA-WA|2024-10-11|avian|D1.1,USA-WA,47.4865,-120.361,centroid
A/chicken/Washington/W242850087-1/2024|H5N1|USA-WA|2024-10-11|avian|D1.1,USA-WA,47.4865,-120.361,centroid
A/chicken/Washington/W242850087-2/2024|H5N1|USA-WA|2024-10-11|avian|D1.1,USA-WA,47.4865,-120.361,centroid
A/guineafowl/Washington/24-030328-001/2024|H5N1|USA-WA|2024-10-15|avian|D1.1,USA-WA,47.4865,-120.361,centroid
A/guineafowl/Washington/24-030328-002/2024|H5N1|USA-WA|2024-10-15|avian|D1.1,USA-WA,47.4865,-120.361,centroid
A/Washington/240/2024|H5N1|USA-WA|2024-10-18|human|D1.1,USA-WA,47.4865,-120.361,centroid
A/Washington/UW32495/2024|H5N1|USA-WA|2024-10-18|human|D1.1,USA-WA,47.4865,-120.361,centroid
A/chicken/Washington/24-031352-001/2024|H5N1|USA-WA|2024-10-21|avian|D1.1,USA-WA,47.4865,-120.361,centroid
A/chicken/Washington/24-031352-002/2024|H5N1|USA-WA|2024-10-21|avian|D1.1,USA-WA,47.4865,-120.361,centroid
A/chicken/Washington/24-031352-003/2024|H5N1|USA-WA|2024-10-21|avian|D1.1,USA-WA,47.4865,-120.361,centroid
A/Washington/254/2024|H5N1|USA-WA|2024-10-23|human|D1.1,USA-WA,47.4865,-120.361,centroid
A/chicken/WA/24-032192-001/2024|H5N1|USA-WA|2024-10-28|avian|D1.1,USA-WA,47.4865,-120.361,centroid
A/Washington/255/2024|H5N1|USA-WA|2024-10-29|human|D1.1,USA-WA,47.4865,-120.361,centroid
A/chicken/WA/24-032191-001/2024|H5N1|USA-WA|2024-10-30|avian|D1.1,USA-WA,47.4865,-120.361,centroid
A/chicken/WA/24-032191-002/2024|H5N1|USA-WA|2024-10-30|avian|D1.1,USA-WA,47.4865,-120.361,centroid
A/chicken/WA/24-032191-003/2024|H5N1|USA-WA|2024-10-30|avian|D1.1,USA-WA,47.4865,-120.361,centroid
A/chicken/WA/24-032191-004/2024|H5N1|USA-WA|2024-10-30|avian|D1.1,USA-WA,47.4865,-120.361,centroid
A/chicken/WA/24-032809-001/2024|H5N1|USA-WA|2024-11-05|avian|D1.1,USA-WA,47.4865,-120.361,centroid
A/chicken/WA/24-032809-002/2024|H5N1|USA-WA|2024-11-05|avian|D1.1,USA-WA,47.4865,-120.361,centroid
A/goose/WA/24-033829-001-original/2024|H5N1|USA-WA|2024-11-12|avian|D1.1,USA-WA,47.4865,-120.361,centroid
A/chicken/WA/24-034062-001-original/2024|H5N1|USA-WA|2024-11-13|avian|D1.1,USA-WA,47.4865,-120.361,centroid
A/turkey/Wisconsin/24-037154-001/2024|H5N1|USA-WI|2024-12-11|avian|D1.1,USA-WI,44.3709,-89.5831,centroid
A/turkey/Wisconsin/24-037154-002/2024|H5N1|USA-WI|2024-12-11|avian|D1.1,USA-WI,44.3709,-89.5831,centroid
A/turkey/Wisconsin/24-037154-003/2024|H5N1|USA-WI|2024-12-11|avian|D1.1,USA-WI,44.3709,-89.5831,centroid
A/chicken/Wisconsin/24-037974-001/2024|H5N1|USA-WI|2024-12-17|avian|D1.1,USA-WI,44.3709,-89.5831,centroid
A/Turkey/WI/24-038658-001/2024|H5N1|USA-WI|2024-12-24|avian|D1.1,USA-WI,44.3709,-89.5831,centroid
A/Turkey/WI/24-038658-002/2024|H5N1|USA-WI|2024-12-24|avian|D1.1,USA-WI,44.3709,-89.5831,centroid
A/chicken/West_Virginia/25-000049-001/2024|H5N1|USA-WV|2024-12-31|avian|D1.1,USA-WV,38.6422,-80.7128,centroid
A/chicken/West_Virginia/25-000049-002/2024|H5N1|USA-WV|2024-12-31|avian|D1.1,USA-WV,38.6422,-80.7128,centroid
A/chicken/West_Virginia/25-000049-003/2024|H5N1|USA-WV|2024-12-31|avian|D1.1,USA-WV,38.6422,-80.7128,centroid
A/chicken/West_Virginia/25-000049-004/2024|H5N1|USA-WV|2024-12-31|avian|D1.1,USA-WV,38.6422,-80.7128,centroid
A/chicken/West_Virginia/25-000049-005/2024|H5N1|USA-WV|2024-12-31|avian|D1.1,USA-WV,38.6422,-80.7128,centroid
A/chicken/West_Virginia/25-000049-006/2024|H5N1|USA-WV|2024-12-31|avian|D1.1,USA-WV,38.6422,-80.7128,centroid
A/chicken/West_Virginia/25-000049-007/2024|H5N1|USA-WV|2024-12-31|avian|D1.1,USA-WV,38.6422,-80.7128,centroid
A/chicken/West_Virginia/25-000049-008/2024|H5N1|USA-WV|2024-12-31|avian|D1.1,USA-WV,38.6422,-80.7128,centroid
A/chicken/West_Virginia/25-000049-009/2024|H5N1|USA-WV|2024-12-31|avian|D1.1,USA-WV,38.6422,-80.7128,centroid
A/chicken/West_Virginia/25-000049-010/2024|H5N1|USA-WV|2024-12-31|avian|D1.1,USA-WV,38.6422,-80.7128,centroid
A/chicken/West_Virginia/25-000049-011/2024|H5N1|USA-WV|2024-12-31|avian|D1.1,USA-WV,38.6422,-80.7128,centroid
A/guineafowl/West_Virginia/25-000050-001/2024|H5N1|USA-WV|2024-12-31|avian|D1.1,USA-WV,38.6422,-80.7128,centroid
A/turkey/West_Virginia/25-000051-001/2024|H5N1|USA-WV|2024-12-31|avian|D1.1,USA-WV,38.6422,-80.7128,centroid
A/Wyoming/01/2025|H5N1|USA-WY|2025-02-11|human|D1.1,USA-WY,42.9999,-107.552,centroid
