state	flyway.rates.Atlantic.Central	flyway.rates.Atlantic.Mississippi	flyway.rates.Atlantic.Pacific	flyway.rates.Central.Mississippi	flyway.rates.Central.Pacific	flyway.rates.Mississippi.Pacific	flyway.rates.Central.Atlantic	flyway.rates.Mississippi.Atlantic	flyway.rates.Pacific.Atlantic	flyway.rates.Mississippi.Central	flyway.rates.Pacific.Central	flyway.rates.Pacific.Mississippi	flyway.indicators.Atlantic.Central	flyway.indicators.Atlantic.Mississippi	flyway.indicators.Atlantic.Pacific	flyway.indicators.Central.Mississippi	flyway.indicators.Central.Pacific	flyway.indicators.Mississippi.Pacific	flyway.indicators.Central.Atlantic	flyway.indicators.Mississippi.Atlantic	flyway.indicators.Pacific.Atlantic	flyway.indicators.Mississippi.Central	flyway.indicators.Pacific.Central	flyway.indicators.Pacific.Mississippi	flyway.nonZeroRates
100000	0.38447388992087944	0.38366426509945833	8.160863421300919	2.1526563942632952	0.8760804407237673	2.6204114293426026	1.0164866563379016	1.6874461642933898	0.2207250443733307	0.2276742279606276	3.1501681188654977	0.8055750707424927	0.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	9.0
200000	0.2973770192805526	0.3246235109747097	2.0356723246811192	2.2338369925342243	0.4568069193975896	0.9236653110344437	1.2353953830554505	1.6356263191120024	0.2278476399495906	1.6304373074978638	3.2881229971426627	0.533115938107322	0.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	9.0
300000	1.5104896509274879	0.2614071137361079	0.16528940487428753	1.936630012016938	0.2077432779649304	1.5154870710588058	0.8168905030810125	1.5417281733425043	0.18261134593071712	0.9007508860475285	3.963733322003476	1.0303212755163988	0.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	9.0
400000	0.03376897592404364	0.22662009712140413	1.219974817851637	0.7987295618862883	0.0393729212490164	0.16701644073995256	0.0052554300198443555	1.0328881787135877	0.6719900975337156	0.5922394356424177	1.6985897142083992	0.7217802721245591	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	11.0
500000	0.6635953370556027	0.12755219253497543	0.02152659314501806	0.6646928710737873	0.18951765329341233	0.068397328516835	0.7327084420745358	0.694219607822345	0.31972752387768827	0.40975434213205025	1.4936986739019584	0.4696406348623737	0.0	1.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	8.0
600000	0.407176959442165	0.24849390941612542	4.572734807368722	3.4007079981804296	4.868984899986236	2.4578151018518164	0.8829062569962066	1.8869843481067643	0.0779998414171191	1.2663448313865118	0.07383949483932736	0.5296202850536387	0.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	7.0
700000	4.5685103780729355	0.1480465115011227	0.06166876518075751	1.4063644395109258	1.612788150976044	0.0034657264269346367	0.4238728054403785	0.7126217145104861	0.17541057700832446	0.4132877285195569	0.0559688355348847	2.009331817921193	0.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	7.0
800000	0.1480516996938347	0.14941795936195126	0.9021717691384715	1.9510575199721845	2.014990304676426	1.393197127408322	0.5655872605267185	1.3042422034831889	3.426077989607673	0.6697013918782437	0.2668798445392692	1.8946198899529738	0.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	7.0
900000	0.5666580467144621	0.5264278898503205	0.2931424580348433	2.5758306317668542	3.4433347490379242	0.18379581105552803	1.0700289870789659	1.8487081049346201	1.5944743666208119	1.1802259939722868	0.3585523096544507	0.1627528291732761	0.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	8.0
1000000	0.13348759407925764	0.4323681937094655	6.231066915289333	1.4439005714279602	0.14279433102890718	0.04765369301187617	0.8894911948136147	1.9267687854954472	0.2667066429101175	0.500718823091509	3.550236705589944	0.4926132115879196	0.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	9.0
1100000	0.09111683811307354	0.4761760127439835	0.9407353833365898	1.8318832237234683	0.12156737636471018	1.9398451197378763	1.3040207741572272	1.4741941901908875	0.4655487102314436	0.7849041415696328	2.679554196428622	1.269851738904559	1.0	1.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	9.0
1200000	0.020170661821488488	0.16547438912275705	0.2938258528177135	1.102945919531431	0.06021265677477903	0.16557786174598443	0.22565360487550212	1.157042547326096	0.22646121012362022	0.3179036217065278	1.9354510570863765	0.3949802021144514	0.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	9.0
1300000	0.30596312432020534	0.38041648343367024	0.1733345183153897	1.9939758957322797	0.1334184783486075	0.6578105036995903	0.1398095822275074	0.7612051912626134	0.5707039143827414	0.42714370134264407	3.5853325870385957	0.682876773018549	0.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	9.0
1400000	0.31736851565834817	0.2808190057858917	2.9701728213353116	1.9180127294246938	0.21632657056768137	1.7071693952303852	0.31115220338459365	1.1378797450406293	0.28089815725568695	0.7557751717501872	2.884881235234148	1.315824852041096	0.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	9.0
1500000	2.554556056260388	0.6257289293315248	0.6155912379596569	2.2322435346889558	0.03477557895043363	1.3281549608541257	0.47143578356268034	1.6130088838909067	0.39214799837539577	0.47062474562412354	3.48433966203024	1.4308014336178931	0.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	9.0
1600000	0.07766987702329319	0.588057037057301	0.44727339621113293	1.1955301157907428	0.28330724898730036	0.5831089182617795	0.1735269434393937	0.9524500678503545	0.42011460848417503	0.48260399994390113	2.0384413964643864	0.6019853579995182	0.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	9.0
1700000	3.2752746311012766	0.1317616259533135	1.361006258332123	1.4365274837820636	0.26552285075528864	2.810424635285078	0.46065321959747846	0.8952521624951147	1.3031372462598594	0.17289654586509987	2.0452790796853866	0.6904596560199254	0.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	8.0
1800000	0.8344049057172416	0.13002085602755795	3.096585724212323	0.8652095905672567	0.07453789532990387	0.18294703004191648	0.3816034377112718	0.7430980818164142	4.458664549437748	0.31752774639835113	2.2267611967921597	0.5619758242331289	0.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	8.0
1900000	0.3911994081099863	0.34148038027612904	4.147313853491592	1.6012409024925474	0.30535057661912396	0.5526392287010423	0.33216062419082015	1.770383994994704	0.834269236571484	0.6714606941194656	3.4574683757714757	1.8196086188645288	0.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	9.0
2000000	0.6559037523567693	0.28449184022522106	0.09507158390788863	2.759665860627672	0.3632962431193344	0.7077992154898923	0.4286952509723985	1.218747874649387	0.5668788086955702	0.7594901107095537	3.2897334298172543	1.0091259619106505	0.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	9.0
2100000	0.5042060921292196	0.2635308332281883	0.7721438949898117	1.7758807766092881	0.34158580329208277	0.2415420526840642	0.5308241195716459	1.7754934722517464	0.22967426127645854	0.7244911225326535	3.0506600406237436	1.2309020235256471	0.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	9.0
2200000	1.867941806718592	0.42296990203187046	1.7457083676369902	2.316424994600327	0.32404185191430984	1.6335933002348735	0.5537500820850932	1.7862863349974796	0.25687848547802117	0.7119212611229289	2.845640554586608	1.1125203810100757	0.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	9.0
2300000	1.9832872592889628	0.16140707283410935	0.10708812887810881	1.8678558812810744	0.33229311365747827	1.732880723102012	0.7072274034685421	1.3113017725092604	0.1340713711380348	0.911502430711178	3.42705476187698	0.6812089674148599	0.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	9.0
2400000	1.3542813019810989	0.3438898281656784	0.7574976099062574	1.6199629868414442	0.07160843693257402	1.1931005994026114	0.3189007639793015	1.4401547319084662	0.5408096498715839	0.2938365719992575	2.600911451733451	0.6296461518620463	0.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	9.0
2500000	0.9375662974027879	0.43660699119239593	0.5371603221825546	2.612455208850153	3.2014760486999667	1.6291952348832583	1.1683342691224734	1.440651261943062	0.5046846178446994	0.5075767130135631	0.3521142344213755	1.721330585977823	0.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	7.0
2600000	0.2945890461110124	0.5389420092215043	1.2058607742749154	1.974606068420376	0.13892044642455448	0.9706301950533717	0.18655510756669452	1.47330571178357	0.3154158129043419	0.8588870535255122	2.82996236244486	0.9923935600334147	0.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	9.0
2700000	0.9543385930550412	0.46795860728070376	0.4493813367820042	2.2667849831963567	3.3143095125079385	1.548340940075746	0.9965374816936902	1.4107470809855085	0.5381415477797482	0.3590985376183109	0.4567837601039298	0.04020255528194011	0.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	7.0
2800000	0.6291147119533741	0.2315182303652672	1.1982937809579781	1.9756956885552743	1.8214990968399234	0.5967326741976673	0.4135726580224534	1.2143457504436392	0.5201557253795103	0.499764729735823	0.0816274243289993	0.32655239921472584	0.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	8.0
2900000	1.3262618100914634	0.21680710147671603	0.07241583857672453	1.8159843237387894	2.3100681185458094	1.2309204116843044	0.9891859377545323	0.8752277663161726	1.8033548559320955	0.8688108690890002	0.13987910102677967	0.3619914848168644	0.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	7.0
3000000	0.3228120440077795	0.33507604956868886	1.0549934446521265	2.005788358958937	2.6562645306854105	1.8371860614995732	0.7693210044715476	0.8878063258762778	0.7595775641293895	0.9588368905602869	0.14834210858217825	0.5051021750021827	0.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	7.0
3100000	1.75481843184339	0.23342525602400582	0.07848054791177528	1.4203771639312852	0.16405927011547725	0.2874867661051886	0.7743454700640187	1.1876646390067707	0.052677555355343235	0.7948965237135256	1.9379563655277048	0.8546200635647918	0.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	9.0
3200000	0.9723167496522529	0.1300049630809663	3.3028444052581825	3.339856085916918	0.33398364510380657	0.041081664220188725	1.3758870562763539	2.2875427958423624	0.9233231959709952	1.4970457535384474	5.213238153438557	1.1192198429223177	0.0	1.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	8.0
3300000	1.3333350328162035	0.41279300565366805	0.10095529267043893	1.9442443237867462	0.43887711871419066	0.2840919655528944	1.1648168033519517	1.544381396324907	0.3360518898188509	0.46675997703011135	3.3478509472909144	1.1351289027442744	0.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	9.0
3400000	0.395196952834329	0.09895936615173713	1.777549783081198	1.2915858901278947	0.11226949737473897	0.925706706216942	0.1493077756194046	2.224968891582778	0.4868309321456863	0.9062842083196345	2.832984919505648	0.7462116188202219	0.0	1.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	8.0
3500000	1.2852538047994966	0.2990836763377616	0.24607032295582923	2.6897060399525636	0.10417716496069351	4.616030176173139	0.6926985311332	1.9813023140890484	0.24213770197425336	0.9309278650176197	3.3800808100240944	1.1655917797340543	0.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	9.0
3600000	0.06599335455672986	0.1681332193972705	0.004980959487145082	1.984073358501331	0.42614995897445523	1.5983131045286294	0.02885160764824152	1.5811260547231683	0.36480576036796475	0.567833312669209	2.9977171068009723	1.3550009974405455	1.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	10.0
3700000	0.6509295262129449	0.23041523403241781	1.4343483323811697	1.2901869245853166	0.34878448323808847	1.346466382256973	0.47786333870906256	1.0310639247431836	0.137120010870464	0.4647437663109956	2.092539483213517	0.9465416431941168	0.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	9.0
3800000	0.03475693824196681	0.5162194282016743	0.00870531824930212	2.3272134733779524	0.2315650843193967	0.1372432674579701	0.5112959053135322	2.0511048965925465	0.4800443792381976	0.8566697805301099	4.261104043357694	1.3358043053742128	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	12.0
3900000	3.945978054771894	0.1907088636290249	0.06350702084729413	3.8475388762851916	0.4023847548896797	0.4730688194805483	0.9766671891349009	1.6968592460384535	0.26491565205089096	0.8547352389619542	4.187383962451261	0.798566353229267	0.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	9.0
4000000	3.067336754195766	0.29829494334284323	3.225662525561455	2.107445079746848	0.1330512667718221	0.0869843530894285	0.8581847865158838	1.6166115206126939	2.7732053443162044	1.0855384468233213	3.521181706886895	0.8480616792422108	0.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	8.0
4100000	0.11822517960443794	0.1068033154709854	0.1471403577674673	1.6516829775471646	1.3417530999939604	1.02177207938629	0.5770671581612307	0.9033562206419712	2.0007616026281347	0.1897709521509622	0.11105384952556013	1.0918431137100484	0.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	7.0
4200000	1.5566809316153079	0.09593459232158022	1.2601490247398934	1.4704750094987922	1.5496026243973182	0.0014633573551435374	0.6680613578345196	0.7338727235493989	0.9937564507937812	0.45720650313289934	0.06941296058681883	0.07228431020326652	0.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	7.0
4300000	2.7039989821667962	0.23313259513255669	1.0362446916656585	1.5828201069776409	1.9991247591052475	0.4050980639036105	0.4465839958680781	1.0594155355572656	0.4421903232522575	0.434970654388879	0.13698510005891062	0.24667991321578603	0.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	7.0
4400000	0.5174983710158473	0.14003066572504938	0.28038420538441206	1.1387646858307778	1.3161616570567884	1.5119572756590172	0.47655477291478227	0.5668750314222627	2.757259783840789	0.28797233441252745	0.13322228798892619	1.6127933358315738	0.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	7.0
