state	joint	prior	likelihood	flyway.clock.rate	flyway.meanRate	flyway.rates.Atlantic.Central	flyway.rates.Atlantic.Mississippi	flyway.rates.Atlantic.Pacific	flyway.rates.Central.Mississippi	flyway.rates.Central.Pacific	flyway.rates.Mississippi.Pacific	flyway.rates.Central.Atlantic	flyway.rates.Mississippi.Atlantic	flyway.rates.Pacific.Atlantic	flyway.rates.Mississippi.Central	flyway.rates.Pacific.Central	flyway.rates.Pacific.Mississippi	flyway.indicators.Atlantic.Central	flyway.indicators.Atlantic.Mississippi	flyway.indicators.Atlantic.Pacific	flyway.indicators.Central.Mississippi	flyway.indicators.Central.Pacific	flyway.indicators.Mississippi.Pacific	flyway.indicators.Central.Atlantic	flyway.indicators.Mississippi.Atlantic	flyway.indicators.Pacific.Atlantic	flyway.indicators.Mississippi.Central	flyway.indicators.Pacific.Central	flyway.indicators.Pacific.Mississippi	flyway.nonZeroRates	flyway.branchRates	c_flyway.count[1]	c_allTransitions[1]
22800000	-760.3771190869566	-134.89379799551926	-625.4833210914372	0.6795565495589135	0.6795565495589124	2.1312102210817025	0.24110517784601193	0.2254961298919055	1.607553938758476	0.04572468403493191	0.43874040474449083	0.7052348607217379	0.9635987429496543	0.15012336458930123	0.41533391418200455	2.863845922552876	0.8222485820647718	0.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	9.0	0.0	220.0	218.0
22900000	-769.910457661974	-130.95892734291124	-638.9515303190627	0.6566772303415475	0.6566772303415485	3.0147597610422388	0.20495852007419962	1.0517300119590554	1.865031045193287	0.07620020284882667	0.7227706199484459	0.15482748528424334	1.5470554604475302	0.7139410780737933	0.4169027486999795	3.6891156709388473	1.0071377075008017	0.0	1.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	8.0	0.0	231.0	231.0
23000000	-766.5459428895447	-130.76842318156469	-635.77751970798	0.620178658286228	0.6201786582862248	0.6228148505813693	0.1725528877777229	1.2727079443859168	1.6541229253465388	0.10848333505949476	1.0282845313031324	0.10214197183511646	2.054886831851239	0.6128092729505221	1.081799916027138	3.654444092694384	1.1550912261069544	0.0	1.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	8.0	0.0	219.0	225.0
23100000	-762.5293469456017	-111.03678291358874	-651.492564032013	0.5743980451435343	0.5743980451435334	0.10612988042950137	0.030877251763804035	5.121806633974022	0.9363422644921117	1.2644637775760477	0.0012712341842342734	0.2695047345702459	0.5574245505165119	0.3362369009481304	0.3507130008714644	0.03329332773225504	0.7679185444199776	0.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	8.0	0.0	222.0	217.0
23200000	-765.2189888347228	-119.03200938748678	-646.186979447236	0.6133026535747184	0.6133026535747175	0.0265657847113808	0.38347039457292953	1.1861252288124082	1.1205804913056046	0.12013880422419823	0.09354273284922379	0.43523576450146684	1.1384604019812063	0.5024498887145763	0.8428727710340266	3.068312358076626	0.7576269855596014	1.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	10.0	0.0	211.0	206.0
23300000	-764.858672804131	-114.29944306750127	-650.5592297366296	0.5425490267608835	0.5425490267608823	0.052553721782335	0.43955812250668175	0.1376330369374349	2.6077213946576974	0.1351131212737541	0.9437810278279999	0.7979672443969735	1.3701951306914826	0.18541590073365743	0.8994690347371249	4.332043530072717	1.2061948454473035	1.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	10.0	0.0	203.0	214.0
23400000	-765.5331069542993	-115.0196760199688	-650.5134309343306	0.5588540905533538	0.5588540905533527	1.301293623112663	0.24248908786754672	1.3305001951984405	2.43234913390001	0.17152680756402355	2.3686806656447006	0.6456193219042304	1.5922218317810395	0.1683859898847832	0.7456644606441902	3.169210772442576	1.2311279106176207	0.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	9.0	0.0	202.0	208.0
23500000	-763.332549252204	-120.05373461569364	-643.2788146365103	0.6154805491465494	0.6154805491465491	0.7635328572049479	0.20491149746016069	0.2572866988124445	1.5734831127970812	0.4226928513286689	0.017297015231050705	0.41677584971263043	0.8724952544459609	0.023780906563434696	0.2656404260243398	2.03952629952828	0.44832565670072616	0.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	9.0	0.0	213.0	218.0
23600000	-765.0502834078815	-138.65476844676303	-626.3955149611185	0.6697470158376546	0.6697470158376558	0.004081460239358466	0.1265299333845644	2.359672445422147	2.4302313414851433	0.25052037574985125	0.34628484579677177	0.7359921146215894	2.0421427373978993	0.756504375493203	1.1114317143340517	3.7571062183354336	2.027045106214435	1.0	1.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	9.0	0.0	221.0	225.0
23700000	-776.5242017370949	-143.24250568852744	-633.2816960485675	0.6635250105493681	0.6635250105493662	0.47220556467961183	0.58592835317045	0.6765324533177463	3.3965881890601164	0.11603028888033456	0.22967769338803887	1.2955130630495348	2.4990829296267605	0.8453239270690771	1.3017393247342461	6.757816637022429	2.2764943991979876	0.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	9.0	0.0	218.0	211.0
23800000	-763.7024452208983	-125.05123620183417	-638.6512090190641	0.6248174509955713	0.6248174509955701	0.717553261729277	0.41394613557086174	0.14426972293753937	1.7800470034764897	0.06672409672234474	1.8435836405061912	0.35168773750919924	1.9177895753489247	0.43771391889783323	0.5629463495325459	2.7228157664639423	1.2198877828401877	0.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	9.0	0.0	224.0	220.0
23900000	-767.8788418373118	-130.78896564973275	-637.0898761875791	0.6198682080719977	0.6198682080719967	0.011253445818241586	0.4395990897724592	0.28869702078203285	2.0363169129310155	0.8630026721014163	0.3400042630428579	0.48052327596878247	2.694329306488487	0.6263265111351816	1.743345067832938	5.0167731869683205	1.8348457314603897	1.0	1.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	9.0	0.0	221.0	224.0
24000000	-773.7959012271322	-125.86956981305781	-647.9263314140744	0.6098357928510357	0.6098357928510363	1.347498394330196	0.14333456738683423	0.018013771315725107	1.8587492165004031	0.2583037129346868	0.5454618122399861	0.3003980417096975	1.9614165400773174	0.35371400106172124	1.0827408022190936	3.4269466975600995	1.146633551023307	0.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	10.0	0.0	221.0	220.0
24100000	-770.2800826571945	-129.27420432200404	-641.0058783351905	0.6344059525060269	0.634405952506028	1.7382484251500714	0.35319333819388543	2.264199062060505	2.353270972403941	0.3966380435785268	0.46038650313710305	0.8404774845844024	1.7294863031505767	0.14602479448104463	0.9249350518271979	3.3111072901047844	1.0323893145978442	0.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	9.0	0.0	218.0	216.0
24200000	-768.1708295886069	-116.89315328315392	-651.277676305453	0.5953146635685285	0.595314663568528	0.45971012893298385	0.2637673602144191	0.5409004191065957	2.1429636382954773	0.16957234472222238	0.24984010990959693	0.7918864749173474	1.591964379461382	0.22678720031538058	0.5442746303534681	2.5745250336323156	0.6865670985582132	0.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	9.0	0.0	212.0	222.0
24300000	-760.7248206044674	-122.54673369651476	-638.1780869079525	0.6360782657937277	0.6360782657937277	2.139223389809867	0.09882280697702514	3.3604550063028356	0.6315811202358815	0.1542724683443392	0.0129004657174359	0.17566657589489165	0.5630411446868392	0.20577345755942386	0.2977564520850338	1.0313773004795823	0.4027557235704836	0.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	8.0	0.0	215.0	213.0
24400000	-763.8578047269748	-108.57727902437179	-655.280525702603	0.5646088305173247	0.5646088305173257	0.09400811051525394	0.13691510419589106	0.2808715190914603	1.1397011130527206	0.10134672889994806	1.151841740539673	1.575010807659755	0.7404244225883396	0.4889984844843249	0.39312320454954947	1.9860643483160632	0.7289033676072099	1.0	1.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	9.0	0.0	216.0	223.0
24500000	-767.8258667922196	-134.19250077836074	-633.6333660138588	0.6786185614943498	0.6786185614943493	0.6314490761951344	0.2492609765192789	0.9328651381586995	2.397335751286177	0.28678330290958953	0.02960791822697536	0.7867057902993231	1.6244013715057952	0.4327704349354305	1.0832564751002718	3.9337952609763045	1.1979696848906793	0.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	9.0	0.0	211.0	217.0
24600000	-760.6531456238048	-119.11447911045354	-641.5386665133512	0.5962587047618533	0.5962587047618539	0.4244968801250222	0.22343676852003802	1.5161807420992934	1.9026051494929288	0.27321252871959417	0.16277401998004729	0.642090784211909	0.9910419937080089	0.08750322883018978	0.3279707703964051	2.574198910414041	0.5358466031410617	0.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	9.0	0.0	217.0	224.0
24700000	-753.6712692824789	-122.42652829904857	-631.2447409834303	0.6264774718935835	0.6264774718935845	0.1526202395950831	0.24959550763361	1.3552205099939334	1.9274549210354268	0.2390877990051479	0.18252992654576583	0.7110204358416395	1.1496845663635957	0.22283083307514967	0.7663056550189412	3.600635476768268	0.9099423255028235	0.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	9.0	0.0	206.0	209.0
24800000	-756.8452500073513	-120.34067679084747	-636.5045732165038	0.6118675503232379	0.6118675503232374	0.4347777768615908	0.18128130865025657	0.44432519338218757	1.0964290466377238	0.09419046662053968	1.3684454786022862	0.42440570213061435	0.9604709350050483	0.2876435107318507	0.2026352585222314	2.5360029463113003	0.5636505095201221	0.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	9.0	0.0	218.0	210.0
24900000	-777.5878376075024	-125.38561557937365	-652.2022220281287	0.6719599334563833	0.6719599334563834	0.42352472578451855	0.1423806929834152	0.9428597727454396	1.1416028618677185	1.2102045023049797	3.206373157679055	0.2665069504013144	0.6394863762687614	2.3992954977254852	0.2687390887178403	0.05833499776927406	1.089202529022498	0.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	7.0	0.0	228.0	226.0
25000000	-771.0018187320596	-113.3476817616764	-657.6541369703832	0.5687018805757027	0.5687018805757029	0.11997345069412146	0.20471676654777657	0.6677332665930313	2.199618665565127	2.5456144393980145	0.45333272402131425	1.1727788157013863	1.2114582705188397	3.154016551750385	0.4733199643672868	0.1834435483562114	0.23193159773664354	0.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	7.0	0.0	225.0	226.0
25100000	-783.0193174563545	-107.33349844754706	-675.6858190088075	0.5575191765054419	0.55751917650544	0.8441131754697057	0.1549352803034718	0.08747488426344513	1.668714939479532	1.6113220611777528	0.17232554359286065	0.7306372513280894	0.775831869487362	0.16427433074671816	0.5252393309296535	0.5550752208983311	2.012016660840709	0.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	7.0	0.0	222.0	223.0
25200000	-773.927196341995	-113.04610127122892	-660.881095070766	0.5695009285622842	0.5695009285622837	0.24035063374998025	0.06370348427216381	2.2260482593872872	3.0961305695024652	3.895051523257826	0.5158458168969126	0.8069522104967282	1.625065998960986	0.3715598316377451	0.46021855920252863	0.15102175627033484	2.4097762350491387	0.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	7.0	0.0	219.0	218.0
25300000	-755.2755307588794	-112.3720531592649	-642.9034775996146	0.5797621608696522	0.5797621608696532	1.701320505229839	0.06183878817450746	0.5400074578327825	0.6222594661764144	0.05972838289429726	1.1377928846371832	0.1599824195989638	0.5805218200789928	0.1944009819433844	0.21754212213878474	1.1010254534177308	0.3702211473758726	0.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	9.0	0.0	202.0	203.0
25400000	-768.2990312816961	-123.29897260803178	-645.0000586736643	0.6189317784325629	0.6189317784325612	2.057247938760843	0.11617747373030762	0.271435212185837	1.6787283727757243	0.42386881815591027	1.2060506755388019	0.6649064430383653	1.4166148584956255	0.23798156229304213	0.4325755956102005	3.26841483982165	0.7645817887375211	0.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	9.0	0.0	221.0	220.0
25500000	-767.3487621352009	-116.62708205069566	-650.7216800845052	0.5727799351692191	0.5727799351692208	0.4031816061160893	0.4562202582266881	0.4220047174689363	1.6514775739795058	0.46171224805934474	1.1997771742906078	0.5383941633031976	1.355700672534846	0.10507663368002848	0.62708151254851	2.3293769355986034	1.104097250575448	0.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	9.0	0.0	217.0	223.0
25600000	-768.5258148828877	-118.06794850119957	-650.4578663816882	0.5627753972583738	0.5627753972583721	0.3546050121845892	0.3634304754043587	0.7126845403446103	3.0841129501185884	0.2002286578634605	2.028646861215246	1.0849002805729047	1.5796297103316324	0.4727693860635662	0.8293734590450696	4.830116289874914	0.9639584075824069	0.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	9.0	0.0	214.0	219.0
25700000	-761.236698381462	-130.18060979322337	-631.0560885882387	0.6430975409346893	0.64309754093469	0.6878376034025375	0.18005651603132034	1.2648683566588879	2.3295075093123314	0.5714163900948398	0.3366841471902563	1.0108983950307318	1.000893224224528	1.1052707246081062	0.5118514828829411	2.9121595318041744	0.7615608544665431	0.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	8.0	0.0	224.0	227.0
25800000	-773.9369521548005	-128.80062352743857	-645.1363286273619	0.6526068002850536	0.6526068002850536	0.2900254128102183	0.33713509625853016	1.1001329379732347	2.180014486788012	0.072664521472203	1.1154654551612966	0.32062716036414257	1.702071247989739	0.6861715420446394	0.6074533202768888	3.062151659803571	1.0759340657265182	0.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	9.0	0.0	218.0	225.0
25900000	-766.7791228476157	-105.7109403166891	-661.0681825309266	0.5417104043847781	0.5417104043847801	0.123941473661938	0.1802072192506375	0.46823732399641427	2.3724498613317335	3.2045881408624535	0.0448182580780071	1.0167174926993783	1.359474181427671	0.8240285157688244	1.0459190274786034	0.031112900803643796	0.45363822495893813	0.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	7.0	0.0	228.0	232.0
26000000	-772.0801619618123	-116.03971957452099	-656.0404423872914	0.6213151777910246	0.6213151777910245	0.022564281805112316	0.20218753195979058	0.9567263421608087	1.7487148691932406	2.20518192320272	0.26750752715855086	0.6179520016094353	1.1205939739529864	0.04120118979618348	0.43071772534179675	0.20174543241678447	0.2666855244678894	0.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	8.0	0.0	232.0	229.0
26100000	-758.1740644841233	-106.9824239837408	-651.1916405003825	0.5143802506666217	0.5143802506666222	1.135607379970645	0.16042890051507525	0.5494729796897405	1.9763174115753983	2.3830871998349115	1.6392349480431605	0.6206230318762131	1.5073382186080495	0.39305525471911085	0.34677401622861126	0.22599015302343006	0.7353654517320366	0.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	7.0	0.0	220.0	219.0
26200000	-764.2767972559479	-119.62893623101587	-644.647861024932	0.6493913752672074	0.6493913752672092	0.8516330797537318	0.11075077894329041	0.22480722761856547	0.648654370171982	0.030794069316432523	0.5210009212320087	0.13222120385849168	0.8326908883189351	0.22994969977368	0.27046171126527946	1.2292535090352186	0.5479430746842133	0.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	9.0	0.0	213.0	208.0
26300000	-764.7400322651856	-134.36695353284318	-630.3730787323425	0.6875594051461994	0.6875594051461978	0.42064116769110493	0.1427449496854176	1.4372005698308274	2.735661242418352	0.062059179975548474	0.02171465793099332	1.0952956915501237	1.9765847768670906	0.105623373847244	0.940244563195024	3.3792401479096235	0.8421670532634965	0.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	9.0	0.0	216.0	217.0
26400000	-761.0044475859647	-123.78699900034874	-637.217448585616	0.6386473387434219	0.6386473387434224	0.5054896023953803	0.20704238367967312	0.5359337966633493	1.777236851288415	0.10060080559649391	0.01538907821151634	0.6424095289639467	0.9281062254117342	0.13864276684171029	0.5500059869749673	2.803665204287429	0.9316106500664348	0.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	10.0	0.0	226.0	225.0
26500000	-770.0231267226169	-124.45831236153921	-645.5648143610777	0.6330970995676574	0.6330970995676583	0.7992763750891505	0.3858368157962945	2.0529051407765513	1.1522448788039894	0.2901945302581892	1.80254969991306	1.0145285437052134	1.3433077805846865	0.5558010191995001	0.9825333576638572	2.3517219993847718	1.0074766650361484	0.0	1.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	8.0	0.0	225.0	224.0
26600000	-764.5106721008294	-116.5867927112466	-647.9238793895828	0.6295570007744263	0.6295570007744242	1.5636242903251145	0.07297467652700788	0.7020434334369052	0.8834793728747725	0.10387397560464366	0.012361262577071812	0.0802111447324758	1.2097238169280398	0.27135498101230837	0.8376420441757061	1.7986759756245911	0.8636481553680023	0.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	9.0	0.0	218.0	217.0
26700000	-765.1995901329384	-123.76564343967866	-641.4339466932597	0.6013614089170124	0.6013614089170126	0.13755336125970524	0.2714430975761036	0.791924833544816	2.4403713162355385	0.10809023756983448	0.318646379982639	0.7648258221533832	2.6035948652664156	0.44694757807225516	0.27852045711956336	3.673460078474986	1.0226111351562754	0.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	9.0	0.0	216.0	215.0
26800000	-768.1076717947749	-135.4469371220883	-632.6607346726867	0.7120315505663064	0.7120315505663081	0.5501666039201945	0.24312504849998656	0.2844035314498328	2.159116486823618	0.18772655220229498	0.11814753768425604	0.5924126649393658	1.1203934656681993	0.2726470979440962	1.1146706797727377	3.4098233865295495	0.755607139921662	0.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	10.0	0.0	226.0	224.0
26900000	-772.6404160846189	-131.59523541419188	-641.045180670427	0.6583344563380868	0.6583344563380872	0.5054498656372904	0.3087745587179925	1.5136621952798206	1.7821954935161048	0.209516416999735	0.7383240372842654	0.4934752840831359	1.9836371320510648	0.3260503676609662	0.5332366560739494	2.625720734739636	1.4704170935350311	0.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	9.0	0.0	216.0	216.0
27000000	-771.8786950837911	-132.43812382822532	-639.4405712555657	0.6208569867382812	0.6208569867382808	0.23401378693581923	0.40043184993458075	0.41675535726931867	3.432154483529718	0.39022988965992694	1.633411417839169	1.970511280710101	2.5732855798750855	0.8198433584069484	1.4738936473288413	6.338833645783233	1.9171026059423666	0.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	9.0	0.0	218.0	216.0
27100000	-762.3323726040635	-102.12365351342152	-660.208719090642	0.5310600076554027	0.5310600076554023	0.037303807326473905	0.1077912666993061	1.4560063245794697	0.9085439393029806	1.0211678684137342	0.021512397226034145	0.2548545600672056	0.5568899140068871	4.396448985272304	0.14955284236633634	0.07538438222374787	0.8790394873904496	0.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	7.0	0.0	222.0	227.0
27200000	-771.4303579129211	-114.02692922037329	-657.4034286925478	0.5843820077022807	0.5843820077022822	0.1270238040271445	0.16347774599421766	0.009907381064870699	1.624228124228607	2.1437836160398867	0.9346673717087991	0.6362059658551649	1.2300362850729902	1.153172389682475	0.31613104574314493	0.1920172092706225	2.55722303456609	0.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	7.0	0.0	221.0	221.0
27300000	-767.1626245586519	-118.73002173895385	-648.4326028196981	0.595985079310902	0.5959850793109023	1.7846273276394231	0.23536484595134513	1.120971695967345	2.190936248899058	2.2608147001654637	4.2990089262461675	0.5321283856272472	1.149078472468634	0.42184764180773837	0.4882827184453331	0.11116676239907693	0.17862096153594562	0.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	7.0	0.0	235.0	233.0
27400000	-779.1781239048239	-131.8844292449723	-647.2936946598516	0.655662101870282	0.6556621018702812	2.133438560781793	0.2926320216394436	0.0037008932076981805	2.0274953137227056	2.221874986272631	0.8357623158488375	0.8258852322786389	1.6385346191608205	2.4067905840918624	0.6797900300413313	0.07802498774383773	0.1802179551018902	0.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	8.0	0.0	234.0	248.0
27500000	-779.3755966114531	-122.9399951259969	-656.4356014854562	0.6058022710755914	0.6058022710755894	0.35672984577253863	0.24173114629490397	3.966663763272693	1.511522408836705	1.9406276673015188	1.3254762652022465	0.8123116300126159	1.3874632024576636	1.284923642509671	0.689907317788858	0.37896428085587935	0.12676883795868535	0.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	8.0	0.0	222.0	219.0
27600000	-760.9157312962051	-108.47686638721616	-652.4388649089889	0.5293887114893626	0.5293887114893634	0.40817674051041486	0.10142411616146434	0.25045760155087277	2.003965094198536	0.45005497937204847	1.8509947415395815	0.714967101002764	1.5870308692772819	0.41013024005099863	0.6931677827225405	2.190544115945919	0.7274604745111756	0.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	8.0	0.0	219.0	220.0
27700000	-761.9495398509838	-113.81776200992192	-648.1317778410619	0.5856254052436446	0.5856254052436455	3.23025221214505	0.1376989310568833	0.8066298002703579	0.6677045274061193	0.03847819932519487	0.6227038197652284	0.24218087408215697	0.7515201744399381	0.11921465527558278	0.43118933361950207	1.8139308831263092	0.7135758350102016	0.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	9.0	0.0	220.0	217.0
27800000	-766.7108954067899	-123.40056714811972	-643.3103282586701	0.6121884099143322	0.6121884099143335	0.08957587014118101	0.32917679241257297	0.2761276113684096	2.110827405321414	0.07697646485504452	0.7081114083727446	2.150016337761786	2.335527310805444	0.4669550822762971	1.1952278355232957	2.8756976832459595	1.4900173767196399	1.0	1.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	9.0	0.0	212.0	215.0
27900000	-774.1585726308161	-120.50585546432161	-653.6527171664945	0.5982327788743312	0.5982327788743309	0.2137581246507613	0.32424039375592817	0.11203029752723362	2.191239669465694	0.40284763737200024	0.0972840806929396	0.9754688422167325	2.547186354607738	0.6803871733234543	1.075188449230155	2.3768707197792116	0.9152324232727616	0.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	9.0	0.0	210.0	207.0
28000000	-771.3493815504205	-104.15816916626761	-667.1912123841529	0.4841290919125112	0.48412909191251163	0.599026676245942	0.4758019948257099	1.4017187647992995	3.618277813081883	3.816413423399913	1.0732864246074876	1.8185424233816108	1.1839877211183947	2.55585177761672	0.6690445761704991	0.2850942151530921	1.3430116482271695	0.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	7.0	0.0	220.0	218.0
28100000	-759.8626628621734	-117.83692357143686	-642.0257392907365	0.5970574619754063	0.5970574619754049	0.05070193179276298	0.23469193305323746	0.3226032529318566	2.010443604519031	0.19577196830357974	0.2780194003520772	0.7482037435924137	1.6551153564930936	0.4871288172855932	0.8544773208356867	3.8222711972750827	1.4877875201678328	1.0	1.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	9.0	0.0	213.0	215.0
28200000	-755.9118031109595	-109.58431337900873	-646.3274897319507	0.5545246727947727	0.5545246727947718	1.1173608567038111	0.17465208938374158	0.6283869318768738	1.6737106329347617	0.17798697957894477	0.011137180078003404	0.3523933244166701	1.1989422729068617	0.3206631554465448	0.603641061133482	2.561972928743972	0.7292013949115381	0.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	9.0	0.0	211.0	212.0
28300000	-760.014728910007	-127.86902407650821	-632.1457048334987	0.6649023830519524	0.664902383051951	0.23482199488059505	0.20694761151190655	0.1333209074647399	1.2480159200369259	0.22290365888077074	0.4552129469689259	0.40256086593585166	1.5908629404837524	0.35823860524987655	0.5978132381743984	2.1724590334956115	0.6646105443187459	1.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	10.0	0.0	206.0	208.0
28400000	-777.2564360415564	-127.36577164782909	-649.8906643937273	0.5945818852599065	0.5945818852599065	0.37475904321642123	0.44874327569469585	1.0427789086154218	2.5168114231416396	0.3328205750218646	2.6001477620687665	0.3899222144397127	2.7036113262556905	0.38475723550985413	0.6151648402355637	4.123742807989285	1.8880054577768268	0.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	9.0	0.0	226.0	221.0
28500000	-762.8481673336576	-112.23835279249812	-650.6098145411595	0.5873005045485072	0.5873005045485074	0.8388881758676139	0.12057334703374813	0.082384840460274	1.577731847939731	1.550586362447581	1.198897722592249	0.37338692375657306	1.0869082569195	2.1227564378564265	0.29925093957788074	0.12445990785282617	0.059727076416757646	0.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	8.0	0.0	227.0	228.0
28600000	-767.3634385500474	-122.65908668853822	-644.7043518615092	0.6206273878969136	0.6206273878969134	2.5991970900825345	0.04418612509116937	0.9302357120076115	1.1589988548428722	1.900700606954342	0.10192361426459426	0.42296848080279115	1.2904869267980976	0.2245357541749619	0.2850182190195505	0.27040317812344095	0.4984124361368298	0.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	7.0	0.0	234.0	224.0
28700000	-778.194546608316	-127.10566876568923	-651.0888778426269	0.605429463688466	0.605429463688466	2.223767300821462	0.36835885225331616	0.9478814247049384	3.83001138711673	4.296476009311049	0.6253223465438522	0.4615960324969687	2.9267794239862353	2.4781929800422744	0.7989399203100076	0.2965558672705506	1.1055515232096293	0.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	7.0	0.0	234.0	233.0
28800000	-779.5221928176185	-121.06023582882548	-658.461956988793	0.6136633770409308	0.6136633770409297	1.2944492864840755	0.7388081432331794	0.5366471209144233	2.5202209659668093	4.192960396331104	0.6916896991955105	1.4017491884556892	1.6722670569486424	0.8397772914693694	0.5132292823304884	0.5669603213070777	0.11998391322772776	0.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	8.0	0.0	224.0	222.0
