trait,country,admin1,admin2,collection_date
SRR34270262|A/black_vulture/GA/25-017626-002/2025|H5N1|USA-GA|Monroe|2025-04-18|wild_avian|D1.1,USA,GA,Monroe,2025-04-18
SRR36538281|A/black_vulture/GA/25G04368-001/2025|H5N1|USA-GA|Houston|2025-11-13|wild_avian|D1.1,USA,GA,Houston,2025-11-13
SRR36617263|A/ring_necked_duck/GA/24-036176-005/2024|H5N1|USA-GA|Seminole|2024-11-23|wild_avian|D1.1,USA,GA,Seminole,2024-11-23
SRR36617264|A/ring_necked_duck/GA/24-036176-004/2024|H5N1|USA-GA|Seminole|2024-11-23|wild_avian|D1.1,USA,GA,Seminole,2024-11-23
SRR36617304|A/bald_eagle/GA/25-001590-001/2024|H5N1|USA-GA|Fulton|2024-12-19|wild_avian|D1.1,USA,GA,Fulton,2024-12-19
SRR36617408|A/bald_eagle/GA/24-038226-003/2024|H5N1|USA-GA|Glynn|2024-12-12|wild_avian|D1.1,USA,GA,Glynn,2024-12-12
SRR32125549|A/chicken/GA/25-000538-001-original/2025|H5N1|USA-GA|Unknown|2025-01-06|domestic_avian|D1.1,USA,GA,Unknown,2025-01-06
SRR33125081|A/Black_Vulture/GA/25-005756-004-original/2025|H5N1|USA-GA|Unknown|2025-02-10|wild_avian|D1.1,USA,GA,Unknown,2025-02-10
SRR33943918|A/Muscovy_Duck/GA/25-016493-001-original/2025|H5N1|USA-GA|Unknown|2025-05-10|wild_avian|D1.1,USA,GA,Unknown,2025-05-10
SRR35949432|A/chicken/GA/25-024057-002-original/2025|H5N1|USA-GA|Unknown|2025-08-29|domestic_avian|D1.1,USA,GA,Unknown,2025-08-29
SRR36162703|A/chicken/GA/25G02650-001-original/2025|H5N1|USA-GA|Unknown|2025-10-23|domestic_avian|D1.1,USA,GA,Unknown,2025-10-23
SRR32226692|A/Great_Horned_Owl/IA/25-000440-001/2025|H5N1|USA-IA|Polk|2025-01-05|wild_avian|D1.1,USA,IA,Polk,2025-01-05
SRR34491401|A/mallard/IA/24-036924-003/2024|H5N1|USA-IA|Marion|2024-11-29|wild_avian|D1.1,USA,IA,Marion,2024-11-29
SRR34491424|A/blue_jay/IA/24-037140-001/2024|H5N1|USA-IA|Cerro_Gordo|2024-12-10|wild_avian|D1.1,USA,IA,Cerro_Gordo,2024-12-10
SRR36538358|A/snow_goose/IA/25G05071-001/2025|H5N1|USA-IA|Story|2025-12-03|wild_avian|D1.1,USA,IA,Story,2025-12-03
SRR36617433|A/snow_goose/IA/24-037657-004/2024|H5N1|USA-IA|Woodbury|2024-12-10|wild_avian|D1.1,USA,IA,Woodbury,2024-12-10
SRR36617578|A/red_tailed_hawk/IA/25-000527-002/2024|H5N1|USA-IA|Polk|2025-01-02|wild_avian|D1.1,USA,IA,Polk,2025-01-02
SRR36628221|A/mallard_duck/IA/24-037337-003/2024|H5N1|USA-IA|Jackson|2024-11-26|wild_avian|D1.1,USA,IA,Jackson,2024-11-26
SRR32974022|A/Peregrine_Falcon/IA/25-009016-001-original/2025|H5N1|USA-IA|Unknown|2025-03-13|wild_avian|D1.1,USA,IA,Unknown,2025-03-13
SRR33029828|A/cat/IA/25-010114-001-original/2025|H5N1|USA-IA|Unknown|2025-03-24|feline|D1.1,USA,IA,Unknown,2025-03-24
SRR33125097|A/Snowy_Owl/IA/25-005856-001-original/2025|H5N1|USA-IA|Unknown|2025-02-18|wild_avian|D1.1,USA,IA,Unknown,2025-02-18
SRR33370176|A/Trumpeter_Swan/IA/25-011816-001-original/2025|H5N1|USA-IA|Unknown|2025-04-08|wild_avian|D1.1,USA,IA,Unknown,2025-04-08
SRR33764581|A/Turkey_Vulture/IA/25-014877-002-original/2025|H5N1|USA-IA|Unknown|2025-05-07|wild_avian|D1.1,USA,IA,Unknown,2025-05-07
SRR33764582|A/Turkey_Vulture/IA/25-014877-001-original/2025|H5N1|USA-IA|Unknown|2025-05-07|wild_avian|D1.1,USA,IA,Unknown,2025-05-07
SRR36209083|A/Green-winged_Teal/IA/25G03115-001-original/2025|H5N1|USA-IA|Unknown|2025-10-17|wild_avian|D1.1,USA,IA,Unknown,2025-10-17
SRR36211924|A/Red-tailed_Hawk/IA/25-025278-001-original/2025|H5N1|USA-IA|Unknown|2025-09-16|wild_avian|D1.1,USA,IA,Unknown,2025-09-16
SRR32254472|A/red_tailed_hawk/ID/25-001246-001/2025|H5N1|USA-ID|Unknown|2025-01-06|wild_avian|D1.1,USA,ID,Unknown,2025-01-06
SRR33508721|A/snow_goose/ID/24-037540-001/2024|H5N1|USA-ID|Canyon|2024-12-10|wild_avian|D1.1,USA,ID,Canyon,2024-12-10
SRR34491487|A/trumpeter_swan/ID/24-034853-004/2024|H5N1|USA-ID|Jefferson|2024-11-13|wild_avian|D1.1,USA,ID,Jefferson,2024-11-13
SRR34491488|A/trumpeter_swan/ID/24-034853-002/2024|H5N1|USA-ID|Jefferson|2024-11-13|wild_avian|D1.1,USA,ID,Jefferson,2024-11-13
SRR35949988|A/duck_mallard/ID/25-023507-024/2025|H5N1|USA-ID|Cassia|2025-08-14|wild_avian|D1.1,USA,ID,Cassia,2025-08-14
SRR36406329|A/trumpeter_swan/ID/25G04021-001/2025|H5N1|USA-ID|Ada|2025-11-12|wild_avian|D1.1,USA,ID,Ada,2025-11-12
SRR36406343|A/trumpeter_swan/ID/25G03984-001/2025|H5N1|USA-ID|Bannock|2025-11-10|wild_avian|D1.1,USA,ID,Bannock,2025-11-10
SRR36617414|A/snow_goose/ID/24-038179-001/2024|H5N1|USA-ID|Owyhee|2024-12-16|wild_avian|D1.1,USA,ID,Owyhee,2024-12-16
SRR32125547|A/chicken/ID/25-000539-001-original/2025|H5N1|USA-ID|Unknown|2025-01-06|domestic_avian|D1.1,USA,ID,Unknown,2025-01-06
SRR32804615|A/cat/ID/25-007150-001-original/2025|H5N1|USA-ID|Unknown|2025-02-21|feline|D1.1,USA,ID,Unknown,2025-02-21
SRR33682316|A/Red-tailed_Hawk/ID/25-014530-001-original/2025|H5N1|USA-ID|Unknown|2025-04-25|wild_avian|D1.1,USA,ID,Unknown,2025-04-25
SRR33682328|A/Great_Horned_Owl/ID/25-014531-001-original/2025|H5N1|USA-ID|Unknown|2025-04-25|wild_avian|D1.1,USA,ID,Unknown,2025-04-25
SRR35705730|A/Mallard_Duck/ID/25-024960-007-original/2025|H5N1|USA-ID|Unknown|2025-09-04|wild_avian|D1.1,USA,ID,Unknown,2025-09-04
SRR36162806|A/Peafowl/ID/25G01896-003-original/2025|H5N1|USA-ID|Unknown|2025-10-07|wild_avian|D1.1,USA,ID,Unknown,2025-10-07
SRR36162812|A/Guinea_Fowl/ID/25G01895-002-original/2025|H5N1|USA-ID|Unknown|2025-10-07|domestic_avian|D1.1,USA,ID,Unknown,2025-10-07
SRR32226683|A/Canada_Goose/IL/25-000616-010/2025|H5N1|USA-IL|Cook|2025-01-02|wild_avian|D1.1,USA,IL,Cook,2025-01-02
SRR32226691|A/Canada_Goose/IL/25-000616-002/2025|H5N1|USA-IL|Cook|2025-01-02|wild_avian|D1.1,USA,IL,Cook,2025-01-02
SRR32653607|A/red_breasted_merganser/IL/25-005366-003/2025|H5N1|USA-IL|Cook|2025-02-06|wild_avian|D1.1,USA,IL,Cook,2025-02-06
SRR32868800|A/herring_gull/IL/25-007474-006/2025|H5N1|USA-IL|Cook|2025-02-14|wild_avian|D1.1,USA,IL,Cook,2025-02-14
SRR34425894|A/Peregrine_falcon/IL/25-018249-001/2025|H5N1|USA-IL|DuPage|2025-06-11|wild_avian|D1.1,USA,IL,DuPage,2025-06-11
SRR34491566|A/northern_pintail/IL/24-035154-001/2024|H5N1|USA-IL|Clinton|2024-11-17|wild_avian|D1.1,USA,IL,Clinton,2024-11-17
SRR34491574|A/green_winged_teal/IL/24-035153-025/2024|H5N1|USA-IL|Clinton|2024-11-16|wild_avian|D1.1,USA,IL,Clinton,2024-11-16
SRR36406371|A/canvasback_duck/IL/25G04631-002/2025|H5N1|USA-IL|Jefferson|2025-11-16|wild_avian|D1.1,USA,IL,Jefferson,2025-11-16
SRR36406429|A/mallard_duck/IL/25G04430-008/2025|H5N1|USA-IL|Clinton|2025-11-17|wild_avian|D1.1,USA,IL,Clinton,2025-11-17
SRR36617388|A/trumpeter_swan/IL/24-038496-001/2024|H5N1|USA-IL|Pike|2024-12-18|wild_avian|D1.1,USA,IL,Pike,2024-12-18
SRR36628220|A/american_wigeon/IL/24-037535-005/2024|H5N1|USA-IL|Fulton|2024-12-09|wild_avian|D1.1,USA,IL,Fulton,2024-12-09
SRR32973826|A/chicken/IL/25-009367-001-original/2025|H5N1|USA-IL|Unknown|2025-03-12|domestic_avian|D1.1,USA,IL,Unknown,2025-03-12
SRR33508852|A/Turkey/IL/25-009630-001-original/2025|H5N1|USA-IL|Unknown|2025-03-18|domestic_avian|D1.1,USA,IL,Unknown,2025-03-18
SRR33564627|A/Guineafowl/IL/25-014146-002-original/2025|H5N1|USA-IL|Unknown|2025-04-30|domestic_avian|D1.1,USA,IL,Unknown,2025-04-30
SRR35705728|A/blue-winged_Teal/IL/25-025061-004-original/2025|H5N1|USA-IL|Unknown|2025-09-06|wild_avian|D1.1,USA,IL,Unknown,2025-09-06
SRR36162674|A/Domestic_Duck/IL/25G03338-009-original/2025|H5N1|USA-IL|Unknown|2025-10-03|domestic_avian|D1.1,USA,IL,Unknown,2025-10-03
SRR36162678|A/chicken/IL/25G03338-005-original/2025|H5N1|USA-IL|Unknown|2025-10-03|domestic_avian|D1.1,USA,IL,Unknown,2025-10-03
SRR36212424|A/Canada_Goose/IL/25-026184-001-original/2025|H5N1|USA-IL|Unknown|2025-09-25|wild_avian|D1.1,USA,IL,Unknown,2025-09-25
SRR36209119|A/black_vulture/IN/25G01855-003/2025|H5N1|USA-IN|Franklin|2025-10-01|wild_avian|D1.1,USA,IN,Franklin,2025-10-01
SRR34491436|A/snow_goose/IN/24-037289-004/2024|H5N1|USA-IN|Gibson|2024-12-06|wild_avian|D1.1,USA,IN,Gibson,2024-12-06
SRR36203391|A/wood_duck/IN/25G03805-006/2025|H5N1|USA-IN|Newton|2025-11-08|wild_avian|D1.1,USA,IN,Newton,2025-11-08
SRR36211652|A/canada_goose/IN/25G02680-001/2025|H5N1|USA-IN|Johnson|2025-10-21|wild_avian|D1.1,USA,IN,Johnson,2025-10-21
SRR36538290|A/bald_eagle/IN/25G04807-001/2025|H5N1|USA-IN|Hamilton|2025-11-08|wild_avian|D1.1,USA,IN,Hamilton,2025-11-08
SRR36617246|A/snow_goose/IN/24-037868-001/2024|H5N1|USA-IN|Lake|2024-12-09|wild_avian|D1.1,USA,IN,Lake,2024-12-09
SRR32654185|A/chicken/IN/25-002875-001-original/2025|H5N1|USA-IN|Unknown|2025-01-25|domestic_avian|D1.1,USA,IN,Unknown,2025-01-25
SRR32868618|A/chicken/IN/25-008062-001-original/2025|H5N1|USA-IN|Unknown|2025-03-06|domestic_avian|D1.1,USA,IN,Unknown,2025-03-06
SRR32868795|A/Bald_Eagle/IN/25-007837-001-original/2025|H5N1|USA-IN|Unknown|2025-03-03|wild_avian|D1.1,USA,IN,Unknown,2025-03-03
SRR33564631|A/chicken/IN/25-014151-001-original/2025|H5N1|USA-IN|Unknown|2025-04-30|domestic_avian|D1.1,USA,IN,Unknown,2025-04-30
SRR33682307|A/Turkey_Vulture/IN/25-014056-001-original/2025|H5N1|USA-IN|Unknown|2025-04-11|wild_avian|D1.1,USA,IN,Unknown,2025-04-11
SRR36212441|A/Black_Vulture/IN/25G01314-001-original/2025|H5N1|USA-IN|Unknown|2025-09-24|wild_avian|D1.1,USA,IN,Unknown,2025-09-24
SRR36582213|A/snow_goose/KS/25G05234-001/2025|H5N1|USA-KS|Riley|2025-12-02|wild_avian|D1.1,USA,KS,Riley,2025-12-02
SRR34491382|A/snow_goose/KS/24-036679-005/2024|H5N1|USA-KS|Montgomery|2024-12-02|wild_avian|D1.1,USA,KS,Montgomery,2024-12-02
SRR34491498|A/green_winged_teal/KS/24-034557-008/2024|H5N1|USA-KS|Neosho|2024-11-09|wild_avian|D1.1,USA,KS,Neosho,2024-11-09
SRR34491499|A/green_winged_teal/KS/24-034556-004/2024|H5N1|USA-KS|Crawford|2024-11-09|wild_avian|D1.1,USA,KS,Crawford,2024-11-09
SRR36211782|A/blue_winged_teal/KS/25-025843-038/2025|H5N1|USA-KS|Barton|2025-09-13|wild_avian|D1.1,USA,KS,Barton,2025-09-13
SRR36211787|A/blue_winged_teal/KS/25-025843-026/2025|H5N1|USA-KS|Barton|2025-09-13|wild_avian|D1.1,USA,KS,Barton,2025-09-13
SRR36211847|A/american_blue_winged_teal/KS/25G02173-002/2025|H5N1|USA-KS|McPherson|2025-10-11|wild_avian|D1.1,USA,KS,McPherson,2025-10-11
SRR36406324|A/gadwall/KS/25G04225-001/2025|H5N1|USA-KS|Neosho|2025-11-08|wild_avian|D1.1,USA,KS,Neosho,2025-11-08
SRR36406423|A/canada_goose/KS/25G02613-001/2025|H5N1|USA-KS|Butler|2025-10-10|wild_avian|D1.1,USA,KS,Butler,2025-10-10
SRR36538311|A/gadwall/KS/25G04225-031/2025|H5N1|USA-KS|Neosho|2025-11-08|wild_avian|D1.1,USA,KS,Neosho,2025-11-08
SRR36617797|A/snow_goose/KS/24-038036-002/2024|H5N1|USA-KS|Mitchell|2024-12-12|wild_avian|D1.1,USA,KS,Mitchell,2024-12-12
SRR32653665|A/cat/KS/25-005576-002-original/2025|H5N1|USA-KS|Unknown|2025-02-07|feline|D1.1,USA,KS,Unknown,2025-02-07
SRR32804611|A/cat/KS/25-007581-001-original/2025|H5N1|USA-KS|Unknown|2025-02-27|feline|D1.1,USA,KS,Unknown,2025-02-27
SRR32974002|A/Skunk/KS/25-008665-001-original/2025|H5N1|USA-KS|Unknown|2025-03-03|other_mammal|D1.1,USA,KS,Unknown,2025-03-03
SRR33029751|A/chicken/KS/25-009496-002-original/2025|H5N1|USA-KS|Unknown|2025-03-18|domestic_avian|D1.1,USA,KS,Unknown,2025-03-18
SRR33682350|A/Bobcat/KS/25-014574-001-original/2025|H5N1|USA-KS|Unknown|2025-01-30|feline|D1.1,USA,KS,Unknown,2025-01-30
SRR33476805|A/black_vulture/KY/25-013218-001/2025|H5N1|USA-KY|Mason|2025-04-10|wild_avian|D1.1,USA,KY,Mason,2025-04-10
SRR33476809|A/canada_goose/KY/25-013218-002/2025|H5N1|USA-KY|Mason|2025-04-10|wild_avian|D1.1,USA,KY,Mason,2025-04-10
SRR36538272|A/black_vulture/KY/25G04374-002/2025|H5N1|USA-KY|Grant|2025-10-27|wild_avian|D1.1,USA,KY,Grant,2025-10-27
SRR36538273|A/black_vulture/KY/25G04374-001/2025|H5N1|USA-KY|Grant|2025-10-27|wild_avian|D1.1,USA,KY,Grant,2025-10-27
SRR32512591|A/canada_goose/KY/25-004132-002/2025|H5N1|USA-KY|Kenton|2025-01-22|wild_avian|D1.1,USA,KY,Kenton,2025-01-22
SRR32974113|A/turkey_vulture/KY/25-009319-001/2025|H5N1|USA-KY|Oldham|2025-03-06|wild_avian|D1.1,USA,KY,Oldham,2025-03-06
SRR33029806|A/raccoon/KY/25-006499-002/2025|H5N1|USA-KY|Boone|2025-01-22|other_mammal|D1.1,USA,KY,Boone,2025-01-22
SRR34491531|A/snow_goose/KY/24-036682-002/2024|H5N1|USA-KY|Henderson|2024-12-04|wild_avian|D1.1,USA,KY,Henderson,2024-12-04
SRR36617765|A/ring_necked_duck/KY/24-038721-028/2024|H5N1|USA-KY|Ballard|2024-12-14|wild_avian|D1.1,USA,KY,Ballard,2024-12-14
SRR33319056|A/Great_Horned_Owl/KY/25-006499-001-original-repeat/2025|H5N1|USA-KY|Unknown|2025-02-12|wild_avian|D1.1,USA,KY,Unknown,2025-02-12
SRR36212433|A/Black_Vulture/KY/25G01831-001-original/2025|H5N1|USA-KY|Unknown|2025-09-25|wild_avian|D1.1,USA,KY,Unknown,2025-09-25
SRR32416436|A/mallard/LA/25-001905-003/2025|H5N1|USA-LA|Richland|2025-01-07|wild_avian|D1.1,USA,LA,Richland,2025-01-07
SRR32513218|A/vulture/LA/25-003600-001/2025|H5N1|USA-LA|Orleans|2025-01-27|wild_avian|D1.1,USA,LA,Orleans,2025-01-27
SRR34491454|A/blue_winged_teal/LA/24-035708-014/2024|H5N1|USA-LA|Cameron|2024-11-25|wild_avian|D1.1,USA,LA,Cameron,2024-11-25
SRR34491460|A/blue_winged_teal/LA/24-035708-007/2024|H5N1|USA-LA|Cameron|2024-11-25|wild_avian|D1.1,USA,LA,Cameron,2024-11-25
SRR34491514|A/snow_goose/LA/24-036681-005/2024|H5N1|USA-LA|Cameron|2024-12-05|wild_avian|D1.1,USA,LA,Cameron,2024-12-05
SRR34491517|A/snow_goose/LA/24-036681-003/2024|H5N1|USA-LA|Cameron|2024-12-05|wild_avian|D1.1,USA,LA,Cameron,2024-12-05
SRR36538417|A/ross_s_goose/LA/25G04375-002/2025|H5N1|USA-LA|Vernon|2025-11-12|wild_avian|D1.1,USA,LA,Vernon,2025-11-12
SRR32415110|A/chicken/LA/25-004414-001-original/2025|H5N1|USA-LA|Unknown|2025-02-03|domestic_avian|D1.1,USA,LA,Unknown,2025-02-03
SRR36211605|A/American_blue-winged_Teal/LA/25G01386-003-original/2025|H5N1|USA-LA|Unknown|2025-09-22|wild_avian|D1.1,USA,LA,Unknown,2025-09-22
SRR32512553|A/canada_goose/MA/25-003297-004/2025|H5N1|USA-MA|Plymouth|2025-01-22|wild_avian|D1.1,USA,MA,Plymouth,2025-01-22
SRR32512620|A/great_horned_owl/MA/25-003297-003/2025|H5N1|USA-MA|Barnstable|2025-01-22|wild_avian|D1.1,USA,MA,Barnstable,2025-01-22
SRR32804565|A/mallard/MA/25-006665-001/2025|H5N1|USA-MA|Worcester|2025-02-18|wild_avian|D1.1,USA,MA,Worcester,2025-02-18
SRR32868847|A/bufflehead/MA/25-007118-042/2025|H5N1|USA-MA|Barnstable|2025-02-06|wild_avian|D1.1,USA,MA,Barnstable,2025-02-06
SRR33508772|A/black_vulture/MA/25-010531-001/2025|H5N1|USA-MA|Harford|2025-03-24|wild_avian|D1.1,USA,MA,Harford,2025-03-24
SRR34710268|A/red_tailed_hawk/MA/25-019390-004/2025|H5N1|USA-MA|Middlesex|2025-03-01|wild_avian|D1.1,USA,MA,Middlesex,2025-03-01
SRR36617325|A/snow_goose/MA/25-001222-002/2024|H5N1|USA-MA|Dorchester|2024-12-31|wild_avian|D1.1,USA,MA,Dorchester,2024-12-31
SRR36617326|A/snow_goose/MA/25-001222-001/2024|H5N1|USA-MA|Dorchester|2024-12-31|wild_avian|D1.1,USA,MA,Dorchester,2024-12-31
SRR33764587|A/Fox/MA/25-015209-001-original/2025|H5N1|USA-MA|Unknown|2025-05-05|other_mammal|D1.1,USA,MA,Unknown,2025-05-05
SRR34710258|A/Common_Eider/MA/25-019390-025-original/2025|H5N1|USA-MA|Unknown|2025-06-02|wild_avian|D1.1,USA,MA,Unknown,2025-06-02
SRR34710290|A/Great_Black-Backed_Gull/MA/25-019390-021-original/2025|H5N1|USA-MA|Unknown|2025-05-16|wild_avian|D1.1,USA,MA,Unknown,2025-05-16
SRR35089323|A/Great_black-backed_gull/MA/25-021407-024-original/2025|H5N1|USA-MA|Unknown|2025-07-13|wild_avian|D1.1,USA,MA,Unknown,2025-07-13
SRR35089324|A/Great_black-backed_gull/MA/25-021407-023-original/2025|H5N1|USA-MA|Unknown|2025-07-04|wild_avian|D1.1,USA,MA,Unknown,2025-07-04
SRR35319688|A/Common_Eider/MA/25-021407-030-original/2025|H5N1|USA-MA|Unknown|2025-04-20|wild_avian|D1.1,USA,MA,Unknown,2025-04-20
SRR32415153|A/chicken/MD/25-003830-002-original/2025|H5N1|USA-MD|Unknown|2025-01-31|domestic_avian|D1.1,USA,MD,Unknown,2025-01-31
SRR32868593|A/chicken/MD/25-008577-002-original/2025|H5N1|USA-MD|Unknown|2025-03-10|domestic_avian|D1.1,USA,MD,Unknown,2025-03-10
SRR33125054|A/Mallard/MD/25-005882-005-original/2025|H5N1|USA-MD|Unknown|2025-01-30|wild_avian|D1.1,USA,MD,Unknown,2025-01-30
SRR33764507|A/chicken/MD/25-014921-001-original/2025|H5N1|USA-MD|Unknown|2025-05-06|domestic_avian|D1.1,USA,MD,Unknown,2025-05-06
SRR34710271|A/Turkey_Vulture/MD/25-019391-002-original/2025|H5N1|USA-MD|Unknown|2025-03-24|wild_avian|D1.1,USA,MD,Unknown,2025-03-24
SRR35705785|A/Vulture/MD/25-024862-001-original/2025|H5N1|USA-MD|Unknown|2025-09-10|wild_avian|D1.1,USA,MD,Unknown,2025-09-10
SRR36203399|A/Black_Vulture/MD/25-026167-001-original/2025|H5N1|USA-MD|Unknown|2025-09-26|wild_avian|D1.1,USA,MD,Unknown,2025-09-26
SRR32512597|A/canada_goose/ME/25-003295-004/2025|H5N1|USA-ME|York|2025-01-23|wild_avian|D1.1,USA,ME,York,2025-01-23
SRR32512599|A/canada_goose/ME/25-003295-001/2025|H5N1|USA-ME|York|2025-01-05|wild_avian|D1.1,USA,ME,York,2025-01-05
SRR33125120|A/mallard/ME/25-006143-001/2025|H5N1|USA-ME|Kennebec|2025-02-06|wild_avian|D1.1,USA,ME,Kennebec,2025-02-06
SRR33125151|A/mallard/ME/25-006144-064/2025|H5N1|USA-ME|York|2025-02-07|wild_avian|D1.1,USA,ME,York,2025-02-07
SRR36538185|A/Domestic_goose/ME/25G04880-003/2025|H5N1|USA-ME|Penobscot|2025-11-25|domestic_avian|D1.1,USA,ME,Penobscot,2025-11-25
SRR36538193|A/Domestic_chicken/ME/25G05080-001/2025|H5N1|USA-ME|Penobscot|2025-11-25|domestic_avian|D1.1,USA,ME,Penobscot,2025-11-25
SRR34710257|A/Bald_Eagle/ME/25-019392-005-original/2025|H5N1|USA-ME|Unknown|2025-03-27|wild_avian|D1.1,USA,ME,Unknown,2025-03-27
SRR34710269|A/Snowy_Owl/ME/25-019392-006-original/2025|H5N1|USA-ME|Unknown|2025-04-19|wild_avian|D1.1,USA,ME,Unknown,2025-04-19
SRR34980293|A/Common_Eider/ME/25-021406-010-original/2025|H5N1|USA-ME|Unknown|2025-07-03|wild_avian|D1.1,USA,ME,Unknown,2025-07-03
SRR34980362|A/Common_Eider/ME/25-021406-018-original/2025|H5N1|USA-ME|Unknown|2025-06-29|wild_avian|D1.1,USA,ME,Unknown,2025-06-29
SRR34980370|A/American_Crow/ME/25-021406-005-original/2025|H5N1|USA-ME|Unknown|2025-03-07|wild_avian|D1.1,USA,ME,Unknown,2025-03-07
SRR35151393|A/Common_Tern/ME/25-021406-008-original-repeat2/2025|H5N1|USA-ME|Unknown|2025-07-16|wild_avian|D1.1,USA,ME,Unknown,2025-07-16
SRR33370139|A/red_breasted_merganser/MI/25-011271-008/2025|H5N1|USA-MI|Allegan|2025-04-02|wild_avian|D1.1,USA,MI,Allegan,2025-04-02
SRR36212068|A/wood_duck/MI/25-025965-014/2025|H5N1|USA-MI|Saginaw|2025-09-18|wild_avian|D1.1,USA,MI,Saginaw,2025-09-18
SRR32512665|A/canada_goose/MI/25-004311-004/2025|H5N1|USA-MI|Washtenaw|2025-01-29|wild_avian|D1.1,USA,MI,Washtenaw,2025-01-29
SRR32512666|A/canada_goose/MI/25-004311-003/2025|H5N1|USA-MI|Shiawassee|2025-01-29|wild_avian|D1.1,USA,MI,Shiawassee,2025-01-29
SRR33508810|A/bufflehead/MI/25-004779-004/2025|H5N1|USA-MI|St_Clair|2025-02-05|wild_avian|D1.1,USA,MI,St_Clair,2025-02-05
SRR33508812|A/bald_eagle/MI/25-004779-002/2025|H5N1|USA-MI|Tuscola|2025-02-05|wild_avian|D1.1,USA,MI,Tuscola,2025-02-05
SRR33764590|A/bald_eagle/MI/25-013929-001/2025|H5N1|USA-MI|Manistee|2025-04-24|wild_avian|D1.1,USA,MI,Manistee,2025-04-24
SRR33993065|A/bald_eagle/MI/25-017061-002/2025|H5N1|USA-MI|Mason|2025-05-29|wild_avian|D1.1,USA,MI,Mason,2025-05-29
SRR33993066|A/bald_eagle/MI/25-017061-001/2025|H5N1|USA-MI|Osceola|2025-05-29|wild_avian|D1.1,USA,MI,Osceola,2025-05-29
SRR36211770|A/canada_goose/MI/25G01985-002/2025|H5N1|USA-MI|Isabella|2025-10-09|wild_avian|D1.1,USA,MI,Isabella,2025-10-09
SRR36211854|A/wood_duck/MI/25G01274-008/2025|H5N1|USA-MI|Saginaw|2025-09-23|wild_avian|D1.1,USA,MI,Saginaw,2025-09-23
SRR36212006|A/mallard_duck/MI/25G01983-007/2025|H5N1|USA-MI|Washtenaw|2025-10-03|wild_avian|D1.1,USA,MI,Washtenaw,2025-10-03
SRR36538286|A/bald_eagle/MI/25G04925-005/2025|H5N1|USA-MI|Newaygo|2025-11-24|wild_avian|D1.1,USA,MI,Newaygo,2025-11-24
SRR36538288|A/bald_eagle/MI/25G04925-001/2025|H5N1|USA-MI|Saginaw|2025-11-24|wild_avian|D1.1,USA,MI,Saginaw,2025-11-24
SRR36617866|A/trumpeter_swan/MI/24-036239-001/2024|H5N1|USA-MI|Eaton|2024-12-02|wild_avian|D1.1,USA,MI,Eaton,2024-12-02
SRR33508738|A/Great_Horned_Owl/MI/25-010812-002-original/2025|H5N1|USA-MI|Unknown|2025-03-26|wild_avian|D1.1,USA,MI,Unknown,2025-03-26
SRR34491425|A/canada_goose/MN/24-037100-001/2024|H5N1|USA-MN|Murray|2024-12-10|wild_avian|D1.1,USA,MN,Murray,2024-12-10
SRR34491441|A/american_coot/MN/24-032215-006/2024|H5N1|USA-MN|Itasca|2024-10-24|wild_avian|D1.1,USA,MN,Itasca,2024-10-24
SRR34491479|A/canvasback/MN/24-035695-001/2024|H5N1|USA-MN|Wabasha|2024-11-14|wild_avian|D1.1,USA,MN,Wabasha,2024-11-14
SRR34491480|A/ring_necked_duck/MN/24-035413-001/2024|H5N1|USA-MN|Cass|2024-11-14|wild_avian|D1.1,USA,MN,Cass,2024-11-14
SRR34491527|A/american_coot/MN/24-032215-004/2024|H5N1|USA-MN|Itasca|2024-10-24|wild_avian|D1.1,USA,MN,Itasca,2024-10-24
SRR36212111|A/mallard_duck/MN/25-025867-005/2025|H5N1|USA-MN|Scott|2025-09-15|wild_avian|D1.1,USA,MN,Scott,2025-09-15
SRR36212318|A/canada_goose/MN/25G01920-001/2025|H5N1|USA-MN|Otter_Tail|2025-09-29|wild_avian|D1.1,USA,MN,Otter_Tail,2025-09-29
SRR36212344|A/sandhill_crane/MN/25G02201-001/2025|H5N1|USA-MN|Hennepin|2025-10-06|wild_avian|D1.1,USA,MN,Hennepin,2025-10-06
SRR36406409|A/wood_duck/MN/25G04157-001/2025|H5N1|USA-MN|Anoka|2025-10-31|wild_avian|D1.1,USA,MN,Anoka,2025-10-31
SRR36406411|A/great_horned_owl/MN/25G04156-001/2025|H5N1|USA-MN|Kandiyohi|2025-11-10|wild_avian|D1.1,USA,MN,Kandiyohi,2025-11-10
SRR36406424|A/trumpeter_swan/MN/25G04483-001/2025|H5N1|USA-MN|Rice|2025-11-14|wild_avian|D1.1,USA,MN,Rice,2025-11-14
SRR36617403|A/canada_goose/MN/24-038291-006/2024|H5N1|USA-MN|Ramsey|2024-12-10|wild_avian|D1.1,USA,MN,Ramsey,2024-12-10
SRR32512844|A/chicken/MN/25-004931-004-original/2025|H5N1|USA-MN|Unknown|2025-02-08|domestic_avian|D1.1,USA,MN,Unknown,2025-02-08
SRR33029793|A/Trumpeter_Swan/MN/25-002569-001-original/2025|H5N1|USA-MN|Unknown|2025-01-12|wild_avian|D1.1,USA,MN,Unknown,2025-01-12
