trait	country	admin1	admin2	collection_date	latitude	longitude
SRR33764586|A/Great_Horned_Owl/CT/25-013382-001-original-repeat2/2025|H5N1|USA-CT|Unknown|2025-04-23|wild_avian|D1.1	USA	CT	Unknown	2025-04-23	42.0068686466135	-72.6721859987302
SRR36203383|A/Black_Vulture/CT/25G03770-001-original/2025|H5N1|USA-CT|Unknown|2025-11-10|wild_avian|D1.1	USA	CT	Unknown	2025-11-10	41.875942615059	-72.0544274473557
SRR32006864|A/chicken/DE/25-000201-001-original/2025|H5N1|USA-DE|Unknown|2025-01-02|domestic_avian|D1.1	USA	DE	Unknown	2025-01-02	39.5904289101103	-75.5887051692791
SRR32512885|A/chicken/DE/25-005230-002-original/2025|H5N1|USA-DE|Unknown|2025-02-10|domestic_avian|D1.1	USA	DE	Unknown	2025-02-10	39.6726895975197	-75.5658938294166
SRR32654186|A/chicken/DE/25-002825-001-original/2025|H5N1|USA-DE|Unknown|2025-01-25|domestic_avian|D1.1	USA	DE	Unknown	2025-01-25	38.8224739522852	-75.2296150262927
SRR36202234|A/chicken/DE/25G03562-002-original/2025|H5N1|USA-DE|Unknown|2025-11-06|domestic_avian|D1.1	USA	DE	Unknown	2025-11-06	38.8778287751484	-75.7195562444599
SRR36212136|A/Peregrine_Falcon/DE/25G02350-001-original/2025|H5N1|USA-DE|Unknown|2025-10-08|wild_avian|D1.1	USA	DE	Unknown	2025-10-08	38.8111242026679	-75.6886089028975
SRR32416454|A/bald_eagle/FL/25-003208-001/2025|H5N1|USA-FL|Lee|2025-01-27|wild_avian|D1.1	USA	FL	Lee	2025-01-27	26.4646704927287	-81.9289596394066
SRR33508814|A/lesser_scaup/FL/25-003912-002/2025|H5N1|USA-FL|Indian_River|2025-01-14|wild_avian|D1.1	USA	FL	Indian_River	2025-01-14	27.5681127480518	-80.5415135352121
SRR34491474|A/blue_winged_teal/FL/24-036665-008/2024|H5N1|USA-FL|Palm_Beach|2024-11-23|wild_avian|D1.1	USA	FL	Palm_Beach	2024-11-23	26.8870888134496	-80.7464794213496
SRR34491475|A/blue_winged_teal/FL/24-036665-004/2024|H5N1|USA-FL|Palm_Beach|2024-11-23|wild_avian|D1.1	USA	FL	Palm_Beach	2024-11-23	26.3379947771125	-80.1025119892098
SRR36406277|A/Fish_crow/FL/25G04379-001/2025|H5N1|USA-FL|Lee|2025-11-17|wild_avian|D1.1	USA	FL	Lee	2025-11-17	26.5036257836166	-82.0024198801422
SRR36538366|A/ring_necked_duck/FL/25G04963-061/2025|H5N1|USA-FL|Lake|2025-11-22|wild_avian|D1.1	USA	FL	Lake	2025-11-22	28.5105355492215	-81.780536027616
SRR36617659|A/green_winged_teal/FL/24-037597-003/2024|H5N1|USA-FL|St_Johns|2024-12-07|wild_avian|D1.1	USA	FL	Saint_Johns	2024-12-07	29.7405024017026	-81.3950455358101
SRR36628218|A/green_winged_teal/FL/24-037597-021/2024|H5N1|USA-FL|St_Johns|2024-12-07|wild_avian|D1.1	USA	FL	Saint_Johns	2024-12-07	30.048752287626	-81.3469326742591
SRR32653680|A/Canada_Goose/FL/25-004847-003-original/2025|H5N1|USA-FL|Unknown|2025-02-03|wild_avian|D1.1	USA	FL	Unknown	2025-02-03	25.9953677883448	-81.3436154368887
SRR33029789|A/Bald_Eagle/FL/25-009986-004-original/2025|H5N1|USA-FL|Unknown|2025-03-20|wild_avian|D1.1	USA	FL	Unknown	2025-03-20	28.8787138585784	-80.9494594183953
SRR33124756|A/chicken/FL/25-006816-001-original/2025|H5N1|USA-FL|Unknown|2025-02-25|domestic_avian|D1.1	USA	FL	Unknown	2025-02-25	27.5053022633231	-82.1083366634885
SRR33370194|A/Great_Horned_Owl/FL/25-012397-001-original/2025|H5N1|USA-FL|Unknown|2025-03-20|wild_avian|D1.1	USA	FL	Unknown	2025-03-20	27.8356956442646	-82.1826532273751
SRR36209051|A/Muscovy_Duck/FL/25G03354-001-original/2025|H5N1|USA-FL|Unknown|2025-10-30|wild_avian|D1.1	USA	FL	Unknown	2025-10-30	28.218925422985	-82.1596665973147
SRR36211970|A/Mottled_Duck/FL/25G01837-001-original/2025|H5N1|USA-FL|Unknown|2025-09-25|wild_avian|D1.1	USA	FL	Unknown	2025-09-25	27.5042601154745	-82.1246984429333
SRR36212429|A/blue-winged_Teal/FL/25-026196-001-original/2025|H5N1|USA-FL|Unknown|2025-09-24|wild_avian|D1.1	USA	FL	Unknown	2025-09-24	29.104240987037	-81.5371794978094
SRR36582243|A/american_green_winged_teal/GA/25G05285-010/2025|H5N1|USA-GA|McIntosh|2025-11-22|wild_avian|D1.1	USA	GA	McIntosh	2025-11-22	31.61868200637	-81.3240648342882
SRR32868886|A/bald_eagle/GA/25-007707-001/2025|H5N1|USA-GA|Walton|2025-03-03|wild_avian|D1.1	USA	GA	Walton	2025-03-03	33.8046190296257	-83.736018776202
SRR34270262|A/black_vulture/GA/25-017626-002/2025|H5N1|USA-GA|Monroe|2025-04-18|wild_avian|D1.1	USA	GA	Monroe	2025-04-18	32.9586537152535	-83.7746729224222
SRR36538281|A/black_vulture/GA/25G04368-001/2025|H5N1|USA-GA|Houston|2025-11-13|wild_avian|D1.1	USA	GA	Houston	2025-11-13	32.4051076592621	-83.7270678212559
SRR36617263|A/ring_necked_duck/GA/24-036176-005/2024|H5N1|USA-GA|Seminole|2024-11-23|wild_avian|D1.1	USA	GA	Seminole	2024-11-23	30.7687890994853	-84.8674576664872
SRR36617264|A/ring_necked_duck/GA/24-036176-004/2024|H5N1|USA-GA|Seminole|2024-11-23|wild_avian|D1.1	USA	GA	Seminole	2024-11-23	30.926670804842	-84.9029351895032
SRR36617304|A/bald_eagle/GA/25-001590-001/2024|H5N1|USA-GA|Fulton|2024-12-19|wild_avian|D1.1	USA	GA	Fulton	2024-12-19	34.0632317125603	-84.1787444397797
SRR36617408|A/bald_eagle/GA/24-038226-003/2024|H5N1|USA-GA|Glynn|2024-12-12|wild_avian|D1.1	USA	GA	Glynn	2024-12-12	31.3838024924186	-81.6244930477527
SRR32125549|A/chicken/GA/25-000538-001-original/2025|H5N1|USA-GA|Unknown|2025-01-06|domestic_avian|D1.1	USA	GA	Unknown	2025-01-06	33.715607012403	-84.3578956934781
SRR33125081|A/Black_Vulture/GA/25-005756-004-original/2025|H5N1|USA-GA|Unknown|2025-02-10|wild_avian|D1.1	USA	GA	Unknown	2025-02-10	33.8564958966564	-85.3660249051036
SRR33943918|A/Muscovy_Duck/GA/25-016493-001-original/2025|H5N1|USA-GA|Unknown|2025-05-10|wild_avian|D1.1	USA	GA	Unknown	2025-05-10	33.1993329070788	-83.0524599685871
SRR35949432|A/chicken/GA/25-024057-002-original/2025|H5N1|USA-GA|Unknown|2025-08-29|domestic_avian|D1.1	USA	GA	Unknown	2025-08-29	33.1158244543231	-84.1677805777885
SRR36162703|A/chicken/GA/25G02650-001-original/2025|H5N1|USA-GA|Unknown|2025-10-23|domestic_avian|D1.1	USA	GA	Unknown	2025-10-23	31.939742013364	-82.0486458494783
SRR32226692|A/Great_Horned_Owl/IA/25-000440-001/2025|H5N1|USA-IA|Polk|2025-01-05|wild_avian|D1.1	USA	IA	Polk	2025-01-05	41.7734131569731	-93.8109221131003
SRR34491401|A/mallard/IA/24-036924-003/2024|H5N1|USA-IA|Marion|2024-11-29|wild_avian|D1.1	USA	IA	Marion	2024-11-29	41.1819088176742	-92.8821082746823
SRR34491424|A/blue_jay/IA/24-037140-001/2024|H5N1|USA-IA|Cerro_Gordo|2024-12-10|wild_avian|D1.1	USA	IA	Cerro_Gordo	2024-12-10	43.1494048330991	-93.4157999331546
SRR36538358|A/snow_goose/IA/25G05071-001/2025|H5N1|USA-IA|Story|2025-12-03|wild_avian|D1.1	USA	IA	Story	2025-12-03	42.1996181407595	-93.2614344562829
SRR36617433|A/snow_goose/IA/24-037657-004/2024|H5N1|USA-IA|Woodbury|2024-12-10|wild_avian|D1.1	USA	IA	Woodbury	2024-12-10	42.3890359039672	-96.1747412215262
SRR36617578|A/red_tailed_hawk/IA/25-000527-002/2024|H5N1|USA-IA|Polk|2025-01-02|wild_avian|D1.1	USA	IA	Polk	2025-01-02	41.6706814845541	-93.6099099180641
SRR36628221|A/mallard_duck/IA/24-037337-003/2024|H5N1|USA-IA|Jackson|2024-11-26|wild_avian|D1.1	USA	IA	Jackson	2024-11-26	42.330633728581	-90.5630864738904
SRR32974022|A/Peregrine_Falcon/IA/25-009016-001-original/2025|H5N1|USA-IA|Unknown|2025-03-13|wild_avian|D1.1	USA	IA	Unknown	2025-03-13	42.8442380317288	-93.4010495100061
SRR33029828|A/cat/IA/25-010114-001-original/2025|H5N1|USA-IA|Unknown|2025-03-24|feline|D1.1	USA	IA	Unknown	2025-03-24	42.2530168173605	-90.9689324776055
SRR33125097|A/Snowy_Owl/IA/25-005856-001-original/2025|H5N1|USA-IA|Unknown|2025-02-18|wild_avian|D1.1	USA	IA	Unknown	2025-02-18	41.3564860888379	-93.8736386690551
SRR33370176|A/Trumpeter_Swan/IA/25-011816-001-original/2025|H5N1|USA-IA|Unknown|2025-04-08|wild_avian|D1.1	USA	IA	Unknown	2025-04-08	42.3022147000949	-95.6432093627904
SRR33764581|A/Turkey_Vulture/IA/25-014877-002-original/2025|H5N1|USA-IA|Unknown|2025-05-07|wild_avian|D1.1	USA	IA	Unknown	2025-05-07	41.5144126144751	-92.1412567296515
SRR33764582|A/Turkey_Vulture/IA/25-014877-001-original/2025|H5N1|USA-IA|Unknown|2025-05-07|wild_avian|D1.1	USA	IA	Unknown	2025-05-07	42.8386568509242	-92.5186495998274
SRR36209083|A/Green-winged_Teal/IA/25G03115-001-original/2025|H5N1|USA-IA|Unknown|2025-10-17|wild_avian|D1.1	USA	IA	Unknown	2025-10-17	41.7605161158001	-92.7320139911519
SRR36211924|A/Red-tailed_Hawk/IA/25-025278-001-original/2025|H5N1|USA-IA|Unknown|2025-09-16|wild_avian|D1.1	USA	IA	Unknown	2025-09-16	42.1189493180532	-90.844624748315
SRR32254472|A/red_tailed_hawk/ID/25-001246-001/2025|H5N1|USA-ID|Unknown|2025-01-06|wild_avian|D1.1	USA	ID	Unknown	2025-01-06	47.1503128504364	-117.032932965994
SRR33508721|A/snow_goose/ID/24-037540-001/2024|H5N1|USA-ID|Canyon|2024-12-10|wild_avian|D1.1	USA	ID	Canyon	2024-12-10	43.444406214777	-116.689054410803
SRR34491487|A/trumpeter_swan/ID/24-034853-004/2024|H5N1|USA-ID|Jefferson|2024-11-13|wild_avian|D1.1	USA	ID	Jefferson	2024-11-13	43.9648011258784	-112.477533415292
SRR34491488|A/trumpeter_swan/ID/24-034853-002/2024|H5N1|USA-ID|Jefferson|2024-11-13|wild_avian|D1.1	USA	ID	Jefferson	2024-11-13	43.6605756346083	-112.083306037397
SRR35949988|A/duck_mallard/ID/25-023507-024/2025|H5N1|USA-ID|Cassia|2025-08-14|wild_avian|D1.1	USA	ID	Cassia	2025-08-14	42.6026678598743	-113.242883265162
SRR36406329|A/trumpeter_swan/ID/25G04021-001/2025|H5N1|USA-ID|Ada|2025-11-12|wild_avian|D1.1	USA	ID	Ada	2025-11-12	43.7809404848291	-116.278918553927
SRR36406343|A/trumpeter_swan/ID/25G03984-001/2025|H5N1|USA-ID|Bannock|2025-11-10|wild_avian|D1.1	USA	ID	Bannock	2025-11-10	42.7070816738642	-112.346369147016
SRR36617414|A/snow_goose/ID/24-038179-001/2024|H5N1|USA-ID|Owyhee|2024-12-16|wild_avian|D1.1	USA	ID	Owyhee	2024-12-16	43.0700509974787	-116.312903704356
SRR32125547|A/chicken/ID/25-000539-001-original/2025|H5N1|USA-ID|Unknown|2025-01-06|domestic_avian|D1.1	USA	ID	Unknown	2025-01-06	46.2204149935293	-115.433167984748
SRR32804615|A/cat/ID/25-007150-001-original/2025|H5N1|USA-ID|Unknown|2025-02-21|feline|D1.1	USA	ID	Unknown	2025-02-21	46.3711173727387	-115.639056885124
SRR33682316|A/Red-tailed_Hawk/ID/25-014530-001-original/2025|H5N1|USA-ID|Unknown|2025-04-25|wild_avian|D1.1	USA	ID	Unknown	2025-04-25	45.6349957981332	-115.595483936916
SRR33682328|A/Great_Horned_Owl/ID/25-014531-001-original/2025|H5N1|USA-ID|Unknown|2025-04-25|wild_avian|D1.1	USA	ID	Unknown	2025-04-25	43.8181854763094	-113.574222846879
SRR35705730|A/Mallard_Duck/ID/25-024960-007-original/2025|H5N1|USA-ID|Unknown|2025-09-04|wild_avian|D1.1	USA	ID	Unknown	2025-09-04	45.6421322120225	-113.896253419093
SRR36162806|A/Peafowl/ID/25G01896-003-original/2025|H5N1|USA-ID|Unknown|2025-10-07|wild_avian|D1.1	USA	ID	Unknown	2025-10-07	44.8456635880188	-114.391080205692
SRR36162812|A/Guinea_Fowl/ID/25G01895-002-original/2025|H5N1|USA-ID|Unknown|2025-10-07|domestic_avian|D1.1	USA	ID	Unknown	2025-10-07	44.5187758096621	-112.148364509654
SRR32226683|A/Canada_Goose/IL/25-000616-010/2025|H5N1|USA-IL|Cook|2025-01-02|wild_avian|D1.1	USA	IL	Cook	2025-01-02	41.9972718405317	-87.9280563421413
SRR32226691|A/Canada_Goose/IL/25-000616-002/2025|H5N1|USA-IL|Cook|2025-01-02|wild_avian|D1.1	USA	IL	Cook	2025-01-02	41.5556563775641	-87.6850489244371
SRR32653607|A/red_breasted_merganser/IL/25-005366-003/2025|H5N1|USA-IL|Cook|2025-02-06|wild_avian|D1.1	USA	IL	Cook	2025-02-06	42.1521521064608	-88.1528353302425
SRR32868800|A/herring_gull/IL/25-007474-006/2025|H5N1|USA-IL|Cook|2025-02-14|wild_avian|D1.1	USA	IL	Cook	2025-02-14	42.0893382680162	-87.9989960498295
SRR34425894|A/Peregrine_falcon/IL/25-018249-001/2025|H5N1|USA-IL|DuPage|2025-06-11|wild_avian|D1.1	USA	IL	Dupage	2025-06-11	41.9006807296872	-87.9911562754512
SRR34491566|A/northern_pintail/IL/24-035154-001/2024|H5N1|USA-IL|Clinton|2024-11-17|wild_avian|D1.1	USA	IL	Clinton	2024-11-17	38.4949621844156	-89.6530595102608
SRR34491574|A/green_winged_teal/IL/24-035153-025/2024|H5N1|USA-IL|Clinton|2024-11-16|wild_avian|D1.1	USA	IL	Clinton	2024-11-16	38.4658505007322	-89.7036916378586
SRR36406371|A/canvasback_duck/IL/25G04631-002/2025|H5N1|USA-IL|Jefferson|2025-11-16|wild_avian|D1.1	USA	IL	Jefferson	2025-11-16	38.2890429453837	-88.8486131802076
SRR36406429|A/mallard_duck/IL/25G04430-008/2025|H5N1|USA-IL|Clinton|2025-11-17|wild_avian|D1.1	USA	IL	Clinton	2025-11-17	38.5562481652087	-89.6760198109302
SRR36617388|A/trumpeter_swan/IL/24-038496-001/2024|H5N1|USA-IL|Pike|2024-12-18|wild_avian|D1.1	USA	IL	Pike	2024-12-18	39.4459440492876	-90.7248433688576
SRR36628220|A/american_wigeon/IL/24-037535-005/2024|H5N1|USA-IL|Fulton|2024-12-09|wild_avian|D1.1	USA	IL	Fulton	2024-12-09	40.4125821849266	-90.1528130483591
SRR32973826|A/chicken/IL/25-009367-001-original/2025|H5N1|USA-IL|Unknown|2025-03-12|domestic_avian|D1.1	USA	IL	Unknown	2025-03-12	40.3992773883871	-88.2059565728769
SRR33508852|A/Turkey/IL/25-009630-001-original/2025|H5N1|USA-IL|Unknown|2025-03-18|domestic_avian|D1.1	USA	IL	Unknown	2025-03-18	40.5755797015292	-89.0702328546624
SRR33564627|A/Guineafowl/IL/25-014146-002-original/2025|H5N1|USA-IL|Unknown|2025-04-30|domestic_avian|D1.1	USA	IL	Unknown	2025-04-30	40.1877010486233	-89.2012285544577
SRR35705728|A/blue-winged_Teal/IL/25-025061-004-original/2025|H5N1|USA-IL|Unknown|2025-09-06|wild_avian|D1.1	USA	IL	Unknown	2025-09-06	39.6436086946942	-89.1263485875438
SRR36162674|A/Domestic_Duck/IL/25G03338-009-original/2025|H5N1|USA-IL|Unknown|2025-10-03|domestic_avian|D1.1	USA	IL	Unknown	2025-10-03	41.6019325048636	-88.5399258665025
SRR36162678|A/chicken/IL/25G03338-005-original/2025|H5N1|USA-IL|Unknown|2025-10-03|domestic_avian|D1.1	USA	IL	Unknown	2025-10-03	42.0187312024925	-89.4956451837456
SRR36212424|A/Canada_Goose/IL/25-026184-001-original/2025|H5N1|USA-IL|Unknown|2025-09-25|wild_avian|D1.1	USA	IL	Unknown	2025-09-25	40.4459170505054	-89.7196157940291
SRR36209119|A/black_vulture/IN/25G01855-003/2025|H5N1|USA-IN|Franklin|2025-10-01|wild_avian|D1.1	USA	IN	Franklin	2025-10-01	39.3121300544589	-85.1796867836533
SRR34491436|A/snow_goose/IN/24-037289-004/2024|H5N1|USA-IN|Gibson|2024-12-06|wild_avian|D1.1	USA	IN	Gibson	2024-12-06	38.3957822691066	-87.453517251068
SRR36203391|A/wood_duck/IN/25G03805-006/2025|H5N1|USA-IN|Newton|2025-11-08|wild_avian|D1.1	USA	IN	Newton	2025-11-08	40.8247637515084	-87.459218197071
SRR36211652|A/canada_goose/IN/25G02680-001/2025|H5N1|USA-IN|Johnson|2025-10-21|wild_avian|D1.1	USA	IN	Johnson	2025-10-21	39.362950562271	-85.998122492621
SRR36538290|A/bald_eagle/IN/25G04807-001/2025|H5N1|USA-IN|Hamilton|2025-11-08|wild_avian|D1.1	USA	IN	Hamilton	2025-11-08	39.9783763753162	-86.0039951873888
SRR36617246|A/snow_goose/IN/24-037868-001/2024|H5N1|USA-IN|Lake|2024-12-09|wild_avian|D1.1	USA	IN	Lake	2024-12-09	41.3243079563212	-87.3123540622011
SRR32654185|A/chicken/IN/25-002875-001-original/2025|H5N1|USA-IN|Unknown|2025-01-25|domestic_avian|D1.1	USA	IN	Unknown	2025-01-25	40.5651844600098	-87.5045724181566
SRR32868618|A/chicken/IN/25-008062-001-original/2025|H5N1|USA-IN|Unknown|2025-03-06|domestic_avian|D1.1	USA	IN	Unknown	2025-03-06	39.0828777685632	-87.5477146752364
SRR32868795|A/Bald_Eagle/IN/25-007837-001-original/2025|H5N1|USA-IN|Unknown|2025-03-03|wild_avian|D1.1	USA	IN	Unknown	2025-03-03	39.3066401866293	-86.4613163589575
SRR33564631|A/chicken/IN/25-014151-001-original/2025|H5N1|USA-IN|Unknown|2025-04-30|domestic_avian|D1.1	USA	IN	Unknown	2025-04-30	40.4005145398541	-85.5491220020373
SRR33682307|A/Turkey_Vulture/IN/25-014056-001-original/2025|H5N1|USA-IN|Unknown|2025-04-11|wild_avian|D1.1	USA	IN	Unknown	2025-04-11	38.9702974767986	-85.8574767992466
SRR36212441|A/Black_Vulture/IN/25G01314-001-original/2025|H5N1|USA-IN|Unknown|2025-09-24|wild_avian|D1.1	USA	IN	Unknown	2025-09-24	38.4404095307155	-86.3028407207094
SRR36582213|A/snow_goose/KS/25G05234-001/2025|H5N1|USA-KS|Riley|2025-12-02|wild_avian|D1.1	USA	KS	Riley	2025-12-02	39.1442811109577	-96.5807586222519
SRR34491382|A/snow_goose/KS/24-036679-005/2024|H5N1|USA-KS|Montgomery|2024-12-02|wild_avian|D1.1	USA	KS	Montgomery	2024-12-02	37.1302223078714	-95.5537608829362
SRR34491498|A/green_winged_teal/KS/24-034557-008/2024|H5N1|USA-KS|Neosho|2024-11-09|wild_avian|D1.1	USA	KS	Neosho	2024-11-09	37.6094003969351	-95.1340623898163
SRR34491499|A/green_winged_teal/KS/24-034556-004/2024|H5N1|USA-KS|Crawford|2024-11-09|wild_avian|D1.1	USA	KS	Crawford	2024-11-09	37.5595621670367	-94.6584402092531
SRR36211782|A/blue_winged_teal/KS/25-025843-038/2025|H5N1|USA-KS|Barton|2025-09-13|wild_avian|D1.1	USA	KS	Barton	2025-09-13	38.3012781188004	-98.995754218991
SRR36211787|A/blue_winged_teal/KS/25-025843-026/2025|H5N1|USA-KS|Barton|2025-09-13|wild_avian|D1.1	USA	KS	Barton	2025-09-13	38.5204741159493	-98.7616185922954
SRR36211847|A/american_blue_winged_teal/KS/25G02173-002/2025|H5N1|USA-KS|McPherson|2025-10-11|wild_avian|D1.1	USA	KS	McPherson	2025-10-11	38.5065300031697	-97.6399811856648
SRR36406324|A/gadwall/KS/25G04225-001/2025|H5N1|USA-KS|Neosho|2025-11-08|wild_avian|D1.1	USA	KS	Neosho	2025-11-08	37.6291987773394	-95.3682049379779
SRR36406423|A/canada_goose/KS/25G02613-001/2025|H5N1|USA-KS|Butler|2025-10-10|wild_avian|D1.1	USA	KS	Butler	2025-10-10	37.9320537777452	-96.9269954114333
SRR36538311|A/gadwall/KS/25G04225-031/2025|H5N1|USA-KS|Neosho|2025-11-08|wild_avian|D1.1	USA	KS	Neosho	2025-11-08	37.6042176836817	-95.4798488764297
SRR36617797|A/snow_goose/KS/24-038036-002/2024|H5N1|USA-KS|Mitchell|2024-12-12|wild_avian|D1.1	USA	KS	Mitchell	2024-12-12	39.5143729579457	-98.1550918633603
SRR32653665|A/cat/KS/25-005576-002-original/2025|H5N1|USA-KS|Unknown|2025-02-07|feline|D1.1	USA	KS	Unknown	2025-02-07	37.0893851099471	-100.479696824508
SRR32804611|A/cat/KS/25-007581-001-original/2025|H5N1|USA-KS|Unknown|2025-02-27|feline|D1.1	USA	KS	Unknown	2025-02-27	37.6613340238705	-95.3409844257415
SRR32974002|A/Skunk/KS/25-008665-001-original/2025|H5N1|USA-KS|Unknown|2025-03-03|other_mammal|D1.1	USA	KS	Unknown	2025-03-03	37.7358801754139	-95.1887974488358
SRR33029751|A/chicken/KS/25-009496-002-original/2025|H5N1|USA-KS|Unknown|2025-03-18|domestic_avian|D1.1	USA	KS	Unknown	2025-03-18	38.6066207689203	-98.4807931186748
SRR33682350|A/Bobcat/KS/25-014574-001-original/2025|H5N1|USA-KS|Unknown|2025-01-30|feline|D1.1	USA	KS	Unknown	2025-01-30	37.7677656255542	-96.3856368681769
SRR33476805|A/black_vulture/KY/25-013218-001/2025|H5N1|USA-KY|Mason|2025-04-10|wild_avian|D1.1	USA	KY	Mason	2025-04-10	38.6418148294147	-83.7810794825597
SRR33476809|A/canada_goose/KY/25-013218-002/2025|H5N1|USA-KY|Mason|2025-04-10|wild_avian|D1.1	USA	KY	Mason	2025-04-10	38.6095931994587	-83.768503438574
SRR36538272|A/black_vulture/KY/25G04374-002/2025|H5N1|USA-KY|Grant|2025-10-27|wild_avian|D1.1	USA	KY	Grant	2025-10-27	38.7299884368453	-84.6826799144572
SRR36538273|A/black_vulture/KY/25G04374-001/2025|H5N1|USA-KY|Grant|2025-10-27|wild_avian|D1.1	USA	KY	Grant	2025-10-27	38.740189494616	-84.5766626538194
SRR32512591|A/canada_goose/KY/25-004132-002/2025|H5N1|USA-KY|Kenton|2025-01-22|wild_avian|D1.1	USA	KY	Kenton	2025-01-22	38.8760755345726	-84.5273259953384
SRR32974113|A/turkey_vulture/KY/25-009319-001/2025|H5N1|USA-KY|Oldham|2025-03-06|wild_avian|D1.1	USA	KY	Oldham	2025-03-06	38.3582068426464	-85.3469099511809
SRR33029806|A/raccoon/KY/25-006499-002/2025|H5N1|USA-KY|Boone|2025-01-22|other_mammal|D1.1	USA	KY	Boone	2025-01-22	39.0250621689801	-84.8177101989142
SRR34491531|A/snow_goose/KY/24-036682-002/2024|H5N1|USA-KY|Henderson|2024-12-04|wild_avian|D1.1	USA	KY	Henderson	2024-12-04	37.8511444718959	-87.4767344381536
SRR36617765|A/ring_necked_duck/KY/24-038721-028/2024|H5N1|USA-KY|Ballard|2024-12-14|wild_avian|D1.1	USA	KY	Ballard	2024-12-14	37.0705533656359	-88.9225293420056
SRR33319056|A/Great_Horned_Owl/KY/25-006499-001-original-repeat/2025|H5N1|USA-KY|Unknown|2025-02-12|wild_avian|D1.1	USA	KY	Unknown	2025-02-12	36.5955007374786	-88.381247965073
SRR36212433|A/Black_Vulture/KY/25G01831-001-original/2025|H5N1|USA-KY|Unknown|2025-09-25|wild_avian|D1.1	USA	KY	Unknown	2025-09-25	37.6716001356221	-87.7872549965174
SRR32416436|A/mallard/LA/25-001905-003/2025|H5N1|USA-LA|Richland|2025-01-07|wild_avian|D1.1	USA	LA	Richland	2025-01-07	32.4646280776563	-91.5103808222496
SRR32513218|A/vulture/LA/25-003600-001/2025|H5N1|USA-LA|Orleans|2025-01-27|wild_avian|D1.1	USA	LA	Orleans	2025-01-27	30.0250746234647	-90.1054763809553
SRR34491454|A/blue_winged_teal/LA/24-035708-014/2024|H5N1|USA-LA|Cameron|2024-11-25|wild_avian|D1.1	USA	LA	Cameron	2024-11-25	29.88124805844	-93.5426445556063
SRR34491460|A/blue_winged_teal/LA/24-035708-007/2024|H5N1|USA-LA|Cameron|2024-11-25|wild_avian|D1.1	USA	LA	Cameron	2024-11-25	29.8029353090033	-92.6884589755303
SRR34491514|A/snow_goose/LA/24-036681-005/2024|H5N1|USA-LA|Cameron|2024-12-05|wild_avian|D1.1	USA	LA	Cameron	2024-12-05	29.7575571043313	-93.7995355000136
SRR34491517|A/snow_goose/LA/24-036681-003/2024|H5N1|USA-LA|Cameron|2024-12-05|wild_avian|D1.1	USA	LA	Cameron	2024-12-05	30.029432168767	-93.4092751136638
SRR36538417|A/ross_s_goose/LA/25G04375-002/2025|H5N1|USA-LA|Vernon|2025-11-12|wild_avian|D1.1	USA	LA	Vernon	2025-11-12	31.1060579528371	-93.018910803902
SRR32415110|A/chicken/LA/25-004414-001-original/2025|H5N1|USA-LA|Unknown|2025-02-03|domestic_avian|D1.1	USA	LA	Unknown	2025-02-03	30.2850813662534	-91.0130597650856
SRR36211605|A/American_blue-winged_Teal/LA/25G01386-003-original/2025|H5N1|USA-LA|Unknown|2025-09-22|wild_avian|D1.1	USA	LA	Unknown	2025-09-22	29.8541381059554	-90.8987881758163
SRR32512553|A/canada_goose/MA/25-003297-004/2025|H5N1|USA-MA|Plymouth|2025-01-22|wild_avian|D1.1	USA	MA	Plymouth	2025-01-22	41.9915015277598	-70.9188152058805
SRR32512620|A/great_horned_owl/MA/25-003297-003/2025|H5N1|USA-MA|Barnstable|2025-01-22|wild_avian|D1.1	USA	MA	Barnstable	2025-01-22	41.7168565832899	-70.1531357546962
SRR32804565|A/mallard/MA/25-006665-001/2025|H5N1|USA-MA|Worcester|2025-02-18|wild_avian|D1.1	USA	MA	Worcester	2025-02-18	42.0743570087132	-71.9087063895453
SRR32868847|A/bufflehead/MA/25-007118-042/2025|H5N1|USA-MA|Barnstable|2025-02-06|wild_avian|D1.1	USA	MA	Barnstable	2025-02-06	41.7024109532517	-70.1887907626213
SRR33508772|A/black_vulture/MA/25-010531-001/2025|H5N1|USA-MA|Harford|2025-03-24|wild_avian|D1.1	USA	MD	Harford	2025-03-24	39.4266087127987	-76.1597048075015
SRR34710268|A/red_tailed_hawk/MA/25-019390-004/2025|H5N1|USA-MA|Middlesex|2025-03-01|wild_avian|D1.1	USA	MA	Middlesex	2025-03-01	42.4889376883178	-71.1967052345899
SRR36617325|A/snow_goose/MA/25-001222-002/2024|H5N1|USA-MA|Dorchester|2024-12-31|wild_avian|D1.1	USA	MD	Dorchester	2024-12-31	38.400942206054	-75.9547167115841
SRR36617326|A/snow_goose/MA/25-001222-001/2024|H5N1|USA-MA|Dorchester|2024-12-31|wild_avian|D1.1	USA	MD	Dorchester	2024-12-31	38.6336837920538	-75.9135638889171
SRR33764587|A/Fox/MA/25-015209-001-original/2025|H5N1|USA-MA|Unknown|2025-05-05|other_mammal|D1.1	USA	MA	Unknown	2025-05-05	41.8315374113567	-71.2355278161966
SRR34710258|A/Common_Eider/MA/25-019390-025-original/2025|H5N1|USA-MA|Unknown|2025-06-02|wild_avian|D1.1	USA	MA	Unknown	2025-06-02	42.5682978909846	-72.1054414450661
