trait	country	admin1	admin2	collection_date	latitude	longitude
SRR34710290|A/Great_Black-Backed_Gull/MA/25-019390-021-original/2025|H5N1|USA-MA|Unknown|2025-05-16|wild_avian|D1.1	USA	MA	Unknown	2025-05-16	42.6128659661264	-72.1909130918882
SRR35089323|A/Great_black-backed_gull/MA/25-021407-024-original/2025|H5N1|USA-MA|Unknown|2025-07-13|wild_avian|D1.1	USA	MA	Unknown	2025-07-13	41.8373334963886	-70.8779631055185
SRR35089324|A/Great_black-backed_gull/MA/25-021407-023-original/2025|H5N1|USA-MA|Unknown|2025-07-04|wild_avian|D1.1	USA	MA	Unknown	2025-07-04	42.1652091189754	-72.4289267536013
SRR35319688|A/Common_Eider/MA/25-021407-030-original/2025|H5N1|USA-MA|Unknown|2025-04-20|wild_avian|D1.1	USA	MA	Unknown	2025-04-20	42.2315393272315	-72.1792401005212
SRR32415153|A/chicken/MD/25-003830-002-original/2025|H5N1|USA-MD|Unknown|2025-01-31|domestic_avian|D1.1	USA	MD	Unknown	2025-01-31	39.1919531116819	-76.8539311390042
SRR32868593|A/chicken/MD/25-008577-002-original/2025|H5N1|USA-MD|Unknown|2025-03-10|domestic_avian|D1.1	USA	MD	Unknown	2025-03-10	39.7157158687236	-78.9656468617275
SRR33125054|A/Mallard/MD/25-005882-005-original/2025|H5N1|USA-MD|Unknown|2025-01-30|wild_avian|D1.1	USA	MD	Unknown	2025-01-30	38.3185256451256	-76.5172898218275
SRR33764507|A/chicken/MD/25-014921-001-original/2025|H5N1|USA-MD|Unknown|2025-05-06|domestic_avian|D1.1	USA	MD	Unknown	2025-05-06	39.7080929011557	-77.056171897861
SRR34710271|A/Turkey_Vulture/MD/25-019391-002-original/2025|H5N1|USA-MD|Unknown|2025-03-24|wild_avian|D1.1	USA	MD	Unknown	2025-03-24	38.8165043241695	-75.7413230124062
SRR35705785|A/Vulture/MD/25-024862-001-original/2025|H5N1|USA-MD|Unknown|2025-09-10|wild_avian|D1.1	USA	MD	Unknown	2025-09-10	39.5187957846552	-78.9924661000691
SRR36203399|A/Black_Vulture/MD/25-026167-001-original/2025|H5N1|USA-MD|Unknown|2025-09-26|wild_avian|D1.1	USA	MD	Unknown	2025-09-26	39.3544439984378	-76.8733685047784
SRR32512597|A/canada_goose/ME/25-003295-004/2025|H5N1|USA-ME|York|2025-01-23|wild_avian|D1.1	USA	ME	York	2025-01-23	43.5037896036848	-70.7427815393575
SRR32512599|A/canada_goose/ME/25-003295-001/2025|H5N1|USA-ME|York|2025-01-05|wild_avian|D1.1	USA	ME	York	2025-01-05	43.4141855746672	-70.6608384859883
SRR33125120|A/mallard/ME/25-006143-001/2025|H5N1|USA-ME|Kennebec|2025-02-06|wild_avian|D1.1	USA	ME	Kennebec	2025-02-06	44.3008739673837	-69.6509024158363
SRR33125151|A/mallard/ME/25-006144-064/2025|H5N1|USA-ME|York|2025-02-07|wild_avian|D1.1	USA	ME	York	2025-02-07	43.7851989450296	-70.7855556204736
SRR36538185|A/Domestic_goose/ME/25G04880-003/2025|H5N1|USA-ME|Penobscot|2025-11-25|domestic_avian|D1.1	USA	ME	Penobscot	2025-11-25	45.2726025059842	-68.1644492942119
SRR36538193|A/Domestic_chicken/ME/25G05080-001/2025|H5N1|USA-ME|Penobscot|2025-11-25|domestic_avian|D1.1	USA	ME	Penobscot	2025-11-25	46.3217337260263	-68.7808747608276
SRR34710257|A/Bald_Eagle/ME/25-019392-005-original/2025|H5N1|USA-ME|Unknown|2025-03-27|wild_avian|D1.1	USA	ME	Unknown	2025-03-27	44.8412669395221	-70.2019800616942
SRR34710269|A/Snowy_Owl/ME/25-019392-006-original/2025|H5N1|USA-ME|Unknown|2025-04-19|wild_avian|D1.1	USA	ME	Unknown	2025-04-19	44.8343210638028	-69.1287045031384
SRR34980293|A/Common_Eider/ME/25-021406-010-original/2025|H5N1|USA-ME|Unknown|2025-07-03|wild_avian|D1.1	USA	ME	Unknown	2025-07-03	45.8115410747922	-68.6397037366356
SRR34980362|A/Common_Eider/ME/25-021406-018-original/2025|H5N1|USA-ME|Unknown|2025-06-29|wild_avian|D1.1	USA	ME	Unknown	2025-06-29	44.1566365606061	-69.7905105808183
SRR34980370|A/American_Crow/ME/25-021406-005-original/2025|H5N1|USA-ME|Unknown|2025-03-07|wild_avian|D1.1	USA	ME	Unknown	2025-03-07	44.1899383951524	-69.8630744536092
SRR35151393|A/Common_Tern/ME/25-021406-008-original-repeat2/2025|H5N1|USA-ME|Unknown|2025-07-16|wild_avian|D1.1	USA	ME	Unknown	2025-07-16	43.8624441431898	-70.2812535551249
SRR33370139|A/red_breasted_merganser/MI/25-011271-008/2025|H5N1|USA-MI|Allegan|2025-04-02|wild_avian|D1.1	USA	MI	Allegan	2025-04-02	42.614813619536	-86.1019220414406
SRR36212068|A/wood_duck/MI/25-025965-014/2025|H5N1|USA-MI|Saginaw|2025-09-18|wild_avian|D1.1	USA	MI	Saginaw	2025-09-18	43.3888872061774	-84.0514828393444
SRR32512665|A/canada_goose/MI/25-004311-004/2025|H5N1|USA-MI|Washtenaw|2025-01-29|wild_avian|D1.1	USA	MI	Washtenaw	2025-01-29	42.4236836227922	-83.6549555526778
SRR32512666|A/canada_goose/MI/25-004311-003/2025|H5N1|USA-MI|Shiawassee|2025-01-29|wild_avian|D1.1	USA	MI	Shiawassee	2025-01-29	42.9528031512672	-84.1329911989723
SRR33508810|A/bufflehead/MI/25-004779-004/2025|H5N1|USA-MI|St_Clair|2025-02-05|wild_avian|D1.1	USA	MI	Saint_Clair	2025-02-05	42.6364547177875	-82.6018482840092
SRR33508812|A/bald_eagle/MI/25-004779-002/2025|H5N1|USA-MI|Tuscola|2025-02-05|wild_avian|D1.1	USA	MI	Tuscola	2025-02-05	43.4625086402759	-83.5448223034361
SRR33764590|A/bald_eagle/MI/25-013929-001/2025|H5N1|USA-MI|Manistee|2025-04-24|wild_avian|D1.1	USA	MI	Manistee	2025-04-24	44.2775143915345	-86.2975388773216
SRR33993065|A/bald_eagle/MI/25-017061-002/2025|H5N1|USA-MI|Mason|2025-05-29|wild_avian|D1.1	USA	MI	Mason	2025-05-29	43.9387229261052	-86.1486855910321
SRR33993066|A/bald_eagle/MI/25-017061-001/2025|H5N1|USA-MI|Osceola|2025-05-29|wild_avian|D1.1	USA	MI	Osceola	2025-05-29	43.9338941219364	-85.3983925266805
SRR36211770|A/canada_goose/MI/25G01985-002/2025|H5N1|USA-MI|Isabella|2025-10-09|wild_avian|D1.1	USA	MI	Isabella	2025-10-09	43.5321518125232	-84.9426070459649
SRR36211854|A/wood_duck/MI/25G01274-008/2025|H5N1|USA-MI|Saginaw|2025-09-23|wild_avian|D1.1	USA	MI	Saginaw	2025-09-23	43.2495710446144	-83.7417184908145
SRR36212006|A/mallard_duck/MI/25G01983-007/2025|H5N1|USA-MI|Washtenaw|2025-10-03|wild_avian|D1.1	USA	MI	Washtenaw	2025-10-03	42.1760632378849	-84.0175988391208
SRR36538286|A/bald_eagle/MI/25G04925-005/2025|H5N1|USA-MI|Newaygo|2025-11-24|wild_avian|D1.1	USA	MI	Newaygo	2025-11-24	43.4306149023279	-86.0004706517148
SRR36538288|A/bald_eagle/MI/25G04925-001/2025|H5N1|USA-MI|Saginaw|2025-11-24|wild_avian|D1.1	USA	MI	Saginaw	2025-11-24	43.3743505038303	-83.8793530576163
SRR36617866|A/trumpeter_swan/MI/24-036239-001/2024|H5N1|USA-MI|Eaton|2024-12-02|wild_avian|D1.1	USA	MI	Eaton	2024-12-02	42.6207446665876	-84.9042380136884
SRR33508738|A/Great_Horned_Owl/MI/25-010812-002-original/2025|H5N1|USA-MI|Unknown|2025-03-26|wild_avian|D1.1	USA	MI	Unknown	2025-03-26	45.2575779323622	-85.1551871904557
SRR34491425|A/canada_goose/MN/24-037100-001/2024|H5N1|USA-MN|Murray|2024-12-10|wild_avian|D1.1	USA	MN	Murray	2024-12-10	44.1404980347734	-96.0419596040643
SRR34491441|A/american_coot/MN/24-032215-006/2024|H5N1|USA-MN|Itasca|2024-10-24|wild_avian|D1.1	USA	MN	Itasca	2024-10-24	47.1287004427561	-93.6858050665415
SRR34491479|A/canvasback/MN/24-035695-001/2024|H5N1|USA-MN|Wabasha|2024-11-14|wild_avian|D1.1	USA	MN	Wabasha	2024-11-14	44.2453844548059	-92.1848962838439
SRR34491480|A/ring_necked_duck/MN/24-035413-001/2024|H5N1|USA-MN|Cass|2024-11-14|wild_avian|D1.1	USA	MN	Cass	2024-11-14	47.1558619266128	-93.8634542494919
SRR34491527|A/american_coot/MN/24-032215-004/2024|H5N1|USA-MN|Itasca|2024-10-24|wild_avian|D1.1	USA	MN	Itasca	2024-10-24	47.4899929067325	-93.5006489800112
SRR36212111|A/mallard_duck/MN/25-025867-005/2025|H5N1|USA-MN|Scott|2025-09-15|wild_avian|D1.1	USA	MN	Scott	2025-09-15	44.6683143508239	-93.4896914347208
SRR36212318|A/canada_goose/MN/25G01920-001/2025|H5N1|USA-MN|Otter_Tail|2025-09-29|wild_avian|D1.1	USA	MN	Otter_Tail	2025-09-29	46.4671188033682	-96.0394413157831
SRR36212344|A/sandhill_crane/MN/25G02201-001/2025|H5N1|USA-MN|Hennepin|2025-10-06|wild_avian|D1.1	USA	MN	Hennepin	2025-10-06	45.1567036174397	-93.6560797873904
SRR36406409|A/wood_duck/MN/25G04157-001/2025|H5N1|USA-MN|Anoka|2025-10-31|wild_avian|D1.1	USA	MN	Anoka	2025-10-31	45.2985723380952	-93.4043545414501
SRR36406411|A/great_horned_owl/MN/25G04156-001/2025|H5N1|USA-MN|Kandiyohi|2025-11-10|wild_avian|D1.1	USA	MN	Kandiyohi	2025-11-10	45.3490915070301	-95.1416932417916
SRR36406424|A/trumpeter_swan/MN/25G04483-001/2025|H5N1|USA-MN|Rice|2025-11-14|wild_avian|D1.1	USA	MN	Rice	2025-11-14	44.2034473123391	-93.2086264685339
SRR36617403|A/canada_goose/MN/24-038291-006/2024|H5N1|USA-MN|Ramsey|2024-12-10|wild_avian|D1.1	USA	MN	Ramsey	2024-12-10	44.9955820579203	-93.0035441821445
SRR32512844|A/chicken/MN/25-004931-004-original/2025|H5N1|USA-MN|Unknown|2025-02-08|domestic_avian|D1.1	USA	MN	Unknown	2025-02-08	46.0498599284186	-93.4240996895675
SRR33029793|A/Trumpeter_Swan/MN/25-002569-001-original/2025|H5N1|USA-MN|Unknown|2025-01-12|wild_avian|D1.1	USA	MN	Unknown	2025-01-12	47.8974394102545	-89.7235806992157
SRR33370162|A/Mallard/MN/25-012246-005-original/2025|H5N1|USA-MN|Unknown|2025-03-27|wild_avian|D1.1	USA	MN	Unknown	2025-03-27	48.9561825582382	-95.1045667008631
SRR33476668|A/chicken/MN/25-013149-001-original/2025|H5N1|USA-MN|Unknown|2025-04-21|domestic_avian|D1.1	USA	MN	Unknown	2025-04-21	48.1546213083573	-95.8847721171606
SRR32804645|A/Cooper_s_Hawk/MO/25-007115-002-original/2025|H5N1|USA-MO|Unknown|2025-02-24|wild_avian|D1.1	USA	MO	Unknown	2025-02-24	36.6992595979811	-91.7215678789573
SRR33476799|A/Cooper_s_Hawk/MO/25-012813-008-original/2025|H5N1|USA-MO|Unknown|2025-04-10|wild_avian|D1.1	USA	MO	Unknown	2025-04-10	40.0058802235609	-95.0534192097457
SRR33029790|A/turkey_vulture/MO/25-007994-001/2025|H5N1|USA-MO|Howell|2025-03-03|wild_avian|D1.1	USA	MO	Howell	2025-03-03	36.9586678199397	-91.7876046055899
SRR33319026|A/turkey_vulture/MO/25-011519-002/2025|H5N1|USA-MO|Cape_Girardeau|2025-03-20|wild_avian|D1.1	USA	MO	Cape_Girardeau	2025-03-20	37.5898499585077	-89.646108418694
SRR36538302|A/mallard_duck/MO/25G04856-003/2025|H5N1|USA-MO|St_Louis|2025-11-24|wild_avian|D1.1	USA	MO	Saint_Louis	2025-11-24	38.7447636761965	-90.2191727127725
SRR36538359|A/snow_goose/MO/25G04856-004/2025|H5N1|USA-MO|Clay|2025-11-24|wild_avian|D1.1	USA	MO	Clay	2025-11-24	39.3005236979629	-94.3561854035483
SRR36617748|A/canada_goose/MO/24-038745-013/2024|H5N1|USA-MO|St_Charles|2024-12-18|wild_avian|D1.1	USA	MO	Saint_Charles	2024-12-18	38.8007042387484	-90.4915406480648
SRR36617758|A/mallard_duck/MO/24-038745-003/2024|H5N1|USA-MO|Nodaway|2024-12-18|wild_avian|D1.1	USA	MO	Nodaway	2024-12-18	40.4114274002337	-94.9974511867161
SRR32654208|A/chicken/MO/25-003398-001-original/2025|H5N1|USA-MO|Unknown|2025-01-30|domestic_avian|D1.1	USA	MO	Unknown	2025-01-30	39.6933926078133	-91.588979424772
SRR33125126|A/Red-tailed_Hawk/MO/25-004415-009-original/2025|H5N1|USA-MO|Unknown|2025-01-28|wild_avian|D1.1	USA	MO	Unknown	2025-01-28	38.5141860662175	-91.1422244904141
SRR33476774|A/Turkey_Vulture/MO/25-012813-002-original/2025|H5N1|USA-MO|Unknown|2025-04-10|wild_avian|D1.1	USA	MO	Unknown	2025-04-10	36.5352365593704	-92.9839283693053
SRR36209114|A/Red-tailed_Hawk/MO/25G02853-005-original/2025|H5N1|USA-MO|Unknown|2025-10-22|wild_avian|D1.1	USA	MO	Unknown	2025-10-22	37.6035549829794	-94.1246855883272
SRR36212529|A/Canada_Goose/MO/25G02853-004-original/2025|H5N1|USA-MO|Unknown|2025-10-22|wild_avian|D1.1	USA	MO	Unknown	2025-10-22	38.6115369683789	-94.052707364108
SRR36617445|A/wild_duck/MS/24-037653-002/2024|H5N1|USA-MS|Tallahatchie|2024-12-09|wild_avian|D1.1	USA	MS	Tallahatchie	2024-12-09	33.9415224243527	-90.2993217291569
SRR36617835|A/snow_goose/MS/24-036916-001/2024|H5N1|USA-MS|Washington|2024-12-06|wild_avian|D1.1	USA	MS	Washington	2024-12-06	33.4945577591195	-90.8150149987956
SRR32416380|A/Wood_Duck/MS/25-002206-001-original/2025|H5N1|USA-MS|Unknown|2025-01-15|wild_avian|D1.1	USA	MS	Unknown	2025-01-15	32.6317120409468	-88.6310987160769
SRR36211724|A/Black_Vulture/MS/25G02635-003-original/2025|H5N1|USA-MS|Unknown|2025-10-20|wild_avian|D1.1	USA	MS	Unknown	2025-10-20	33.7456986720893	-90.1366826714613
SRR33508820|A/snow_goose/MT/24-035974-001/2024|H5N1|USA-MT|Gallatin|2024-11-27|wild_avian|D1.1	USA	MT	Gallatin	2024-11-27	45.9721880288448	-110.955016518839
SRR34491342|A/bald_eagle/MT/24-033248-001/2024|H5N1|USA-MT|Flathead|2024-10-30|wild_avian|D1.1	USA	MT	Flathead	2024-10-30	48.0320130472427	-114.104798837968
SRR36582205|A/snow_goose/MT/25G05372-001/2025|H5N1|USA-MT|Gallatin|2025-12-01|wild_avian|D1.1	USA	MT	Gallatin	2025-12-01	44.9311586056663	-111.265790292541
SRR36582231|A/canada_goose/MT/25G05375-001/2025|H5N1|USA-MT|Roosevelt|2025-11-25|wild_avian|D1.1	USA	MT	Roosevelt	2025-11-25	48.4498666881121	-105.760302945332
SRR36617643|A/trumpeter_swan/MT/24-037728-001/2024|H5N1|USA-MT|Big_Horn|2024-11-28|wild_avian|D1.1	USA	MT	Big_Horn	2024-11-28	45.1213385223734	-107.824308235272
SRR36628213|A/mallard_duck/MT/24-037783-006/2024|H5N1|USA-MT|Big_Horn|2024-12-06|wild_avian|D1.1	USA	MT	Big_Horn	2024-12-06	45.4533833998162	-107.973090998603
SRR36628224|A/mallard_duck/MT/24-036921-002/2024|H5N1|USA-MT|Big_Horn|2024-12-03|wild_avian|D1.1	USA	MT	Big_Horn	2024-12-03	45.914853796619	-107.471936744993
SRR36628568|A/green_winged_teal/MT/24-031811-004/2024|H5N1|USA-MT|Broadwater|2024-10-19|wild_avian|D1.1	USA	MT	Broadwater	2024-10-19	46.4251480773265	-111.24821481631
SRR32973819|A/Duck/MT/25-009376-001-original/2025|H5N1|USA-MT|Unknown|2025-03-18|domestic_avian|D1.1	USA	MT	Unknown	2025-03-18	44.5721316678331	-112.955480959301
SRR32974108|A/Bald_Eagle/MT/25-009371-001-original/2025|H5N1|USA-MT|Unknown|2025-02-14|wild_avian|D1.1	USA	MT	Unknown	2025-02-14	48.8385576051768	-108.289385863464
SRR33125070|A/Great_Horned_Owl/MT/25-006102-001-original/2025|H5N1|USA-MT|Unknown|2025-01-21|wild_avian|D1.1	USA	MT	Unknown	2025-01-21	46.672644686022	-107.037657947534
SRR33370196|A/Great_Horned_Owl/MT/25-012288-002-original/2025|H5N1|USA-MT|Unknown|2025-04-08|wild_avian|D1.1	USA	MT	Unknown	2025-04-08	44.968518246736	-111.741700419453
SRR33830328|A/Great_Horned_Owl/MT/25-015870-001-original/2025|H5N1|USA-MT|Unknown|2025-05-02|wild_avian|D1.1	USA	MT	Unknown	2025-05-02	45.6606025077019	-111.77344219751
SRR36163011|A/chicken/MT/25-026086-002-original/2025|H5N1|USA-MT|Unknown|2025-09-29|domestic_avian|D1.1	USA	MT	Unknown	2025-09-29	46.8547556305881	-111.385058973956
SRR36212238|A/Canada_Goose/MT/25G01677-001-original/2025|H5N1|USA-MT|Unknown|2025-10-01|wild_avian|D1.1	USA	MT	Unknown	2025-10-01	48.8200647474036	-115.901964502502
SRR36212466|A/Great_horned_Owl/MT/25-025599-001-original/2025|H5N1|USA-MT|Unknown|2025-09-17|wild_avian|D1.1	USA	MT	Unknown	2025-09-17	48.869366523729	-104.365837020333
SRR36538195|A/Domestic_turkey/NC/25G05083-001/2025|H5N1|USA-NC|Wayne|2025-11-27|domestic_avian|D1.1	USA	NC	Wayne	2025-11-27	35.3724439784894	-78.1268637598129
SRR32513216|A/wood_duck/NC/25-003927-016/2025|H5N1|USA-NC|Tyrrell|2025-01-25|wild_avian|D1.1	USA	NC	Tyrrell	2025-01-25	35.6657477809164	-76.1999454268068
SRR32513217|A/wood_duck/NC/25-003923-002/2025|H5N1|USA-NC|Hyde|2025-01-25|wild_avian|D1.1	USA	NC	Hyde	2025-01-25	35.6523397821233	-76.1698847143766
SRR33682355|A/black_vulture/NC/25-013413-001/2025|H5N1|USA-NC|Mecklenburg|2025-04-21|wild_avian|D1.1	USA	NC	Mecklenburg	2025-04-21	35.2769586694201	-80.7394156236632
SRR34270261|A/turkey_vulture/NC/25-017667-001/2025|H5N1|USA-NC|Durham|2025-06-06|wild_avian|D1.1	USA	NC	Durham	2025-06-06	35.9894799038229	-78.9930265628611
SRR36538326|A/canada_goose/NC/25G04376-001/2025|H5N1|USA-NC|New_Hanover|2025-11-07|wild_avian|D1.1	USA	NC	New_Hanover	2025-11-07	34.3596077852457	-77.8377071675886
SRR36617328|A/snow_goose/NC/25-001068-002/2024|H5N1|USA-NC|Hyde|2024-12-28|wild_avian|D1.1	USA	NC	Hyde	2024-12-28	35.4256961983088	-76.1787924460862
SRR36617384|A/snow_goose/NC/24-038497-002/2024|H5N1|USA-NC|Hyde|2024-12-16|wild_avian|D1.1	USA	NC	Hyde	2024-12-16	35.6900260807184	-76.5723693327822
SRR32868875|A/Bald_Eagle/NC/25-007708-003-original/2025|H5N1|USA-NC|Unknown|2025-02-21|wild_avian|D1.1	USA	NC	Unknown	2025-02-21	34.5644319424853	-77.2851218826656
SRR32974111|A/Brown_Pelican/NC/25-009321-002-original/2025|H5N1|USA-NC|Unknown|2025-03-07|wild_avian|D1.1	USA	NC	Unknown	2025-03-07	35.7989930534566	-80.280916214582
SRR35705677|A/Black_Vulture/NC/25-025013-001-original/2025|H5N1|USA-NC|Unknown|2025-09-06|wild_avian|D1.1	USA	NC	Unknown	2025-09-06	36.1544944691671	-79.8274236088161
SRR35949967|A/Black_Vulture/NC/25-023724-001-original/2025|H5N1|USA-NC|Unknown|2025-08-14|wild_avian|D1.1	USA	NC	Unknown	2025-08-14	35.6117221780856	-79.4061517875837
SRR36162690|A/chicken/NC/25G01772-001-original/2025|H5N1|USA-NC|Unknown|2025-10-03|domestic_avian|D1.1	USA	NC	Unknown	2025-10-03	35.6680566041899	-77.433767636325
SRR36163010|A/chicken/NC/25-026098-002-original/2025|H5N1|USA-NC|Unknown|2025-09-26|domestic_avian|D1.1	USA	NC	Unknown	2025-09-26	35.9634824407883	-79.0602767928732
SRR36211960|A/Vulture/NC/25G02114-001-original/2025|H5N1|USA-NC|Unknown|2025-10-12|wild_avian|D1.1	USA	NC	Unknown	2025-10-12	36.448593738109	-76.5081545819031
SRR33319040|A/Ross_s_Goose/ND/25-011280-001-original/2025|H5N1|USA-ND|Unknown|2025-03-21|wild_avian|D1.1	USA	ND	Unknown	2025-03-21	48.2195527658833	-99.0719230353132
SRR35705788|A/Swainson_s_Hawk/ND/25-024871-001-original/2025|H5N1|USA-ND|Unknown|2025-09-10|other|D1.1	USA	ND	Unknown	2025-09-10	46.0481740639998	-103.144627324823
SRR32416347|A/canada_goose/ND/25-003472-002/2025|H5N1|USA-ND|Oliver|2025-01-27|wild_avian|D1.1	USA	ND	Oliver	2025-01-27	47.118634454857	-101.125980563209
SRR32512609|A/canada_goose/ND/25-003829-001/2025|H5N1|USA-ND|Mercer|2025-01-29|wild_avian|D1.1	USA	ND	Mercer	2025-01-29	47.4662366524694	-101.998188305656
SRR34491320|A/ross_s_goose/ND/24-034667-001/2024|H5N1|USA-ND|Divide|2024-11-07|wild_avian|D1.1	USA	ND	Divide	2024-11-07	48.6992053454537	-103.945302047495
SRR34491411|A/green_winged_teal/ND/24-034964-002/2024|H5N1|USA-ND|LaMoure|2024-11-15|wild_avian|D1.1	USA	ND	Lamoure	2024-11-15	46.4583328276155	-98.0417950615223
SRR35151399|A/snow_goose/ND/25-020340-001/2025|H5N1|USA-ND|Ward|2025-07-10|wild_avian|D1.1	USA	ND	Ward	2025-07-10	48.1348355892881	-101.191677818888
SRR33319029|A/Snow_Goose/ND/25-011281-001-original/2025|H5N1|USA-ND|Unknown|2025-04-01|wild_avian|D1.1	USA	ND	Unknown	2025-04-01	46.1876095022908	-99.3995582643049
SRR33319054|A/Great_Horned_Owl/ND/25-011283-001-original/2025|H5N1|USA-ND|Unknown|2025-04-01|wild_avian|D1.1	USA	ND	Unknown	2025-04-01	47.8978678428099	-99.9807800016142
SRR33682396|A/goose/ND/25-014293-001-original-repeat/2025|H5N1|USA-ND|Unknown|2025-05-01|domestic_avian|D1.1	USA	ND	Unknown	2025-05-01	47.0525102983107	-99.8684508283694
SRR35949426|A/Domestic_Grower/Meat-type_Turkey/ND/25-024186-001-original/2025|H5N1|USA-ND|Unknown|2025-08-30|domestic_avian|D1.1	USA	ND	Unknown	2025-08-30	46.1380144173716	-99.9051857013952
SRR36202277|A/Domestic_Cat/ND/25G03436-001-original/2025|H5N1|USA-ND|Unknown|2025-11-04|feline|D1.1	USA	ND	Unknown	2025-11-04	46.2490681208833	-98.242095950544
SRR36211905|A/Canada_Goose/ND/25-025249-001-original/2025|H5N1|USA-ND|Unknown|2025-09-12|wild_avian|D1.1	USA	ND	Unknown	2025-09-12	47.750004328528	-102.333424383532
SRR36212274|A/Pintail_Duck/ND/25G02720-001-original/2025|H5N1|USA-ND|Unknown|2025-10-16|wild_avian|D1.1	USA	ND	Unknown	2025-10-16	47.519736404592	-102.357660670273
SRR36582206|A/snow_goose/NE/25G05295-001/2025|H5N1|USA-NE|Adams|2025-12-01|wild_avian|D1.1	USA	NE	Adams	2025-12-01	40.3732708724415	-98.2954114667542
SRR34491427|A/great_horned_owl/NE/24-036852-002/2024|H5N1|USA-NE|Douglas|2024-12-09|wild_avian|D1.1	USA	NE	Douglas	2024-12-09	41.2733886776793	-95.9438063338142
SRR36406289|A/canada_goose/NE/25G04294-001/2025|H5N1|USA-NE|Box_Butte|2025-11-13|wild_avian|D1.1	USA	NE	Box_Butte	2025-11-13	42.356943751261	-103.349949275982
SRR36582207|A/snow_goose/NE/25G05294-001/2025|H5N1|USA-NE|Sarpy|2025-12-01|wild_avian|D1.1	USA	NE	Sarpy	2025-12-01	41.179622662005	-96.028231270173
SRR36582209|A/snow_goose/NE/25G05292-001/2025|H5N1|USA-NE|York|2025-11-30|wild_avian|D1.1	USA	NE	York	2025-11-30	41.0458945582805	-97.4884616803178
SRR36617504|A/mallard_duck/NE/25-004748-004/2024|H5N1|USA-NE|Buffalo|2024-11-24|wild_avian|D1.1	USA	NE	Buffalo	2024-11-24	40.8714900779985	-99.1595921344704
SRR36617524|A/mallard_duck/NE/25-003309-011/2024|H5N1|USA-NE|Buffalo|2024-11-25|wild_avian|D1.1	USA	NE	Buffalo	2024-11-25	40.8586919308283	-98.8605963126418
SRR36628199|A/wild_goose/NE/24-038832-001/2024|H5N1|USA-NE|Douglas|2024-12-21|wild_avian|D1.1	USA	NE	Douglas	2024-12-21	41.2907522621133	-96.1964138012394
SRR32654124|A/Guineafowl/NE/25-003247-003-original/2025|H5N1|USA-NE|Unknown|2025-01-27|domestic_avian|D1.1	USA	NE	Unknown	2025-01-27	42.5379897236844	-103.032917277226
SRR32654188|A/Turkey/NE/25-002670-003-original/2025|H5N1|USA-NE|Unknown|2025-01-23|domestic_avian|D1.1	USA	NE	Unknown	2025-01-23	40.108378209212	-100.996588227897
SRR32868560|A/chicken/NE/25-008023-001-original/2025|H5N1|USA-NE|Unknown|2025-03-06|domestic_avian|D1.1	USA	NE	Unknown	2025-03-06	41.30373096092	-101.742150845346
SRR32973810|A/chicken/NE/25-005224-001-original-repeat2/2025|H5N1|USA-NE|Unknown|2025-02-11|domestic_avian|D1.1	USA	NE	Unknown	2025-02-11	41.6265929970324	-100.774637596798
SRR33508770|A/Duck/NE/25-010532-002-original/2025|H5N1|USA-NE|Unknown|2025-03-24|domestic_avian|D1.1	USA	NE	Unknown	2025-03-24	40.6680266946842	-99.8455862034581
SRR32416416|A/mallard/NH/25-003045-041/2025|H5N1|USA-NH|Merrimack|2025-01-17|wild_avian|D1.1	USA	NH	Merrimack	2025-01-17	43.1346705486156	-71.4367836731591
SRR32513176|A/mallard/NH/25-003045-054/2025|H5N1|USA-NH|Merrimack|2025-01-17|wild_avian|D1.1	USA	NH	Merrimack	2025-01-17	43.2556699042637	-71.6517932710783
SRR32653687|A/american_black_duck/NH/25-005332-016/2025|H5N1|USA-NH|Belknap|2025-02-06|wild_avian|D1.1	USA	NH	Belknap	2025-02-06	43.5852874363178	-71.5004274160202
SRR32804576|A/red_tailed_hawk/NH/25-006653-001/2025|H5N1|USA-NH|Strafford|2025-02-13|wild_avian|D1.1	USA	NH	Strafford	2025-02-13	43.1697863326642	-70.8421472951791
SRR34980303|A/Common_Eider/NH/25-021405-004-original/2025|H5N1|USA-NH|Unknown|2025-07-12|wild_avian|D1.1	USA	NH	Unknown	2025-07-12	43.6168393087144	-72.3239341537847
SRR34980314|A/Common_Eider/NH/25-021405-003-original/2025|H5N1|USA-NH|Unknown|2025-07-09|wild_avian|D1.1	USA	NH	Unknown	2025-07-09	43.3755246609935	-71.2570978204221
SRR34980327|A/Herring_Gull/NH/25-021405-002-original/2025|H5N1|USA-NH|Unknown|2025-06-26|wild_avian|D1.1	USA	NH	Unknown	2025-06-26	44.1464642734956	-71.9286373092184
SRR34980328|A/Gull/NH/25-021405-005-original/2025|H5N1|USA-NH|Unknown|2025-03-19|wild_avian|D1.1	USA	NH	Unknown	2025-03-19	43.9531464195669	-71.0238763530071
SRR36202283|A/chicken/NH/25G03769-001-original/2025|H5N1|USA-NH|Unknown|2025-11-06|domestic_avian|D1.1	USA	NH	Unknown	2025-11-06	43.0549847927918	-71.7699400209082
SRR36212518|A/Mallard_Duck/NH/25-025612-017-original-repeat2/2025|H5N1|USA-NH|Unknown|2025-09-16|wild_avian|D1.1	USA	NH	Unknown	2025-09-16	44.0346061127294	-71.5339293894229
