time	distance
2024.48962368542	0
2024.49585073624	0
2024.50207778705	0
2024.50830483787	0
2024.51453188869	0
2024.5207589395	0
2024.52698599032	0
2024.53321304114	0
2024.53944009196	0
2024.54566714277	0
2024.55189419359	0
2024.55812124441	0
2024.56434829522	0
2024.57057534604	0
2024.57680239686	0
2024.58302944768	96.9344194542291
2024.58925649849	221.85684053504
2024.59548354931	404.757375911794
2024.60171060013	691.890736649335
2024.60793765094	870.232896160386
2024.61416470176	989.753297333038
2024.62039175258	1101.20127410509
2024.62661880339	1203.29916509299
2024.63284585421	1302.08288437533
2024.63907290503	1399.90381738268
2024.64529995585	1498.94180189492
2024.65152700666	1608.5640819145
2024.65775405748	1715.35272003878
2024.6639811083	1818.51687848422
2024.67020815911	1948.67912526642
2024.67643520993	2060.89755624503
2024.68266226075	2173.97053245372
2024.68888931156	2303.7271095215
2024.69511636238	2435.05799454292
2024.7013434132	2574.12081609153
2024.70757046401	2719.35667357173
2024.71379751483	2852.10326855078
2024.72002456565	3015.34004985642
2024.72625161647	3174.40603988153
2024.73247866728	3365.84625075706
2024.7387057181	3573.08375367665
2024.74493276892	3760.9094336925
2024.75115981973	3956.87914648204
2024.75738687055	4180.75584524762
2024.76361392137	4409.39447019597
2024.76984097218	4612.22785806989
2024.776068023	4760.28999570799
2024.78229507382	4884.30855796415
2024.78852212464	4997.44180969327
2024.79474917545	5149.96574977424
2024.80097622627	5282.18002322579
2024.80720327709	5367.64609217726
2024.8134303279	5432.15078966022
2024.81965737872	5513.56999816884
2024.82588442954	5594.92185196955
2024.83211148036	5659.95473271909
2024.83833853117	5729.66505209872
2024.84456558199	5779.18375792269
2024.85079263281	5859.3560526391
2024.85701968362	5913.03016667878
2024.86324673444	5986.73302770379
2024.86947378526	6038.29546871268
2024.87570083607	6074.38875154464
2024.88192788689	6124.90820275837
2024.88815493771	6162.75688204995
2024.89438198853	6204.18788621059
2024.90060903934	6241.94819666367
2024.90683609016	6278.86658772086
2024.91306314098	6317.11631458102
2024.91929019179	6367.47592553705
2024.92551724261	6402.68247753562
2024.93174429343	6451.82108827356
2024.93797134424	6485.11902915215
2024.94419839506	6504.34218929633
2024.95042544588	6542.94376068396
2024.95665249669	6563.92541033972
2024.96287954751	6579.11793292358
2024.96910659833	6598.93273472061
2024.97533364915	6632.34232433683
2024.98156069996	6660.67083614831
2024.98778775078	6705.37838904501
2024.9940148016	6728.40711594702
2025.00024185241	6744.60598136675
2025.00646890323	6769.32239024025
2025.01269595405	6778.74458183447
2025.01892300486	6778.74458183447
2025.02515005568	6778.74458183447
2025.0313771065	6778.74458183447
2025.03760415732	6778.74458183447
2025.04383120813	6778.74458183447
2025.05005825895	6778.74458183447
2025.05628530977	6778.74458183447
2025.06251236058	6778.74458183447
2025.0687394114	6778.74458183447
2025.07496646222	6778.74458183447
2025.08119351304	6778.74458183447
2025.08742056385	6778.74458183447
2025.09364761467	6779.14670547552
2025.09987466549	6779.55820054108
2025.1061017163	6779.55820054108
2025.11232876712	6779.55820054108
