# BEAST v10.5.0-beta5 Prerelease #fb0d1ded5
# Generated Fri Feb 20 18:27:41 CET 2026 [seed=1771608459423]
# -beagle_gpu -beagle_double -beagle_order 1 -overwrite C21_skygrid.xml
# keywords: skygrid discretized_branch_rates
state	joint	prior	likelihood	rootHeight	age(root)	treeLength	skygrid.precision	skygrid.logPopSize1	skygrid.logPopSize2	skygrid.logPopSize3	skygrid.logPopSize4	skygrid.logPopSize5	skygrid.logPopSize6	skygrid.logPopSize7	skygrid.logPopSize8	skygrid.logPopSize9	skygrid.logPopSize10	skygrid.logPopSize11	skygrid.logPopSize12	skygrid.logPopSize13	skygrid.logPopSize14	skygrid.logPopSize15	skygrid.logPopSize16	skygrid.logPopSize17	skygrid.logPopSize18	skygrid.logPopSize19	skygrid.logPopSize20	skygrid.logPopSize21	skygrid.logPopSize22	skygrid.logPopSize23	skygrid.logPopSize24	skygrid.logPopSize25	skygrid.logPopSize26	skygrid.logPopSize27	skygrid.logPopSize28	skygrid.logPopSize29	skygrid.logPopSize30	skygrid.cutOff	gtr.rates.rateAC	gtr.rates.rateAG	gtr.rates.rateAT	gtr.rates.rateCG	gtr.rates.rateCT	gtr.rates.rateGT	frequencies1	frequencies2	frequencies3	frequencies4	alpha	pInv	ucld.mean	ucld.stdev	meanRate	coefficientOfVariation	covariance	treeLikelihood	branchRates	skygrid
1000000	-36300.11489215383	-2806.533068234028	-33493.581823919805	4.979664287279523	2019.411046095234	251.79219524829776	0.0182036363348428	39.579502062578236	23.488634737019662	21.044303874485426	23.46829475105065	28.889806045043393	27.32313682235815	27.291017031611165	17.116164151967045	19.375813257888925	26.71341269290167	3.240004111777166	9.071316980214942	12.400298949791058	7.245699513730922	2.905300128176251	5.608369594948124	11.880991641609441	7.783953911984621	7.113328863525167	8.838906942158003	7.946684085775563	6.636036456990661	12.386519916524604	16.274266017280965	7.921080032421685	7.190165911341885	16.269452096373485	30.03048308986736	9.887569933467347	3.9680488333620443	0.6	0.41095881861522604	2.1325805873262276	0.18245042286422833	0.01526702940308283	2.857142581505698	0.40160056028554386	0.3279685098484785	0.19282462996006525	0.24212952113807126	0.23707733905338624	0.3497314103894786	0.4739926849373459	5.287211971169281E-4	4.767000694383096E-4	4.7206263079785615E-4	0.8124363022329631	0.03326059933489254	-33493.581823919805	-1900.1084635499992	-906.2635224572732
1100000	-36318.3942952868	-2815.3919486609107	-33503.00234662589	5.283836054005729	2019.106874328508	247.39659440227854	0.018018298987988936	39.579502062578236	23.488634737019662	21.044303874485426	23.46829475105065	28.889806045043393	27.32313682235815	27.291017031611165	17.116164151967045	19.375813257888925	26.71341269290167	3.240004111777166	9.071316980214942	12.400298949791058	7.245699513730922	2.905300128176251	5.608369594948124	11.880991641609441	7.783953911984621	7.113328863525167	8.838906942158003	7.946684085775563	6.636036456990661	12.386519916524604	16.274266017280965	7.921080032421685	7.190165911341885	16.269452096373485	30.03048308986736	9.887569933467347	3.9680488333620443	0.6	0.39836035188728935	2.11120150508103	0.16603094820233266	0.04706033371210336	2.937639273067344	0.3397075880499084	0.32508409127274185	0.19431394570028984	0.25039451753747843	0.23020744548949099	0.5635283362477976	0.8715100145288781	5.525871747239275E-4	3.879857134951055E-4	5.336163639302254E-4	0.726883517204094	0.010503191231120857	-33503.00234662589	-1900.1084635499992	-914.6708376444374
1200000	-36309.98978670885	-2793.1541380542667	-33516.83564865458	6.548418195026798	2017.8422921874867	235.26317477392337	0.010302184914389794	39.579502062578236	23.488634737019662	21.044303874485426	23.46829475105065	28.889806045043393	27.32313682235815	27.291017031611165	17.116164151967045	19.375813257888925	26.71341269290167	3.240004111777166	9.071316980214942	12.400298949791058	7.245699513730922	2.905300128176251	5.608369594948124	11.880991641609441	7.783953911984621	7.113328863525167	8.838906942158003	7.946684085775563	6.636036456990661	12.386519916524604	16.274266017280965	7.921080032421685	7.190165911341885	16.269452096373485	30.03048308986736	9.887569933467347	3.9680488333620443	0.6	0.3444098289908223	2.1978965777912647	0.18597955991519954	0.016922721230245387	2.9389895276096234	0.315801784462852	0.3324419619181005	0.19301984183778037	0.2425996384979232	0.23193855774619718	0.43023509571261376	0.7345264758907983	6.052362966096896E-4	4.483722713708008E-4	5.38588225252951E-4	0.7010081423320621	-0.010202558304225862	-33516.83564865458	-1900.1084635499992	-893.181583434773
1300000	-36301.520662574265	-2800.402705098496	-33501.11795747577	10.574102482582449	2013.8166078999311	261.3951769578657	0.01993701184252077	39.579502062578236	23.488634737019662	21.044303874485426	23.46829475105065	28.889806045043393	27.32313682235815	27.291017031611165	17.116164151967045	19.375813257888925	26.71341269290167	3.240004111777166	9.071316980214942	12.400298949791058	7.245699513730922	2.905300128176251	5.608369594948124	11.880991641609441	7.783953911984621	7.113328863525167	8.838906942158003	7.946684085775563	6.636036456990661	12.386519916524604	16.274266017280965	7.921080032421685	7.190165911341885	16.269452096373485	30.03048308986736	9.887569933467347	3.9680488333620443	0.6	0.418546234933305	2.060364012088387	0.18964366666574553	0.019096051242983088	2.9548973891996253	0.3574526458699628	0.32925102524153554	0.19791821954838776	0.24604046316728012	0.2267902920427981	0.3925553994498936	0.44077098443972534	5.033911823691199E-4	3.8442052611856214E-4	4.619254204691185E-4	0.6261495296408847	-0.0031551803320987626	-33501.11795747577	-1900.1084635499992	-900.0017261829148
1400000	-36312.77803988532	-2813.03161994482	-33499.7464199405	8.093124822690514	2016.2975855598231	263.23471787634867	0.013916912287470464	39.579502062578236	23.488634737019662	21.044303874485426	23.46829475105065	28.889806045043393	27.32313682235815	27.291017031611165	17.116164151967045	19.375813257888925	26.71341269290167	3.240004111777166	9.071316980214942	12.400298949791058	7.245699513730922	2.905300128176251	5.608369594948124	11.880991641609441	7.783953911984621	7.113328863525167	8.838906942158003	7.946684085775563	6.636036456990661	12.386519916524604	16.274266017280965	7.921080032421685	7.190165911341885	16.269452096373485	30.03048308986736	9.887569933467347	3.9680488333620443	0.6	0.39013848630536485	2.0919038970415276	0.1740316987762272	0.025696004423219794	2.999403841545438	0.31882607190823337	0.32494800290883513	0.20050481394589417	0.24358365051523106	0.23096353263004132	0.35168030223862706	0.3989107280525497	4.917517243226579E-4	4.471815143402271E-4	4.4694503466411747E-4	0.7387387491833002	-0.0740038926591733	-33499.7464199405	-1900.1084635499992	-913.088663647474
1500000	-36335.342212993084	-2817.8315615541687	-33517.51065143891	5.591876909253856	2018.7988334732597	253.00343453504217	0.018066532112901296	39.579502062578236	23.488634737019662	21.044303874485426	23.46829475105065	28.889806045043393	27.32313682235815	27.291017031611165	17.116164151967045	19.375813257888925	26.71341269290167	3.240004111777166	9.071316980214942	12.400298949791058	7.245699513730922	2.905300128176251	5.608369594948124	11.880991641609441	7.783953911984621	7.113328863525167	8.838906942158003	7.946684085775563	6.636036456990661	12.386519916524604	16.274266017280965	7.921080032421685	7.190165911341885	16.269452096373485	30.03048308986736	9.887569933467347	3.9680488333620443	0.6	0.390310475944799	2.0564916873372026	0.21342959778283957	0.034028602790032524	2.9710739114997344	0.3346657246454018	0.32420093300507785	0.19741914502658656	0.24873923107373067	0.22964069089460643	0.622380386334046	0.77042036492336	6.125174195638263E-4	4.3035486165492767E-4	5.468762348440591E-4	0.6651085791452906	0.051883986212275336	-33517.51065143891	-1900.1084635499992	-916.9314099046051
1600000	-36325.71609520676	-2799.4631640979624	-33526.25293110879	6.050275001794159	2018.3404353807193	232.64757034834395	0.014416045666807216	39.579502062578236	23.488634737019662	21.044303874485426	23.46829475105065	28.889806045043393	27.32313682235815	27.291017031611165	17.116164151967045	19.375813257888925	26.71341269290167	3.240004111777166	9.071316980214942	12.400298949791058	7.245699513730922	2.905300128176251	5.608369594948124	11.880991641609441	7.783953911984621	7.113328863525167	8.838906942158003	7.946684085775563	6.636036456990661	12.386519916524604	16.274266017280965	7.921080032421685	7.190165911341885	16.269452096373485	30.03048308986736	9.887569933467347	3.9680488333620443	0.6	0.411324526234193	2.128685427748492	0.19428112817672966	0.015509586823137007	2.938902267633763	0.31129706338369556	0.32006596301106527	0.1964751961956104	0.2578221419851619	0.22563669880816375	0.4517732957601835	0.5491905889686929	5.868335047480107E-4	4.432156586063541E-4	5.41624217960685E-4	0.6400088886599046	-0.0749113514918321	-33526.25293110879	-1900.1084635499992	-899.1276078591372
1700000	-36301.2124469005	-2796.545426566506	-33504.667020333996	5.582836333665731	2018.807874048848	240.75463072169555	0.012753076654733178	39.579502062578236	23.488634737019662	21.044303874485426	23.46829475105065	28.889806045043393	27.32313682235815	27.291017031611165	17.116164151967045	19.375813257888925	26.71341269290167	3.240004111777166	9.071316980214942	12.400298949791058	7.245699513730922	2.905300128176251	5.608369594948124	11.880991641609441	7.783953911984621	7.113328863525167	8.838906942158003	7.946684085775563	6.636036456990661	12.386519916524604	16.274266017280965	7.921080032421685	7.190165911341885	16.269452096373485	30.03048308986736	9.887569933467347	3.9680488333620443	0.6	0.40001172950406044	2.0538158898888965	0.2016525409869789	0.03189592098356515	2.989780936211539	0.3228429824249737	0.33154278037525553	0.1945287559370459	0.24271543973730972	0.2312130239503901	0.6445326668690082	0.971172837938173	5.984798946673963E-4	4.399184310610603E-4	5.563230121684234E-4	0.6479386116913436	0.11563593293839478	-33504.667020333996	-1900.1084635499992	-895.9465493540699
1800000	-36265.9089587648	-2773.1738853043885	-33492.73507346041	7.689858230340087	2016.7008521521734	235.7593332811562	0.013574237102997069	39.579502062578236	23.488634737019662	21.044303874485426	23.46829475105065	28.889806045043393	27.32313682235815	27.291017031611165	17.116164151967045	19.375813257888925	26.71341269290167	3.240004111777166	9.071316980214942	12.400298949791058	7.245699513730922	2.905300128176251	5.608369594948124	11.880991641609441	7.783953911984621	7.113328863525167	8.838906942158003	7.946684085775563	6.636036456990661	12.386519916524604	16.274266017280965	7.921080032421685	7.190165911341885	16.269452096373485	30.03048308986736	9.887569933467347	3.9680488333620443	0.6	0.4165008629296159	2.1268561180676624	0.1715933045465052	0.014982684499336481	2.9666214177543804	0.303445612202515	0.32954953684546445	0.1883785240627475	0.24578407379802297	0.2362878652937664	0.5124604434116978	0.976161956458808	6.851597770428591E-4	7.197331582429568E-4	5.641339147588473E-4	0.8816860208325042	0.006176825938716381	-33492.73507346041	-1900.1084635499992	-872.6804145990088
1900000	-36294.23180762213	-2798.1032029027656	-33496.128604719364	5.105109930161476	2019.2856004523521	235.67807873573716	0.01456485860492283	39.579502062578236	23.488634737019662	21.044303874485426	23.46829475105065	28.889806045043393	27.32313682235815	27.291017031611165	17.116164151967045	19.375813257888925	26.71341269290167	3.240004111777166	9.071316980214942	12.400298949791058	7.245699513730922	2.905300128176251	5.608369594948124	11.880991641609441	7.783953911984621	7.113328863525167	8.838906942158003	7.946684085775563	6.636036456990661	12.386519916524604	16.274266017280965	7.921080032421685	7.190165911341885	16.269452096373485	30.03048308986736	9.887569933467347	3.9680488333620443	0.6	0.398998868262702	2.088358116368232	0.18959730386652737	0.028964331636423302	2.9250186039325974	0.36906277593353415	0.32474169612418013	0.18936048136752315	0.2520178932579238	0.2338799292503741	0.4481925889267567	0.791100661806357	5.779657638260306E-4	5.130976527951566E-4	5.465947060277754E-4	0.7818401153287506	0.05329383649370596	-33496.128604719364	-1900.1084635499992	-897.7787345535922
