node1,node2,length,startLon,startLat,endLon,endLat,endNodeL,startNodeL,startYear,endYear,tipLabel
679,680,0.0400569080187874,-110.828588902155,39.7100960511763,-104.720578223579,41.4263678732047,0.0400569080187874,0,2024.50176573045,2024.54182263847,NA
679,958,0.0502236507249241,-110.828588902155,39.7100960511763,-112.917648343989,42.3531134750346,0.0502236507249241,0,2024.50176573045,2024.55198938117,NA
680,682,0.0111455300160341,-104.720578223579,41.4263678732047,-106.658204309788,41.2475475681977,0.0512024380348215,0.0400569080187874,2024.54182263847,2024.55296816848,NA
958,959,0.00632192511948526,-112.917648343989,42.3531134750346,-110.78739463487,42.0781280787415,0.0565455758444093,0.0502236507249241,2024.55198938117,2024.55831130629,NA
682,695,0.0181832213971795,-106.658204309788,41.2475475681977,-106.091770035806,42.4896780270847,0.069385659432001,0.0512024380348215,2024.55296816848,2024.57115138988,NA
959,960,0.0140147672462441,-110.78739463487,42.0781280787415,-113.059468467019,42.0880929108874,0.0705603430906534,0.0565455758444093,2024.55831130629,2024.57232607354,NA
695,696,0.00198096809764081,-106.091770035806,42.4896780270847,-105.782029989357,42.5743259116023,0.0713666275296418,0.069385659432001,2024.57115138988,2024.57313235798,NA
696,839,0.00139677384209813,-105.782029989357,42.5743259116023,-103.366554021019,42.3064562164019,0.07276340137174,0.0713666275296418,2024.57313235798,2024.57452913182,NA
696,697,0.00737562407061509,-105.782029989357,42.5743259116023,-107.752129120543,42.3420156067196,0.0787422516002569,0.0713666275296418,2024.57313235798,2024.58050798205,NA
697,718,0.014075358156256,-107.752129120543,42.3420156067196,-107.237741299646,41.856347392137,0.092817609756513,0.0787422516002569,2024.58050798205,2024.5945833402,NA
960,1300,0.022529653623873,-113.059468467019,42.0880929108874,-103.354522884715,36.1825649766669,0.0930899967145264,0.0705603430906534,2024.57232607354,2024.59485572716,NA
960,961,0.0277586582947491,-113.059468467019,42.0880929108874,-115.484372528856,41.9669718098608,0.0983190013854025,0.0705603430906534,2024.57232607354,2024.60008473183,NA
718,719,0.012776136104983,-107.237741299646,41.856347392137,-106.887389055904,41.4451376402149,0.105593745861496,0.092817609756513,2024.5945833402,2024.60735947631,NA
718,722,0.0192856995602724,-107.237741299646,41.856347392137,-97.3990636173858,39.9783564023477,0.112103309316785,0.092817609756513,2024.5945833402,2024.61386903976,NA
961,1295,0.0233400944698714,-115.484372528856,41.9669718098608,-115.046808987493,41.7371790976931,0.121659095855274,0.0983190013854025,2024.60008473183,2024.6234248263,NA
682,683,0.0708826723080624,-106.658204309788,41.2475475681977,-107.972086276854,43.6429094007971,0.122085110342884,0.0512024380348215,2024.55296816848,2024.62385084079,NA
1300,1302,0.0298271380045851,-103.354522884715,36.1825649766669,-100.937383378836,37.7468226647696,0.122917134719112,0.0930899967145264,2024.59485572716,2024.62468286517,NA
722,723,0.0143709195617419,-97.3990636173858,39.9783564023477,-93.6200307480954,41.1342357266864,0.126474228878527,0.112103309316785,2024.61386903976,2024.62823995933,NA
839,840,0.0542388425988014,-103.366554021019,42.3064562164019,-103.757255871853,42.3281414999195,0.127002243970541,0.07276340137174,2024.57452913182,2024.62876797442,NA
840,841,0.00417516335766521,-103.757255871853,42.3281414999195,-102.308401945566,41.1776157218623,0.131177407328207,0.127002243970541,2024.62876797442,2024.63294313778,NA
695,956,0.0625651260390705,-106.091770035806,42.4896780270847,-116.997638961981,43.1615171231209,0.131950785471072,0.069385659432001,2024.57115138988,2024.63371651592,NA
1302,1303,0.010733351200801,-100.937383378836,37.7468226647696,-102.348338749171,36.7618207106871,0.133650485919913,0.122917134719112,2024.62468286517,2024.63541621637,NA
839,950,0.0622914329871791,-103.366554021019,42.3064562164019,-106.876948886403,44.0146258397932,0.135054834358919,0.07276340137174,2024.57452913182,2024.63682056481,NA
697,698,0.0581416982622132,-107.752129120543,42.3420156067196,-107.738687762852,42.3319599443283,0.13688394986247,0.0787422516002569,2024.58050798205,2024.63864968031,NA
723,724,0.0139784200527606,-93.6200307480954,41.1342357266864,-93.7407447439696,41.1870001112726,0.140452648931288,0.126474228878527,2024.62823995933,2024.64221837938,NA
841,842,0.0167962031845192,-102.308401945566,41.1776157218623,-100.368775356109,42.1130712265274,0.147973610512726,0.131177407328207,2024.63294313778,2024.64973934096,NA
698,716,0.0142575805718088,-107.738687762852,42.3319599443283,-113.50491383026,38.5025777169884,0.151141530434279,0.13688394986247,2024.63864968031,2024.65290726088,NA
842,843,0.00414082444811692,-100.368775356109,42.1130712265274,-95.7745622007435,39.9994258840079,0.152114434960843,0.147973610512726,2024.64973934096,2024.65388016541,NA
1295,1297,0.0305145265889517,-115.046808987493,41.7371790976931,-114.953041349849,41.6930013009487,0.152173622444226,0.121659095855274,2024.6234248263,2024.65393935289,NA
950,951,0.0178118409717105,-106.876948886403,44.0146258397932,-107.049362993195,45.7074928371652,0.15286667533063,0.135054834358919,2024.63682056481,2024.65463240578,NA
1303,1308,0.0209189478749254,-102.348338749171,36.7618207106871,-95.1809653734121,35.4337932991511,0.154569433794838,0.133650485919913,2024.63541621637,2024.65633516424,NA
723,827,0.0334050243030057,-93.6200307480954,41.1342357266864,-94.7807465105774,41.5863993235027,0.159879253181533,0.126474228878527,2024.62823995933,2024.66164498363,NA
961,962,0.0635843608372502,-115.484372528856,41.9669718098608,-108.492546687496,41.7930496382632,0.161903362222653,0.0983190013854025,2024.60008473183,2024.66366909267,NA
698,699,0.0254576555261177,-107.738687762852,42.3319599443283,-115.105913973278,46.5210937540151,0.162341605388588,0.13688394986247,2024.63864968031,2024.66410733584,NA
699,700,0.00091606910009312,-115.105913973278,46.5210937540151,-115.085077491091,46.5299259683751,0.163257674488681,0.162341605388588,2024.66410733584,2024.66502340494,NA
683,684,0.0453999214312528,-107.972086276854,43.6429094007971,-105.743015252112,44.7040830008577,0.167485031774137,0.122085110342884,2024.62385084079,2024.66925076222,NA
951,952,0.0235501956172688,-107.049362993195,45.7074928371652,-111.421553031147,41.6631096351393,0.176416870947898,0.15286667533063,2024.65463240578,2024.67818260139,NA
962,968,0.0174976591926499,-108.492546687496,41.7930496382632,-106.064660813392,41.2070322501018,0.179401021415303,0.161903362222653,2024.66366909267,2024.68116675186,NA
952,953,0.00388447958727833,-111.421553031147,41.6631096351393,-111.29974234935,41.8329838765924,0.180301350535177,0.176416870947898,2024.67818260139,2024.68206708098,NA
699,704,0.0197096484818744,-115.105913973278,46.5210937540151,-115.064947890198,46.504926867614,0.182051253870462,0.162341605388588,2024.66410733584,2024.68381698432,NA
968,969,0.00300907576771059,-106.064660813392,41.2070322501018,-105.949611735477,41.2159804470805,0.182410097183013,0.179401021415303,2024.68116675186,2024.68417582763,NA
969,970,0.000427807174837147,-105.949611735477,41.2159804470805,-108.683600489131,42.5148254581299,0.18283790435785,0.182410097183013,2024.68417582763,2024.6846036348,NA
843,931,0.0315760806712417,-95.7745622007435,39.9994258840079,-87.2592542924477,36.6141211559944,0.183690515632084,0.152114434960843,2024.65388016541,2024.68545624608,NA
969,1206,0.00173966980645424,-105.949611735477,41.2159804470805,-104.951630538599,40.8324559702282,0.184149766989467,0.182410097183013,2024.68417582763,2024.68591549744,NA
1308,1315,0.0304606322233103,-95.1809653734121,35.4337932991511,-89.0996124902278,34.2981670466475,0.185030066018148,0.154569433794838,2024.65633516424,2024.68679579647,NA
684,685,0.017923611976205,-105.743015252112,44.7040830008577,-102.425163749139,44.1280072270566,0.185408643750342,0.167485031774137,2024.66925076222,2024.6871743742,NA
1308,1309,0.0310658973894404,-95.1809653734121,35.4337932991511,-100.081188414033,39.3077941506553,0.185635331184278,0.154569433794838,2024.65633516424,2024.68740106163,NA
1309,1310,0.00210249405556717,-100.081188414033,39.3077941506553,-99.9587972746276,39.3412938592522,0.187737825239846,0.185635331184278,2024.68740106163,2024.68950355569,NA
970,971,0.00558120674374063,-108.683600489131,42.5148254581299,-109.318607498918,43.0373977985792,0.188419111101591,0.18283790435785,2024.6846036348,2024.69018484155,NA
1315,1316,0.00410307365239038,-89.0996124902278,34.2981670466475,-88.157384965539,34.3962474422542,0.189133139670539,0.185030066018148,2024.68679579647,2024.69089887012,NA
704,708,0.00713112946073369,-115.064947890198,46.504926867614,-114.876462650031,46.3260741081988,0.189182383331196,0.182051253870462,2024.68381698432,2024.69094811378,NA
1206,1207,0.00520307124005082,-104.951630538599,40.8324559702282,-104.89460658508,40.40670220732,0.189352838229518,0.184149766989467,2024.68591549744,2024.69111856868,NA
724,747,0.0505033632833145,-93.7407447439696,41.1870001112726,-87.6466677958124,43.0677986870515,0.190956012214602,0.140452648931288,2024.64221837938,2024.69272174266,NA
747,825,0.000779143205961841,-87.6466677958124,43.0677986870515,-87.6185146284191,43.2675304851309,0.191735155420564,0.190956012214602,2024.69272174266,2024.69350088587,NA
1207,1208,0.0029774516128569,-104.89460658508,40.40670220732,-104.868037816582,40.3891299386213,0.192330289842375,0.189352838229518,2024.69111856868,2024.69409602029,NA
827,828,0.0339880153434997,-94.7807465105774,41.5863993235027,-108.76634630424,50.3798465375128,0.193867268525033,0.159879253181533,2024.66164498363,2024.69563299897,NA
1315,1346,0.00918372358815556,-89.0996124902278,34.2981670466475,-88.2689641131995,34.7612460921526,0.194213789606304,0.185030066018148,2024.68679579647,2024.69597952005,NA
968,1247,0.0152758414584095,-106.064660813392,41.2070322501018,-86.34375861178,37.7262795344369,0.194676862873712,0.179401021415303,2024.68116675186,2024.69644259332,NA
704,705,0.0128520734524662,-115.064947890198,46.504926867614,-114.371217551368,45.5266374538952,0.194903327322928,0.182051253870462,2024.68381698432,2024.69666905777,NA
971,972,0.00706587641602052,-109.318607498918,43.0373977985792,-111.242517790624,43.2163293436531,0.195484987517611,0.188419111101591,2024.69018484155,2024.69725071796,NA
716,717,0.04577318642108,-113.50491383026,38.5025777169884,-114.162150182061,39.2579919066238,0.196914716855359,0.151141530434279,2024.65290726088,2024.6986804473,NA
843,844,0.0457285831495262,-95.7745622007435,39.9994258840079,-94.6510020513895,40.087860952027,0.197843018110369,0.152114434960843,2024.65388016541,2024.69960874856,NA
708,709,0.00918611877357933,-114.876462650031,46.3260741081988,-114.673035280205,47.3050707920513,0.198368502104775,0.189182383331196,2024.69094811378,2024.70013423255,NA
844,845,0.00106841612700603,-94.6510020513895,40.087860952027,-94.5852977379318,39.9617025809125,0.198911434237375,0.197843018110369,2024.69960874856,2024.70067716468,NA
956,957,0.067515573371018,-116.997638961981,43.1615171231209,-118.773164491073,44.7197123130575,0.19946635884209,0.131950785471072,2024.63371651592,2024.70123208929,NA
972,973,0.00605460481614539,-111.242517790624,43.2163293436531,-111.654225238391,43.0451530906864,0.201539592333757,0.195484987517611,2024.69725071796,2024.70330532278,NA
931,936,0.0183234687922933,-87.2592542924477,36.6141211559944,-86.9881076538497,35.773072543944,0.202013984424378,0.183690515632084,2024.68545624608,2024.70377971487,NA
1208,1210,0.00994358258479289,-104.868037816582,40.3891299386213,-104.103238859807,39.3017561072288,0.202273872427168,0.192330289842375,2024.69409602029,2024.70403960287,NA
700,701,0.0413297622508226,-115.085077491091,46.5299259683751,-114.944173393693,46.0504648574886,0.204587436739504,0.163257674488681,2024.66502340494,2024.70635316719,NA
845,846,0.00626039866512507,-94.5852977379318,39.9617025809125,-92.7752169725994,39.1844934546109,0.2051718329025,0.198911434237375,2024.70067716468,2024.70693756335,NA
747,748,0.0148389972964835,-87.6466677958124,43.0677986870515,-82.4879947460034,44.4009624746696,0.205795009511086,0.190956012214602,2024.69272174266,2024.70756073996,NA
1316,1343,0.0168160230989407,-88.157384965539,34.3962474422542,-87.9506788912164,34.6484632041676,0.205949162769479,0.189133139670539,2024.69089887012,2024.70771489322,NA
