time	distance
2021.76519500805	0
2021.77661155112	0
2021.78802809419	0
2021.79944463726	0
2021.81086118033	0
2021.8222777234	0
2021.83369426647	0
2021.84511080954	0
2021.85652735261	0
2021.86794389568	43.4279668411738
2021.87936043875	302.342495289952
2021.89077698182	744.680160786237
2021.90219352489	959.299349623838
2021.91361006796	1158.58307288804
2021.92502661103	1329.83499003448
2021.9364431541	1478.93112287961
2021.94785969717	1619.61936462987
2021.95927624024	1752.70142032357
2021.97069278331	1873.41095974676
2021.98210932638	2027.40217462203
2021.99352586945	2173.51239875716
2022.00494241252	2336.46786250598
2022.01635895559	2500.94577281377
2022.02777549866	2662.05690793147
2022.03919204173	2821.184192208
2022.0506085848	2999.46254159352
2022.06202512788	3187.66283110427
2022.07344167095	3318.16312462899
2022.08485821402	3441.4819181108
2022.09627475709	3572.70469872226
2022.10769130016	3719.57036439006
2022.11910784323	3861.38443585168
2022.1305243863	4001.33430213632
2022.14194092937	4129.92734043713
2022.15335747244	4251.08523375156
2022.16477401551	4354.08765324166
2022.17619055858	4675.31744404854
2022.18760710165	4738.32930882354
2022.19902364472	4801.81187017918
2022.21044018779	4850.20329612513
2022.22185673086	4930.82544449798
2022.23327327393	5017.04045429581
2022.244689817	5092.99003046304
2022.25610636007	5133.96442783549
2022.26752290314	5176.34876417098
2022.27893944621	5205.87737500903
2022.29035598928	5238.54136265954
2022.30177253235	5292.01800440129
2022.31318907542	5352.27029909478
2022.32460561849	5378.19126638886
2022.33602216156	5384.38646266926
2022.34743870463	5391.89787633788
2022.3588552477	5400.70061900455
2022.37027179077	5403.97705758687
2022.38168833384	5405.71495444167
2022.39310487691	5413.37023993824
2022.40452141998	5419.44303340194
2022.41593796305	5451.55682880563
2022.42735450612	5477.57185102549
2022.43877104919	5510.62185480296
2022.45018759226	5548.8159614177
2022.46160413533	5600.27076438378
2022.4730206784	5642.75119895602
2022.48443722147	5642.75119895602
2022.49585376454	5642.75119895602
2022.50727030761	5642.75119895602
2022.51868685068	5642.75119895602
2022.53010339375	5642.75119895602
2022.54151993682	5642.75119895602
2022.55293647989	5642.75119895602
2022.56435302296	5642.75119895602
2022.57576956603	5642.75119895602
2022.5871861091	5642.75119895602
2022.59860265217	5642.75119895602
2022.61001919524	5642.75119895602
2022.62143573832	5642.75119895602
2022.63285228139	5642.75119895602
2022.64426882446	5642.75119895602
2022.65568536753	5642.75119895602
2022.6671019106	5642.75119895602
2022.67851845367	5643.07764644371
2022.68993499674	5648.80127011352
2022.70135153981	5653.50227914258
2022.71276808288	5663.92904756024
2022.72418462595	5695.52312415571
2022.73560116902	5695.52312415571
2022.74701771209	5697.788472939
2022.75843425516	5697.788472939
2022.76985079823	5697.788472939
2022.7812673413	5697.788472939
2022.79268388437	5697.788472939
2022.80410042744	5697.788472939
2022.81551697051	5699.5585627429
2022.82693351358	5699.5585627429
2022.83835005665	5699.5585627429
2022.84976659972	5700.89349183462
2022.86118314279	5707.71611182333
2022.87259968586	5707.71611182333
2022.88401622893	5707.71611182333
2022.895432772	5709.11233081871
2022.90684931507	5709.11233081871
