time	95%HPD_lower_value	95%HPD_higher_value
2022.44939253281	0	0
2022.46185802571	0	0
2022.47432351862	0	0
2022.48678901152	0	0
2022.49925450443	0	0
2022.51171999733	0	0
2022.52418549023	0	0
2022.53665098314	0	8.14990657485856
2022.54911647604	0	29.3355454452278
2022.56158196895	0	58.488407900099
2022.57404746185	0	95.2056963985622
2022.58651295476	0	135.105924173708
2022.59897844766	0	174.393805509595
2022.61144394056	0	223.83077701617
2022.62390943347	0	279.935368812033
2022.63637492637	0	341.46853932669
2022.64884041928	0	418.600221923383
2022.66130591218	0	510.548649731089
2022.67377140508	0	564.175435576745
2022.68623689799	0	609.345808225828
2022.69870239089	0	656.706334049214
2022.7111678838	0	703.422758402821
2022.7236333767	0	747.193420123629
2022.7360988696	0	805.297577677555
2022.74856436251	0	852.2104602634
2022.76102985541	38.068728198691	932.878518696456
2022.77349534832	108.824668583801	1004.93963099967
2022.78596084122	197.935583610161	1079.6402390837
2022.79842633412	314.028005492429	1183.73119804449
2022.81089182703	380.650567641001	1247.22759459103
2022.82335731993	420.803999483393	1288.52151598059
2022.83582281284	444.276527719511	1312.32613250719
2022.84828830574	534.273199673965	1385.9085760585
2022.86075379865	634.309792437499	1478.43774226818
2022.87321929155	718.031831284425	1572.70577351826
2022.88568478445	772.554674464147	1631.31601699466
2022.89815027736	772.554674464147	1636.63643904809
2022.91061577026	772.554674464147	1631.31601699466
2022.92308126317	844.930795929616	1720.74972168344
2022.93554675607	841.002671504173	1760.18074583572
2022.94801224897	841.002671504173	1760.18074583572
2022.96047774188	859.191336798716	1779.6752728039
2022.97294323478	859.191336798716	1779.6752728039
2022.98540872769	868.99701329088	1796.74445627841
2022.99787422059	851.332076731752	1779.6752728039
2023.01033971349	868.99701329088	1797.46676118657
2023.0228052064	841.002671504173	1771.62624431926
2023.0352706993	841.002671504173	1771.62624431926
2023.04773619221	841.002671504173	1771.62624431926
2023.06020168511	844.930795929616	1779.6752728039
2023.07266717801	844.930795929616	1779.6752728039
2023.08513267092	859.191336798716	1796.74445627841
2023.09759816382	910.585453749364	1849.40992560786
2023.11006365673	894.292034344695	1843.74813164676
2023.12252914963	891.041664060724	1843.74813164676
2023.13499464254	892.161467245102	1843.74813164676
2023.14746013544	887.009262951971	1843.74813164676
2023.15992562834	891.041664060724	1853.06170224708
2023.17239112125	887.009262951971	1849.40992560786
2023.18485661415	887.009262951971	1857.66968468968
2023.19732210706	869.320337290097	1849.40992560786
2023.20978759996	868.99701329088	1872.87810171549
2023.22225309286	868.99701329088	1874.61206481708
2023.23471858577	891.041664060724	1917.10612020383
2023.24718407867	894.292034344695	1941.81812748343
2023.25964957158	894.292034344695	1966.53782834782
2023.27211506448	907.240776611604	2003.66802091406
2023.28458055738	868.99701329088	1995.9876389807
2023.29704605029	868.99701329088	2042.08514536686
2023.30951154319	913.15397868877	2144.34606587716
2023.3219770361	974.018094847612	2304.69394178115
2023.334442529	964.830763518811	2387.80048830757
2023.34690802191	994.515399711949	2474.78819784239
2023.35937351481	1059.76275042715	2626.15156772061
2023.37183900771	1074.92066922049	2695.13229803103
2023.38430450062	1114.2033485878	2795.36107262102
2023.39676999352	1144.03704494732	2876.78691314484
2023.40923548643	1183.04537037466	2977.77353078931
2023.42170097933	1219.96718487688	3071.10124683978
2023.43416647223	1279.99578525519	3207.14271027934
2023.44663196514	1339.41188806463	3328.48346950699
2023.45909745804	1444.38491710138	3470.85607238435
2023.47156295095	1542.06738227295	3686.91864592816
2023.48402844385	1602.4505128436	3781.45571419902
2023.49649393675	1704.42963201819	3976.83386440727
2023.50895942966	1853.26179366823	4189.3023465865
2023.52142492256	2251.58996812012	4603.27775117027
2023.53389041547	2416.6102185156	4802.77365291042
2023.54635590837	2522.58389800427	4948.62254884256
2023.55882140127	2642.11187047552	5160.89742458786
2023.57128689418	2723.3037836118	5272.141524772
2023.58375238708	2828.6400387925	5447.37479964894
2023.59621787999	2968.51669389224	5614.42703632391
2023.60868337289	3165.14558954892	5856.7207182791
2023.6211488658	3203.6239428904	5868.51216681715
2023.6336143587	3405.39153196893	6083.81453923478
2023.6460798516	3480.14114232336	6164.49542853614
2023.65854534451	3530.69597000333	6227.09102576846
2023.67101083741	3546.74828799639	6263.83806277409
2023.68347633032	3617.57792968041	6365.15774584863
2023.69594182322	3617.57792968041	6365.15774584863
