time	distance
2022.44939253281	0
2022.46185802571	0.0777467211747821
2022.47432351862	0.159581430371179
2022.48678901152	0.275104414180248
2022.49925450443	0.463595801721837
2022.51171999733	0.872545000539303
2022.52418549023	1.97187413179638
2022.53665098314	3.3456940724659
2022.54911647604	5.18974581923135
2022.56158196895	7.97712523160271
2022.57404746185	12.3266580017584
2022.58651295476	18.7498305088116
2022.59897844766	27.9992932277659
2022.61144394056	40.5767893725317
2022.62390943347	56.7606689238721
2022.63637492637	76.9730611940469
2022.64884041928	102.124312315364
2022.66130591218	134.533707986321
2022.67377140508	174.229765218523
2022.68623689799	223.55103508952
2022.69870239089	267.760911427193
2022.7111678838	314.35524755268
2022.7236333767	362.523675704187
2022.7360988696	412.043961889268
2022.74856436251	463.644838871289
2022.76102985541	517.523936011404
2022.77349534832	573.366472388255
2022.78596084122	631.303829709299
2022.79842633412	690.002302402485
2022.81089182703	751.065586540154
2022.82335731993	814.432938321275
2022.83582281284	880.056688960747
2022.84828830574	947.362107802168
2022.86075379865	1016.54557557085
2022.87321929155	1086.50631535364
2022.88568478445	1157.18021493192
2022.89815027736	1173.05809938494
2022.91061577026	1192.7537714348
2022.92308126317	1216.99736004344
2022.93554675607	1246.49198309796
2022.94801224897	1247.34536656856
2022.96047774188	1248.25701981996
2022.97294323478	1248.98394652311
2022.98540872769	1249.73958142517
2022.99787422059	1250.67990053137
2023.01033971349	1251.73794774762
2023.0228052064	1253.00204938558
2023.0352706993	1254.43726860033
2023.04773619221	1256.14616801408
2023.06020168511	1258.21992175948
2023.07266717801	1260.58059790329
2023.08513267092	1263.1918315476
2023.09759816382	1266.32235266358
2023.11006365673	1269.79314579746
2023.12252914963	1273.7360620897
2023.13499464254	1278.29341039219
2023.14746013544	1283.06610043974
2023.15992562834	1288.29040654586
2023.17239112125	1294.3393349992
2023.18485661415	1301.07189666283
2023.19732210706	1308.20380552219
2023.20978759996	1316.36522648929
2023.22225309286	1325.94465453935
2023.23471858577	1336.91119048003
2023.24718407867	1349.04491169665
2023.25964957158	1362.39190231684
2023.27211506448	1378.47103307084
2023.28458055738	1398.22312626581
2023.29704605029	1417.11851406545
2023.30951154319	1448.66924244285
2023.3219770361	1495.8107637216
2023.334442529	1559.02095953512
2023.34690802191	1634.51573231433
2023.35937351481	1718.92433088763
2023.37183900771	1792.53837790441
2023.38430450062	1863.62830992902
2023.39676999352	1942.47738274965
2023.40923548643	2028.24850686043
2023.42170097933	2122.75202178499
2023.43416647223	2221.02738674934
2023.44663196514	2322.89252534669
2023.45909745804	2432.39941801219
2023.47156295095	2545.08335276517
2023.48402844385	2676.00138910094
2023.49649393675	2834.52986596684
2023.50895942966	3048.23489780099
2023.52142492256	3335.54174887269
2023.53389041547	3542.61124216079
2023.54635590837	3670.03971130113
2023.55882140127	3806.9381032817
2023.57128689418	3946.49140893734
2023.58375238708	4087.10094146125
2023.59621787999	4224.23731635386
2023.60868337289	4356.71826782568
2023.6211488658	4478.93567032215
2023.6336143587	4584.42726319469
2023.6460798516	4678.43336872831
2023.65854534451	4748.28632430148
2023.67101083741	4796.07880715089
2023.68347633032	4828.46648896062
2023.69594182322	4828.46648896062
