time	distance
2022.43165171552	0
2022.44502873487	0.269343417619352
2022.45840575422	0.56128482931944
2022.47178277358	0.853327839159261
2022.48515979293	1.14546465964943
2022.49853681228	1.76201992084834
2022.51191383163	2.7238486029055
2022.52529085098	3.57898251610648
2022.53866787033	5.02015410206804
2022.55204488969	6.77753144924472
2022.56542190904	9.76734188921127
2022.57879892839	14.6739277471613
2022.59217594774	21.3916610817026
2022.60555296709	30.5156504956102
2022.61892998645	43.1048704423938
2022.6323070058	57.734248049077
2022.64568402515	77.6907216677643
2022.6590610445	102.306091787631
2022.67243806385	131.522636757905
2022.6858150832	166.660724527534
2022.69919210256	208.42274591533
2022.71256912191	257.354863378044
2022.72594614126	311.891984198803
2022.73932316061	370.519905571078
2022.75270017996	431.490297244704
2022.76607719932	493.362910195302
2022.77945421867	556.708237022928
2022.79283123802	623.710559487226
2022.80620825737	690.144098964483
2022.81958527672	759.661738897597
2022.83296229607	831.136632622713
2022.84633931543	906.596181838456
2022.85971633478	990.563930132406
2022.87309335413	1083.9033315213
2022.88647037348	1183.97704985412
2022.89984739283	1193.62792753038
2022.91322441218	1206.28831219432
2022.92660143154	1223.43886346517
2022.93997845089	1244.46845022368
2022.95335547024	1244.79871453893
2022.96673248959	1245.23951244229
2022.98010950894	1245.73544008333
2022.9934865283	1246.31511751826
2023.00686354765	1247.02530040406
2023.020240567	1248.21056640921
2023.03361758635	1249.14601826171
2023.0469946057	1250.17258878638
2023.06037162505	1251.22566946063
2023.07374864441	1252.25272963011
2023.08712566376	1253.54113990098
2023.10050268311	1255.46964979211
2023.11387970246	1258.05362622215
2023.12725672181	1260.91212652185
2023.14063374117	1263.26559974388
2023.15401076052	1265.42033664255
2023.16738777987	1268.13660420806
2023.18076479922	1270.27106623791
2023.19414181857	1272.3498035826
2023.20751883792	1274.18228570623
2023.22089585728	1276.44515198528
2023.23427287663	1279.28266818533
2023.24764989598	1282.44209150342
2023.26102691533	1286.61488083412
2023.27440393468	1292.01928809259
2023.28778095404	1298.65597429449
2023.30115797339	1306.50115443027
2023.31453499274	1316.1701745522
2023.32791201209	1329.52311605574
2023.34128903144	1345.66086354721
2023.35466605079	1363.98909971264
2023.36804307015	1373.26322144441
2023.3814200895	1384.33435766482
2023.39479710885	1401.1037303721
2023.4081741282	1416.72061958729
2023.42155114755	1439.56631329134
2023.4349281669	1461.52919196452
2023.44830518626	1484.30365571348
2023.46168220561	1512.45082824525
2023.47505922496	1542.4194642268
2023.48843624431	1577.00125686796
2023.50181326366	1618.94189753905
2023.51519028302	1670.77314461116
2023.52856730237	1737.26069952982
2023.54194432172	1832.54062628985
2023.55532134107	1980.11571590898
2023.56869836042	2070.29024112815
2023.58207537977	2149.47013656346
2023.59545239913	2262.7462582268
2023.60882941848	2374.74509931287
2023.62220643783	2478.19851043401
2023.63558345718	2551.47921740364
2023.64896047653	2588.25339259654
2023.66233749589	2612.61361596249
2023.67571451524	2632.86323663231
2023.68909153459	2638.18406994526
2023.70246855394	2641.94077803608
2023.71584557329	2646.57431861812
2023.72922259264	2651.15507212935
2023.742599612	2654.78814400792
2023.75597663135	2658.16034474026
2023.7693536507	2658.16034474026
