# BEAST v10.5.0-beta5 Prerelease #fb0d1ded5
# Generated Tue Jul 08 11:16:32 CEST 2025 [seed=1751966180065]
# A3_RRW_pols.xml
state	joint	prior	likelihood	Current Tree	location.precision.col11	location.precision.col12	location.precision.col21	location.precision.col22	correlation	location.varCovar.location.precision.col11	location.varCovar.location.precision.col12	location.varCovar.location.precision.col21	location.varCovar.location.precision.col22	location.diffusionRate	location.traitLikelihood
0	-98009.69547456624	-408.2387888925428	-97601.4566856737	890.0	0.05	0.002	0.002	0.05	-0.04	20.03205128205128	-0.8012820512820512	-0.8012820512820512	20.03205128205128	1939.2891220125964	-97601.4566856737
10000	-1163.1936540236363	-269.1003716016317	-894.0932824220047	592.0	2.1732425998503293E-4	1.0991485057590615E-4	1.0991485057590615E-4	1.2105010650676143E-4	-0.6776722173453321	8509.164848349965	-7726.416851850502	-7726.416851850502	15276.714801196962	2172.688937461021	-894.0932824220047
20000	-1109.2816347221747	-254.50864063868985	-854.7729940834847	722.0	2.78998987261382E-4	1.2442701800977185E-4	1.2442701800977185E-4	1.3547046709396076E-4	-0.6400163452922517	6071.086419059073	-5576.176087731379	-5576.176087731377	12503.293144468103	1857.296370817268	-854.7729940834847
30000	-1044.2707814292996	-249.8740521462641	-794.3967292830356	414.0	3.811080713137809E-4	1.5724727507866753E-4	1.5724727507866753E-4	2.487582649164029E-4	-0.5107052184619518	3549.78083279872	-2243.9188634462735	-2243.918863446274	5438.4127788846845	1905.789149649365	-794.3967292830356
40000	-1170.5486212793064	-260.56629298804853	-909.9823282912579	69.0	2.012775887821158E-4	7.011407668326941E-5	7.011407668326941E-5	8.320969093344358E-5	-0.5417769878066654	7032.441429212494	-5925.669619813837	-5925.669619813838	17010.91349150104	2111.0168855048523	-909.9823282912579
50000	-1054.5845366014944	-241.7433108944999	-812.8412257069946	982.0	3.817755068744098E-4	1.6551674524636163E-4	1.6551674524636163E-4	1.8206544590552374E-4	-0.6278040917550199	4323.328216632866	-3930.362576433943	-3930.362576433943	9065.645669777114	1576.069058830944	-812.8412257069946
60000	-1128.7912139718787	-241.52495891040843	-887.2662550614702	610.0	1.4064616741384044E-4	7.515831705103321E-5	7.515831705103321E-5	1.1098142458832916E-4	-0.6015724628294581	11142.333621923572	-7545.758636197796	-7545.758636197796	14120.619966656343	1940.5544839508616	-887.2662550614702
70000	-1136.1226860699767	-288.32364440250507	-847.7990416674717	753.0	2.2951418449466488E-4	1.5456842705687557E-4	1.5456842705687557E-4	2.2351386728427874E-4	-0.6824389175358518	8154.998576039394	-5639.494845956384	-5639.494845956386	8373.92270321334	1754.6212571883002	-847.7990416674717
80000	-1078.5683065328406	-243.65131372765305	-834.9169928051874	732.0	2.5507410712384657E-4	1.1845507309705825E-4	1.1845507309705825E-4	1.5299930658244047E-4	-0.5996194976797972	6121.304951047085	-4739.234716955807	-4739.234716955806	10205.18608677351	1644.0052165123143	-834.9169928051874
90000	-1108.6158733677844	-246.07132310353876	-862.5445502642456	633.0	2.6078952963906626E-4	1.297833949067336E-4	1.297833949067336E-4	1.2471132240421802E-4	-0.7196496402660516	7953.69179432704	-8277.172458839066	-8277.172458839066	16632.327377730493	2325.37191448611	-862.5445502642456
100000	-1069.4159402073979	-237.4000173384677	-832.01592286893	903.0	2.1473782870928633E-4	1.0321166865905456E-4	1.0321166865905456E-4	1.483928314622222E-4	-0.5781866501399835	6995.40328533095	-4865.5129692423725	-4865.5129692423725	10122.980319438142	1765.576108294357	-832.01592286893
110000	-1086.2368235878612	-270.3150006537717	-815.9218229340894	2.0	3.42108868922856E-4	1.6123821476597106E-4	1.6123821476597106E-4	2.248254836312787E-4	-0.5813839607747359	4415.526270691684	-3166.6853847680245	-3166.6853847680245	6718.947842420335	1747.43871451807	-815.9218229340894
120000	-1108.807064617586	-270.99425997924226	-837.8128046383438	971.0	3.357924215325202E-4	1.2538450098651096E-4	1.2538450098651096E-4	2.3827286233569337E-4	-0.4432728374087526	3706.28029361765	-1950.327454734129	-1950.3274547341289	5223.174903228155	1710.3821574107792	-837.8128046383438
130000	-1089.2176229565248	-219.9311614884783	-869.2864614680465	55.0	1.7849148414586505E-4	1.0466319490177602E-4	1.0466319490177602E-4	1.1905774472258795E-4	-0.717970187963095	11563.035477123545	-10165.018988208041	-10165.01898820804	17335.313787037518	1897.750107376107	-869.2864614680465
140000	-1125.2975186159315	-246.81874798141655	-878.4787706345148	718.0	1.9703239615442183E-4	1.069294606504545E-4	1.069294606504545E-4	1.343806289465429E-4	-0.6571435084345323	8932.846360744783	-7108.051591333085	-7108.051591333085	13097.57318993506	2330.1157819712607	-878.4787706345148
150000	-1034.6189724170729	-192.04828154467717	-842.5706908723956	181.0	2.605278436500942E-4	1.3996532449510833E-4	1.3996532449510833E-4	1.6361302640052115E-4	-0.6779293615790792	7102.660351368774	-6076.081976653078	-6076.081976653078	11309.86221715188	1842.4011369635764	-842.5706908723956
160000	-1049.2219819831066	-242.21765796108315	-807.0043240220235	430.0	3.3009104134188745E-4	2.0316746911423485E-4	2.0316746911423485E-4	2.193980916648369E-4	-0.7549546750344599	7044.561037335945	-6523.418805131185	-6523.418805131187	10598.75439647406	1963.332068920503	-807.0043240220235
170000	-1073.8189088499018	-250.9117443033688	-822.907164546533	389.0	3.223454057466233E-4	1.6265274802976636E-4	1.6265274802976636E-4	2.464726536859975E-4	-0.5770537826570467	4651.005634369028	-3069.3013452754776	-3069.301345275478	6082.744985780501	1905.0227496849877	-822.907164546533
180000	-1173.1405516835262	-280.70095604559424	-892.4395956379319	999.0	2.0633213304122288E-4	8.85209560743564E-5	8.85209560743564E-5	8.928605221360125E-5	-0.6521850682486506	8433.856684577	-8361.586592795169	-8361.586592795169	19489.893397119664	1920.4882259215572	-892.4395956379319
190000	-1080.472774891044	-226.7867611497324	-853.6860137413117	602.0	2.208334561798794E-4	1.5560885128313072E-4	1.5560885128313072E-4	1.8373779132772002E-4	-0.772507342944538	11229.998657164144	-9510.76628452306	-9510.76628452306	13497.274558686926	2002.9162905225487	-853.6860137413117
200000	-1096.3739777128267	-210.82604224434246	-885.5479354684843	770.0	1.5470361359556868E-4	5.514741851778627E-5	5.514741851778627E-5	1.1338141442604512E-4	-0.4163935785328994	7819.797933744937	-3803.459954700396	-3803.4599547003954	10669.746925115165	2034.1750827952485	-885.5479354684843
210000	-1153.5524935386911	-265.09549717176844	-888.4569963669228	299.0	2.774966296345371E-4	1.431165231844384E-4	1.431165231844384E-4	1.6840206857920856E-4	-0.6620445424381532	6415.642630620532	-5452.334849772959	-5452.3348497729585	10571.83692550352	2044.973495351081	-888.4569963669228
220000	-1076.1809019124153	-233.2888316999779	-842.8920702124374	625.0	2.2334267406932604E-4	1.3792534499282774E-4	1.3792534499282774E-4	1.8458296399162166E-4	-0.6793012525356417	8313.85436704177	-6212.335131027654	-6212.335131027653	10059.641615909559	1796.1469345102514	-842.8920702124374
230000	-1173.2529369092053	-297.0405882513957	-876.2123486578097	663.0	1.7319813520727707E-4	9.014501001574154E-5	9.014501001574154E-5	1.42565051715676E-4	-0.5736718603527527	8605.945871000777	-5441.60765489339	-5441.60765489339	10455.113357828677	1907.827889771564	-876.2123486578097
240000	-1080.740214221365	-243.9582918156786	-836.7819224056865	981.0	1.9012263618044774E-4	1.054927669462819E-4	1.054927669462819E-4	2.1400211988307133E-4	-0.5229940307656117	7240.093212697353	-3569.018224556653	-3569.018224556653	6432.205477881701	1922.7270508980532	-836.7819224056865
250000	-1111.8742923332734	-260.04028610132116	-851.8340062319522	824.0	3.9331963262383325E-4	1.9880435384198074E-4	1.9880435384198074E-4	1.8154817989596977E-4	-0.7439729223030302	5694.147834854197	-6235.377196497207	-6235.377196497206	12336.230172034715	1858.0237585760954	-851.8340062319522
260000	-1034.6396464106638	-203.84538013193446	-830.7942662787292	834.0	1.7557320496687582E-4	9.783443920929023E-5	9.783443920929023E-5	1.5261974002702962E-4	-0.5976642610018795	8860.691794791072	-5680.004517084196	-5680.004517084196	10193.308259859743	1764.1140426162412	-830.7942662787292
270000	-1024.8487960107527	-192.16487656127381	-832.6839194494788	155.0	1.951919805811327E-4	1.0229395385955776E-4	1.0229395385955776E-4	1.451087246659275E-4	-0.6078161247028984	8124.785716883579	-5727.542965835428	-5727.542965835428	10928.998373646256	2175.317208449689	-832.6839194494788
280000	-1025.7923331305128	-231.68152830267368	-794.1108048278392	787.0	2.869312782899291E-4	2.026451967296628E-4	2.026451967296628E-4	2.9368130143198485E-4	-0.6980864680714762	6797.977564840047	-4690.722542680796	-4690.722542680796	6641.731642276695	1896.4694633802972	-794.1108048278392
290000	-1085.858625528749	-257.6543870055875	-828.2042385231614	839.0	2.394080293269397E-4	1.2880189700425088E-4	1.2880189700425088E-4	1.8982989287461574E-4	-0.6041859227124673	6578.325384944355	-4463.473986426897	-4463.473986426897	8296.39575112202	2046.2729073121207	-828.2042385231614
300000	-1121.159925178271	-227.2945585422238	-893.865366636047	551.0	1.3756311776286326E-4	6.0493057496457585E-5	6.0493057496457585E-5	9.354343744102661E-5	-0.5332708787150314	10158.140216909673	-6569.108181276719	-6569.108181276719	14938.358875163083	1992.9837735460314	-893.865366636047
310000	-1110.0450984096888	-229.73772970648923	-880.3073687031995	84.0	1.6183879094931264E-4	9.745441028060394E-5	9.745441028060394E-5	1.1086320431192937E-4	-0.7275560755191265	13128.287954776779	-11540.434615500799	-11540.4346155008	19164.75590816813	2185.6024139019846	-880.3073687031995
320000	-1104.6810762602477	-281.3472941146059	-823.3337821456416	539.0	2.825747320376761E-4	1.2806190048697864E-4	1.2806190048697864E-4	2.197764688922031E-4	-0.5138811468972759	4808.752559004326	-2802.0196829159395	-2802.01968291594	6182.790963224649	1676.230477922968	-823.3337821456416
330000	-1133.6674021578942	-252.02284150974344	-881.6445606481507	188.0	1.4408294027375355E-4	4.1156918432554635E-5	4.1156918432554635E-5	9.94047634077831E-5	-0.3439006295739904	7871.376015271951	-3259.0146538908148	-3259.0146538908148	11409.22186624193	2027.1829163984753	-881.6445606481507
340000	-1111.024806649917	-284.1372224701951	-826.8875841797219	433.0	3.199268085260216E-4	1.4085618070697314E-4	1.4085618070697314E-4	2.1208274411149686E-4	-0.5407517387226434	4417.424943081029	-2933.8624820649975	-2933.8624820649975	6663.685298225753	1757.1888442396437	-826.8875841797219
350000	-1115.3542147830576	-275.0628980761761	-840.2913167068814	694.0	2.6111257119463036E-4	1.2832045393093206E-4	1.2832045393093206E-4	1.7849794426395355E-4	-0.5943816417473513	5921.917198167949	-4257.209270077638	-4257.2092700776375	8662.772181447452	2004.5383127036532	-840.2913167068814
360000	-1107.616067473813	-243.0643547191326	-864.5517127546804	513.0	2.3490794941567072E-4	1.2645843390261195E-4	1.2645843390261195E-4	1.245692324160147E-4	-0.7392537700137672	9386.880625880023	-9529.240890039791	-9529.24089003979	17701.42463326025	1878.4801720895277	-864.5517127546804
370000	-1064.5237339542398	-237.90411632929053	-826.6196176249492	740.0	2.1326436817658542E-4	1.0576647695993344E-4	1.0576647695993344E-4	1.8884599101718703E-4	-0.5270295949551218	6492.325400082682	-3636.139592615133	-3636.139592615133	7331.803375796409	1854.5671798153303	-826.6196176249492
380000	-1060.6618598573093	-196.22550392284867	-864.4363559344607	423.0	1.657931929803359E-4	9.16028425804779E-5	9.16028425804779E-5	1.2406304849617427E-4	-0.6387109748928234	10187.700590909453	-7522.161874934889	-7522.161874934888	13614.459990853911	1986.590137765952	-864.4363559344607
390000	-1141.124924801401	-293.4111004250875	-847.7138243763135	647.0	2.08181388276619E-4	1.2257559918787882E-4	1.2257559918787882E-4	2.337292963377257E-4	-0.5556822173251961	6949.339309723447	-3644.4700908113823	-3644.4700908113823	6189.737990795448	2028.929391744422	-847.7138243763135
