node1,node2,length,startLon,startLat,endLon,endLat,endNodeL,startNodeL,startYear,endYear,tipLabel,genotype
532,533,0.0155643913242205,-98.9320192977691,48.2503098381434,-102.816921808542,48.6547929935312,0.0155643913242205,0,2022.05562052465,2022.07118491598,NA,B32
532,960,0.0157344746766426,-98.9320192977691,48.2503098381434,-96.0489533808668,46.171947806094,0.0157344746766426,0,2022.05562052465,2022.07135499933,NA,B32
533,544,0.000569772444629635,-102.816921808542,48.6547929935312,-102.936594948801,48.651288404792,0.0161341637688501,0.0155643913242205,2022.07118491598,2022.07175468842,NA,B32
960,961,0.000430203892583858,-96.0489533808668,46.171947806094,-96.2273053287346,46.281812793001,0.0161646785692264,0.0157344746766426,2022.07135499933,2022.07178520322,NA,B32
544,545,0.00289306558042268,-102.936594948801,48.651288404792,-102.588748956843,48.5467555411825,0.0190272293492728,0.0161341637688501,2022.07175468842,2022.074647754,NA,B32
961,962,0.00333340913673696,-96.2273053287346,46.281812793001,-96.2229654744767,46.2802720283291,0.0194980877059634,0.0161646785692264,2022.07178520322,2022.07511861236,NA,B32
960,971,0.00407517798695611,-96.0489533808668,46.171947806094,-95.9658731035938,46.3784143699901,0.0198096526635987,0.0157344746766426,2022.07135499933,2022.07543017731,NA,B32
533,534,0.00432766398776208,-102.816921808542,48.6547929935312,-102.257258794284,48.6007830662456,0.0198920553119826,0.0155643913242205,2022.07118491598,2022.07551257996,NA,B32
534,535,1.91161164853071e-05,-102.257258794284,48.6007830662456,-102.293985013356,48.4940833558643,0.0199111714284679,0.0198920553119826,2022.07551257996,2022.07553169608,NA,B32
545,546,0.00116278280727311,-102.588748956843,48.5467555411825,-102.615105662565,48.5951003334873,0.0201900121565459,0.0190272293492728,2022.074647754,2022.07581053681,NA,B32
962,963,0.00120603260522723,-96.2229654744767,46.2802720283291,-96.2188310203384,46.4617923553574,0.0207041203111906,0.0194980877059634,2022.07511861236,2022.07632464496,NA,B32
971,972,0.000906756296757294,-95.9658731035938,46.3784143699901,-96.3474510849255,46.7854185520038,0.020716408960356,0.0198096526635987,2022.07543017731,2022.07633693361,NA,B32
961,969,0.00470073975081453,-96.2273053287346,46.281812793001,-97.3003933670339,46.687283126817,0.020865418320041,0.0161646785692264,2022.07178520322,2022.07648594297,NA,B32
546,547,0.000887995999648172,-102.615105662565,48.5951003334873,-102.650749338441,48.5493618561542,0.0210780081561941,0.0201900121565459,2022.07581053681,2022.07669853281,NA,B32
962,964,0.00201192326710942,-96.2229654744767,46.2802720283291,-96.1945578729069,46.1797834832646,0.0215100109730728,0.0194980877059634,2022.07511861236,2022.07713053562,NA,B32
972,974,0.00124001954661246,-96.3474510849255,46.7854185520038,-97.1780879223884,47.1070182868901,0.0219564285069684,0.020716408960356,2022.07633693361,2022.07757695316,NA,B32
971,1060,0.00222702286990994,-95.9658731035938,46.3784143699901,-96.1248378722816,46.506421580226,0.0220366755335086,0.0198096526635987,2022.07543017731,2022.07765720018,NA,B32
972,973,0.0123345836996158,-96.3474510849255,46.7854185520038,-96.3560551954616,46.2556212468728,0.0330509926599718,0.020716408960356,2022.07633693361,2022.08867151731,NA,B32
1060,1061,0.0149720178408494,-96.1248378722816,46.506421580226,-96.7786144495454,46.0042481261913,0.0370086933743581,0.0220366755335086,2022.07765720018,2022.09262921803,NA,B32
535,543,0.0245622988427603,-102.293985013356,48.4940833558643,-103.159150681813,47.8247100943597,0.0444734702712282,0.0199111714284679,2022.07553169608,2022.10009399492,NA,B32
535,536,0.0806091454742308,-102.293985013356,48.4940833558643,-105.387561111481,52.541510647375,0.100520316902699,0.0199111714284679,2022.07553169608,2022.15614084155,NA,B32
536,537,0.000552228822726875,-105.387561111481,52.541510647375,-105.759366824513,52.0642717039714,0.101072545725426,0.100520316902699,2022.15614084155,2022.15669307038,NA,B32
547,548,0.0924216044497355,-102.650749338441,48.5493618561542,-111.253562982841,46.4532423895634,0.11349961260593,0.0210780081561941,2022.07669853281,2022.16912013726,NA,B32
536,542,0.0164337121062132,-105.387561111481,52.541510647375,-104.058929056968,51.5511426739418,0.116954029008912,0.100520316902699,2022.15614084155,2022.17257455366,NA,B32
974,975,0.101307034883106,-97.1780879223884,47.1070182868901,-92.7270773548677,44.5104455962431,0.123263463390075,0.0219564285069684,2022.07757695316,2022.17888398804,NA,B32
975,976,0.00084573501484364,-92.7270773548677,44.5104455962431,-92.6419136462022,44.7033149890528,0.124109198404919,0.123263463390075,2022.17888398804,2022.17972972306,NA,B32
976,978,0.00277201283868145,-92.6419136462022,44.7033149890528,-89.7286532390192,45.4581557381315,0.1268812112436,0.124109198404919,2022.17972972306,2022.1825017359,NA,B32
978,982,0.000256463675839758,-89.7286532390192,45.4581557381315,-89.7201674267176,45.4383431831244,0.12713767491944,0.1268812112436,2022.1825017359,2022.18275819957,NA,B32
975,991,0.0071141328408193,-92.7270773548677,44.5104455962431,-94.1100595871435,45.4403262543664,0.130377596230894,0.123263463390075,2022.17888398804,2022.18599812088,NA,B32
982,983,0.00361475211644269,-89.7201674267176,45.4383431831244,-88.3990457016587,44.8037981291547,0.130752427035882,0.12713767491944,2022.18275819957,2022.18637295169,NA,B32
537,538,0.0417403441363238,-105.759366824513,52.0642717039714,-105.456976398823,51.5815985881336,0.142812889861749,0.101072545725426,2022.15669307038,2022.19843341451,NA,B32
982,987,0.0172342087333281,-89.7201674267176,45.4383431831244,-93.5902643799922,46.2943748971173,0.144371883652768,0.12713767491944,2022.18275819957,2022.1999924083,NA,B32
