label,,host,date,country,location,county,latitude,longitude
A/pintail/Wisconsin/23-037645-019-original/2023|H5N1|USA-WI|2023-11-18|avian|B3.6,23-037645-019-original,pintail,11/18/2023,USA-WI,Wisconsin,La Crosse,43.91,-91.11
A/turkey/South_Dakota/23-038978-001-original/2023|H5N1|USA-SD|2023-12-08|avian|B3.6,23-038978-001-original,turkey,12/8/2023,USA-SD,South_Dakota,Lake,44.02,-97.12
A/chicken/Minnesota/23-039634-001-original/2023|H5N1|USA-MN|2023-12-13|avian|B3.6,23-039634-001-original,chicken,12/13/2023,USA-MN,Minnesota,Waseca,44.02,-93.59
A/American_wigeon/South_Dakota/23-033792-006-original/2023|H5N1|USA-SD|2023-10-28|avian|B3.6,23-033792-006-original,American_wigeon,10/28/2023,USA-SD,South_Dakota,Sanborn,44.03,-98.09
A/turkey/Minnesota/23-031477-001/2023|H5N1|USA-MN|2023-10-16|avian|B3.6,23-031477-001,turkey,10/16/2023,USA-MN,Minnesota,Blue Earth,44.03,-94.06
A/turkey/Minnesota/23-031477-002/2023|H5N1|USA-MN|2023-10-16|avian|B3.6,23-031477-002,turkey,10/16/2023,USA-MN,Minnesota,Blue Earth,44.03,-94.06
A/turkey/Minnesota/23-031477-003/2023|H5N1|USA-MN|2023-10-16|avian|B3.6,23-031477-003,turkey,10/16/2023,USA-MN,Minnesota,Blue Earth,44.03,-94.06
A/turkey/Minnesota/23-032149-001/2023|H5N1|USA-MN|2023-10-18|avian|B3.6,23-032149-001,turkey,10/18/2023,USA-MN,Minnesota,Blue Earth,44.03,-94.06
A/turkey/Minnesota/23-032150-001/2023|H5N1|USA-MN|2023-10-19|avian|B3.6,23-032150-001,turkey,10/19/2023,USA-MN,Minnesota,Blue Earth,44.03,-94.06
A/turkey/Minnesota/23-032150-002/2023|H5N1|USA-MN|2023-10-19|avian|B3.6,23-032150-002,turkey,10/19/2023,USA-MN,Minnesota,Blue Earth,44.03,-94.06
A/turkey/South_Dakota/23-029852-001/2023|H5N1|USA-SD|2023-10-02|avian|B3.6,23-029852-001,turkey,10/2/2023,USA-SD,South_Dakota,Jerauld,44.06341,-98.62317
A/Canada_goose/Oregon/23-031492-001/2023|H5N1|USA-OR|2023-10-11|avian|B3.6,23-031492-001,Canada_goose,10/11/2023,USA-OR,Oregon,Crook,44.13,-120.36
A/chicken/Minnesota/23-032411-001/2023|H5N1|USA-MN|2023-10-23|avian|B3.6,23-032411-001,chicken,10/23/2023,USA-MN,Minnesota,Brown,44.23,-94.72
A/turkey/Minnesota/23-036742-002/2023|H5N1|USA-MN|2023-11-19|avian|B3.6,23-036742-002,turkey,11/19/2023,USA-MN,Minnesota,Brown,44.23,-94.72
A/turkey/Minnesota/23-036742-003/2023|H5N1|USA-MN|2023-11-20|avian|B3.6,23-036742-003,turkey,11/20/2023,USA-MN,Minnesota,Brown,44.23,-94.72
A/turkey/Minnesota/23-037134-001/2023|H5N1|USA-MN|2023-11-23|avian|B3.6,23-037134-001,turkey,11/23/2023,USA-MN,Minnesota,Brown,44.23,-94.72
A/turkey/Minnesota/23-037134-002/2023|H5N1|USA-MN|2023-11-23|avian|B3.6,23-037134-002,turkey,11/23/2023,USA-MN,Minnesota,Brown,44.23,-94.72
