# BEAST v10.5.0-beta5 Prerelease #fb0d1ded5
# Generated Fri Jun 06 07:34:40 CEST 2025 [seed=1749188072398]
# -overwrite B36_RRW_pols.xml
state	joint	prior	likelihood	Current Tree	location.precision.col11	location.precision.col12	location.precision.col21	location.precision.col22	correlation	location.varCovar.location.precision.col11	location.varCovar.location.precision.col12	location.varCovar.location.precision.col21	location.varCovar.location.precision.col22	location.diffusionRate	location.traitLikelihood
0	-286931.8471390386	-1529.2002301156906	-285402.64690892294	792.0	0.05	0.002	0.002	0.05	-0.04	20.03205128205128	-0.8012820512820512	-0.8012820512820512	20.03205128205128	2536.3861136923556	-285402.64690892294
10000	-3277.4013870869676	-1060.542182243368	-2216.8592048436	87.0	3.7778199076256806E-4	4.5024148548049635E-5	4.5024148548049635E-5	1.0656987751189918E-4	-0.22439214490861403	2787.3789478275207	-1177.6251107418211	-1177.6251107418211	9881.043241345349	2749.1246952156694	-2216.8592048436
20000	-3254.7675067761625	-881.1733362716164	-2373.594170504546	617.0	2.7169837326152446E-4	5.5061831182255015E-5	5.5061831182255015E-5	6.483043179385347E-5	-0.41487539068143475	4445.764000320512	-3775.8796307292737	-3775.8796307292737	18631.78777881056	2855.616894155348	-2373.594170504546
30000	-2970.601950498466	-813.2532641911704	-2157.348686307296	837.0	2.8950329876340067E-4	4.614933948476733E-5	4.614933948476733E-5	9.68735380960084E-5	-0.2755726739732964	3738.0615873299707	-1780.7656930800915	-1780.7656930800913	11171.07088047371	2660.017112327827	-2157.348686307296
40000	-2960.537894369144	-765.775004199272	-2194.762890169872	884.0	3.722086719569531E-4	5.995768179035336E-5	5.995768179035336E-5	9.530442416397366E-5	-0.31834281946681586	2989.6416871331844	-1880.8359267340945	-1880.8359267340943	11675.959135752579	2831.856138825321	-2194.762890169872
50000	-3257.7629841010885	-863.6902479897797	-2394.072736111309	439.0	2.0265168257799226E-4	4.061918214756448E-5	4.061918214756448E-5	6.085329841763099E-5	-0.3657749892608831	5696.7513787979415	-3802.5446101002153	-3802.5446101002153	18971.136851431875	3085.872405055636	-2394.072736111309
60000	-3052.3227841451367	-770.245195935811	-2282.0775882093258	156.0	3.0813385630359155E-4	2.953860249502233E-5	2.953860249502233E-5	5.588805651292363E-5	-0.22509234786741944	3418.5489592765684	-1806.8110633707986	-1806.8110633707988	18847.867317428292	2767.283978677185	-2282.0775882093258
70000	-3143.4054033238726	-800.5750945965694	-2342.830308727303	584.0	2.252418133525428E-4	2.3282686948918605E-5	2.3282686948918605E-5	6.21861092790439E-5	-0.19672606198700343	4618.410790977915	-1729.1484206760397	-1729.1484206760397	16728.16057198443	2874.233844137888	-2342.830308727303
80000	-3028.097641669203	-828.6107096902891	-2199.4869319789136	945.0	3.114473123374871E-4	5.5900423500583394E-5	5.5900423500583394E-5	1.047919511455602E-4	-0.3094274519577584	3550.7873244418442	-1894.1389393646393	-1894.1389393646393	10553.130815775281	2849.8589935417513	-2199.4869319789136
90000	-3161.635081302224	-767.5901699713214	-2394.044911330903	109.0	2.238335737718168E-4	3.5937338824998886E-5	3.5937338824998886E-5	5.412992874989714E-5	-0.32648600681624235	5000.638670854216	-3319.9682764448776	-3319.9682764448776	20678.22461046513	2927.3143906658065	-2394.044911330903
100000	-3082.7992443891917	-754.659022634203	-2328.140221754989	22.0	2.4062438609346985E-4	4.220317765499364E-5	4.220317765499364E-5	6.989922932138185E-5	-0.32541617719104265	4648.0647779619485	-2806.370048435446	-2806.3700484354454	16000.716239336982	2781.1154607450226	-2328.140221754989
110000	-3276.937242084081	-797.3079945720995	-2479.6292475119812	70.0	1.6910840202387923E-4	2.8253769261738418E-5	2.8253769261738418E-5	4.824356720916788E-5	-0.3128052942161291	6554.728230144336	-3838.766279138408	-3838.766279138408	22976.319555612685	3003.8082572116637	-2479.6292475119812
120000	-3203.85878540099	-781.5453784511928	-2422.3134069497974	331.0	1.8545001393927523E-4	4.055161311879013E-5	4.055161311879013E-5	6.569835042115545E-5	-0.36738165569368025	6233.638300433609	-3847.6474228226202	-3847.6474228226202	17596.002065457666	2996.1194489169834	-2422.3134069497974
130000	-3061.8454699248564	-820.1532928808983	-2241.692177043958	623.0	2.710061577624453E-4	5.901418777340613E-5	5.901418777340613E-5	8.824279731088841E-5	-0.38161656784437753	4318.923018781964	-2888.3687029018865	-2888.3687029018865	13264.025718362593	2744.0281061464366	-2241.692177043958
140000	-3090.323095437768	-791.451549924347	-2298.871545513421	611.0	2.6499185760379826E-4	5.2211518586908806E-5	5.2211518586908806E-5	7.41239813706158E-5	-0.37253809639077884	4381.831771972187	-3086.47871817807	-3086.4787181780703	15664.967254748075	2866.3984727135235	-2298.871545513421
150000	-2996.4505007795447	-769.1012975484695	-2227.349203231075	286.0	2.9638111811265065E-4	4.673812289497826E-5	4.673812289497826E-5	8.358110090833372E-5	-0.29695589872481404	3700.340511699612	-2069.2114330817453	-2069.2114330817453	13121.519653801517	2725.2327827318068	-2227.349203231075
160000	-3066.9870234527675	-701.9022823884411	-2365.0847410643264	28.0	2.0604391115843464E-4	4.849202362756931E-5	4.849202362756931E-5	6.768961428164542E-5	-0.41060988076059535	5837.547701038101	-4181.948797462131	-4181.94879746213	17769.212790771733	2957.826823710518	-2365.0847410643264
170000	-3036.365285074842	-769.5327638981207	-2266.8325211767215	303.0	2.2011166615833807E-4	4.7351637363720003E-5	4.7351637363720003E-5	7.121724480608208E-5	-0.3781994442662521	5301.438924259177	-3524.873984257137	-3524.873984257137	16385.196560646767	2850.7775642427628	-2266.8325211767215
180000	-3114.135035878614	-747.1075755176488	-2367.027460360965	573.0	1.842349624244482E-4	1.607774036786859E-5	1.607774036786859E-5	4.2771377937139633E-5	-0.1811183133409807	5611.944764294892	-2109.5273341849875	-2109.527334184988	24173.091507537534	2989.2012798462542	-2367.027460360965
190000	-3029.275213784338	-725.4475284159026	-2303.8276853684356	311.0	2.3040764611493658E-4	2.3733950654821348E-5	2.3733950654821348E-5	6.162491559594072E-5	-0.19917894275519177	4519.429695278351	-1740.5934002242466	-1740.5934002242468	16897.567287534297	2838.1918054591415	-2303.8276853684356
200000	-3256.7608556322443	-813.0995844844674	-2443.661271147777	526.0	2.3638115720976883E-4	3.583443964615891E-5	3.583443964615891E-5	5.252617010645934E-5	-0.3215928041447508	4718.446491951593	-3219.021788506085	-3219.0217885060847	21234.21219821113	2945.772404191377	-2443.661271147777
210000	-3105.0866399625975	-833.9486373766773	-2271.1380025859203	245.0	3.3068305568623434E-4	7.133541956779725E-5	7.133541956779725E-5	8.989431526292593E-5	-0.4137453582806845	3648.6362748793367	-2895.3666175389994	-2895.3666175389994	13421.785225637495	2727.8222249122523	-2271.1380025859203
220000	-3025.2098223731477	-812.5533384473262	-2212.6564839258217	664.0	3.2333600973139383E-4	4.1679862863638476E-5	4.1679862863638476E-5	1.0040030267209453E-4	-0.2313298803038611	3267.61971668134	-1356.5092739471738	-1356.5092739471738	10523.266288967361	2786.246164069729	-2212.6564839258217
230000	-3126.138682571012	-837.5527652979808	-2288.585917273031	175.0	2.608722662249592E-4	3.7907604768069846E-5	3.7907604768069846E-5	7.167426942091817E-5	-0.27722395241893916	4152.420081933716	-2196.1618942013215	-2196.161894201322	15113.530222826827	2881.324802704536	-2288.585917273031
240000	-3197.6001526850105	-844.1188578284878	-2353.4812948565227	573.0	2.0928199243538476E-4	3.552769513662986E-5	3.552769513662986E-5	6.544480980095511E-5	-0.3035732484495598	5263.289447918017	-2857.2555026165446	-2857.2555026165446	16831.154460904905	2884.5074817999675	-2353.4812948565227
250000	-2955.1953308926113	-840.8971450615297	-2114.2981858310814	897.0	3.228409864679767E-4	6.991306406818308E-5	6.991306406818308E-5	1.2120152277499848E-4	-0.3534353341815829	3539.6625156924592	-2041.7949096131404	-2041.7949096131406	9428.496541675468	2767.071243140373	-2114.2981858310814
260000	-3012.2780171653285	-749.6327061408343	-2262.6453110244943	870.0	2.2614849090530893E-4	4.227352436518809E-5	4.227352436518809E-5	7.563220910878162E-5	-0.3232348783950962	4937.776152511993	-2759.8982358539106	-2759.8982358539106	14764.48511126662	2681.2077904696635	-2262.6453110244943
270000	-3144.3740572581028	-787.9274533834013	-2356.4466038747014	499.0	2.1446169596097138E-4	3.237467324328428E-5	3.237467324328428E-5	5.606205999574747E-5	-0.29525414266137673	5108.139420405713	-2949.8442374275733	-2949.844237427573	19540.848898317345	2905.033505840477	-2356.4466038747014
280000	-2848.6309377963867	-719.0221957058629	-2129.6087420905237	182.0	2.896927244330835E-4	5.3068480708085046E-5	5.3068480708085046E-5	9.78573684217875E-5	-0.31518903030820056	3832.6885167838727	-2078.4838167358594	-2078.48381673586	11346.125450102645	2736.25968644634	-2129.6087420905237
290000	-3038.735369057158	-753.9091299540022	-2284.826239103156	7.0	2.7331319013237194E-4	4.261521015467135E-5	4.261521015467135E-5	7.505152167256387E-5	-0.2975463230618292	4014.1985269875695	-2279.3130641171665	-2279.3130641171665	14618.403208694881	2947.674548958787	-2284.826239103156
300000	-3059.310458320984	-837.2538862811812	-2222.0565720398026	707.0	3.0015120456074326E-4	5.1314777838137505E-5	5.1314777838137505E-5	8.839259865462845E-5	-0.3150390990203061	3698.7541214895	-2147.2470422973674	-2147.247042297367	12559.711127815737	2725.0635336206265	-2222.0565720398026
310000	-3002.8933394269397	-810.4548694295922	-2192.4384699973475	832.0	2.969776520042673E-4	5.506014234434926E-5	5.506014234434926E-5	1.1456632017941717E-4	-0.2985018061080108	3696.639633541053	-1776.5910967532386	-1776.5910967532386	9582.391726955106	2685.4875663985435	-2192.4384699973475
320000	-3182.1596738928993	-794.1371205135383	-2388.022553379361	624.0	2.0985307035406258E-4	2.3178325663182335E-5	2.3178325663182335E-5	5.73256398148208E-5	-0.21132454441541407	4987.992935770658	-2016.7821073504165	-2016.782107350417	18259.641512195118	2976.7843718998997	-2388.022553379361
330000	-3099.215175189711	-753.1504124948178	-2346.064762694893	840.0	2.2588462967999774E-4	3.747675278936444E-5	3.747675278936444E-5	6.563924424319698E-5	-0.3077774717307396	4890.2801424677655	-2792.1074059136067	-2792.1074059136067	16828.94329069405	2872.4231625856432	-2346.064762694893
340000	-3083.6210620734737	-690.6702671169028	-2392.950794956571	510.0	1.8925121513749713E-4	3.960233816387108E-5	3.960233816387108E-5	5.928701675102654E-5	-0.37387092344848927	6142.589864318209	-4103.106115631711	-4103.106115631711	19607.87807548718	2890.3928200393825	-2392.950794956571
350000	-2956.780640933028	-824.5266683500921	-2132.2539725829356	625.0	3.437268431690673E-4	6.047991906803162E-5	6.047991906803162E-5	9.929143175713758E-5	-0.3273773206791984	3258.521949673013	-1984.8152082212434	-1984.8152082212434	11280.343563760774	2715.216165446077	-2132.2539725829356
360000	-3003.656206984693	-788.9096863945072	-2214.7465205901863	268.0	2.863193594817436E-4	6.369934347581187E-5	6.369934347581187E-5	9.461121066098825E-5	-0.38702435846910305	4107.9200373174945	-2765.7590215802416	-2765.7590215802416	12431.687806019663	2750.584877705908	-2214.7465205901863
370000	-3204.251725243286	-920.0519603881766	-2284.199764855109	221.0	2.8229666230516695E-4	5.793624297324242E-5	5.793624297324242E-5	9.336830170659393E-5	-0.3568598819122392	4059.3234130955198	-2518.862861050246	-2518.862861050246	12273.260087081082	2807.8797934665545	-2284.199764855109
380000	-3118.2121433778075	-806.785965698505	-2311.4261776793023	389.0	2.317008924188914E-4	4.843119795964834E-5	4.843119795964834E-5	6.76316814671349E-5	-0.38688889642094487	5075.647358697966	-3634.682395438026	-3634.6823954380266	17388.773975483542	2821.087393095704	-2311.4261776793023
390000	-3166.360224691203	-876.7523474100949	-2289.607877281108	725.0	2.8649395919251065E-4	6.0000482506050795E-5	6.0000482506050795E-5	8.416733199390539E-5	-0.3863894215209914	4103.046668910532	-2924.9445604062007	-2924.9445604062007	13966.203479194746	2880.8310185010814	-2289.607877281108
400000	-2997.0337316362948	-787.4771190749358	-2209.556612561359	572.0	3.1418444919487104E-4	5.136817879821891E-5	5.136817879821891E-5	8.185133370665461E-5	-0.32032360661118336	3546.7676614120764	-2225.876929997342	-2225.876929997342	13614.185544203747	2737.5910939920927	-2209.556612561359
410000	-2951.3054019544697	-696.7878316617371	-2254.5175702927327	786.0	2.363771783448169E-4	3.7753685210949886E-5	3.7753685210949886E-5	6.954529126371376E-5	-0.29445756278881297	4632.159420944946	-2514.635936488458	-2514.635936488458	15744.225865908857	2866.9894925853478	-2254.5175702927327
420000	-2947.406351354024	-726.7842217825616	-2220.6221295714627	457.0	2.6629122330511674E-4	4.7543303738450904E-5	4.7543303738450904E-5	7.996861517642748E-5	-0.32580004734504264	4201.229432585886	-2497.7339741057367	-2497.7339741057367	13989.869932354832	2667.446808209519	-2220.6221295714627
