time	95%HPD_lower_value	95%HPD_higher_value
2023.42117341851	17049.3924867975	17049.3924867975
2023.42574063259	20424.7220933213	20424.7220933213
2023.43030784666	23802.3137927274	23802.3137927274
2023.43487506074	27182.1640562068	27182.1640562068
2023.43944227482	30564.2693558356	30564.2693558356
2023.44400948889	NA	NA
2023.44857670297	NA	NA
2023.45314391705	NA	NA
2023.45771113112	1689.94513104895	13614.6331078942
2023.4622783452	3687.36615025684	29725.010995404
2023.46684555928	5685.80501244135	45863.7236209737
2023.47141277335	7685.26082705213	62030.7057458685
2023.47597998743	9685.73270448713	78225.8921209305
2023.48054720151	770.21446893557	94449.217484581
2023.48511441559	11993.8735137492	110700.616560422
2023.48968162966	15693.2358184594	196187.280295853
2023.49424884374	3213.45983965045	290577.150230448
2023.49881605782	1478.94848433852	384670.025828652
2023.50338327189	0.00275892694070751	478461.96522028
2023.50795048597	0.00984128170100562	571949.018694607
2023.51251770005	0.0169237326641743	665127.22858002
2023.51708491412	0.024006048805489	757992.629091158
2023.5216521282	0.0310883222662619	850541.246182122
2023.52621934228	0.0381704850562702	271413.840102353
2023.53078655635	0.0452526665251305	306268.502905233
2023.53535377043	0.0523348590895513	156194.009998081
2023.53992098451	0.0594170587816263	182511.643011131
2023.54448819858	4097.97706441166	208847.825060177
2023.54905541266	2986.26494045537	174997.266238652
2023.55362262674	5987.56447689858	166304.608100895
2023.55818984082	1997.29214015317	240817.303481573
2023.56275705489	268.283897633504	337412.857308339
2023.56732426897	313.151159130264	433906.851165696
2023.57189148305	859.488787935499	530297.62009871
2023.57645869712	78.3058189053567	626583.497771275
2023.5810259112	706.212904697356	510555.615433068
2023.58559312528	108.203262196227	586632.921904907
2023.59016033935	66.568383553186	429235.614922365
2023.59472755343	233.879062262371	484112.407628064
2023.59929476751	401.170559990601	664652.543579084
2023.60386198158	17.0464620671044	873935.982788599
2023.60842919566	2.15428337993923	757714.372024965
2023.61299640974	16.531793199997	611008.779322096
2023.61756362382	28.2497180619945	579392.273528343
2023.62213083789	39.9670058238846	749631.766337096
2023.62669805197	51.6836564043361	585025.982891588
2023.63126526605	63.3996695871307	755645.175253193
2023.63583248012	75.1150456641597	886422.004345766
2023.6403996942	86.829784459275	1293709.94567011
2023.64496690828	70.6439995863813	1353299.12088475
2023.64953412235	101.5823447067	1544590.87446124
2023.65410133643	32.7384293038038	1053771.94488009
2023.65866855051	100.019387515293	1266280.31316539
2023.66323576458	58.2406189036818	1265211.16306857
2023.66780297866	50.0336552940351	1435838.56321923
2023.67237019274	114.24579621161	1343311.28552746
2023.67693740681	178.451498099865	1209071.34147525
2023.68150462089	129.304863789365	1255625.88297614
2023.68607183497	306.843581158525	1442265.337768
2023.69063904905	371.029960253975	1412998.67598393
2023.69520626312	49.391793459967	1512213.96667994
2023.6997734772	208.326352991067	1365284.97328709
2023.70434069128	218.21543920039	1218901.07760924
2023.70890790535	565.195047813052	1297868.58300509
2023.71347511943	577.938913135436	1187045.03339043
2023.71804233351	599.760686104487	1074665.68660542
2023.72260954758	1200.95242981586	1146659.9212699
2023.72717676166	1481.57930257353	966914.99728341
2023.73174397574	3790.11924661042	916750.182625221
2023.73631118981	5781.56022280723	885842.4933769
2023.74087840389	15944.6695290994	877983.99525205
2023.74544561797	12225.5946158854	787530.070148502
2023.75001283205	22249.8232724263	785718.956120106
2023.75458004612	21024.721358282	782825.815380021
2023.7591472602	63011.4507379366	816919.500483447
2023.76371447428	84880.2995880057	839841.9872784
2023.76828168835	131526.375310179	837906.028907387
2023.77284890243	144743.359245828	808356.229378163
2023.77741611651	182181.930698313	862604.583468348
2023.78198333058	174449.254311219	876345.948506876
2023.78655054466	166133.321204998	886956.363982596
2023.79111775874	172585.227792668	887702.808342125
2023.79568497281	159146.054313894	887802.309177306
2023.80025218689	187067.845466937	898659.46384077
2023.80481940097	149476.660748574	887329.984978751
2023.80938661504	98917.9266632606	866258.768705145
2023.81395382912	61829.6903612606	914005.219606025
2023.8185210432	16546.5140624169	840723.695820718
2023.82308825728	7497.94887164023	799269.215387095
2023.82765547135	3103.55589173363	837737.519261551
2023.83222268543	16.3407078883775	941233.108177337
2023.83678989951	5769.28990644894	788434.925451961
2023.84135711358	2367.99872269523	650839.293939378
2023.84592432766	7727.97438406279	608556.213159506
2023.85049154174	34766.0865440669	811507.19824499
2023.85505875581	38487.9274415385	773355.141440024
2023.85962596989	33652.6913926012	679467.377289956
2023.86419318397	24648.1592703468	617956.515417532
2023.86876039804	14581.8781766659	547548.238740938
2023.87332761212	12854.714131121	499467.469947887
