label;collection_date;country;admin1;admin2;city/town/municipality;latitude;longitude;location_used
EPI_ISL_20179757|A/South_polar_skua/Beak_Island/SK08-138/2024|H5N1|Antarctica-Beak_Island|2024-03-20|wild_avian|B3.2;2024-03-20;Antarctica;Beak_Island;;;;;
EPI_ISL_20179903|A/Skua/Beak_Island/SK09-147/2024|H5N1|Antarctica-Beak_Island|2024-03-20|wild_avian|B3.2;2024-03-20;Antarctica;Beak_Island;;;;;
EPI_ISL_20180046|A/Skua/Beak_Island/SK10-155/2024|H5N1|Antarctica-Beak_Island|2024-03-20|wild_avian|B3.2;2024-03-20;Antarctica;Beak_Island;;;;;
EPI_ISL_20180047|A/Skua/Beak_Island/SK11-164/2024|H5N1|Antarctica-Beak_Island|2024-03-20|wild_avian|B3.2;2024-03-20;Antarctica;Beak_Island;;;;;
EPI_ISL_20180231|A/Skua/Beak_Island/SK12-173/2024|H5N1|Antarctica-Beak_Island|2024-03-20|wild_avian|B3.2;2024-03-20;Antarctica;Beak_Island;;;;;
EPI_ISL_20180249|A/Skua/Beak_Island/SK12-174/2024|H5N1|Antarctica-Beak_Island|2024-03-20|wild_avian|B3.2;2024-03-20;Antarctica;Beak_Island;;;;;
EPI_ISL_20180235|A/Skua/Beak_Island/SK13-180/2024|H5N1|Antarctica-Beak_Island|2024-03-21|wild_avian|B3.2;2024-03-21;Antarctica;Beak_Island;;;;;
EPI_ISL_20180240|A/Skua/Beak_Island/SK17-184/2024|H5N1|Antarctica-Beak_Island|2024-03-21|wild_avian|B3.2;2024-03-21;Antarctica;Beak_Island;;;;;
EPI_ISL_20179753|A/Skua/Devil_Island/SK07-51/2024|H5N1|Antarctica-Devil_Island|2024-03-19|wild_avian|B3.2;2024-03-19;Antarctica;Devil_Island;;;;;
EPI_ISL_20180245|A/Skua/Devil_Island/SK07-52/2024|H5N1|Antarctica-Devil_Island|2024-03-19|wild_avian|B3.2;2024-03-19;Antarctica;Devil_Island;;;;;
EPI_ISL_20151596|A/Brown_skua/Gough_Island/047354/2024|H5N1|Antarctica-Gough_Island|2024-09-09|wild_avian|B3.2;2024-09-09;Antarctica;Gough_Island;;;;;
EPI_ISL_20151597|A/Brown_skua/Gough_Island/047355/2024|H5N1|Antarctica-Gough_Island|2024-09-20|wild_avian|B3.2;2024-09-20;Antarctica;Gough_Island;;;;;
EPI_ISL_20179748|A/Brown_skua/Hope_Bay/SK02-30/2024|H5N1|Antarctica-Hope_Bay|2024-03-18|wild_avian|B3.2;2024-03-18;Antarctica;Hope_Bay;;;;;
EPI_ISL_19410263|A/South_polar_skua/Antarctica/INACH-UC-UCHILE-SKU3/2024|H5N1|Antarctica|2024-03-03|wild_avian|B3.2;2024-03-03;Antarctica;James Ross Island;;;-63.7989;-57.8105;precise (https://pubmed.ncbi.nlm.nih.gov/40633557/)
EPI_ISL_19410266|A/South_polar_skua/Antarctica/INACH-UC-UCHILE-SKU5L/2024|H5N1|Antarctica|2024-03-03|wild_avian|B3.2;2024-03-03;Antarctica;James Ross Island;;;-63.7989;-57.8105;precise (https://pubmed.ncbi.nlm.nih.gov/40633557/)
EPI_ISL_19410261|A/South_polar_skua/Antarctica/INACH-UC-UCHILE-SKU1/2024|H5N1|Antarctica|2024-03-03|wild_avian|B3.2;2024-03-03;Antarctica;James Ross Island;;;-63.7989;-57.8105;precise (https://pubmed.ncbi.nlm.nih.gov/40633557/)
EPI_ISL_19847535|A/Brown_skua/Fildes_Peninsula/B1/2024_H5N1_|H5N1|Antarctica-Fildes_Peninsula|2024-12-10|wild_avian|B3.2;2024-12-10;Antarctica;King_George_Island;Fildes_Peninsula;;;;
EPI_ISL_19847536|A/Brown_skua/Fildes_Peninsula/B2/2024_H5N1_|H5N1|Antarctica-Fildes_Peninsula|2024-12-25|wild_avian|B3.2;2024-12-25;Antarctica;King_George_Island;Fildes_Peninsula;;;;
EPI_ISL_19847538|A/Brown_skua/Fildes_Peninsula/B3/2024_H5N1_|H5N1|Antarctica-Fildes_Peninsula|2024-12-26|wild_avian|B3.2;2024-12-26;Antarctica;King_George_Island;Fildes_Peninsula;;;;
EPI_ISL_19847539|A/Brown_skua/Fildes_Peninsula/F4/2024_H5N1_|H5N1|Antarctica-Fildes_Peninsula|2024-12-26|wild_avian|B3.2;2024-12-26;Antarctica;King_George_Island;Fildes_Peninsula;;;;
EPI_ISL_20180699|A/antarctic_fur_seal/Antarctica/O2904-BR/2024|H5N1|Antarctica-King_George_Island|2024-12-09|other_mammal|B3.2;2024-12-09;Antarctica;King_George_Island;;;;;
EPI_ISL_20180700|A/antarctic_fur_seal/Antarctica/O2913-BR/2024|H5N1|Antarctica-King_George_Island|2024-12-12|other_mammal|B3.2;2024-12-12;Antarctica;King_George_Island;;;;;
EPI_ISL_20182795|A/antarctic_shag/Antarctica/O3348-OR/2025|H5N1|Antarctica-King_George_Island|2025-02-04|wild_avian|B3.2;2025-02-04;Antarctica;King_George_Island;;;;;
EPI_ISL_20180688|A/skua/Antarctica/O3575-OR/2025|H5N1|Antarctica-King_George_Island|2025-02-23|wild_avian|B3.2;2025-02-23;Antarctica;King_George_Island;;;;;
EPI_ISL_20180690|A/skua/Antarctica/O3577-CL/2025|H5N1|Antarctica-King_George_Island|2025-02-25|wild_avian|B3.2;2025-02-25;Antarctica;King_George_Island;;;;;
EPI_ISL_20180689|A/skua/Antarctica/O3577-OR/2025|H5N1|Antarctica-King_George_Island|2025-02-25|wild_avian|B3.2;2025-02-25;Antarctica;King_George_Island;;;;;
EPI_ISL_20180691|A/skua/Antarctica/O3588-CL/2025|H5N1|Antarctica-King_George_Island|2025-02-28|wild_avian|B3.2;2025-02-28;Antarctica;King_George_Island;;;;;
EPI_ISL_20180693|A/skua/Antarctica/O3589-CL/2025|H5N1|Antarctica-King_George_Island|2025-02-28|wild_avian|B3.2;2025-02-28;Antarctica;King_George_Island;;;;;
EPI_ISL_20180692|A/skua/Antarctica/O3589-OR/2025|H5N1|Antarctica-King_George_Island|2025-02-28|wild_avian|B3.2;2025-02-28;Antarctica;King_George_Island;;;;;
EPI_ISL_20180695|A/skua/Antarctica/O3592-CL/2025|H5N1|Antarctica-King_George_Island|2025-02-28|wild_avian|B3.2;2025-02-28;Antarctica;King_George_Island;;;;;
EPI_ISL_20180694|A/skua/Antarctica/O3592-OR/2025|H5N1|Antarctica-King_George_Island|2025-02-28|wild_avian|B3.2;2025-02-28;Antarctica;King_George_Island;;;;;
EPI_ISL_20180696|A/skua/Antarctica/O3610-OR/2025|H5N1|Antarctica-King_George_Island|2025-03-05|wild_avian|B3.2;2025-03-05;Antarctica;King_George_Island;;;;;
EPI_ISL_19879314|A/pintado_petrel/Antarctica/O3121-CL/2024|H5N1|Antarctica-Livingston_Island|2024-12-03|wild_avian|B3.2;2024-12-03;Antarctica;Livingston_Island;;;;;
EPI_ISL_19879313|A/pintado_petrel/Antarctica/O3121-OR/2024|H5N1|Antarctica-Livingston_Island|2024-12-03|wild_avian|B3.2;2024-12-03;Antarctica;Livingston_Island;;;;;
EPI_ISL_19879315|A/antarctic_fur_seal/Antarctica/O3122-BR/2024|H5N1|Antarctica-Robert_Island|2024-12-04|other_mammal|B3.2;2024-12-04;Antarctica;Robert_Island;;;;;
EPI_ISL_20180697|A/antarctic_fur_seal/Antarctica/O3122-NS/2024|H5N1|Antarctica-Robert_Island|2024-12-04|other_mammal|B3.2;2024-12-04;Antarctica;Robert_Island;;;;;
EPI_ISL_20180698|A/antarctic_fur_seal/Antarctica/O3122-OR/2024|H5N1|Antarctica-Robert_Island|2024-12-04|other_mammal|B3.2;2024-12-04;Antarctica;Robert_Island;;;;;
EPI_ISL_18592429|A/Brown_Skua/Hound_Bay/133949/2023|H5N1|Antarctica-Hound_Bay|2023-10-30|wild_avian|B3.2;2023-10-30;Antarctica;South_Georgia_and_the_South_Sandwich_Islands;Hound Bay;;-54.381069;-36.253215;precise (Martha)
EPI_ISL_18742218|A/Brown_Skua/Penguin_River/141240/2023|H5N1|Antarctica-Penguin_River|2023-11-08|wild_avian|B3.2;2023-11-08;Antarctica;South_Georgia_and_the_South_Sandwich_Islands;Penguin_river;;-54.300917;-36.492071;precise (Martha)
EPI_ISL_18439564|A/Brown_skua/Bird_Island/128289/2023|H5N1|Antarctica-Bird_Island|2023-10-08|wild_avian|B3.2;2023-10-08;Antarctica;South_Georgia_and_the_South_Sandwich_Islands;Bird Island;;-54.006334;-38.047372;precise (Martha)
EPI_ISL_18439562|A/Brown_skua/Bird_Island/128287/2023|H5N1|Antarctica-Bird_Island|2023-10-08|wild_avian|B3.2;2023-10-08;Antarctica;South_Georgia_and_the_South_Sandwich_Islands;Bird Island;;-54.006334;-38.047372;precise (Martha)
EPI_ISL_18439563|A/Brown_skua/Bird_Island/128288/2023|H5N1|Antarctica-Bird_Island|2023-10-08|wild_avian|B3.2;2023-10-08;Antarctica;South_Georgia_and_the_South_Sandwich_Islands;Bird Island;;-54.006334;-38.047372;precise (Martha)
EPI_ISL_18592422|A/Kelp_Gull/Hound_Bay/133744/2023|H5N1|Antarctica-Hound_Bay|2023-10-30|wild_avian|B3.2;2023-10-30;Antarctica;South_Georgia_and_the_South_Sandwich_Islands;Hound Bay;;-54.381069;-36.253215;precise (Martha)
EPI_ISL_18592423|A/Kelp_Gull/Hound_Bay/133747/2023|H5N1|Antarctica-Hound_Bay|2023-10-30|wild_avian|B3.2;2023-10-30;Antarctica;South_Georgia_and_the_South_Sandwich_Islands;Hound Bay;;-54.381069;-36.253215;precise (Martha)
EPI_ISL_18592424|A/Brown_Skua/Moltke_Harbour/133752/2023|H5N1|Antarctica-Moltke_Harbour|2023-10-31|wild_avian|B3.2;2023-10-31;Antarctica;South_Georgia_and_the_South_Sandwich_Islands;Moltke Harbour;;-54.519908;-36.084355;precise (Martha)
EPI_ISL_18592425|A/Kelp_Gull/Moltke_Harbour/133754/2023|H5N1|Antarctica-Moltke_Harbour|2023-10-31|wild_avian|B3.2;2023-10-31;Antarctica;South_Georgia_and_the_South_Sandwich_Islands;Moltke Harbour;;-54.519908;-36.084355;precise (Martha)
EPI_ISL_18592426|A/Brown_Skua/Moltke_Harbour/133755/2023|H5N1|Antarctica-Moltke_Harbour|2023-10-31|wild_avian|B3.2;2023-10-31;Antarctica;South_Georgia_and_the_South_Sandwich_Islands;Moltke Harbour;;-54.519908;-36.084355;precise (Martha)
EPI_ISL_18592427|A/Kelp_Gull/Harpon_Bay/133943/2023|H5N1|Antarctica-Harpon_Bay|2023-11-03|wild_avian|B3.2;2023-11-03;Antarctica;South_Georgia_and_the_South_Sandwich_Islands;Harpon Bay;;-54.2786831;-36.6345639;precise (Martha)
EPI_ISL_18592428|A/Brown_Skua/Hound_Bay/133947/2023|H5N1|Antarctica-Hound_Bay|2023-10-30|wild_avian|B3.2;2023-10-30;Antarctica;South_Georgia_and_the_South_Sandwich_Islands;Hound Bay;;-54.381069;-36.253215;precise (Martha)
EPI_ISL_18742221|A/Southern_Elephant_Seal/Jason_Harbour/141027/2023|H5N1|Antarctica-Jason_Harbour|2023-12-09|other_mammal|B3.2;2023-12-09;Antarctica;South_Georgia_and_the_South_Sandwich_Islands;Jason_harbour;;-54.1998934;-36.589597;precise (Martha)
EPI_ISL_18742212|A/Antarctic_Fur_Seal/Jason_Harbour/141037/2023|H5N1|Antarctica-Jason_Harbour|2023-12-09|other_mammal|B3.2;2023-12-09;Antarctica;South_Georgia_and_the_South_Sandwich_Islands;Jason_harbour;;-54.1998934;-36.589597;precise (Martha)
EPI_ISL_18742213|A/Southern_Elephant_Seal/Jason_Harbour/141078/2023|H5N1|Antarctica-Jason_Harbour|2023-12-09|other_mammal|B3.2;2023-12-09;Antarctica;South_Georgia_and_the_South_Sandwich_Islands;Jason_harbour;;-54.1998934;-36.589597;precise (Martha)
EPI_ISL_18742214|A/Brown_Skua/Bird_Island/141232/2023|H5N1|Antarctica-Bird_Island|2023-11-11|wild_avian|B3.2;2023-11-11;Antarctica;South_Georgia_and_the_South_Sandwich_Islands;Bird_island;;-54.006334;-38.047372;precise (Martha)
EPI_ISL_18742215|A/Kelp_Gull/Penguin_River/141234/2023|H5N1|Antarctica-Penguin_River|2023-11-08|wild_avian|B3.2;2023-11-08;Antarctica;South_Georgia_and_the_South_Sandwich_Islands;Penguin_river;;-54.300917;-36.492071;precise (Martha)
EPI_ISL_18742216|A/Brown_Skua/Penguin_River/141236/2023|H5N1|Antarctica-Penguin_River|2023-11-08|wild_avian|B3.2;2023-11-08;Antarctica;South_Georgia_and_the_South_Sandwich_Islands;Penguin_river;;-54.300917;-36.492071;precise (Martha)
EPI_ISL_18742217|A/Kelp_Gull/Penguin_River/141239/2023|H5N1|Antarctica-Penguin_River|2023-11-08|wild_avian|B3.2;2023-11-08;Antarctica;South_Georgia_and_the_South_Sandwich_Islands;Penguin_river;;-54.300917;-36.492071;precise (Martha)
EPI_ISL_18742219|A/South_Georgia_Shag/King_Edward_Cove/141245/2023|H5N1|Antarctica-King_Edward_Cove|2023-11-27|wild_avian|B3.2;2023-11-27;Antarctica;South_Georgia_and_the_South_Sandwich_Islands;King_edward_cove;;-54.28349368;-36.50872;precise (Martha)
EPI_ISL_18742220|A/Antarctic_tern/King_Edward_Point/141271/2023|H5N1|Antarctica-King_Edward_Point|2023-12-06|wild_avian|B3.2;2023-12-06;Antarctica;South_Georgia_and_the_South_Sandwich_Islands;King_edward_point;;-54.283859;-36.496137;precise (Martha)
EPI_ISL_19589149|A/kelp_gull/Antartica/O2601-CL/2024|H5N1|Antarctica-South_Shetlands_Islands|2024-01-08|wild_avian|B3.2;2024-01-08;Antarctica;South_Shetlands_Islands;;;;;
EPI_ISL_19745586|A/Brown_skua/Torgersen_Island/o8182/2024|H5N1|Antarctica-Torgersen_Island|2024-12-01|wild_avian|B3.2;2024-12-01;Antarctica;Torgersen_Island;;;;;
EPI_ISL_18698494|A/Chicken/Argentina/736-1/2023|H5N1|Argentina-Buenos_Aires|2023-03-03|domestic_avian|B3.2;2023-03-03;Argentina;Buenos_Aires;General Pueyrredon;;-38.04594;-57.8241;precise (Martha)
EPI_ISL_18698730|A/Chicken/Argentina/747-1/2023|H5N1|Argentina-Buenos_Aires|2023-03-04|domestic_avian|B3.2;2023-03-04;Argentina;Buenos_Aires;General Pueyrredon;;-38.04594;-57.8241;precise (Martha)
EPI_ISL_18698516|A/Avian/Argentina/1762-2/2023|H5N1|Argentina-Buenos_Aires|2023-04-21|wild_avian|B3.2;2023-04-21;Argentina;Buenos_Aires;Olavarria;;-36.68104284;-60.56083205;precise (Martha)
EPI_ISL_18698469|A/Chicken/Argentina/491-2/2023|H5N1|Argentina-Buenos_Aires|2023-02-20|domestic_avian|B3.2;2023-02-20;Argentina;Buenos_Aires;Olavarria;;-36.68104284;-60.56083205;precise (Martha)
EPI_ISL_18698478|A/Chicken/Argentina/556-6/2023|H5N1|Argentina-Buenos_Aires|2023-02-23|domestic_avian|B3.2;2023-02-23;Argentina;Buenos_Aires;Olavarria;;-36.68104284;-60.56083205;precise (Martha)
EPI_ISL_18698485|A/Avian/Argentina/579-5/2023|H5N1|Argentina-Buenos_Aires|2023-02-24|wild_avian|B3.2;2023-02-24;Argentina;Buenos_Aires;Olavarria;;-36.68104284;-60.56083205;precise (Martha)
EPI_ISL_18698507|A/Chicken/Argentina/1340-2/2023|H5N1|Argentina-Buenos_Aires|2023-03-31|domestic_avian|B3.2;2023-03-31;Argentina;Buenos_Aires;Lobos;Zapiola;-35.08456;-59.03253;precise (Martha)
EPI_ISL_18698521|A/Chicken/Argentina/2049-3/2023|H5N1|Argentina-Buenos_Aires|2023-05-08|domestic_avian|B3.2;2023-05-08;Argentina;Buenos_Aires;Pilar;;-34.5006;-58.89023;precise (Martha)
EPI_ISL_18698519|A/Chicken/Argentina/1984-4/2023|H5N1|Argentina-Buenos_Aires|2023-05-04|domestic_avian|B3.2;2023-05-04;Argentina;Buenos_Aires;Pilar;;-34.49607;-58.89526;precise (Martha)
EPI_ISL_18698527|A/Chicken/Argentina/2796-2/2023|H5N1|Argentina-Buenos_Aires|2023-06-13|domestic_avian|B3.2;2023-06-13;Argentina;Buenos_Aires;La Plata;;-35.089;-57.947197;precise (Martha)
EPI_ISL_18698492|A/Chicken/Argentina/606-1/2023|H5N1|Argentina-Buenos_Aires|2023-02-27|domestic_avian|B3.2;2023-02-27;Argentina;Buenos_Aires;Olavarria;;-36.68104284;-60.56083205;precise (Martha)
EPI_ISL_18698518|A/Chicken/Argentina/1976-2/2023|H5N1|Argentina-Chaco|2023-05-01|domestic_avian|B3.2;2023-05-01;Argentina;Chaco;San Fernando;;-27.41668;-59.02865;precise (Martha)
EPI_ISL_18698511|A/Chicken/Argentina/1530-3/2023|H5N1|Argentina-Chubut|2023-04-12|domestic_avian|B3.2;2023-04-12;Argentina;Chubut;Biedma;;-42.7996;-65.08174;precise (Martha)
PP488345|A/South_American_tern/Argentina/CH-PD037/2023|H5N1|Argentina|2023-10-10|wild_avian|B3.2;2023-10-10;Argentina;Chubut;Biedma;Puerto Madryn;-42.764;-63.6326;precise (Martha)
PP488313|A/southern_elephant_seal/Argentina/CH-PD035/2023|H5N1|Argentina|2023-10-10|other_mammal|B3.2;2023-10-10;Argentina;Chubut;Biedma;;-42.764;-63.6326;precise (Martha)
PP488321|A/southern_elephant_seal/Argentina/CH-PM053/2023|H5N1|Argentina|2023-11-01|other_mammal|B3.2;2023-11-01;Argentina;Chubut;Biedma;;-42.597458;-64.818871;precise (Martha)
EPI_ISL_19137653|A/Seagull/Sarmiento/1651-4/2023|H5N1|Argentina-Sarmiento|2023-04-17|wild_avian|B3.2;2023-04-17;Argentina;Chubut;Sarmiento;;-45.326;-69.071;precise (GISAID)
EPI_ISL_18698514|A/Turkey/Argentina/1711-2/2023|H5N1|Argentina-Chubut|2023-04-19|domestic_avian|B3.2;2023-04-19;Argentina;Chubut;Futaleufu;Trevelin;-43.13071;-71.43777;precise (Martha)
PP488337|A/royal_tern/Argentina/CH-PD036/2023|H5N1|Argentina|2023-10-10|wild_avian|B3.2;2023-10-10;Argentina;Chubut;Biedma;;-42.764;-63.6326;precise (Martha)
PP488329|A/South_American_tern/Argentina/CH-PD030/2023|H5N1|Argentina|2023-10-10|wild_avian|B3.2;2023-10-10;Argentina;Chubut;Biedma;;-42.764;-63.6326;precise (Martha)
EPI_ISL_19823065|A/Southamerican_tern/Argentina/267-2/2023|H5N1|Argentina-Chubut|2023-12-24|wild_avian|B3.2;2023-12-24;Argentina;Chubut;;;;;
EPI_ISL_19174531|A/Tern/Madryn/5317-1/2023|H5N1|Argentina-Madryn|2023-10-20|wild_avian|B3.2;2023-10-20;Argentina;Chubut;Biedma;Puerto Madryn;;;
EPI_ISL_18698460|A/Chicken/Argentina/464-4/2023|H5N1|Argentina-Cordoba|2023-02-16|domestic_avian|B3.2;2023-02-16;Argentina;Cordoba;Tercero Arriba;;-32.2696;-63.2463;precise (Martha)
EPI_ISL_18698464|A/Chicken/Argentina/481-2/2023|H5N1|Argentina-Cordoba|2023-02-18|domestic_avian|B3.2;2023-02-18;Argentina;Cordoba;Tercero Arriba;;-32.09246308;-63.19509047;precise (Martha)
EPI_ISL_18698466|A/Chicken/Argentina/485-6/2023|H5N1|Argentina-Cordoba|2023-02-19|domestic_avian|B3.2;2023-02-19;Argentina;Cordoba;Tercero Arriba;;-32.09246308;-63.19509047;precise (Martha)
EPI_ISL_18698471|A/Chicken/Argentina/501-1/2023|H5N1|Argentina-Cordoba|2023-02-20|domestic_avian|B3.2;2023-02-20;Argentina;Cordoba;Tercero Arriba;;-32.09246308;-63.19509047;precise (Martha)
EPI_ISL_18698474|A/Chicken/Argentina/506-2/2023|H5N1|Argentina-Cordoba|2023-02-20|domestic_avian|B3.2;2023-02-20;Argentina;Cordoba;Tercero Arriba;;-32.09246308;-63.19509047;precise (Martha)
EPI_ISL_18698490|A/Chicken/Argentina/588-4/2023|H5N1|Argentina-Cordoba|2023-02-24|domestic_avian|B3.2;2023-02-24;Argentina;Cordoba;Tercero Arriba;;-32.09246308;-63.19509047;precise (Martha)
EPI_ISL_18698530|A/Chicken/Argentina/3695-3/2023|H5N1|Argentina-Cordoba|2023-07-27|domestic_avian|B3.2;2023-07-27;Argentina;Cordoba;Tercero Arriba;;-32.09246308;-63.76886109;precise (Martha)
EPI_ISL_18698462|A/Chicken/Argentina/477-5/2023|H5N1|Argentina-Cordoba|2023-02-18|domestic_avian|B3.2;2023-02-18;Argentina;Cordoba;Tercero Arriba;;-32.09246308;-63.76886109;precise (Martha)
EPI_ISL_18698487|A/Avian/Argentina/586-4/2023|H5N1|Argentina-Cordoba|2023-02-24|wild_avian|B3.2;2023-02-24;Argentina;Cordoba;Tercero Arriba;;-32.09246308;-63.19509047;precise (Martha)
EPI_ISL_18698515|A/Duck/Argentina/1712-5/2023|H5N1|Argentina-Corrientes|2023-04-19|domestic_avian|B3.2;2023-04-19;Argentina;Corrientes;Concepcion;;-28.36806;-58.25909;precise (Martha)
EPI_ISL_18698508|A/Turkey/Argentina/1348-3/2023|H5N1|Argentina-Corrientes|2023-03-31|domestic_avian|B3.2;2023-03-31;Argentina;Corrientes;San Cosme;;-27.39907;-58.67021;precise (Martha)
EPI_ISL_18698524|A/Chicken/Argentina/2305-1/2023|H5N1|Argentina-Entre_Rios|2023-05-18|domestic_avian|B3.2;2023-05-18;Argentina;Entre_Rios;Diamante;;-31.99194;-60.41444;precise (Martha)
EPI_ISL_18698525|A/Chicken/Argentina/2305-6/2023|H5N1|Argentina-Entre_Rios|2023-05-18|domestic_avian|B3.2;2023-05-18;Argentina;Entre_Rios;Diamante;;-31.99194;-60.41444;precise (Martha)
EPI_ISL_18698526|A/Chicken/Argentina/2483-3/2023|H5N1|Argentina-Entre_Rios|2023-05-29|domestic_avian|B3.2;2023-05-29;Argentina;Entre_Rios;Diamante;;-31.99319;-60.41929;precise (Martha)
EPI_ISL_18698732|A/Chicken/Argentina/2016-2/2023|H5N1|Argentina-Formosa|2023-05-03|domestic_avian|B3.2;2023-05-03;Argentina;Formosa;Pilcomayo;;-25.36837;-58.265809;precise (Martha)
EPI_ISL_18698528|A/Chicken/Argentina/3346-1/2023|H5N1|Argentina-Formosa|2023-07-06|domestic_avian|B3.2;2023-07-06;Argentina;Formosa;Patino;;-24.75241;-59.44938;precise (Martha)
EPI_ISL_18698459|A/Goose/Argentina/389-1/2023|H5N1|Argentina-Jujuy|2023-02-11|domestic_avian|B3.2;2023-02-11;Argentina;Jujuy;Yavi;;-22.4027;-65.9707;precise (Martha)
EPI_ISL_18698504|A/Chicken/Argentina/1035-1/2023|H5N1|Argentina-La_Pampa|2023-03-16|domestic_avian|B3.2;2023-03-16;Argentina;La_Pampa;Toay;Santa Rosa;-36.69454;-64.31648;precise (Martha)
EPI_ISL_18698512|A/Chicken/Argentina/1708-1/2023|H5N1|Argentina-Mendoza|2023-04-19|domestic_avian|B3.2;2023-04-19;Argentina;Mendoza;San Carlos;;-34.10899;-68.778496;precise (Martha)
EPI_ISL_19836182|A/Black-Necked_Swan/Neuquen/1151-1/2023|H5N1|Argentina-Neuquen|2023-03-22|wild_avian|B3.2;2023-03-22;Argentina;Neuquen;;;;;
EPI_ISL_18698520|A/Chicken/Argentina/2034-5/2023|H5N1|Argentina-Neuquen|2023-05-05|domestic_avian|B3.2;2023-05-05;Argentina;Neuquen;Confluencia;;-38.97202;-68.32124;precise (Martha)
EPI_ISL_18698517|A/Avian/Argentina/1790-5/2023|H5N1|Argentina|2023-04-24|wild_avian|B3.2;2023-04-24;Argentina;Neuquen;Confluencia;;-38.95667;-68.29917;precise (Martha)
EPI_ISL_18698505|A/Chicken/Argentina/1147-2/2023|H5N1|Argentina-Neuquen|2023-03-21|domestic_avian|B3.2;2023-03-21;Argentina;Neuquen;Confluencia;;-38.55845;-70.37815;precise (Martha)
EPI_ISL_18698502|A/Chicken/Argentina/919-3/2023|H5N1|Argentina-Neuquen|2023-03-13|domestic_avian|B3.2;2023-03-13;Argentina;Neuquen;Confluencia;;-38.556134;-70.37928;precise (Martha)
EPI_ISL_18698482|A/Chicken/Argentina/578-2/2023|H5N1|Argentina-Rio_Negro|2023-02-23|domestic_avian|B3.2;2023-02-23;Argentina;Rio_Negro;Avellaneda;;-39.39435;-65.64608;precise (Martha)
EPI_ISL_18698510|A/Chicken/Argentina/1416-3/2023|H5N1|Argentina|2023-04-03|domestic_avian|B3.2;2023-04-03;Argentina;Rio_Negro;Pichi Mahuida;;-38.888405;-64.413895;precise (Martha)
EPI_ISL_18698755|A/Sea_Lion/Argentina/3893-1/2023|H5N1|Argentina-Rio_Negro|2023-08-11|other_mammal|B3.2;2023-08-11;Argentina;Rio_Negro;Adolfo Alsina;;-41.15491;-63.1613;precise (Martha)
OR987084|A/South_American_sea_lion/Argentina/RN-PB004/2023|H5N1|Argentina-Rio_Negro|2023-08-26|other_mammal|B3.2;2023-08-26;Argentina;Rio_Negro;Adolfo Alsina;;-41.1558;-63.1323;precise (Martha)
OR987108|A/South_American_sea_lion/Argentina/RN-PB013/2023|H5N1|Argentina|2023-08-26|other_mammal|B3.2;2023-08-26;Argentina;Rio_Negro;Adolfo Alsina;Punta Bermeja;-41.155;-63.128;precise (Martha)
OR987124|A/South_American_tern/Argentina/RN-PB015/2023|H5N1|Argentina|2023-08-26|wild_avian|B3.2;2023-08-26;Argentina;Rio_Negro;Adolfo Alsina;Punta Bermeja;-41.155;-63.128;precise (Martha)
OR987092|A/South_American_sea_lion/Argentina/RN-PB007/2023|H5N1|Argentina|2023-08-26|other_mammal|B3.2;2023-08-26;Argentina;Rio_Negro;Adolfo Alsina;Punta Bermeja;-41.155;-63.128;precise (Martha)
OR987100|A/South_American_sea_lion/Argentina/RN-PB011/2023|H5N1|Argentina|2023-08-26|other_mammal|B3.2;2023-08-26;Argentina;Rio_Negro;Adolfo Alsina;Punta Bermeja;-41.155;-63.128;precise (Martha)
EPI_ISL_18698529|A/Chicken/Argentina/3657-2/2023|H5N1|Argentina-Salta|2023-07-26|domestic_avian|B3.2;2023-07-26;Argentina;Salta;Metan;;;;
EPI_ISL_18698480|A/Chicken/Argentina/559-8/2023|H5N1|Argentina-San_Luis|2023-02-22|domestic_avian|B3.2;2023-02-22;Argentina;San_Luis;Juan Martín de Pueyrredón;;-33.24245;-66.88304;precise (Martha)
EPI_ISL_18698731|A/Chicken/Argentina/895-1/2023|H5N1|Argentina-San_Luis|2023-03-09|domestic_avian|B3.2;2023-03-09;Argentina;San_Luis;Junin;;-32.389;-65.096;precise (Martha)
EPI_ISL_18698513|A/Turkey/Argentina/1710-1/2023|H5N1|Argentina-Santa_Cruz|2023-04-17|domestic_avian|B3.2;2023-04-17;Argentina;Santa_Cruz;Guer Aike;;-51.51924;-72.18606;precise (Martha)
EPI_ISL_18698506|A/Chicken/Argentina/1200-1/2023|H5N1|Argentina-Santa_Fe|2023-03-27|domestic_avian|B3.2;2023-03-27;Argentina;Santa_Fe;General Lopez;Venado Tuerto;-33.73278;-61.92956;precise (Martha)
EPI_ISL_18698476|A/Chicken/Argentina/509-2/2023|H5N1|Argentina-Santa_Fe|2023-02-21|domestic_avian|B3.2;2023-02-21;Argentina;Santa_Fe;San Jeronimo;;-32.28761;-61.46188;precise (Martha)
EPI_ISL_18698497|A/Turkey/Argentina/753-1/2023|H5N1|Argentina-Santa_Fe|2023-03-04|domestic_avian|B3.2;2023-03-04;Argentina;Santa_Fe;Las Colonias;;-31.281576;-61.026789;precise (Martha)
EPI_ISL_18698754|A/Sea_Lion/Argentina/3849-4/2023|H5N1|Argentina-Tierra_del_Fuego|2023-08-08|other_mammal|B3.2;2023-08-08;Argentina;Tierra_del_Fuego;Rio Grande;;-53.71557;-67.80045;precise (Martha)
