label;collection_date;country;admin1;admin2;city/town/municipality;latitude;longitude;location_used
PQ714537|A/Northern_pintail/AK/22-039438-014-original/2022|H5N1|USA-AK|2022-09-12|wild_avian|B3.2;2022-09-12;USA;AK;;;;;
PQ714545|A/Northern_pintail/AK/22-039438-017-original/2022|H5N1|USA-AK|2022-09-14|wild_avian|B3.2;2022-09-14;USA;AK;;;;;
PQ714553|A/Northern_pintail/AK/22-039438-018-original/2022|H5N1|USA-AK|2022-09-14|wild_avian|B3.2;2022-09-14;USA;AK;;;;;
PQ710081|A/Gadwall/AK/23-002693-002-original/2022|H5N1|USA-AK|2022-09-20|wild_avian|B3.2;2022-09-20;USA;AK;;;;;
PQ710089|A/Gadwall/AK/23-002693-003-original/2022|H5N1|USA-AK|2022-09-20|wild_avian|B3.2;2022-09-20;USA;AK;;;;;
PQ714577|A/Northern_pintail/AK/23-002693-006-original/2022|H5N1|USA-AK|2022-09-28|wild_avian|B3.2;2022-09-28;USA;AK;;;;;
PQ714585|A/Northern_pintail/AK/23-002693-007-original/2022|H5N1|USA-AK|2022-09-28|wild_avian|B3.2;2022-09-28;USA;AK;;;;;
PQ714601|A/Northern_pintail/AK/23-002693-012-original/2022|H5N1|USA-AK|2022-09-28|wild_avian|B3.2;2022-09-28;USA;AK;;;;;
PQ714617|A/Northern_pintail/AK/23-002693-014-original/2022|H5N1|USA-AK|2022-09-30|wild_avian|B3.2;2022-09-30;USA;AK;;;;;
PQ714625|A/Northern_pintail/AK/23-002693-015-original/2022|H5N1|USA-AK|2022-09-30|wild_avian|B3.2;2022-09-30;USA;AK;;;;;
PQ714641|A/Northern_pintail/AK/23-002693-017-original/2022|H5N1|USA-AK|2022-09-30|wild_avian|B3.2;2022-09-30;USA;AK;;;;;
PQ714649|A/Northern_pintail/AK/23-002693-018-original/2022|H5N1|USA-AK|2022-09-30|wild_avian|B3.2;2022-09-30;USA;AK;;;;;
PQ713033|A/Mallard/AK/23-002693-020-original/2022|H5N1|USA-AK|2022-09-30|wild_avian|B3.2;2022-09-30;USA;AK;;;;;
PQ714657|A/Northern_pintail/AK/23-002693-021-original/2022|H5N1|USA-AK|2022-09-30|wild_avian|B3.2;2022-09-30;USA;AK;;;;;
PQ706825|A/Cackling_Goose/AK/23-002693-023-original/2022|H5N1|USA-AK|2022-09-30|wild_avian|B3.2;2022-09-30;USA;AK;;;;;
PQ713041|A/Mallard/AK/23-002693-024-original/2022|H5N1|USA-AK|2022-09-30|wild_avian|B3.2;2022-09-30;USA;AK;;;;;
PQ714697|A/Northern_pintail/AK/23-002693-030-original/2022|H5N1|USA-AK|2022-10-02|wild_avian|B3.2;2022-10-02;USA;AK;;;;;
PQ713049|A/Mallard/AK/23-003143-001-original/2022|H5N1|USA-AK|2022-09-30|wild_avian|B3.2;2022-09-30;USA;AK;;;;;
PQ713057|A/Mallard/AK/23-003641-001-original/2022|H5N1|USA-AK|2022-10-09|wild_avian|B3.2;2022-10-09;USA;AK;;;;;
PP802254|A/cackling_goose/USA/IZ22_0116/2022|H5N1|USA-AK|2022-09-05|wild_avian|B3.2;2022-09-05;USA;AK;;;;;
PP802262|A/cackling_goose/USA/IZ22_0117/2022|H5N1|USA-AK|2022-09-05|wild_avian|B3.2;2022-09-05;USA;AK;;;;;
PP802718|A/northern_pintail/USA/IZ22_0154/2022|H5N1|USA-AK|2022-09-07|wild_avian|B3.2;2022-09-07;USA;AK;;;;;
PP802526|A/green-winged_teal/USA/IZ22_0195/2022|H5N1|USA-AK|2022-09-07|wild_avian|B3.2;2022-09-07;USA;AK;;;;;
PP802726|A/northern_pintail/USA/IZ22_0226/2022|H5N1|USA-AK|2022-09-09|wild_avian|B3.2;2022-09-09;USA;AK;;;;;
PP801886|A/northern_pintail/USA/IZ22_0227/2022|H5N1|USA-AK|2022-09-09|wild_avian|B3.2;2022-09-09;USA;AK;;;;;
PP802734|A/northern_pintail/USA/IZ22_0228/2022|H5N1|USA-AK|2022-09-09|wild_avian|B3.2;2022-09-09;USA;AK;;;;;
PP802742|A/northern_pintail/USA/IZ22_0229/2022|H5N1|USA-AK|2022-09-09|wild_avian|B3.2;2022-09-09;USA;AK;;;;;
PP802270|A/cackling_goose/USA/IZ22_0251/2022|H5N1|USA-AK|2022-09-09|wild_avian|B3.2;2022-09-09;USA;AK;;;;;
PP801894|A/northern_pintail/USA/IZ22_0270/2022|H5N1|USA-AK|2022-09-12|wild_avian|B3.2;2022-09-12;USA;AK;;;;;
PP802750|A/northern_pintail/USA/IZ22_0273/2022|H5N1|USA-AK|2022-09-12|wild_avian|B3.2;2022-09-12;USA;AK;;;;;
PP801902|A/northern_pintail/USA/IZ22_0326/2022|H5N1|USA-AK|2022-09-14|wild_avian|B3.2;2022-09-14;USA;AK;;;;;
PP801910|A/northern_pintail/USA/IZ22_0327/2022|H5N1|USA-AK|2022-09-14|wild_avian|B3.2;2022-09-14;USA;AK;;;;;
PP802654|A/mallard/USA/IZ22_0392/2022|H5N1|USA-AK|2022-09-16|wild_avian|B3.2;2022-09-16;USA;AK;;;;;
PP802422|A/gadwall/USA/IZ22_0441/2022|H5N1|USA-AK|2022-09-20|wild_avian|B3.2;2022-09-20;USA;AK;;;;;
PP802430|A/gadwall/USA/IZ22_0442/2022|H5N1|USA-AK|2022-09-20|wild_avian|B3.2;2022-09-20;USA;AK;;;;;
PP802774|A/northern_pintail/USA/IZ22_0623/2022|H5N1|USA-AK|2022-09-28|wild_avian|B3.2;2022-09-28;USA;AK;;;;;
PP801929|A/northern_pintail/USA/IZ22_0624/2022|H5N1|USA-AK|2022-09-28|wild_avian|B3.2;2022-09-28;USA;AK;;;;;
PP802782|A/northern_pintail/USA/IZ22_0627/2022|H5N1|USA-AK|2022-09-28|wild_avian|B3.2;2022-09-28;USA;AK;;;;;
PP802790|A/northern_pintail/USA/IZ22_0685/2022|H5N1|USA-AK|2022-09-28|wild_avian|B3.2;2022-09-28;USA;AK;;;;;
PP802806|A/northern_pintail/USA/IZ22_0759/2022|H5N1|USA-AK|2022-09-30|wild_avian|B3.2;2022-09-30;USA;AK;;;;;
PP801961|A/northern_pintail/USA/IZ22_0763/2022|H5N1|USA-AK|2022-09-30|wild_avian|B3.2;2022-09-30;USA;AK;;;;;
PP802662|A/mallard/USA/IZ22_0766/2022|H5N1|USA-AK|2022-09-30|wild_avian|B3.2;2022-09-30;USA;AK;;;;;
PP802814|A/northern_pintail/USA/IZ22_0767/2022|H5N1|USA-AK|2022-09-30|wild_avian|B3.2;2022-09-30;USA;AK;;;;;
PP802278|A/cackling_goose/USA/IZ22_0787/2022|H5N1|USA-AK|2022-09-30|wild_avian|B3.2;2022-09-30;USA;AK;;;;;
PP802670|A/mallard/USA/IZ22_0791/2022|H5N1|USA-AK|2022-09-30|wild_avian|B3.2;2022-09-30;USA;AK;;;;;
PP802830|A/northern_pintail/USA/IZ22_0798/2022|H5N1|USA-AK|2022-09-30|wild_avian|B3.2;2022-09-30;USA;AK;;;;;
PP802862|A/northern_pintail/USA/IZ22_0821/2022|H5N1|USA-AK|2022-10-02|wild_avian|B3.2;2022-10-02;USA;AK;;;;;
PP802678|A/mallard/USA/IZ22_0879/2022|H5N1|USA-AK|2022-10-09|wild_avian|B3.2;2022-10-09;USA;AK;;;;;
PP802686|A/mallard/USA/IZ22_0894/2022|H5N1|USA-AK|2022-10-14|wild_avian|B3.2;2022-10-14;USA;AK;;;;;
EPI_ISL_18755530|A/northern_pintail/Alaska/USGS-0073/2022|H5N1|USA-AK|2022-09-02|wild_avian|B3.2;2022-09-02;USA;AK;;;;;
EPI_ISL_18755531|A/northern_pintail/Alaska/USGS-0226/2022|H5N1|USA-AK|2022-09-09|wild_avian|B3.2;2022-09-09;USA;AK;;;;;
EPI_ISL_18755529|A/cackling_goose/Alaska/USGS-0251/2022|H5N1|USA-AK|2022-09-09|wild_avian|B3.2;2022-09-09;USA;AK;;;;;
EPI_ISL_18755532|A/northern_pintail/Alaska/USGS-0326/2022|H5N1|USA-AK|2022-09-14|wild_avian|B3.2;2022-09-14;USA;AK;;;;;
EPI_ISL_18755534|A/northern_pintail/Alaska/USGS-0623/2022|H5N1|USA-AK|2022-09-28|wild_avian|B3.2;2022-09-28;USA;AK;;;;;
EPI_ISL_18755537|A/northern_pintail/Alaska/USGS-0685/2022|H5N1|USA-AK|2022-09-29|wild_avian|B3.2;2022-09-29;USA;AK;;;;;
EPI_ISL_18755540|A/northern_pintail/Alaska/USGS-0760/2022|H5N1|USA-AK|2022-09-30|wild_avian|B3.2;2022-09-30;USA;AK;;;;;
PP802702|A/northern_pintail/USA/22-031399-012/2022|H5N1|USA-AK|2022-09-02|wild_avian|B3.2;2022-09-02;USA;AK;;;;;
PP802710|A/northern_pintail/USA/22-031399-015/2022|H5N1|USA-AK|2022-09-02|wild_avian|B3.2;2022-09-02;USA;AK;;;;;
PP802518|A/green-winged_teal/USA/22-031399-019/2022|H5N1|USA-AK|2022-09-02|wild_avian|B3.2;2022-09-02;USA;AK;;;;;
PP801982|A/American_wigeon/USA/22-034097-002/2022|H5N1|USA-AK|2022-10-01|wild_avian|B3.2;2022-10-01;USA;AK;;;;;
PQ702593|A/Bald_eagle/AK/22-016934-004-original/2022|H5N1|USA-AK|2022-05-22|wild_avian|B3.2;2022-05-22;USA;AK;;;;;
PQ710473|A/Glaucous_Gull/AK/22-017953-004-original/2022|H5N1|USA-AK|2022-06-06|wild_avian|B3.2;2022-06-06;USA;AK;;;;;
PQ712257|A/Gull/AK/22-017953-007-original/2022|H5N1|USA-AK|2022-06-06|wild_avian|B3.2;2022-06-06;USA;AK;;;;;
PQ714937|A/Parasitic_jaeger/AK/22-020952-001-original/2022|H5N1|USA-AK|2022-07-22|wild_avian|B3.2;2022-07-22;USA;AK;;;;;
PQ710505|A/Glaucous_Gull/AK/22-021855-001-original/2022|H5N1|USA-AK|2022-05-31|wild_avian|B3.2;2022-05-31;USA;AK;;;;;
PQ710529|A/Glaucous_Gull/AK/22-024502-001-original/2022|H5N1|USA-AK|2022-07-01|wild_avian|B3.2;2022-07-01;USA;AK;;;;;
PP802390|A/domestic_turkey/USA/22-032677-001/2022|H5N1|USA-AK|2022-10-11|domestic_avian|B3.2;2022-10-11;USA;AK;;;;;
PP802318|A/chicken/USA/22-032677-003/2022|H5N1|USA-AK|2022-10-11|domestic_avian|B3.2;2022-10-11;USA;AK;;;;;
PP802622|A/mallard/USA/22-036139-048/2022|H5N1|USA-AK|2022-11-02|wild_avian|B3.2;2022-11-02;USA;AK;;;;;
PQ712985|A/Mallard/AK/22-036139-058-original/2022|H5N1|USA-AK|2022-11-02|wild_avian|B3.2;2022-11-02;USA;AK;;;;;
PQ706801|A/Cackling_Goose/AK/22-039438-003-original/2022|H5N1|USA-AK|2022-09-05|wild_avian|B3.2;2022-09-05;USA;AK;;;;;
PQ701649|A/American_green-winged_teal/AK/22-039438-007-original/2022|H5N1|USA-AK|2022-09-07|wild_avian|B3.2;2022-09-07;USA;AK;;;;;
PQ710113|A/Gadwall/AL/22-040806-001-original/2022|H5N1|USA-AL|2022-12-12|wild_avian|B3.2;2022-12-12;USA;AK;;;;;
PQ715449|A/Raven/AK/22-042128-001-original/2022|H5N1|USA-AK|2022-12-18|wild_avian|B3.2;2022-12-18;USA;AK;;;;;
SRR24842838|A/anser_sp/Alaska/22-013831-003/2022|H5N1|USA-AK|2022-04-29|wild_avian|B3.2;2022-04-29;USA;AK;Anchorage;;;;
PQ707073|A/Canada_goose/AL/22-041059-001-original/2022|H5N1|USA-AL|2022-12-13|wild_avian|B3.2;2022-12-13;USA;AL;;;;;
PQ702265|A/American_wigeon/AL/22-041761-007-original/2022|H5N1|USA-AL|2022-12-10|wild_avian|B3.2;2022-12-10;USA;AL;;;;;
PQ710161|A/Gadwall/AL/22-041762-004-original/2022|H5N1|USA-AL|2022-12-10|wild_avian|B3.2;2022-12-10;USA;AL;;;;;
PQ710169|A/Gadwall/AL/22-041762-005-original/2022|H5N1|USA-AL|2022-12-10|wild_avian|B3.2;2022-12-10;USA;AL;;;;;
PQ710177|A/Gadwall/AL/22-041762-006-original/2022|H5N1|USA-AL|2022-12-10|wild_avian|B3.2;2022-12-10;USA;AL;;;;;
PQ710185|A/Gadwall/AL/23-002626-001-original/2023|H5N1|USA-AL|2023-01-17|wild_avian|B3.2;2023-01-17;USA;AL;;;;;
PQ710193|A/Gadwall/AL/23-006279-001-original/2023|H5N1|USA-AL|2023-12-19|wild_avian|B3.2;2023-12-19;USA;AL;;;;;
PQ710137|A/Gadwall/AL/22-041762-001-original/2022|H5N1|USA-AL|2022-12-10|wild_avian|B3.2;2022-12-10;USA;AL;;;;;
PQ717345|A/Snow_goose/AL/22-041764-001-original/2022|H5N1|USA-AL|2022-12-20|wild_avian|B3.2;2022-12-20;USA;AL;;;;;
PQ717353|A/Snow_goose/AR/22-038202-001-original/2022|H5N1|USA-AR|2022-11-25|wild_avian|B3.2;2022-11-25;USA;AR;Lawrence;;;;
PQ714729|A/Northern_shoveler/AR/23-002690-001-original/2023|H5N1|USA-AR|2023-01-14|wild_avian|B3.2;2023-01-14;USA;AR;Lonoke;;;;
EPI_ISL_16297378|A/chicken/Arkansas/22-031676-001/2022|H5N1|USA-AR|2022-10-06|domestic_avian|B3.2;2022-10-06;USA;AR;Madison;;;;
PQ717369|A/Snow_goose/AR/22-039436-012-original/2022|H5N1|USA-AR|2022-11-29|wild_avian|B3.2;2022-11-29;USA;AR;;;;;
PQ717377|A/Snow_goose/AR/23-001513-001-original/2023|H5N1|USA-AR|2023-01-06|wild_avian|B3.2;2023-01-06;USA;AR;;;;;
PQ717385|A/Snow_goose/AR/23-001514-001-original/2023|H5N1|USA-AR|2023-01-06|wild_avian|B3.2;2023-01-06;USA;AR;;;;;
PQ719945|A/goose/AR/22-036798-001-original/2022|H5N1|USA-AR|2022-11-14|domestic_avian|B3.2;2022-11-14;USA;AR;;;;;
PQ717361|A/Snow_goose/AR/22-039436-005-original/2022|H5N1|USA-AR|2022-11-29|wild_avian|B3.2;2022-11-29;USA;AR;;;;;
PQ717009|A/Ross_s_goose/AR/23-001508-001-original/2023|H5N1|USA-AR|2023-01-06|wild_avian|B3.2;2023-01-06;USA;AR;;;;;
PQ717025|A/Ross_s_goose/AR/23-001512-001-original/2023|H5N1|USA-AR|2023-01-06|wild_avian|B3.2;2023-01-06;USA;AR;;;;;
EPI_ISL_16297379|A/chicken/Arkansas/22-031667-003/2022|H5N1|USA-AR|2022-10-06|domestic_avian|B3.2;2022-10-06;USA;AR;Madison;;;;
EPI_ISL_16297360|A/chicken/Arkansas/22-032566-001/2022|H5N1|USA-AR|2022-10-13|domestic_avian|B3.2;2022-10-13;USA;AR;Pope;;;;
PQ714953|A/Pelican/AZ/22-038234-001-original/2022|H5N1|USA-AZ|2022-10-15|wild_avian|B3.2;2022-10-15;USA;AZ;Maricopa;;;;
PQ714969|A/Pelican/AZ/22-038234-003-original/2022|H5N1|USA-AZ|2022-10-15|wild_avian|B3.2;2022-10-15;USA;AZ;Maricopa;;;;
PQ714977|A/Pelican/AZ/22-038234-004-original/2022|H5N1|USA-AZ|2022-10-15|wild_avian|B3.2;2022-10-15;USA;AZ;Maricopa;;;;
PQ714985|A/Pelican/AZ/22-038234-005-original/2022|H5N1|USA-AZ|2022-10-15|wild_avian|B3.2;2022-10-15;USA;AZ;Maricopa;;;;
PQ707097|A/Canada_goose/AZ/23-002260-001-original/2023|H5N1|USA-AZ|2023-01-09|wild_avian|B3.2;2023-01-09;USA;AZ;Coconino;;;;
EPI_ISL_16297070|A/chicken/Arizona/22-035006-002/2022|H5N1|USA-AZ|2022-11-01|domestic_avian|B3.2;2022-11-01;USA;AZ;Yavapai;;;;
EPI_ISL_16297081|A/chicken/Arizona/22-035241-003/2022|H5N1|USA-AZ|2022-11-02|domestic_avian|B3.2;2022-11-02;USA;AZ;Yavapai;;;;
PQ707089|A/Canada_goose/AZ/22-034128-001-original-repeat/2022|H5N1|USA-AZ|2022-10-17|wild_avian|B3.2;2022-10-17;USA;AZ;;;;;
PQ714961|A/Pelican/AZ/22-038234-002-original/2022|H5N1|USA-AZ|2022-10-15|wild_avian|B3.2;2022-10-15;USA;AZ;;;;;
PQ707105|A/Canada_goose/AZ/23-005233-001-original/2023|H5N1|USA-AZ|2023-01-23|wild_avian|B3.2;2023-01-23;USA;AZ;;;;;
PQ701953|A/American_white_Pelican/CA/22-035596-001-original/2022|H5N1|USA-CA|2022-10-27|wild_avian|B3.2;2022-10-27;USA;CA;San Diego;;;;
PQ709961|A/Eared_grebe/CA/23-000276-003-original/2022|H5N1|USA-CA|2022-12-15|wild_avian|B3.2;2022-12-15;USA;CA;Lassen;;;;
PQ718945|A/Turkey_Vulture/CA/23-002030-001-original/2022|H5N1|USA-CA|2022-12-29|wild_avian|B3.2;2022-12-29;USA;CA;Butte;;;;
PQ715713|A/Red-tailed_hawk/CA/23-004363-001-original/2023|H5N1|USA-CA|2023-01-25|wild_avian|B3.2;2023-01-25;USA;CA;Sacramento;;;;
EPI_ISL_16297067|A/Muscovy_duck/California/22-034335-001/2022|H5N1|USA-CA|2022-10-16|wild_avian|B3.2;2022-10-16;USA;CA;Fresno;;;;
EPI_ISL_17964876|A/sanderling/California/23-006644-001/2023|H5N1|USA-CA|2023-02-14|wild_avian|B3.2;2023-02-14;USA;CA;Sonoma;;;;
PQ715649|A/Red-tailed_hawk/CA/22-033187-001-original/2022|H5N1|USA-CA|2022-10-12|wild_avian|B3.2;2022-10-12;USA;CA;;;;;
PQ714241|A/Muscovy_Duck/CA/22-034331-001-original-repeat/2022|H5N1|USA-CA|2022-10-20|wild_avian|B3.2;2022-10-20;USA;CA;;;;;
PQ714249|A/Muscovy_Duck/CA/22-034331-003-original-repeat/2022|H5N1|USA-CA|2022-10-20|wild_avian|B3.2;2022-10-20;USA;CA;;;;;
PQ714257|A/Muscovy_Duck/CA/22-034331-004-original-repeat/2022|H5N1|USA-CA|2022-10-20|wild_avian|B3.2;2022-10-20;USA;CA;;;;;
PQ710801|A/Great_horned_owl/CA/22-035595-002-original/2022|H5N1|USA-CA|2022-10-27|wild_avian|B3.2;2022-10-27;USA;CA;;;;;
PQ719473|A/Western_Gull/CA/22-035882-001-original/2022|H5N1|USA-CA|2022-11-03|wild_avian|B3.2;2022-11-03;USA;CA;;;;;
PQ719481|A/Western_Gull/CA/22-037512-001-original/2022|H5N1|USA-CA|2022-11-08|wild_avian|B3.2;2022-11-08;USA;CA;;;;;
PQ709657|A/Cormorant/CA/22-037516-001-original/2022|H5N1|USA-CA|2022-11-06|wild_avian|B3.2;2022-11-06;USA;CA;;;;;
PQ714993|A/Pelican/CA/22-037519-001-original/2022|H5N1|USA-CA|2022-11-04|wild_avian|B3.2;2022-11-04;USA;CA;;;;;
PQ715105|A/Peregrine_falcon/CA/22-039721-003-original-3/2022|H5N1|USA-CA|2022-11-16|wild_avian|B3.2;2022-11-16;USA;CA;;;;;
PQ717401|A/Snow_goose/CA/22-041398-001-original/2022|H5N1|USA-CA|2022-12-01|wild_avian|B3.2;2022-12-01;USA;CA;;;;;
PQ707473|A/Canada_goose/CA/22-041399-001-original/2022|H5N1|USA-CA|2022-12-01|wild_avian|B3.2;2022-12-01;USA;CA;;;;;
PQ707481|A/Canada_goose/CA/22-041399-002-original/2022|H5N1|USA-CA|2022-12-01|wild_avian|B3.2;2022-12-01;USA;CA;;;;;
PQ717409|A/Snow_goose/CA/22-041400-002-original/2022|H5N1|USA-CA|2022-12-01|wild_avian|B3.2;2022-12-01;USA;CA;;;;;
PQ715657|A/Red-tailed_hawk/CA/22-041402-001-original/2022|H5N1|USA-CA|2022-12-01|wild_avian|B3.2;2022-12-01;USA;CA;;;;;
PQ717417|A/Snow_goose/CA/22-041403-001-original/2022|H5N1|USA-CA|2022-12-01|wild_avian|B3.2;2022-12-01;USA;CA;;;;;
PQ717425|A/Snow_goose/CA/22-041403-002-original/2022|H5N1|USA-CA|2022-12-01|wild_avian|B3.2;2022-12-01;USA;CA;;;;;
PQ717433|A/Snow_goose/CA/22-041403-003-original/2022|H5N1|USA-CA|2022-12-01|wild_avian|B3.2;2022-12-01;USA;CA;;;;;
PQ717441|A/Snow_goose/CA/22-041406-001-original/2022|H5N1|USA-CA|2022-11-28|wild_avian|B3.2;2022-11-28;USA;CA;;;;;
PQ718873|A/Turkey_Vulture/CA/22-041407-001-original/2022|H5N1|USA-CA|2022-12-01|wild_avian|B3.2;2022-12-01;USA;CA;;;;;
PQ717449|A/Snow_goose/CA/22-041408-001-original/2022|H5N1|USA-CA|2022-12-01|wild_avian|B3.2;2022-12-01;USA;CA;;;;;
PQ717457|A/Snow_goose/CA/22-041409-001-original/2022|H5N1|USA-CA|2022-12-01|wild_avian|B3.2;2022-12-01;USA;CA;;;;;
PQ718889|A/Turkey_Vulture/CA/22-041409-003-original/2022|H5N1|USA-CA|2022-12-01|wild_avian|B3.2;2022-12-01;USA;CA;;;;;
PQ717473|A/Snow_goose/CA/22-042007-002-original/2022|H5N1|USA-CA|2022-12-14|wild_avian|B3.2;2022-12-14;USA;CA;;;;;
PQ717481|A/Snow_goose/CA/22-042007-003-original/2022|H5N1|USA-CA|2022-12-14|wild_avian|B3.2;2022-12-14;USA;CA;;;;;
PQ717489|A/Snow_goose/CA/22-042007-004-original/2022|H5N1|USA-CA|2022-12-14|wild_avian|B3.2;2022-12-14;USA;CA;;;;;
PQ719513|A/Western_grebe/CA/23-000276-001-original/2022|H5N1|USA-CA|2022-12-15|wild_avian|B3.2;2022-12-15;USA;CA;;;;;
PQ709969|A/Eared_grebe/CA/23-000276-004-original/2022|H5N1|USA-CA|2022-12-15|wild_avian|B3.2;2022-12-15;USA;CA;;;;;
PQ710833|A/Great_horned_owl/CA/23-000277-003-original/2022|H5N1|USA-CA|2022-12-14|wild_avian|B3.2;2022-12-14;USA;CA;;;;;
PQ715681|A/Red-tailed_hawk/CA/23-000278-001-original/2022|H5N1|USA-CA|2022-12-14|wild_avian|B3.2;2022-12-14;USA;CA;;;;;
PQ705641|A/Black_brant/CA/23-000279-001-original/2022|H5N1|USA-CA|2022-12-15|wild_avian|B3.2;2022-12-15;USA;CA;;;;;
PQ715689|A/Red-tailed_hawk/CA/23-000279-002-original/2022|H5N1|USA-CA|2022-12-15|wild_avian|B3.2;2022-12-15;USA;CA;;;;;
PQ718913|A/Turkey_Vulture/CA/23-000283-001-original/2022|H5N1|USA-CA|2022-12-14|wild_avian|B3.2;2022-12-14;USA;CA;;;;;
PQ717033|A/Ross_s_goose/CA/23-000936-001-original/2022|H5N1|USA-CA|2022-12-16|wild_avian|B3.2;2022-12-16;USA;CA;;;;;
PQ717497|A/Snow_goose/CA/23-000936-002-original/2022|H5N1|USA-CA|2022-12-16|wild_avian|B3.2;2022-12-16;USA;CA;;;;;
PQ717505|A/Snow_goose/CA/23-000950-001-original/2022|H5N1|USA-CA|2022-12-19|wild_avian|B3.2;2022-12-19;USA;CA;;;;;
PQ720041|A/goose/CA/23-001053-002-original/2022|H5N1|USA-CA|2022-12-17|domestic_avian|B3.2;2022-12-17;USA;CA;;;;;
PQ712545|A/Herring_Gull/CA/23-001053-004-original/2022|H5N1|USA-CA|2022-12-17|wild_avian|B3.2;2022-12-17;USA;CA;;;;;
PQ712561|A/Herring_Gull/CA/23-001053-006-original/2022|H5N1|USA-CA|2022-12-17|wild_avian|B3.2;2022-12-17;USA;CA;;;;;
PQ715697|A/Red-tailed_hawk/CA/23-001055-001-original/2022|H5N1|USA-CA|2022-12-21|wild_avian|B3.2;2022-12-21;USA;CA;;;;;
PQ710849|A/Great_horned_owl/CA/23-001056-001-original/2022|H5N1|USA-CA|2022-12-21|wild_avian|B3.2;2022-12-21;USA;CA;;;;;
PQ706785|A/Bufflehead/CA/23-001056-003-original/2022|H5N1|USA-CA|2022-12-21|wild_avian|B3.2;2022-12-21;USA;CA;;;;;
PQ702273|A/American_wigeon/CA/23-001148-019-original/2022|H5N1|USA-CA|2022-10-22|wild_avian|B3.2;2022-10-22;USA;CA;;;;;
PQ717513|A/Snow_goose/CA/23-001856-001-original/2022|H5N1|USA-CA|2022-11-28|wild_avian|B3.2;2022-11-28;USA;CA;;;;;
PQ717041|A/Ross_s_goose/CA/23-001856-002-original/2022|H5N1|USA-CA|2022-12-13|wild_avian|B3.2;2022-12-13;USA;CA;;;;;
PQ710857|A/Great_horned_owl/CA/23-001856-003-original/2022|H5N1|USA-CA|2022-12-19|wild_avian|B3.2;2022-12-19;USA;CA;;;;;
PQ715705|A/Red-tailed_hawk/CA/23-001856-004-original/2022|H5N1|USA-CA|2022-12-19|wild_avian|B3.2;2022-12-19;USA;CA;;;;;
PQ718953|A/Turkey_Vulture/CA/23-002601-001-original/2023|H5N1|USA-CA|2023-01-11|wild_avian|B3.2;2023-01-11;USA;CA;;;;;
PQ717529|A/Snow_goose/CA/23-004358-002-original/2023|H5N1|USA-CA|2023-01-25|wild_avian|B3.2;2023-01-25;USA;CA;;;;;
PQ718961|A/Turkey_Vulture/CA/23-004361-001-original/2023|H5N1|USA-CA|2023-01-25|wild_avian|B3.2;2023-01-25;USA;CA;;;;;
PQ701665|A/American_green-winged_teal/CA/23-005876-017-original/2022|H5N1|USA-CA|2022-10-23|wild_avian|B3.2;2022-10-23;USA;CA;;;;;
PQ714737|A/Northern_shoveler/CA/23-005876-020-original/2022|H5N1|USA-CA|2022-10-23|wild_avian|B3.2;2022-10-23;USA;CA;;;;;
PQ714745|A/Northern_shoveler/CA/23-005876-026-original/2022|H5N1|USA-CA|2022-10-23|wild_avian|B3.2;2022-10-23;USA;CA;;;;;
EPI_ISL_17964879|A/great_horned_owl/California/23-006649-001/2023|H5N1|USA-CA|2023-02-23|wild_avian|B3.2;2023-02-23;USA;CA;Yuba;;;;
SRR28834940|A/Snow_Goose/CA/24-004881-002-original/2024|H5N1|USA-CA|2024-01-18|wild_avian|B3.2;2024-01-18;USA;CA;;;;;
SRR32006913|A/chicken/CA/24-038987-001-original/2024|H5N1|USA-CA|2024-12-26|domestic_avian|B3.2;2024-12-26;USA;CA;;;;;
SRR32006912|A/chicken/CA/24-038987-002-original/2024|H5N1|USA-CA|2024-12-26|domestic_avian|B3.2;2024-12-26;USA;CA;;;;;
SRR32006911|A/chicken/CA/24-038987-003-original/2024|H5N1|USA-CA|2024-12-26|domestic_avian|B3.2;2024-12-26;USA;CA;;;;;
SRR32006910|A/chicken/CA/24-038987-004-original/2024|H5N1|USA-CA|2024-12-26|domestic_avian|B3.2;2024-12-26;USA;CA;;;;;
SRR32006909|A/chicken/CA/24-038987-005-original/2024|H5N1|USA-CA|2024-12-26|domestic_avian|B3.2;2024-12-26;USA;CA;;;;;
SRR32006908|A/chicken/CA/24-038987-006-original/2024|H5N1|USA-CA|2024-12-26|domestic_avian|B3.2;2024-12-26;USA;CA;;;;;
SRR32006905|A/chicken/CA/24-038987-008-original/2024|H5N1|USA-CA|2024-12-26|domestic_avian|B3.2;2024-12-26;USA;CA;;;;;
OQ851647|A/Pekin_duck/California/T2202390/2022|H5N1|USA-CA|2022-11-14|domestic_avian|B3.2;2022-11-14;USA;CA;;;;;
PQ715089|A/Peregrine_falcon/CA/22-032573-001-original/2022|H5N1|USA-CA|2022-10-03|wild_avian|B3.2;2022-10-03;USA;CA;;;;;
PQ703713|A/Black_Swan/CA/22-032922-001-original/2022|H5N1|USA-CA|2022-10-12|wild_avian|B3.2;2022-10-12;USA;CA;;;;;
PQ710809|A/Great_horned_owl/CA/22-035880-001-original/2022|H5N1|USA-CA|2022-11-01|wild_avian|B3.2;2022-11-01;USA;CA;;;;;
